Buy Date,Ticker,Buy Strat,Last Alert Date,Stop Loss,Buy Price,Target,Call,Status,CMP,Quantity,Hit Type,Sell Price,Sell Date
10/9/2024,AGRITECH.NS,ATRBB_DC,10/8/2024,205.3,209.17,0,Long,Open,224.6900024,258,,,
10/9/2024,AIIL.BO,EW_UC,10/9/2024,961.6,1731.02,0,Long,Open,1845.949951,1,,,
10/9/2024,AJCON.BO,EW_UC,10/9/2024,37.5,44.26,0,Long,Open,44.90000153,148,,,
10/9/2024,AKG.NS,EW_BW,10/9/2024,17.9,20.03,0,Long,Open,19.29999924,469,,,
10/9/2024,AKZOINDIA.NS,ATR_UC,9/27/2024,2752,3709.55,0,Long,Open,3986.899902,1,,,
10/9/2024,ALFAICA.BO,LR_W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,#N/A,,,
10/9/2024,ALFREDHE.BO,BB_BW,9/25/2024,1359,1606.21,0,Long,Open,1700,4,,,
10/9/2024,ALSTONE.BO,EW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.74000001,#N/A,,,
10/9/2024,ALUFLUOR.BO,EW_DC,10/9/2024,360,383.73,0,Long,Open,404,42,,,
10/9/2024,AMALGAM.BO,EW_DC,10/9/2024,45.6,87.75,0,Long,Open,93,24,,,
10/9/2024,AMBALALSA.BO,EW_DC,10/9/2024,51.27,55.31,0,Long,Open,58.11000061,248,,,
10/9/2024,AMBER.NS,BB_W,9/30/2024,3964,4647.14,0,Long,Open,5482.899902,1,,,
10/9/2024,AMFORG.BO,EW_DC,10/9/2024,9.07,10.13,0,Long,Open,10.48999977,943,,,
10/9/2024,ANDHRAPET.BO,EW_BW,10/9/2024,85.05,91.46,0,Long,Open,89.98000336,156,,,
10/9/2024,ANJANI.BO,ATR,9/26/2024,37.35,41.4,0,Long,Open,47.68999863,247,,,
10/9/2024,APARINDS.NS,EW_BW,10/9/2024,7595,9650,0,Long,Open,10285.9502,0,,,
10/9/2024,ARCEEIN.BO,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.869999886,#N/A,,,
10/9/2024,ARFIN.BO,EW_DC,10/9/2024,34.75,37.12,0,Long,Open,36.74000168,422,,,
10/9/2024,ARVINDFASN.NS,EW_BW,10/9/2024,544.45,586.22,0,Long,Open,604.4500122,24,,,
10/9/2024,ARVSMART.NS,ATR_UC,10/8/2024,687,764.25,0,Long,Open,860,13,,,
10/9/2024,ASHAI.BO,ATR_DC,10/3/2024,11.49,11.98,0,Long,Open,16.47999954,2041,,,
10/9/2024,ASHAPURMIN.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,303.25,#N/A,,,
10/9/2024,ASHIS.BO,EW_UC,10/9/2024,36.6,53.05,0,Long,Open,52.20000076,61,,,
10/9/2024,ASHISHPO.BO,LR_DC,10/3/2024,55.89,54.23,0,Long,Open,59.99000168,-602,,,
10/9/2024,ASHNOOR.BO,EW_UC,10/9/2024,39.02,47.85,0,Long,Open,50.31000137,113,,,
10/9/2024,ASMTEC.BO,EW_BW,10/9/2024,1244,1466.6,0,Long,Open,1510,4,,,
10/9/2024,ASTAR.BO,EW_DC,10/9/2024,800,835.75,0,Long,Open,831,28,,,
10/9/2024,ATISHAY.BO,ATR_UC,9/24/2024,59.1,128.88,0,Long,Open,180.3000031,14,,,
10/9/2024,ATUL.NS,LR_DC,10/8/2024,7450,7578.98,0,Long,Open,7724.850098,8,,,
10/9/2024,AURIONPRO.NS,EW_DC,10/9/2024,1418.9,1575.49,0,Long,Open,1723.25,6,,,
10/9/2024,AUSOMENT.NS,BB_UC,9/11/2024,72.2,93.13,0,Long,Open,161.2400055,48,,,
10/9/2024,AUSTENG.BO,EW_W,10/9/2024,200.1,215.03,0,Long,Open,216.8000031,67,,,
10/9/2024,AWHCL.NS,BB_UC,10/7/2024,667.1,715.46,0,Long,Open,814,21,,,
10/9/2024,AXELPOLY.BO,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.54999924,#N/A,,,
10/9/2024,BALTE.BO,ATREW_BW,10/9/2024,25.8,30.31,0,Long,Open,37.59999847,222,,,
10/9/2024,BANG.NS,EW_BW,10/9/2024,46,53.11,0,Long,Open,54.22999954,141,,,
10/9/2024,BANKA.NS,EW_DC,10/9/2024,105.21,110.58,0,Long,Open,126.4599991,186,,,
10/9/2024,BAPACK.BO,BB_DC,10/8/2024,411.15,411.45,0,Long,Open,437.5,3333,,,
10/9/2024,BBL.NS,BB_DC,10/8/2024,4545,4386.76,0,Long,Open,4950,-6,,,
10/9/2024,BDL.NS,EW_DC,10/9/2024,1040.6,1155.98,0,Long,Open,1157,9,,,
10/9/2024,BELLACASA.BO,EW_DC,10/9/2024,467.35,515.06,0,Long,Open,601.2000122,21,,,
10/9/2024,BGWTATO.BO,EW_UC,10/9/2024,421.2,494.63,0,Long,Open,480,14,,,
10/9/2024,BHAGCHEM.BO,EW_DC,10/9/2024,330,351.48,0,Long,Open,366.1499939,47,,,
10/9/2024,BIGBLOC.NS,EWBB_DC,10/9/2024,105.3,116.22,0,Long,Open,134.2100067,92,,,
10/9/2024,BIOFILCHEM.NS,EW_DC,10/9/2024,58.66,74.93,0,Long,Open,73.70999908,61,,,
10/9/2024,BIRLAPREC.BO,EW_DC,10/9/2024,61,66.32,0,Long,Open,66.81999969,188,,,
10/9/2024,BLIL.BO,EW_DC,10/9/2024,77.5,82.27,0,Long,Open,81.5,210,,,
10/9/2024,BLISSGVS.NS,EW_DC,10/9/2024,119.4,127.72,0,Long,Open,132.8399963,120,,,
10/9/2024,BLUESTARCO.NS,ATREW_UC,10/9/2024,1539.1,1938.86,0,Long,Open,2013.099976,3,,,
10/9/2024,BMAL.BO,ATRBB_W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,,,
10/9/2024,BNRUDY.BO,EWBB_DC,10/9/2024,73,74.8,0,Long,Open,84.63999939,556,,,
10/9/2024,BRADYM.BO,EW_UC,10/9/2024,1060,1919.04,0,Long,Open,2411.899902,1,,,
10/9/2024,BROOKS.NS,BB_W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,141.1699982,#N/A,,,
10/9/2024,CALCOM.BO,EW_BW,10/9/2024,104,121.5,0,Long,Open,126.8000031,57,,,
10/9/2024,CAMS.BO,EW_BW,10/9/2024,4049.05,4390.95,0,Long,Open,4860.450195,3,,,
10/9/2024,CAPTRUST.NS,EW_DC,10/9/2024,118.5,127.18,0,Long,Open,128.9499969,115,,,
10/9/2024,CDSL.NS,ATREW_W,10/9/2024,1344.6,1406.24,0,Long,Open,1547.75,16,,,
10/9/2024,CEETAIN.BO,EW_BW,10/9/2024,37.1,41.4,0,Long,Open,60.43999863,233,,,
10/9/2024,CEINSYSTECH.BO,ATRBB_UC,10/3/2024,396.5,695,0,Long,Open,1166.150024,3,,,
10/9/2024,CENTENKA.NS,EW_DC,10/9/2024,606,646.74,0,Long,Open,633.0999756,25,,,
10/9/2024,CENTEXT.NS,EWBB_DC,10/9/2024,22.6,23.79,0,Long,Open,23.5,840,,,
10/9/2024,CHDCHEM.BO,EW_DC,10/9/2024,5.56,6.77,0,Long,Open,7,826,,,
10/9/2024,CHEMFAB.NS,BB_DC,10/8/2024,500.45,994.5,0,Long,Open,1165,2,,,
10/9/2024,CHEMOPH.BO,ATREWBB_DC,10/9/2024,59.58,64.83,0,Long,Open,69.19999695,190,,,
10/9/2024,CHEMTECH.BO,ATR_BW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,272.9500122,#N/A,,,
10/9/2024,CHOICEIN.BO,ATREW_UC,10/9/2024,359.9,460.76,0,Long,Open,483.2999878,10,,,
10/9/2024,CIPLA.NS,ATR_BW,7/2/2024,852,1482.63,0,Long,Open,1556.099976,2,,,
10/9/2024,COCHINM.BO,EWBB_DC,10/9/2024,287,315.76,0,Long,Open,316.3500061,35,,,
10/9/2024,COCHINSHIP.NS,EW_DC,10/9/2024,1505,1632.5,0,Long,Open,1556.900024,8,,,
10/9/2024,COMPUSOFT.NS,EW_DC,10/9/2024,27.62,29.99,0,Long,Open,31.39999962,422,,,
10/9/2024,CONTICON.BO,EW_DC,10/9/2024,10.65,11.73,0,Long,Open,11.80000019,926,,,
10/9/2024,CONTPTR.BO,EW_UC,10/9/2024,92.8,96.71,0,Long,Open,98,256,,,
10/9/2024,COSCO.BO,ATR_DC,10/8/2024,302.05,353.47,0,Long,Open,393.0499878,19,,,
10/9/2024,CRANESSOFT.BO,EW_DC,10/9/2024,4.02,4.21,0,Long,Open,4.300000191,5263,,,
10/9/2024,CTCL.BO,BB_DC,10/8/2024,270,262.58,0,Long,Open,0,-135,,,
10/9/2024,CUBEXTUB.NS,ATREW_DC,10/9/2024,90.1,99.07,0,Long,Open,108.5,111,,,
10/9/2024,CYBERMEDIA.NS,ATRBB_W,10/8/2024,24.47,25.62,0,Long,Open,29.15999985,870,,,
10/9/2024,DANLAW.BO,EW_DC,10/9/2024,1745,1939.15,0,Long,Open,2070,5,,,
10/9/2024,DATAMATICS.NS,ATREWBB_W,10/9/2024,558,588.32,0,Long,Open,603.5,33,,,
10/9/2024,DBSTOCKBRO.NS,ATREWBB_W,10/9/2024,43.61,48.79,0,Long,Open,50.40000153,193,,,
10/9/2024,DCAL.NS,EW_DC,10/9/2024,161.21,175.13,0,Long,Open,197.6399994,72,,,
10/9/2024,DHANCOT.BO,EW_UC,10/9/2024,90.3,95.31,0,Long,Open,119.1500015,200,,,
10/9/2024,DHANI.NS,ATRBB_BW,10/8/2024,48.41,48.94,0,Long,Open,66.66999817,1887,,,
10/9/2024,DIAMINESQ.BO,EW_BW,10/9/2024,505,537.11,0,Long,Open,540,31,,,
10/9/2024,DIVISLAB.NS,ATRBB_UC,8/21/2024,3540.3,4792.05,0,Long,Open,6058,1,,,
10/9/2024,DLTNCBL.BO,BB_W,9/30/2024,490,610.99,0,Long,Open,705,8,,,
10/9/2024,DONEAR.NS,EW_DC,10/9/2024,104.96,109.89,0,Long,Open,128.4900055,203,,,
10/9/2024,DPABHUSHAN.NS,ATREW_UC,10/9/2024,1530.05,1662.04,0,Long,Open,1828.900024,8,,,
10/9/2024,DPWIRES.NS,EW_UC,10/9/2024,383,398.79,0,Long,Open,421.0499878,63,,,
10/9/2024,DSSL.NS,EW_W,10/9/2024,1246.35,1382.55,0,Long,Open,1328.400024,7,,,
10/9/2024,DYNAMICP.BO,EW_BW,10/9/2024,42.67,45.62,0,Long,Open,39.59999847,339,,,
10/9/2024,DYNAMIND.BO,EW_UC,10/9/2024,85,99.92,0,Long,Open,102,67,,,
10/9/2024,EASTRED.BO,EWBB_DC,10/9/2024,40,45.49,0,Long,Open,45.38999939,182,,,
10/9/2024,EIHOTEL.NS,ATR_BW,9/23/2024,393.35,367.61,0,Long,Open,409.0499878,-39,,,
10/9/2024,EIMCOELECO.NS,EW_W,10/9/2024,2665.55,2871.86,0,Long,Open,3109,5,,,
10/9/2024,EKC.NS,BB_DC,10/8/2024,112,181.09,0,Long,Open,197.1799927,14,,,
10/9/2024,ELAND.BO,EW_BW,10/9/2024,12.11,13.52,0,Long,Open,16.25,709,,,
10/9/2024,ELDEHSG.BO,BB_W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,862.1500244,#N/A,,,
10/9/2024,ELECTHERM.NS,ATR_W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,970.2000122,#N/A,,,
10/9/2024,ELGIEQUIP.NS,ATREW_BW,10/9/2024,624.7,657.2,0,Long,Open,662.5499878,31,,,
10/9/2024,ELIXIR.BO,ATREWBB_W,10/9/2024,100.15,147.88,0,Long,Open,157.3500061,21,,,
10/9/2024,EMAMILTD.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,716.2000122,#N/A,,,
10/9/2024,EMERALD.BO,BB_W,10/4/2024,58,69.08,0,Long,Open,84.38999939,90,,,
10/9/2024,ENDURANCE.NS,EW_BW,10/9/2024,2158.25,2257.59,0,Long,Open,2390,10,,,
10/9/2024,ESCORTS.NS,EW_UC,10/9/2024,3621,3948.15,0,Long,Open,3787.149902,3,,,
10/9/2024,ESTER.NS,EW_UC,10/9/2024,104.57,145.88,0,Long,Open,151.25,24,,,
10/9/2024,ETIL.BO,EW_DC,10/9/2024,8.15,8.66,0,Long,Open,8.729999542,1961,,,
10/9/2024,EXIDEIND.NS,ATRBB_UC,10/8/2024,454.05,482.83,0,Long,Open,496.8999939,35,,,
10/9/2024,EXPLICITFIN.BO,BB_W,10/4/2024,5.77,6.49,0,Long,Open,7.900000095,1389,,,
10/9/2024,FDC.NS,EW_BW,10/9/2024,500.55,520.64,0,Long,Open,549,50,,,
10/9/2024,FILTRA.BO,ATREWBB_W,10/9/2024,71.51,84.54,0,Long,Open,85.58999634,77,,,
10/9/2024,FLUIDOM.BO,EW_DC,10/9/2024,601.6,631.25,0,Long,Open,659.4500122,34,,,
10/9/2024,FLUOROCHEM.NS,ATREW_DC,10/9/2024,3105.1,4221.01,0,Long,Open,4636.299805,1,,,
10/9/2024,FRASER.BO,ATREW,10/9/2024,4.62,4.82,0,Long,Open,5.199999809,5000,,,
10/9/2024,GANESHHOUC.NS,ATR_BW,10/8/2024,793,789.13,0,Long,Open,1018.849976,-258,,,
10/9/2024,GANGAFORGE.NS,EW_DC,10/9/2024,6.93,7.55,0,Long,Open,7.5,1613,,,
10/9/2024,GAYATRIBI.BO,BB_DC,8/23/2024,5.45,5.76,0,Long,Open,6.190000057,3226,,,
10/9/2024,GCMCAPI.BO,EWBB_W,10/9/2024,5.66,7.29,0,Long,Open,7.28000021,613,,,
10/9/2024,GENESYS.NS,ATREW_DC,10/9/2024,712.25,764.16,0,Long,Open,758.2000122,19,,,
10/9/2024,GENPHARMA.BO,EW,10/9/2024,2.76,2.82,0,Long,Open,2.829999924,16667,,,
10/9/2024,GENSOL.BO,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,830,#N/A,,,
10/9/2024,GENUSPOWER.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,410.25,#N/A,,,
10/9/2024,GICRE.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,394.1499939,#N/A,,,
10/9/2024,GIPCL.NS,ATREWBBLR_W,10/9/2024,210.76,226.7,0,Long,Open,225.4900055,63,,,
10/9/2024,GLANCE.BO,EWBB_W,10/9/2024,102.6,103.94,0,Long,Open,134.8999939,746,,,
10/9/2024,GLAXO.NS,ATREWBBLR_DC,10/9/2024,2586.05,2749.86,0,Long,Open,2650,6,,,
10/9/2024,GLENMARK.NS,BB_W,9/23/2024,985.2,1719.75,0,Long,Open,1754.949951,1,,,
10/9/2024,GLITTEKG.BO,EW_BW,10/9/2024,3.62,3.71,0,Long,Open,0,11111,,,
10/9/2024,GOCLCORP.NS,EWBB_DC,10/9/2024,389.65,413.5,0,Long,Open,421.6000061,42,,,
10/9/2024,GODAVARI.BO,EW,10/9/2024,107,123.29,0,Long,Open,129,61,,,
10/9/2024,GODFRYPHLP.NS,BB_DC,10/8/2024,2907.55,6430.39,0,Long,Open,7043.850098,0,,,
10/9/2024,GOKAKTEX.BO,EW_BW,10/9/2024,155,211.19,0,Long,Open,225.1000061,18,,,
10/9/2024,GOKUL.NS,BB_DC,10/8/2024,37.24,50.23,0,Long,Open,52.00999832,77,,,
10/9/2024,GOLDIAM.NS,BB_DC,10/8/2024,143.55,314.13,0,Long,Open,383.2000122,6,,,
10/9/2024,GPTINFRA.NS,EW_DC,10/9/2024,131.15,146.03,0,Long,Open,141.75,67,,,
10/9/2024,GREENPLY.NS,EW_DC,10/9/2024,342.6,373.09,0,Long,Open,390.1000061,33,,,
10/9/2024,GREENPOWER.NS,LR_DC,10/8/2024,18.9,18.89,0,Long,Open,19.70000076,-100000,,,
10/9/2024,GRMOVER.BO,EW_DC,10/9/2024,206.7,239.77,0,Long,Open,229.8000031,30,,,
10/9/2024,GROBTEA.NS,EW_UC,10/9/2024,949.95,1306.22,0,Long,Open,1213.599976,3,,,
10/9/2024,GROVY.BO,ATRBB_BW,9/2/2024,98,157.06,0,Long,Open,267.1499939,17,,,
10/9/2024,GRPLTD.NS,EWBB_W,10/9/2024,2931,3149.06,0,Long,Open,3431.149902,5,,,
10/9/2024,GSS.NS,EW_DC,10/9/2024,68.17,75.67,0,Long,Open,74.58999634,133,,,
10/9/2024,GTL.NS,LR_DC,10/8/2024,11.87,12.1,0,Long,Open,14.14000034,4348,,,
10/9/2024,GUJCMDS.BO,ATR_BW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,494.4500122,#N/A,,,
10/9/2024,GUJCONT.BO,ATREW_W,10/9/2024,165.8,167.89,0,Long,Open,167.25,478,,,
10/9/2024,GUJCOTEX.BO,BB_UC,8/29/2024,3.23,6.91,0,Long,Open,13.31999969,272,,,
10/9/2024,GUJINTRX.BO,EW_DC,10/9/2024,480,510.3,0,Long,Open,521.4500122,33,,,
10/9/2024,GUJPETR.BO,ATRBB_DC,10/1/2024,57.34,66.6,0,Long,Open,80.34999847,108,,,
10/9/2024,HARDCAS.BO,EW_BW,10/9/2024,870.05,970.86,0,Long,Open,1076.050049,10,,,
10/9/2024,HARLETH.BO,EW_BW,10/9/2024,87.7,104.45,0,Long,Open,106,60,,,
10/9/2024,HARYNACAP.BO,EW_UC,10/9/2024,194,317.69,0,Long,Open,361.25,8,,,
10/9/2024,HAVISHA.NS,EW_DT,10/9/2024,2.04,2.22,0,Long,Open,2.609999895,5556,,,
10/9/2024,HBSL.NS,EW_BW,10/9/2024,125.02,136.23,0,Long,Open,140,89,,,
10/9/2024,HDFCAMC.NS,ATR_UC,10/8/2024,4184.65,4125.5,0,Long,Open,4695.399902,-17,,,
10/9/2024,HESTERBIO.NS,EW_BW,10/9/2024,2225,2275.24,0,Long,Open,2339.25,20,,,
10/9/2024,HIGHENE.BO,EW_DC,10/9/2024,636,664.61,0,Long,Open,664.8499756,35,,,
10/9/2024,HIMATSEIDE.NS,EW_BW,10/9/2024,130.31,139.19,0,Long,Open,167.3999939,113,,,
10/9/2024,HINDALUMI.BO,EW_DC,10/9/2024,56,68.39,0,Long,Open,78,81,,,
10/9/2024,HINDCON.NS,EW_DC,10/9/2024,45.5,49.44,0,Long,Open,48.77999878,254,,,
10/9/2024,HINDHARD.BO,EW_UC,10/9/2024,592.5,631.88,0,Long,Open,708,25,,,
10/9/2024,HMT.NS,EW_DC,10/9/2024,75.2,78.78,0,Long,Open,76.05999756,279,,,
10/9/2024,HONAUT.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49515,#N/A,,,
10/9/2024,HOVS.NS,EW_DC,10/9/2024,71.05,75.4,0,Long,Open,75.34999847,230,,,
10/9/2024,HPCOTTON.BO,EW_DC,10/9/2024,132.05,139.19,0,Long,Open,134.8999939,140,,,
10/9/2024,HUIL.BO,EW_DC,10/9/2024,2578,2715.21,0,Long,Open,2651.149902,7,,,
10/9/2024,IFINSER.BO,BB_W,9/27/2024,20.35,38.54,0,Long,Open,44.09999847,55,,,
10/9/2024,IIFLSEC.NS,ATR_UC,10/7/2024,178.56,366.75,0,Long,Open,432.0499878,5,,,
10/9/2024,IL&FSTRANS.NS,EW_DC,10/9/2024,4.85,5.17,0,Long,Open,5.889999866,3125,,,
10/9/2024,IMAGICAA.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.88999939,#N/A,,,
10/9/2024,INDBNK.BO,ATREW_DC,10/9/2024,45.45,47.23,0,Long,Open,46.5,562,,,
10/9/2024,INDIANVSH.BO,LR_UC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.36999989,#N/A,,,
10/9/2024,INDINFO.BO,EW_DC,10/9/2024,1.08,1.37,0,Long,Open,1.340000033,3448,,,
10/9/2024,INDOEURO.BO,ATR_UC,10/4/2024,12.74,15.63,0,Long,Open,17.92000008,346,,,
10/9/2024,INDOWIND.NS,EW_DC,10/9/2024,20.15,22.26,0,Long,Open,21.79999924,474,,,
10/9/2024,INDSUCR.BO,BB_DC,10/7/2024,99.9,119.88,0,Long,Open,145,50,,,
10/9/2024,INOXWIND.NS,EW_BW,10/9/2024,204,219.7,0,Long,Open,217.5,64,,,
10/9/2024,INSPIRISYS.NS,EW_DC,10/9/2024,105.6,113.13,0,Long,Open,116.8199997,133,,,
10/9/2024,INTELLECT.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,879.4000244,#N/A,,,
10/9/2024,INTENTECH.NS,EWBB_DC,10/9/2024,124.67,135.29,0,Long,Open,155,94,,,
10/9/2024,INTLCOMBQ.BO,EW_BW,10/9/2024,1175,1251.25,0,Long,Open,1455.650024,13,,,
10/9/2024,INTLCONV.BO,EW_UC,10/9/2024,74.77,91.18,0,Long,Open,94.86000061,61,,,
10/9/2024,IPCALAB.NS,ATRBB_UC,6/28/2024,669.8,1073.71,0,Long,Open,1649.550049,2,,,
10/9/2024,IRB.NS,EW_DC,10/9/2024,55.06,60,0,Long,Open,58.38999939,202,,,
10/9/2024,IRCON.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,223.6900024,#N/A,,,
10/9/2024,JAGRAN.NS,BB_DC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89.90000153,#N/A,,,
10/9/2024,JAGSNPHARM.NS,ATRBB_W,10/7/2024,275,408.15,0,Long,Open,478,8,,,
10/9/2024,JAIBALAJI.NS,BB_DC,10/8/2024,783.1,996.16,0,Long,Open,1073.699951,5,,,
10/9/2024,JAIPAN.BO,EW_DC,10/9/2024,31.43,32.7,0,Long,Open,35.95999908,787,,,
10/9/2024,JAMSHRI.BO,EW_DC,10/9/2024,146,149.82,0,Long,Open,199.8500061,262,,,
10/9/2024,JAYBHCR.BO,EW_W,10/9/2024,8.8,8.91,0,Long,Open,9,9091,,,
10/9/2024,JAYCH.BO,EW_DC,10/9/2024,7.79,9.22,0,Long,Open,9.710000038,699,,,
10/9/2024,JAYKAY.BO,ATR_W,10/8/2024,80.68,96.93,0,Long,Open,145.8999939,62,,,
10/9/2024,JHACC.BO,ATRBB_BW,10/7/2024,255,246.43,0,Long,Open,315.75,-117,,,
10/9/2024,JINDCAP.BO,BB_W,10/8/2024,31.65,53.85,0,Long,Open,56,45,,,
10/9/2024,JPPOWER.NS,ATRBB_UC,10/8/2024,16.75,17.96,0,Long,Open,20.02000046,826,,,
10/9/2024,JUBLINDS.NS,EW_DC,10/9/2024,1565,1717.83,0,Long,Open,1694.5,7,,,
10/9/2024,JUBLPHARMA.NS,EW_DC,10/9/2024,701.8,1144.52,0,Long,Open,1191.150024,2,,,
10/9/2024,JUMBO.BO,EW_DC,10/9/2024,42.2,45.45,0,Long,Open,49.40000153,308,,,
10/9/2024,JUSTDIAL.NS,LR_BW,10/8/2024,1140,1152.89,0,Long,Open,1212.199951,78,,,
10/9/2024,JYOTI.BO,ATR_UC,9/12/2024,60,87.45,0,Long,Open,139.1999969,36,,,
10/9/2024,JYOTISTRUC.NS,ATRBB_BW,10/7/2024,23.99,24.79,0,Long,Open,31.31999969,1250,,,
10/9/2024,KABRAEXTRU.NS,EW_BW,10/9/2024,385,406.88,0,Long,Open,452.7000122,46,,,
10/9/2024,KALYANIFRG.NS,EW_DC,10/9/2024,450,480.81,0,Long,Open,467,32,,,
10/9/2024,KANSHST.BO,BB_UC,9/12/2024,26.01,28.89,0,Long,Open,44.86000061,347,,,
10/9/2024,KCDGROUP.BO,EW_W,10/9/2024,0,9.06,0,Long,Open,8.93999958,110,,,
10/9/2024,KDDL.NS,EW_DC,10/9/2024,2735.1,2927.51,0,Long,Open,2941.75,5,,,
