Ticker,Last Alert Date_x,Buy Price_x,Target_x,Call_x,Status_x,Buy Date,Buy Strat,Last Alert Date_y,ll,Buy Price_y,Target_y,Call_y,Status_y,CMP,CMP_Date,Quantity,Hit Type,Sell Price,Broker
INSECTICID.NS,2024-10-29,790.46,,Long,Open,2024-10-31,LR_DC,2024-10-29,750.0,790.46,,Long,Open,860.0,2024-11-01,24.71576866040532,,,India
INVPRECQ.BO,2024-10-31,826.0,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,788.5,826.0,,Long,Open,849.4,2024-11-01,26.666666666666668,,,India
IOB.NS,2024-10-29,51.33,,Long,Open,2024-10-31,BB_W,2024-10-29,48.44,51.33,,Long,Open,54.46,2024-11-01,346.0207612456747,,,India
ITL.BO,2024-10-31,447.5,,Long,Open,2024-10-31,EW_DC,2024-10-31,430.0,447.5,,Long,Open,470.7,2024-11-01,57.142857142857146,,,India
IVC.NS,2024-10-31,11.18,,Long,Open,2024-10-31,EW_DC,2024-10-31,9.96,11.18,,Long,Open,11.58,2024-11-01,819.6721311475418,,,India
JAIBALAJI.NS,2024-10-30,1020.05,,Long,Open,2024-10-31,BB_W,2024-10-30,975.0,1020.05,,Long,Open,1087.65,2024-11-01,22.19755826859048,,,India
JAIPAN.BO,2024-10-31,35.86,,Long,Open,2024-10-31,EW_BW,2024-10-31,31.2,35.86,,Long,Open,37.37,2024-11-01,214.5922746781116,,,India
JASH.NS,2024-10-29,495.8,,Long,Open,2024-10-31,BB_DC,2024-10-29,461.95,495.8,,Long,Open,508.85,2024-11-01,29.54209748892169,,,India
JAYNECOIND.NS,2024-10-31,42.43,,Long,Open,2024-10-31,EW_DC,2024-10-31,38.76,42.43,,Long,Open,42.81,2024-11-01,272.4795640326974,,,India
JBCHEPHARM.NS,2024-10-08,1703.04,,Long,Open,2024-10-31,ATRBB_DC,2024-10-08,1835.8,1703.04,,Long,Open,1961.05,2024-11-01,-7.532389273877674,,,India
JISLDVREQS.BO,2024-10-28,28.86,,Long,Open,2024-10-31,LR_DC,2024-10-28,28.16,28.86,,Long,Open,32.82,2024-11-01,1428.57142857143,,,India
JISLJALEQS.NS,2024-10-30,55.55,,Long,Open,2024-10-31,ATRLR_DC,2024-10-30,52.03,55.55,,Long,Open,64.35,2024-11-01,284.0909090909094,,,India
JKTYRE.NS,2024-10-31,393.29,,Long,Open,2024-10-31,EW_DC,2024-10-31,368.25,393.29,,Long,Open,397.0,2024-11-01,39.93610223642169,,,India
JUBLPHARMA.NS,2024-10-29,1082.59,,Long,Open,2024-10-31,ATR_DC,2024-10-29,1033.15,1082.59,,Long,Open,1211.75,2024-11-01,20.22653721682855,,,India
JUPITERIN.BO,2024-10-28,35.57,,Long,Open,2024-10-31,BB_DC,2024-10-28,33.65,35.57,,Long,Open,41.47,2024-11-01,520.8333333333329,,,India
JYOTHYLAB.NS,2024-10-31,513.08,,Long,Open,2024-10-31,EW_DC,2024-10-31,474.05,513.08,,Long,Open,519.1,2024-11-01,25.62131693569048,,,India
KACHCHH.BO,2024-10-29,27.28,,Long,Open,2024-10-31,BB_W,2024-10-29,23.58,27.28,,Long,Open,29.72,2024-11-01,270.2702702702701,,,India
KALLAM.BO,2024-10-31,6.65,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,5.9,6.65,,Long,Open,6.83,2024-11-01,1333.3333333333333,,,India
KALYANIFRG.NS,2024-10-29,437.51,,Long,Open,2024-10-31,LR_DC,2024-10-29,426.35,437.51,,Long,Open,462.45,2024-11-01,89.60573476702534,,,India
KAMDHENU.NS,2024-10-30,455.96,,Long,Open,2024-10-31,BB_DC,2024-10-30,435.5,455.96,,Long,Open,488.75,2024-11-01,48.87585532746828,,,India
KAPSTON.NS,2024-10-24,243.85,,Long,Open,2024-10-31,ATRBB_DC,2024-10-24,230.0,243.85,,Long,Open,269.38,2024-11-01,72.20216606498198,,,India
KARMAENG.NS,2024-10-30,67.36,,Long,Open,2024-10-31,BB_DC,2024-10-30,66.01,67.36,,Long,Open,74.74,2024-11-01,740.7407407407438,,,India
KARNAVATI.BO,2024-10-30,2.26,,Long,Open,2024-10-31,BB_DC,2024-10-30,2.2,2.26,,Long,Open,2.57,2024-11-01,16666.666666666777,,,India
KCLINFRA.BO,2024-10-28,1.48,,Long,Open,2024-10-31,BB_DC,2024-10-28,1.42,1.48,,Long,Open,1.64,2024-11-01,16666.666666666653,,,India
KCP.NS,2024-10-31,213.2,,Long,Open,2024-10-31,EW_DC,2024-10-31,198.6,213.2,,Long,Open,215.55,2024-11-01,68.49315068493154,,,India
KDDL.NS,2024-10-31,2542.64,,Long,Open,2024-10-31,EW_DC,2024-10-31,2394.15,2542.64,,Long,Open,2594.9,2024-11-01,6.734460233012334,,,India
KEC.NS,2024-10-31,950.7,,Long,Open,2024-10-31,EW_BW,2024-10-31,879.4,950.7,,Long,Open,984.9,2024-11-01,14.025245441795215,,,India
KECL.NS,2024-10-29,179.47,,Long,Open,2024-10-31,BB_DC,2024-10-29,168.1,179.47,,Long,Open,198.38,2024-11-01,87.9507475813544,,,India
KEI.NS,2024-10-31,3908.1,,Long,Open,2024-10-31,ATREW_BW,2024-10-31,3722.1,3908.1,,Long,Open,4051.75,2024-11-01,5.376344086021505,,,India
KELENRG.BO,2024-10-31,3858.75,,Long,Open,2024-10-31,EW_DC,2024-10-31,3727.0,3858.75,,Long,Open,3895.15,2024-11-01,7.590132827324478,,,India
KIRANSY-B.BO,2024-10-31,7.98,,Long,Open,2024-10-31,EW_W,2024-10-31,7.21,7.98,,Long,Open,8.15,2024-11-01,1298.701298701298,,,India
KIRLOSBROS.NS,2024-10-28,1648.75,,Long,Open,2024-10-31,ATRBB_DC,2024-10-28,1604.0,1648.75,,Long,Open,1931.55,2024-11-01,22.3463687150838,,,India
KIRLPNU.BO,2024-10-25,1339.3,,Long,Open,2024-10-31,ATR_UC,2024-10-25,1279.4,1339.3,,Long,Open,1687.75,2024-11-01,16.694490818030086,,,India
KJMCCORP.BO,2024-10-31,80.41,,Long,Open,2024-10-31,ATREWBB_BW,2024-10-31,70.18,80.41,,Long,Open,105.11,2024-11-01,97.75171065493656,,,India
KJMCFIN.BO,2024-10-30,80.96,,Long,Open,2024-10-31,ATRBB_BW,2024-10-30,72.0,80.96,,Long,Open,126.05,2024-11-01,111.60714285714292,,,India
KMCSHIL.BO,2024-10-30,79.18,,Long,Open,2024-10-31,BB_DC,2024-10-30,71.1,79.18,,Long,Open,82.16,2024-11-01,123.76237623762356,,,India
KPL.BO,2024-10-28,759.61,,Long,Open,2024-10-31,ATRBB_UC,2024-10-28,735.5,759.61,,Long,Open,941.15,2024-11-01,41.47656574035668,,,India
KPRMILL.NS,2024-10-25,878.66,,Long,Open,2024-10-31,BB_DC,2024-10-25,863.25,878.66,,Long,Open,934.4,2024-11-01,64.89292667099299,,,India
KRBL.NS,2024-10-28,268.63,,Long,Open,2024-10-31,LR_DC,2024-10-28,263.0,268.63,,Long,Open,292.0,2024-11-01,177.61989342806407,,,India
KREBSBIO.NS,2024-10-28,75.21,,Long,Open,2024-10-31,BB_DC,2024-10-28,73.3,75.21,,Long,Open,81.91,2024-11-01,523.5602094240847,,,India
KSE.BO,2024-10-30,2365.75,,Long,Open,2024-10-31,BB_DT,2024-10-30,2300.0,2365.75,,Long,Open,2525.65,2024-11-01,15.209125475285171,,,India
KSHITIJPOL.NS,2024-10-30,5.8,,Long,Open,2024-10-31,BB_W,2024-10-30,5.67,5.8,,Long,Open,6.16,2024-11-01,7692.307692307699,,,India
KSL.NS,2024-10-31,786.52,,Long,Open,2024-10-31,EW_BW,2024-10-31,715.25,786.52,,Long,Open,802.85,2024-11-01,14.03114915111548,,,India
KTIL.BO,2024-10-30,75.24,,Long,Open,2024-10-31,BB_DC,2024-10-30,71.01,75.24,,Long,Open,84.79,2024-11-01,236.40661938534336,,,India
KTKBANK.NS,2024-10-31,213.64,,Long,Open,2024-10-31,EW_DC,2024-10-31,200.15,213.64,,Long,Open,217.03,2024-11-01,74.12898443291337,,,India
KUNSTOFF.BO,2024-10-31,33.1,,Long,Open,2024-10-31,EW_BW,2024-10-31,30.4,33.1,,Long,Open,33.64,2024-11-01,370.37037037037,,,India
LAGNAM.NS,2024-10-31,107.71,,Long,Open,2024-10-31,EW_DC,2024-10-31,100.22,107.71,,Long,Open,110.48,2024-11-01,133.51134846461957,,,India
LAXMICOT.NS,2024-10-30,33.0,,Long,Open,2024-10-31,BB_DC,2024-10-30,30.76,33.0,,Long,Open,34.32,2024-11-01,446.4285714285717,,,India
LEENEE.BO,2024-10-30,11.85,,Long,Open,2024-10-31,ATRBB_DC,2024-10-30,11.5,11.85,,Long,Open,15.23,2024-11-01,2857.14285714286,,,India
LORDSCHLO.BO,2024-10-28,129.43,,Long,Open,2024-10-31,BB_W,2024-10-28,124.75,129.43,,Long,Open,144.65,2024-11-01,213.67521367521337,,,India
LOTUSCHO.BO,2024-10-31,1429.09,,Long,Open,2024-10-31,EW_UC,2024-10-31,1368.0,1429.09,,Long,Open,1502.15,2024-11-01,16.369291209690644,,,India
LOTUSEYE.NS,2024-10-31,68.79,,Long,Open,2024-10-31,EW_BW,2024-10-31,62.9,68.79,,Long,Open,69.71,2024-11-01,169.77928692699467,,,India
LT.NS,2024-10-31,3545.0,,Long,Open,2024-10-31,ATREWBB_DC,2024-10-31,3262.55,3545.0,,Long,Open,3622.3,2024-11-01,3.5404496371039147,,,India
MACPLASQ.BO,2024-10-28,211.05,,Long,Open,2024-10-31,BBLR_DC,2024-10-28,200.0,211.05,,Long,Open,257.3,2024-11-01,90.497737556561,,,India
MAHAANF.BO,2024-10-31,54.01,,Long,Open,2024-10-31,EW_BW,2024-10-31,45.37,54.01,,Long,Open,59.41,2024-11-01,115.74074074074072,,,India
MAHALXSE.BO,2024-10-31,11.17,,Long,Open,2024-10-31,EW_UC,2024-10-31,9.5,11.17,,Long,Open,11.27,2024-11-01,598.8023952095808,,,India
MAHAPEXLTD.NS,2024-10-31,147.19,,Long,Open,2024-10-31,EW_DC,2024-10-31,141.11,147.19,,Long,Open,151.85,2024-11-01,164.47368421052676,,,India
MAJESAUT.BO,2024-10-31,406.95,,Long,Open,2024-10-31,EW_UC,2024-10-31,391.25,406.95,,Long,Open,421.55,2024-11-01,63.69426751592361,,,India
MALUPAPER.NS,2024-10-31,45.76,,Long,Open,2024-10-31,EW_DC,2024-10-31,43.35,45.76,,Long,Open,46.25,2024-11-01,414.93775933610016,,,India
METALCO.BO,2024-10-31,85.88,,Long,Open,2024-10-31,EW_BW,2024-10-31,79.0,85.88,,Long,Open,92.0,2024-11-01,145.34883720930242,,,India
MFSL.NS,2024-08-22,1047.36,,Long,Open,2024-10-31,BB_UC,2024-08-22,1244.4,1047.36,,Long,Open,1283.0,2024-11-01,-5.075111652456349,,,India
MILLENNIUM.BO,2024-10-29,2.2,,Long,Open,2024-10-31,BB_DC,2024-10-29,2.15,2.2,,Long,Open,2.7,2024-11-01,19999.99999999989,,,India
MINDTECK.NS,2024-10-28,239.38,,Long,Open,2024-10-31,LR_DC,2024-10-28,233.25,239.38,,Long,Open,298.05,2024-11-01,163.13213703099524,,,India
MINOLTAF.BO,2024-10-31,9.15,,Long,Open,2024-10-31,EW_W,2024-10-31,8.6,9.15,,Long,Open,9.27,2024-11-01,1818.181818181816,,,India
MODAIRY.BO,2024-10-25,53.46,,Long,Open,2024-10-31,BB_DC,2024-10-25,51.52,53.46,,Long,Open,59.38,2024-11-01,515.4639175257738,,,India
MOHITIND.NS,2024-10-31,27.48,,Long,Open,2024-10-31,EW_W,2024-10-31,26.0,27.48,,Long,Open,28.27,2024-11-01,675.6756756756755,,,India
MORARKFI.BO,2024-10-28,149.73,,Long,Open,2024-10-31,BB_W,2024-10-28,145.2,149.73,,Long,Open,169.65,2024-11-01,220.75055187637963,,,India
MOTOGENFIN.NS,2024-10-31,34.63,,Long,Open,2024-10-31,EW_DC,2024-10-31,32.66,34.63,,Long,Open,35.29,2024-11-01,507.614213197968,,,India
MRO-TEK.NS,2024-10-28,83.15,,Long,Open,2024-10-31,BB_DC,2024-10-28,82.0,83.15,,Long,Open,91.37,2024-11-01,869.5652173913,,,India
MUKANDLTD.NS,2024-10-31,142.93,,Long,Open,2024-10-31,EW_BW,2024-10-31,136.0,142.93,,Long,Open,144.69,2024-11-01,144.30014430014415,,,India
MUL.BO,2024-10-30,12.74,,Long,Open,2024-10-31,BB_W,2024-10-30,12.22,12.74,,Long,Open,14.33,2024-11-01,1923.076923076925,,,India
MUTHOOTCAP.NS,2024-10-28,311.64,,Long,Open,2024-10-31,ATRBB_DC,2024-10-28,302.0,311.64,,Long,Open,374.65,2024-11-01,103.73443983402504,,,India
NAGREEKCAP.NS,2024-10-31,23.25,,Long,Open,2024-10-31,EW_DC,2024-10-31,22.57,23.25,,Long,Open,23.95,2024-11-01,1470.5882352941182,,,India
NAGREEKEXP.NS,2024-10-30,34.59,,Long,Open,2024-10-31,BB_DC,2024-10-30,32.89,34.59,,Long,Open,36.87,2024-11-01,588.235294117646,,,India
NATCAPSUQ.BO,2024-10-31,301.94,,Long,Open,2024-10-31,EW_BW,2024-10-31,276.0,301.94,,Long,Open,307.6,2024-11-01,38.55050115651504,,,India
NAVNETEDUL.NS,2024-10-31,140.65,,Long,Open,2024-10-31,EW_DC,2024-10-31,132.0,140.65,,Long,Open,144.14,2024-11-01,115.6069364161849,,,India
NDGL.NS,2024-10-31,5323.64,,Long,Open,2024-10-31,EW_BW,2024-10-31,4750.0,5323.64,,Long,Open,5314.6,2024-11-01,1.7432536085349686,,,India
NDTV.NS,2024-10-29,159.63,,Long,Open,2024-10-31,BB_DC,2024-10-29,154.63,159.63,,Long,Open,168.1,2024-11-01,200.0,,,India
NETLINK.BO,2024-10-30,138.86,,Long,Open,2024-10-31,BB_DC,2024-10-30,132.0,138.86,,Long,Open,154.45,2024-11-01,145.7725947521863,,,India
NETWORK18.NS,2024-10-23,76.27,,Long,Open,2024-10-31,ATR_BW,2024-10-23,74.43,76.27,,Long,Open,86.4,2024-11-01,543.4782608695684,,,India
NIHARINF.BO,2024-10-31,6.52,,Long,Open,2024-10-31,EW_BW,2024-10-31,5.86,6.52,,Long,Open,6.78,2024-11-01,1515.1515151515168,,,India
NIPPOBATRY.NS,2024-10-30,554.89,,Long,Open,2024-10-31,BB_DC,2024-10-30,505.5,554.89,,Long,Open,563.65,2024-11-01,20.247013565499092,,,India
NITINSPIN.NS,2024-10-29,393.55,,Long,Open,2024-10-31,BBLR_W,2024-10-29,374.15,393.55,,Long,Open,416.1,2024-11-01,51.54639175257723,,,India
NORBTEAEXP.NS,2024-10-30,13.89,,Long,Open,2024-10-31,ATR_BW,2024-10-30,13.53,13.89,,Long,Open,15.7,2024-11-01,2777.7777777777683,,,India
OMINFRAL.NS,2024-10-29,153.26,,Long,Open,2024-10-31,BB_W,2024-10-29,148.2,153.26,,Long,Open,159.98,2024-11-01,197.62845849802363,,,India
OMNIAX.BO,2024-10-22,3.94,,Long,Open,2024-10-31,BB_DC,2024-10-22,3.41,3.94,,Long,Open,3.86,2024-11-01,1886.7924528301892,,,India
OPTIFIN.BO,2024-10-31,120.6,,Long,Open,2024-10-31,EW_DC,2024-10-31,115.2,120.6,,Long,Open,127.65,2024-11-01,185.18518518518547,,,India
PALASHSECU.NS,2024-10-28,144.75,,Long,Open,2024-10-31,ATR_W,2024-10-28,142.1,144.75,,Long,Open,170.75,2024-11-01,377.35849056603695,,,India
PANKAJPO.BO,2024-10-31,11.55,,Long,Open,2024-10-31,EW_W,2024-10-31,11.0,11.55,,Long,Open,11.55,2024-11-01,1818.181818181816,,,India
PATSPINLTD.BO,2024-10-31,12.86,,Long,Open,2024-10-31,EWBB_W,2024-10-31,12.05,12.86,,Long,Open,13.13,2024-11-01,1234.56790123457,,,India
PGEL.NS,2024-10-30,591.05,,Long,Open,2024-10-31,ATRBB_DC,2024-10-30,546.95,591.05,,Long,Open,637.0,2024-11-01,22.67573696145129,,,India
PGHL.NS,2024-10-31,5110.91,,Long,Open,2024-10-31,EW_BW,2024-10-31,4863.0,5110.91,,Long,Open,5232.35,2024-11-01,4.033721915211168,,,India
PHARMAID.BO,2024-10-29,33.53,,Long,Open,2024-10-31,ATR_DC,2024-10-29,31.9,33.53,,Long,Open,53.98,2024-11-01,613.4969325153364,,,India
PHCAP.BO,2024-10-28,177.5,,Long,Open,2024-10-31,LR_BW,2024-10-28,173.0,177.5,,Long,Open,199.85,2024-11-01,222.22222222222223,,,India
PHOENXINTL.BO,2024-10-31,59.0,,Long,Open,2024-10-31,EW_DC,2024-10-31,56.56,59.0,,Long,Open,62.32,2024-11-01,409.8360655737709,,,India
PHRMASI.BO,2024-10-31,49.09,,Long,Open,2024-10-31,EW_DC,2024-10-31,45.6,49.09,,Long,Open,51.81,2024-11-01,286.5329512893981,,,India
PICCADIL.BO,2024-10-28,648.05,,Long,Open,2024-10-31,LR_DC,2024-10-28,627.55,648.05,,Long,Open,729.9,2024-11-01,48.78048780487805,,,India
PIONRINV.BO,2024-10-30,61.52,,Long,Open,2024-10-31,BB_W,2024-10-30,58.02,61.52,,Long,Open,70.38,2024-11-01,285.7142857142857,,,India
PRAENG.NS,2024-10-25,31.92,,Long,Open,2024-10-31,LR_DC,2024-10-25,30.0,31.92,,Long,Open,36.88,2024-11-01,520.8333333333329,,,India
PRICOLLTD.NS,2024-10-31,462.67,,Long,Open,2024-10-31,ATREWBB_DC,2024-10-31,432.0,462.67,,Long,Open,482.35,2024-11-01,32.60515161395499,,,India
PRIMAGR.BO,2024-10-24,25.32,,Long,Open,2024-10-31,LR_DC,2024-10-24,23.76,25.32,,Long,Open,26.45,2024-11-01,641.0256410256416,,,India
PRIMAPLA.BO,2024-10-31,173.34,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,163.3,173.34,,Long,Open,175.6,2024-11-01,99.60159362549808,,,India
PRITI.NS,2024-10-31,141.11,,Long,Open,2024-10-31,EW_DC,2024-10-31,122.41,141.11,,Long,Open,137.42,2024-11-01,53.47593582887696,,,India
PRIYALT.BO,2024-10-30,20.63,,Long,Open,2024-10-31,BB_DC,2024-10-30,19.98,20.63,,Long,Open,21.66,2024-11-01,1538.4615384615415,,,India
PROMACT.BO,2024-10-29,11.56,,Long,Open,2024-10-31,ATR_DC,2024-10-29,11.28,11.56,,Long,Open,13.18,2024-11-01,3571.428571428557,,,India
PUNJABCHEM.NS,2024-10-31,1081.38,,Long,Open,2024-10-31,EW_DC,2024-10-31,990.1,1081.38,,Long,Open,1126.4,2024-11-01,10.9553023663453,,,India
QUASAR.BO,2024-10-31,2.65,,Long,Open,2024-10-31,EW_BW,2024-10-31,2.5,2.65,,Long,Open,2.65,2024-11-01,6666.666666666671,,,India
QUESS.NS,2024-10-30,678.25,,Long,Open,2024-10-31,BB_DC,2024-10-30,655.25,678.25,,Long,Open,723.0,2024-11-01,43.47826086956522,,,India
RAGHUNAT.BO,2024-10-30,11.99,,Long,Open,2024-10-31,BB_W,2024-10-30,11.64,11.99,,Long,Open,13.45,2024-11-01,2857.14285714286,,,India
RAJOOENG.BO,2024-10-31,328.81,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,310.35,328.81,,Long,Open,363.2,2024-11-01,54.17118093174437,,,India
RAMAPHO.BO,2024-10-29,200.07,,Long,Open,2024-10-31,BB_W,2024-10-29,195.5,200.07,,Long,Open,208.95,2024-11-01,218.81838074398283,,,India
RAMGOPOLY.BO,2024-10-25,5.56,,Long,Open,2024-10-31,BB_DC,2024-10-25,5.02,5.56,,Long,Open,6.37,2024-11-01,1851.851851851852,,,India
RAMINFO.BO,2024-10-31,106.97,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,97.25,106.97,,Long,Open,115.8,2024-11-01,102.880658436214,,,India
RAP.BO,2024-10-29,36.03,,Long,Open,2024-10-31,BB_BW,2024-10-29,35.0,36.03,,Long,Open,41.55,2024-11-01,970.873786407766,,,India
RCL.BO,2024-10-25,2.13,,Long,Open,2024-10-31,BB_W,2024-10-25,2.01,2.13,,Long,Open,2.37,2024-11-01,8333.333333333327,,,India
REDINGTON.NS,2024-10-30,173.28,,Long,Open,2024-10-31,ATRBB_DC,2024-10-30,158.61,173.28,,Long,Open,194.46,2024-11-01,68.16632583503755,,,India
RELCHEMQ.BO,2024-10-31,214.31,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,202.2,214.31,,Long,Open,218.5,2024-11-01,82.57638315441774,,,India
REPRO.NS,2024-10-31,502.81,,Long,Open,2024-10-31,EW_DC,2024-10-31,486.25,502.81,,Long,Open,518.5,2024-11-01,60.386473429951685,,,India
RISHILASE.BO,2024-10-31,147.16,,Long,Open,2024-10-31,EW_DC,2024-10-31,139.25,147.16,,Long,Open,154.55,2024-11-01,126.42225031605568,,,India
RKDL.NS,2024-10-28,22.94,,Long,Open,2024-10-31,BB_DC,2024-10-28,21.28,22.94,,Long,Open,26.64,2024-11-01,602.4096385542168,,,India
RLF.BO,2024-10-31,9.59,,Long,Open,2024-10-31,EW_BW,2024-10-31,8.9,9.59,,Long,Open,9.61,2024-11-01,1449.2753623188416,,,India
RML.NS,2024-10-31,946.28,,Long,Open,2024-10-31,EW_DC,2024-10-31,849.0,946.28,,Long,Open,971.5,2024-11-01,10.279605263157896,,,India
ROSSELLIND.NS,2024-10-31,78.69,,Long,Open,2024-10-31,EW_DC,2024-10-31,70.98,78.69,,Long,Open,86.47,2024-11-01,129.7016861219197,,,India
ROTO.BO,2024-10-28,506.95,,Long,Open,2024-10-31,LR_DC,2024-10-28,495.35,506.95,,Long,Open,563.85,2024-11-01,86.2068965517244,,,India
RTNINDIA.NS,2024-10-30,64.0,,Long,Open,2024-10-31,ATRBBLR_DC,2024-10-30,61.26,64.0,,Long,Open,74.2,2024-11-01,364.9635036496348,,,India
RUSHIL.NS,2024-10-30,31.62,,Long,Open,2024-10-31,ATRBB_DC,2024-10-30,30.05,31.62,,Long,Open,36.82,2024-11-01,636.9426751592356,,,India
SABOOSOD.BO,2024-10-28,21.96,,Long,Open,2024-10-31,BB_DC,2024-10-28,21.55,21.96,,Long,Open,27.85,2024-11-01,2439.024390243901,,,India
SAHARAHOUS.BO,2024-10-23,41.62,,Long,Open,2024-10-31,BB_W,2024-10-23,39.9,41.62,,Long,Open,43.97,2024-11-01,581.3953488372097,,,India
SAHYADRI.BO,2024-10-31,334.13,,Long,Open,2024-10-31,EW_DC,2024-10-31,314.95,334.13,,Long,Open,350.55,2024-11-01,52.13764337851927,,,India
SAMINDUS.BO,2024-10-31,70.85,,Long,Open,2024-10-31,EW_DC,2024-10-31,64.13,70.85,,Long,Open,71.09,2024-11-01,148.80952380952382,,,India
SANGHIIND.NS,2024-10-31,79.03,,Long,Open,2024-10-31,EW_DC,2024-10-31,72.86,79.03,,Long,Open,82.43,2024-11-01,162.07455429497566,,,India
SANJIVIN.BO,2024-10-29,279.55,,Long,Open,2024-10-31,LR_DC,2024-10-29,259.0,279.55,,Long,Open,316.7,2024-11-01,48.66180048661798,,,India
SANOFI.NS,2024-10-31,6599.31,,Long,Open,2024-10-31,EW_DC,2024-10-31,6262.05,6599.31,,Long,Open,6794.3,2024-11-01,2.965071458222141,,,India
SAREGAMA.NS,2024-10-29,485.92,,Long,Open,2024-10-31,BB_DC,2024-10-29,466.4,485.92,,Long,Open,538.3,2024-11-01,51.22950819672121,,,India
SASTASUNDR.NS,2024-10-29,294.5,,Long,Open,2024-10-31,BB_DC,2024-10-29,275.65,294.5,,Long,Open,318.95,2024-11-01,53.05039787798402,,,India
SCANPGEOM.BO,2024-10-30,8.18,,Long,Open,2024-10-31,BB_W,2024-10-30,7.44,8.18,,Long,Open,8.51,2024-11-01,1351.3513513513526,,,India
SEATV.BO,2024-10-31,9.75,,Long,Open,2024-10-31,EW_DC,2024-10-31,9.44,9.75,,Long,Open,10.06,2024-11-01,3225.806451612898,,,India
SEYAIND.NS,2024-10-28,24.15,,Long,Open,2024-10-31,LR_W,2024-10-28,23.0,24.15,,Long,Open,28.26,2024-11-01,869.5652173913054,,,India
SHAILY.BO,2024-10-24,912.9,,Long,Open,2024-10-31,LR_BW,2024-10-24,871.7,912.9,,Long,Open,1029.2,2024-11-01,24.271844660194212,,,India
SHANGAR.BO,2024-10-25,6.11,,Long,Open,2024-10-31,LR_DC,2024-10-25,5.55,6.11,,Long,Open,7.44,2024-11-01,1785.7142857142842,,,India
SHAQUAK.BO,2024-10-29,1.42,,Long,Open,2024-10-31,BB_DT,2024-10-29,1.38,1.42,,Long,Open,1.65,2024-11-01,24999.999999999975,,,India
SHARDACROP.NS,2024-10-24,586.26,,Long,Open,2024-10-31,ATR_UC,2024-10-24,565.35,586.26,,Long,Open,755.1,2024-11-01,47.8240076518413,,,India
SHARDAMOTR.NS,2024-10-30,2075.08,,Long,Open,2024-10-31,ATRLR_DC,2024-10-30,1974.2,2075.08,,Long,Open,2226.9,2024-11-01,9.91276764472642,,,India
SHIVAGR.BO,2024-10-30,24.1,,Long,Open,2024-10-31,ATR_BW,2024-10-30,23.25,24.1,,Long,Open,26.91,2024-11-01,1176.470588235292,,,India
SHIVALIK.BO,2024-10-30,539.99,,Long,Open,2024-10-31,BB_DC,2024-10-30,500.5,539.99,,Long,Open,585.9,2024-11-01,25.322866548493284,,,India
SHKARTP.BO,2024-10-31,11.34,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,10.75,11.34,,Long,Open,11.39,2024-11-01,1694.9152542372883,,,India
SHREERAMA.NS,2024-10-29,26.11,,Long,Open,2024-10-31,ATRBB_DC,2024-10-29,25.3,26.11,,Long,Open,29.99,2024-11-01,1234.56790123457,,,India
SHRISTI.BO,2024-10-31,48.12,,Long,Open,2024-10-31,EW_DC,2024-10-31,46.8,48.12,,Long,Open,49.72,2024-11-01,757.5757575757574,,,India
SHVFL.BO,2024-10-30,21.26,,Long,Open,2024-10-31,BB_DC,2024-10-30,20.25,21.26,,Long,Open,23.43,2024-11-01,990.0990099009886,,,India
SIELFNS.BO,2024-10-30,66.55,,Long,Open,2024-10-31,BB_DC,2024-10-30,62.19,66.55,,Long,Open,71.04,2024-11-01,229.35779816513764,,,India
SIKOZY.BO,2024-10-24,1.12,,Long,Open,2024-10-31,BB_UC,2024-10-24,1.07,1.12,,Long,Open,1.32,2024-11-01,19999.99999999998,,,India
SINCLAIR.BO,2024-10-31,92.6,,Long,Open,2024-10-31,EW_DC,2024-10-31,86.0,92.6,,Long,Open,95.8,2024-11-01,151.51515151515164,,,India
SINDHUTRAD.BO,2024-10-23,22.45,,Long,Open,2024-10-31,BB_DC,2024-10-23,21.0,22.45,,Long,Open,22.88,2024-11-01,689.6551724137935,,,India
SITAENT.BO,2024-10-29,69.41,,Long,Open,2024-10-31,BB_DC,2024-10-29,63.2,69.41,,Long,Open,83.4,2024-11-01,161.03059581320468,,,India
SJVN.NS,2024-10-31,112.51,,Long,Open,2024-10-31,EW_W,2024-10-31,106.2,112.51,,Long,Open,113.33,2024-11-01,158.4786053882725,,,India
SLSTLQ.BO,2024-10-31,38.17,,Long,Open,2024-10-31,EW_DC,2024-10-31,37.7,38.17,,Long,Open,41.5,2024-11-01,2127.6595744680903,,,India
SMFIL.BO,2024-10-23,6.51,,Long,Open,2024-10-31,BB_DC,2024-10-23,6.25,6.51,,Long,Open,7.25,2024-11-01,3846.15384615385,,,India
SOFTTECH.NS,2024-10-29,354.3,,Long,Open,2024-10-31,BB_DC,2024-10-29,305.0,354.3,,Long,Open,375.95,2024-11-01,20.283975659229203,,,India
SONATSOFTW.NS,2024-10-30,595.88,,Long,Open,2024-10-31,BB_W,2024-10-30,576.5,595.88,,Long,Open,612.0,2024-11-01,51.599587203302384,,,India
