"Buy_DATE","Sell_Day","Call","Entry_Criteria","Stock","Buy_Qty","Buy_Price","Sell_Qty","Sell_Price","Stop_Loss","Target_Price","Duration"
"2024-04-01","2024-04-04",NULL,"EW_BW","DPWIRES","24","458.00","24","505.00","416.00","542.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","DTIL","69","199.00","69","197.00","184.00","211.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","DUCON","2857","7.00","2857","8.00","7.00","9.00",14
"2024-04-01","2024-04-03",NULL,"EW_BW","DVL","35","338.00","35","340.00","309.00","368.00",14
"2024-04-01","2024-04-08",NULL,"PR_BW","DYNAMATECH","1","7999.00","1","8284.00","6074.00","8854.00",14
"2024-04-01","2024-04-10",NULL,"EW_W","DYNPRO","56","273.00","56","297.00","256.00","321.00",14
"2024-04-01","2024-04-04",NULL,"LRATR_DC","EKC","31","146.00","31","143.00","114.00","157.00",14
"2024-04-01","2024-04-03",NULL,"EW_DC","EMAMIPAP","124","118.00","124","114.00","110.00","124.00",14
"2024-04-01","2024-04-12",NULL,"PR_DC","EMKAY","39","123.00","39","153.00","97.00","171.00",14
"2024-04-01","2024-04-04",NULL,"LR_DC","ENERGYDEV","241","23.00","241","23.00","19.00","29.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","ENIL","46","278.00","46","261.00","256.00","285.00",14
"2024-04-01","2024-04-04",NULL,"PREW_DC","EROSMEDIA","290","21.00","290","20.00","18.00","22.00",14
"2024-04-01","2024-04-04",NULL,"PREW_DC","ESTER","102","94.00","102","92.00","85.00","98.00",14
"2024-04-01","2024-04-08",NULL,"PR_W","EUROTEXIND","345","15.00","345","16.00","12.00","17.00",14
"2024-04-01","2024-04-05",NULL,"PRATREW_W","FACT","11","666.00","11","654.00","573.00","702.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","FAIRCHEMOR","9","1263.00","9","1225.00","1157.00","1312.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","FCSSOFT","4000","4.00","4000","4.00","4.00","4.00",14
"2024-04-01","2024-04-05",NULL,"EW_UC","FILATEX","84","62.00","84","58.00","50.00","66.00",14
"2024-04-01","2024-04-15",NULL,"EW_DC","FRETAIL","6667","2.00","6667","3.00","2.00","3.00",14
"2024-04-01","2024-04-08",NULL,"PRLRATR_DC","GABRIEL","11","360.00","11","347.00","272.00","371.00",14
"2024-04-01","2024-04-12",NULL,"PR_DC","GANGESSECU","93","122.00","93","133.00","111.00","153.00",14
"2024-04-01","2024-04-08",NULL,"PREW_DC","GATEWAY","74","105.00","74","105.00","92.00","115.00",14
"2024-04-01","2024-04-05",NULL,"EW_W","GEEKAYWIRE","42","98.00","42","106.00","74.00","116.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","GENCON","408","40.00","408","42.00","37.00","46.00",14
"2024-04-01","2024-04-05",NULL,"EW_W","GENUSPAPER","313","19.00","313","19.00","16.00","21.00",14
"2024-04-01","2024-04-09",NULL,"PRATR_DC","GEOJITFSL","113","70.00","113","80.00","61.00","85.00",14
"2024-04-01","2024-04-04",NULL,"LR_DC","GEPIL","19","287.00","19","312.00","234.00","362.00",14
"2024-04-01","2024-04-08",NULL,"PR_W","GET&D","2","876.00","2","900.00","349.00","983.00",14
"2024-04-01","2024-04-05",NULL,"LR_DC","GICHSGFIN","39","213.00","39","211.00","187.00","226.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","GILLANDERS","213","75.00","213","81.00","70.00","89.00",14
"2024-04-01","2024-02-20",NULL,"EW_DC","GLAXO","9","1986.00","9","1897.00","1871.00","2295.00",14
"2024-04-01","2024-04-03",NULL,"ATR_DC","GMBREW","7","715.00","7","759.00","580.00","776.00",14
"2024-04-01","2024-04-10",NULL,"ATREW_DC","GMDCLTD","17","375.00","17","390.00","317.00","418.00",14
"2024-04-01","2024-04-05",NULL,"PRLR_DC","GOACARBON","9","777.00","9","880.00","660.00","982.00",14
"2024-04-01","2024-04-12",NULL,"EW_W","GOLDENTOBC","476","39.00","476","48.00","37.00","50.00",14
"2024-04-01","2024-04-04",NULL,"PRLRATR_DC","GOLDIAM","44","187.00","44","174.00","165.00","193.00",14
"2024-04-01","2024-04-04",NULL,"LRATR_W","GOODLUCK","6","952.00","6","926.00","775.00","995.00",14
"2024-04-01","2024-04-04",NULL,"EW_UC","GREENPOWER","588","20.00","588","21.00","18.00","23.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","GRSE","7","807.00","7","859.00","673.00","921.00",14
"2024-04-01","2024-04-05",NULL,"PRATR_W","GSFC","38","214.00","38","226.00","188.00","241.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","GTL","1667","10.00","1667","11.00","9.00","12.00",14
"2024-04-01","2024-04-05",NULL,"PR_DC","HATHWAY","313","22.00","313","21.00","18.00","22.00",14
"2024-04-01","2024-04-05",NULL,"PR_W","HCC","190","34.00","190","36.00","29.00","39.00",14
"2024-04-01","2024-04-09",NULL,"PREW_W","HECPROJECT","217","71.00","217","85.00","67.00","99.00",14
"2024-04-01","2024-04-04",NULL,"EW_BW","HILTON","65","112.00","65","119.00","97.00","134.00",14
"2024-04-01","2024-04-05",NULL,"PREW_W","HIMATSEIDE","48","135.00","48","134.00","115.00","145.00",14
"2024-04-01","2024-04-12",NULL,"ATREW_BW","HINDNATGLS","606","18.00","606","22.00","16.00","23.00",14
"2024-04-01","2024-04-10",NULL,"PREW_DC","HITECHCORP","50","210.00","50","202.00","191.00","221.00",14
"2024-04-01","2024-04-03",NULL,"LR_DC","HLVLTD","133","28.00","133","28.00","21.00","31.00",14
"2024-04-01","2024-04-08",NULL,"PRLRATR_DC","HOVS","84","62.00","84","69.00","50.00","80.00",14
"2024-04-01","2024-04-08",NULL,"PR_W","IDBI","127","83.00","127","85.00","76.00","90.00",14
"2024-04-01","2024-04-05",NULL,"EW_UC","IGARASHI","35","431.00","35","433.00","402.00","465.00",14
"2024-04-01","2024-04-05",NULL,"PR_W","IMAGICAA","26","82.00","26","80.00","43.00","89.00",14
"2024-04-01","2024-04-03",NULL,"EW_BW","INDIAGLYCO","17","806.00","17","820.00","747.00","861.00",14
"2024-04-01","2024-04-08",NULL,"PR_W","INDRAMEDCO","39","180.00","39","224.00","155.00","247.00",14
"2024-04-01","2024-04-03",NULL,"EW_UC","INFIBEAM","45","36.00","45","34.00","14.00","38.00",14
"2024-04-01","2024-04-09",NULL,"LR_W","IRB","84","61.00","84","66.00","49.00","71.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","ISFT","88","119.00","88","118.00","108.00","129.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","IVC","667","10.00","667","10.00","8.00","10.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","IVP","63","162.00","63","174.00","146.00","191.00",14
"2024-04-01","2024-04-05",NULL,"LR_DC","IZMO","22","284.00","22","301.00","239.00","334.00",14
"2024-04-01","2024-04-05",NULL,"EW_UC","JAYAGROGN","36","226.00","36","225.00","198.00","238.00",14
"2024-04-01","2024-04-05",NULL,"LR_DC","JAYBARMARU","47","123.00","47","119.00","101.00","127.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","JAYNECOIND","156","50.00","156","51.00","44.00","56.00",14
"2024-04-01","2024-04-03",NULL,"EW_DC","JCHAC","14","1024.00","14","1132.00","951.00","1190.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","JHS","714","17.00","714","18.00","16.00","20.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","JINDALPOLY","16","513.00","16","523.00","449.00","552.00",14
"2024-04-01","2024-04-05",NULL,"EW_UC","JINDWORLD","43","333.00","43","324.00","310.00","362.00",14
"2024-04-01","2024-04-04",NULL,"PREW_W","JISLJALEQS","94","54.00","94","56.00","44.00","59.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","JOCIL","59","180.00","59","177.00","163.00","193.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","JUBLINDS","2","1232.00","2","1185.00","568.00","1319.00",14
"2024-04-01","2024-04-08",NULL,"LR_DC","JUSTDIAL","15","836.00","15","897.00","768.00","918.00",14
"2024-04-01","2024-04-08",NULL,"PREW_DC","KABRAEXTRU","39","316.00","39","306.00","291.00","350.00",14
"2024-04-01","2024-04-05",NULL,"PREW_W","KAKATCEM","41","210.00","41","209.00","186.00","229.00",14
"2024-04-01","2024-04-03",NULL,"PR_W","KAMDHENU","20","541.00","20","534.00","491.00","583.00",14
"2024-04-01","2024-04-05",NULL,"PRATREW_W","KCPSUGIND","183","37.00","183","36.00","32.00","39.00",14
"2024-04-01","2024-04-03",NULL,"LRATREW_DC","KECL","52","116.00","52","112.00","96.00","122.00",14
"2024-04-01","2024-04-03",NULL,"EW_BW","KELLTONTEC","75","103.00","75","97.00","90.00","106.00",14
"2024-04-01","2024-04-09",NULL,"PREW_W","KEYFINSERV","39","154.00","39","186.00","128.00","215.00",14
"2024-04-01","2024-04-10",NULL,"EW_BW","KHAICHEM","208","68.00","208","71.00","63.00","76.00",14
"2024-04-01","2024-04-10",NULL,"PR_DC","KIOCL","18","411.00","18","425.00","354.00","463.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","KITEX","70","193.00","70","196.00","178.00","208.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","KKCL","12","705.00","12","695.00","620.00","738.00",14
"2024-04-01","2024-04-09",NULL,"EW_DC","KMSUGAR","357","30.00","357","30.00","27.00","32.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","KOKUYOCMLN","128","117.00","128","126.00","110.00","132.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","KOTARISUG","143","55.00","143","56.00","48.00","61.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","KRBL","29","310.00","29","294.00","276.00","319.00",14
"2024-04-01","2024-04-08",NULL,"PREW_DC","KSOLVES","7","1171.00","7","1110.00","1020.00","1196.00",14
"2024-04-01","2024-04-05",NULL,"LRATR_DC","KTKBANK","55","238.00","55","226.00","220.00","238.00",14
"2024-04-01","2024-04-03",NULL,"PR_W","KUANTUM","61","160.00","61","155.00","144.00","163.00",14
"2024-04-01","2024-04-04",NULL,"LREW_UC","LAMBODHARA","53","153.00","53","151.00","134.00","170.00",14
"2024-04-01","2024-04-10",NULL,"EW_DC","LAOPALA","38","323.00","38","325.00","296.00","345.00",14
"2024-04-01","2024-04-10",NULL,"PR_W","LAXMICOT","351","28.00","351","29.00","25.00","32.00",14
"2024-04-01","2024-04-10",NULL,"PR_DC","LTFOODS","25","200.00","25","203.00","160.00","216.00",14
"2024-04-01","2024-04-09",NULL,"PREW_DC","LYKALABS","132","112.00","132","123.00","105.00","131.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","MADHAV","303","40.00","303","42.00","37.00","46.00",14
"2024-04-01","2024-04-05",NULL,"EW_W","MADRASFERT","88","87.00","88","88.00","75.00","94.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","MAGNUM","230","46.00","230","52.00","42.00","55.00",14
"2024-04-01","2024-04-10",NULL,"PR_W","MAHEPC","93","125.00","93","136.00","114.00","146.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","MALUPAPER","488","38.00","488","39.00","36.00","43.00",14
"2024-04-01","2024-04-10",NULL,"EW_BW","MANAKSIA","132","105.00","132","106.00","97.00","115.00",14
"2024-04-01","2024-04-05",NULL,"EW_BW","MANAKSTEEL","139","59.00","139","62.00","52.00","70.00",14
"2024-04-01","2024-04-08",NULL,"EW_W","MANGALAM","146","98.00","146","99.00","91.00","106.00",14
"2024-04-01","2024-04-10",NULL,"PREW_DC","MARALOVER","118","69.00","118","70.00","61.00","73.00",14
"2024-04-01","2024-04-09",NULL,"LR_DC","MARKSANS","36","158.00","36","156.00","130.00","164.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","MARSHALL","426","25.00","426","28.00","23.00","30.00",14
"2024-04-01","2024-04-10",NULL,"EW_DC","MAXIND","31","212.00","31","224.00","180.00","238.00",14
"2024-04-01","2024-04-08",NULL,"EW_BW","MAZDA","4","1329.00","4","1444.00","1104.00","1508.00",14
"2024-04-01","2024-03-14",NULL,"PR_DC","MBAPL","112","245.00","112","236.00","236.00",NULL,14
"2024-04-01","2024-04-05",NULL,"PREW_DC","MCLEODRUSS","741","25.00","741","27.00","24.00","30.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","MELSTAR","2857","5.00","2857","5.00","4.00","5.00",14
"2024-04-01","2024-04-09",NULL,"PR_DC","MENONBE","99","118.00","99","125.00","108.00","133.00",14
"2024-04-01","2024-04-04",NULL,"PR_DC","MHRIL","23","412.00","23","392.00","368.00","425.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","MIRZAINT","345","45.00","345","45.00","42.00","48.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","MOLDTECH","26","218.00","26","219.00","180.00","245.00",14
"2024-04-01","2024-04-12",NULL,"EW_DC","MORARJEE","1053","18.00","1053","21.00","17.00","22.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","MOTOGENFIN","556","32.00","556","34.00","30.00","40.00",14
"2024-04-01","2024-04-09",NULL,"EW_W","MRO-TEK","49","78.00","49","79.00","58.00","88.00",14
"2024-04-01","2024-04-05",NULL,"PR_W","MRPL","6","229.00","6","224.00","49.00","239.00",14
"2024-04-01","2024-04-04",NULL,"PR_W","MSTCLTD","7","899.00","7","864.00","760.00","942.00",14
"2024-04-01","2024-04-05",NULL,"EW_W","MTNL","313","34.00","313","35.00","31.00","39.00",14
"2024-04-01","2024-04-04",NULL,"PR_DC","MUNJALAU","85","83.00","85","82.00","71.00","88.00",14
"2024-04-01","2024-04-08",NULL,"LR_BW","MUNJALSHOW","38","169.00","38","159.00","143.00","174.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","MUTHOOTCAP","39","287.00","39","299.00","262.00","317.00",14
"2024-04-01","2024-04-05",NULL,"EW_DT","NARMADA","741","21.00","741","22.00","20.00","24.00",14
"2024-04-01","2024-04-02",NULL,"PR_DC","NAZARA","14","693.00","14","639.00","620.00","708.00",14
"2024-04-01","2024-04-08",NULL,"PREW_DC","NECCLTD","274","26.00","274","27.00","22.00","30.00",14
"2024-04-01","2024-04-02",NULL,"EW_BW","NECLIFE","211","34.00","211","33.00","30.00","36.00",14
"2024-04-01","2024-04-03",NULL,"EW_UC","NETWORK18","119","90.00","119","86.00","82.00","92.00",14
"2024-04-01","2024-04-05",NULL,"EW_BW","NIITLTD","101","110.00","101","107.00","101.00","113.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","NILAINFRA","1333","11.00","1333","11.00","10.00","13.00",14
"2024-04-01","2024-04-05",NULL,"ATR_DT","NILASPACES","667","6.00","667","7.00","5.00","8.00",14
"2024-04-01","2024-04-09",NULL,"PREW_DC","NIPPOBATRY","21","584.00","21","605.00","536.00","659.00",14
"2024-04-01","2024-04-08",NULL,"PREW_DC","NIRAJ","392","39.00","392","43.00","36.00","49.00",14
"2024-04-01","2024-04-09",NULL,"PRLRATR_DC","NRBBEARING","22","295.00","22","307.00","250.00","334.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","NUCLEUS","11","1244.00","11","1280.00","1155.00","1389.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","NURECA","41","278.00","41","278.00","254.00","297.00",14
"2024-04-01","2024-04-05",NULL,"ATR_BW","OMAXAUTO","59","106.00","59","110.00","89.00","122.00",14
"2024-04-01","2024-04-09",NULL,"ATR_DC","OMAXE","47","100.00","47","97.00","78.00","108.00",14
"2024-04-01","2024-04-03",NULL,"PRLR_W","OMINFRAL","59","134.00","59","132.00","117.00","147.00",14
"2024-04-01","2024-04-04",NULL,"PREW_W","ONMOBILE","141","67.00","141","77.00","60.00","83.00",14
"2024-04-01","2024-04-09",NULL,"EW_BW","OPTIEMUS","40","270.00","40","274.00","245.00","289.00",14
"2024-04-01","2024-04-08",NULL,"EW_UC","ORIENTALTL","1667","9.00","1667","9.00","8.00","10.00",14
"2024-04-01","2024-04-08",NULL,"ATR_DC","ORIENTCEM","43","213.00","43","203.00","190.00","221.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","ORIENTCER","149","50.00","149","50.00","43.00","54.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","ORIENTLTD","227","79.00","227","85.00","75.00","92.00",14
"2024-04-01","2024-04-08",NULL,"EW_W","ORIENTPPR","282","44.00","282","44.00","40.00","47.00",14
"2024-04-01","2024-04-05",NULL,"LR_W","OSWALAGRO","108","44.00","108","44.00","35.00","46.00",14
"2024-04-01","2024-04-10",NULL,"EW_W","PAISALO","84","65.00","84","79.00","54.00","86.00",14
"2024-04-01","2024-04-04",NULL,"PREW_DC","PALREDTEC","36","143.00","36","134.00","115.00","149.00",14
"2024-04-01","2024-04-10",NULL,"EW_DC","PANACEABIO","84","132.00","84","137.00","120.00","147.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","PARACABLES","131","70.00","131","80.00","63.00","94.00",14
"2024-04-01","2024-04-04",NULL,"PR_W","PATELENG","108","60.00","108","58.00","51.00","64.00",14
"2024-04-01","2024-04-05",NULL,"PRATREW_DC","PATINTLOG","323","22.00","323","21.00","19.00","23.00",14
"2024-04-01","2024-04-05",NULL,"LR_DC","PFS","121","41.00","121","39.00","33.00","43.00",14
"2024-04-01","2024-04-03",NULL,"PR_W","PGIL","20","573.00","20","595.00","524.00","618.00",14
"2024-04-01","2024-04-01",NULL,"PR_UC","PIDILITIND","2","3052.00","2","2894.00","2488.00","3061.00",14
"2024-04-01","2024-04-04",NULL,"LR_BW","PIGL","81","67.00","81","64.00","55.00","69.00",14
"2024-04-01","2024-04-12",NULL,"ATR_BW","PITTIENG","5","808.00","5","803.00","623.00","853.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","PLASTIBLEN","53","246.00","53","259.00","227.00","279.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","POLYPLEX","15","829.00","15","860.00","761.00","906.00",14
"2024-04-01","2024-04-09",NULL,"EW_DC","PPAP","51","191.00","51","198.00","172.00","210.00",14
"2024-04-01","2024-04-05",NULL,"LR_DC","PRAENG","385","25.00","385","26.00","23.00","30.00",14
"2024-04-01","2024-04-04",NULL,"PR_W","PRAKASH","23","172.00","23","168.00","128.00","183.00",14
"2024-04-01","2024-04-02",NULL,"PRATR_DC","PRECAM","23","222.00","23","204.00","178.00","224.00",14
"2024-04-01","2024-04-02",NULL,"PR_DC","PRESTIGE","3","1267.00","3","1219.00","967.00","1328.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","PRITI","69","168.00","69","173.00","153.00","192.00",14
"2024-04-01","2024-04-02",NULL,"PREW_DC","PROZONER","169","32.00","169","30.00","26.00","32.00",14
"2024-04-01","2024-04-03",NULL,"PR_DC","PSPPROJECT","9","714.00","9","645.00","600.00","734.00",14
"2024-04-01","2024-04-03",NULL,"PR_DC","PTL","426","40.00","426","40.00","38.00","44.00",14
"2024-04-01","2024-04-03",NULL,"PR_DC","RADIOCITY","606","17.00","606","16.00","16.00","19.00",14
"2024-04-01","2024-04-05",NULL,"LR_W","RAILTEL","11","389.00","11","368.00","301.00","396.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","RAJESHEXPO","36","289.00","36","291.00","261.00","306.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","RAMANEWS","588","16.00","588","19.00","14.00","21.00",14
"2024-04-01","2024-04-12",NULL,"EW_DC","RAMCOIND","49","214.00","49","219.00","193.00","231.00",14
"2024-04-01","2024-04-04",NULL,"LR_DC","RAMKY","8","553.00","8","588.00","427.00","637.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","RANEENGINE","49","319.00","49","328.00","298.00","350.00",14
"2024-04-01","2024-04-10",NULL,"ATR_DC","RCF","52","138.00","52","140.00","118.00","148.00",14
"2024-04-01","2024-04-10",NULL,"PREW_DC","RENUKA","328","42.00","328","43.00","39.00","47.00",14
"2024-04-01","2024-04-05",NULL,"EW_BW","REPL","70","181.00","70","180.00","167.00","199.00",14
"2024-04-01","2024-04-03",NULL,"EW_DC","RESPONIND","32","298.00","32","287.00","266.00","306.00",14
"2024-04-01","2024-04-04",NULL,"PREW_W","RGL","121","106.00","121","113.00","98.00","118.00",14
"2024-04-01","2024-04-05",NULL,"EW_UC","RPPL","155","83.00","155","84.00","77.00","90.00",14
"2024-04-01","2024-04-10",NULL,"PREW_DC","RSWM","62","182.00","62","186.00","166.00","200.00",14
"2024-04-01","2024-04-03",NULL,"ATR_W","RTNINDIA","79","76.00","79","70.00","64.00","77.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","RTNPOWER","1333","9.00","1333","9.00","8.00","10.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","RUBYMILLS","52","196.00","52","198.00","177.00","213.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","RUCHIRA","102","117.00","102","119.00","108.00","125.00",14
"2024-04-01","2024-04-05",NULL,"PREW_W","RUSHIL","33","315.00","33","304.00","285.00","327.00",14
"2024-04-01","2024-04-09",NULL,"PRATR_W","SADBHAV","114","31.00","114","32.00","23.00","39.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","SAKHTISUG","333","32.00","333","33.00","29.00","38.00",14
"2024-04-01","2024-04-02",NULL,"EW_UC","SAKUMA","190","27.00","190","25.00","21.00","27.00",14
"2024-04-01","2024-04-03",NULL,"PREW_W","SALASAR","444","21.00","444","21.00","19.00","23.00",14
"2024-04-01","2024-04-05",NULL,"EW_W","SAMBHAAV","1176","5.00","1176","6.00","5.00","6.00",14
"2024-04-01","2024-04-01",NULL,"PR_DC","SANGAMIND","9","468.00","9","426.00","354.00","468.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","SANGINITA","741","20.00","741","22.00","19.00","24.00",14
"2024-08-01","2024-08-20",NULL,"PR_DC","UNIVASTU","50","184.00","50","214.00","164.00","228.00",21
"2024-04-01","2024-04-03",NULL,"EW_UC","SARVESHWAR","690","10.00","690","9.00","8.00","10.00",14
"2024-04-01","2024-04-05",NULL,"PR_W","SATIA","95","115.00","95","114.00","104.00","127.00",14
"2024-04-01","2024-04-03",NULL,"EW_DC","SECURCRED","513","18.00","513","20.00","16.00","23.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","SERVOTECH","126","81.00","126","86.00","74.00","94.00",14
"2024-04-01","2024-04-12",NULL,"EW_BW","SETUINFRA","10000","1.00","10000","1.00","1.00","1.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","SEYAIND","667","21.00","667","23.00","19.00","24.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","SHANTI","1000","15.00","1000","16.00","14.00","17.00",14
"2024-04-01","2024-03-18",NULL,"EW_UC","SHRADHA","75","69.00","75","64.00","56.00","65.00",14
"2024-04-01","2024-04-10",NULL,"LREW_W","SHREDIGCEM","107","103.00","107","111.00","94.00","117.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","SHREEPUSHK","60","172.00","60","173.00","155.00","191.00",14
"2024-04-01","2024-04-12",NULL,"EW_","SHRENIK","20000","1.00","20000","1.00","1.00","1.00",14
"2024-04-01","2024-04-08",NULL,"EW_UC","SHREYANIND","29","229.00","29","234.00","195.00","248.00",14
"2024-04-01","2024-04-10",NULL,"EW_DC","SICALLOG","70","185.00","70","211.00","171.00","236.00",14
"2024-04-01","2024-04-03",NULL,"PRATREW_W","SIGMA","12","427.00","12","394.00","341.00","452.00",14
"2024-04-01","2024-04-04",NULL,"PREW_DC","SIKKO","108","72.00","108","73.00","63.00","82.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","SILLYMONKS","1538","14.00","1538","16.00","13.00","17.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","SIMBHALS","377","27.00","377","28.00","24.00","30.00",14
"2024-04-01","2024-04-05",NULL,"EW_UC","SIRCA","29","317.00","29","321.00","282.00","351.00",14
"2024-04-01","2024-04-12",NULL,"LR_BW","SMCGLOBAL","55","128.00","55","138.00","110.00","150.00",14
"2024-04-01","2024-04-05",NULL,"EW_W","SPENCERS","84","98.00","84","95.00","86.00","107.00",14
"2024-04-01","2024-04-05",NULL,"EW_W","SPIC","124","76.00","124","77.00","68.00","82.00",14
"2024-04-01","2024-04-03",NULL,"EW_DC","SPLIL","180","58.00","180","59.00","52.00","64.00",14
"2024-04-01","2024-04-08",NULL,"EW_DC","SREEL","47","292.00","47","296.00","271.00","320.00",14
"2024-04-01","2024-04-02",NULL,"PREW_W","SRHHYPOLTD","18","525.00","18","555.00","470.00","574.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","SSWL","44","234.00","44","227.00","211.00","242.00",14
"2024-04-01","2024-04-05",NULL,"EW_UC","STCINDIA","55","134.00","55","137.00","116.00","148.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","STERTOOLS","24","347.00","24","335.00","304.00","358.00",14
"2024-04-01","2024-04-09",NULL,"EW_BW","STLTECH","76","123.00","76","133.00","110.00","142.00",14
"2024-04-01","2024-04-04",NULL,"PREW_W","SUBEXLTD","333","32.00","333","30.00","29.00","33.00",14
"2024-04-01","2024-04-03",NULL,"ATR_W","SUDARSCHEM","5","649.00","5","629.00","449.00","677.00",14
"2024-04-01","2024-04-09",NULL,"PR_DC","SUMIT","244","54.00","244","71.00","50.00","79.00",14
"2024-04-01","2024-04-09",NULL,"ATR_BW","SUNTECK","22","426.00","22","430.00","380.00","462.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","SURANAT&P","800","15.00","800","17.00","14.00","18.00",14
"2024-04-01","2024-04-05",NULL,"PR_DC","SURYALAXMI","200","68.00","200","71.00","63.00","75.00",14
"2024-04-01","2024-04-03",NULL,"EW_BW","SUTLEJTEX","152","57.00","152","56.00","50.00","60.00",14
"2024-04-01","2024-04-03",NULL,"LR_W","SUZLON","171","41.00","171","41.00","36.00","43.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","TAKE","606","22.00","606","22.00","20.00","24.00",14
"2024-04-01","2024-04-09",NULL,"EW_DC","TARC","54","144.00","54","158.00","126.00","166.00",14
"2024-04-01","2024-04-05",NULL,"PREW_DC","TARMAT","54","93.00","54","102.00","75.00","113.00",14
"2024-04-01","2024-04-09",NULL,"EW_UC","TEJASNET","13","729.00","13","766.00","651.00","822.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","TERASOFT","385","48.00","385","51.00","45.00","56.00",14
"2024-04-01","2024-04-05",NULL,"PR_DC","TEXMOPIPES","95","81.00","95","82.00","70.00","91.00",14
"2024-04-01","2024-04-03",NULL,"LR_DC","TITAGARH","6","937.00","6","915.00","781.00","970.00",14
"2024-04-01","2024-04-05",NULL,"EW_DC","TNPETRO","152","84.00","152","83.00","78.00","89.00",14
"2024-04-01","2024-04-03",NULL,"EW_BW","TOKYOPLAST","155","102.00","155","105.00","96.00","114.00",14
"2024-04-01","2024-04-05",NULL,"EW_BW","TOTAL","120","100.00","120","101.00","92.00","109.00",14
"2024-04-01","2024-04-09",NULL,"PRATR_DC","TPLPLASTEH","56","69.00","56","72.00","51.00","79.00",14
"2024-04-01","2024-04-03",NULL,"PREW_DC","TRIDENT","235","39.00","235","39.00","35.00","41.00",14
"2024-04-01","2024-04-10",NULL,"EW_DC","TRIGYN","91","103.00","91","115.00","92.00","125.00",14
"2024-04-01","2024-04-01",NULL,"ATR_UC","TRITURBINE","5","572.00","5","541.00","350.00","569.00",14
"2024-04-01","2024-04-04",NULL,"EW_DC","TTML","167","79.00","167","76.00","73.00","83.00",14
"2024-04-01","2024-04-02",NULL,"PREW_W","TVSELECT","20","287.00","20","285.00","238.00","310.00",14
