"Buy_DATE","Sell_Day","Call","Entry_Criteria","Stock","Buy_Qty","Buy_Price","Sell_Qty","Sell_Price","Stop_Loss","Target_Price","Duration"
"2024-07-24","2024-07-25",NULL,"EW_DC","ICEMAKE","13","802.00","13","790.00","726.80","802.00",1
"2024-07-24","2024-07-24",NULL,"PRATR_UC","ORISSAMINE","0","8545.00","0","8110.00","4734.05","8296.00",1
"2024-07-24","2024-07-25",NULL,"PREW_DC","SGL","461","18.00","461","17.00","15.50","18.00",1
"2024-07-24","2024-07-25",NULL,"EW_W","SPIC","193","86.00","193","85.00","80.79","86.00",1
"2024-07-24","2024-07-25",NULL,"EW_DC","TOUCHWOOD","69","144.00","69","137.00","129.00","142.00",1
"2024-06-05","2024-06-19",NULL,"ATR_UC","BALRAMCHIN","26","391.00","26","461.00","352.00","439.00",51
"2024-06-06","2024-07-25",NULL,"EW_BW","BASF","2","4339.00","2","5829.00","3742.95","6105.00",50
"2024-06-15","2024-07-26",NULL,"ATREW_BW","AVANTIFEED","19","640.00","19","695.00","588.05","715.00",41
"2024-06-20","2024-07-25",NULL,"ATR_BW","BASF","1","5235.00","1","5829.00","3742.95","6105.00",36
"2024-07-05","2024-07-26",NULL,"EW_W","APEX","24","233.00","24","290.00","191.00","299.00",21
"2024-07-09","2024-07-24",NULL,"EW_W","HERITGFOOD","35","547.00","35","567.00","518.70","600.00",17
"2024-07-11","2024-07-25",NULL,"PR_UC","BASF","1","5737.00","1","5829.00","3742.95","6105.00",15
"2024-07-15","2024-07-24",NULL,"ATR_UC","CYBERTECH","17","188.00","17","194.00","129.00","208.00",11
"2024-07-15","2024-07-24",NULL,"ATREW_W","RPGLIFE","3","1670.00","3","1929.00","1381.00","2005.00",11
"2024-07-16","2024-07-24",NULL,"ATREW_UC","HTMEDIA","469","28.00","469","27.00","25.75","29.00",10
"2024-07-16","2024-07-24",NULL,"PRATR_DC","RPGLIFE","2","1793.00","2","1929.00","1381.00","2005.00",10
"2024-07-18","2024-07-26",NULL,"PR_DC","AVANTIFEED","8","616.00","8","695.00","486.45","715.00",8
"2024-07-18","2024-07-23",NULL,"ATREW_BW","NAGREEKEXP","91","39.00","91","39.00","27.75","40.00",8
"2024-07-19","2024-07-26",NULL,"PR_DC","APEX","21","238.00","21","290.00","191.00","299.00",7
"2024-07-22","2024-07-26",NULL,"PR_DC","AVANTIFEED","8","616.00","8","695.00","486.45","715.00",4
"2024-07-22","2024-07-24",NULL,"EW_BW","DCI","6","379.00","6","377.00","200.60","392.00",4
"2024-07-22","2024-07-25",NULL,"ATREW_UC","GTL","840","13.00","840","14.00","11.66","15.00",4
"2024-07-23","2024-07-26",NULL,"ATR_DC","AVANTIFEED","6","645.00","6","695.00","486.45","715.00",3
"2024-07-23","2024-07-24",NULL,"PR_DC","HERITGFOOD","18","576.00","18","567.00","518.70","600.00",3
"2024-07-23","2024-07-24",NULL,"PRATREW_W","KCP","27","267.00","27","255.00","229.60","278.00",3
"2024-07-23","2024-07-24",NULL,"EW_UC","MOKSH","231","18.00","231","18.00","13.50","19.00",3
"2024-07-23","2024-07-23",NULL,"ATR_UC","NAGREEKEXP","76","41.00","76","39.00","27.75","40.00",3
"2024-07-23","2024-07-25",NULL,"EW_UC","NILAINFRA","276","13.00","276","14.00","9.55","14.00",3
"2024-07-23","2024-06-25",NULL,"EW_W","SUNDARMFIN","2","4647.00","2","4420.00","4135.20","4868.00",3
"2024-07-24","2024-07-26",NULL,"ATR_DC","APEX","8","311.00","8","290.00","191.00","299.00",2
"2024-07-24","2024-07-26",NULL,"ATR_W","AVANTIFEED","4","735.00","4","695.00","486.45","715.00",2
"2024-07-24","2024-07-25",NULL,"ATR_BW","GTL","402","14.00","402","14.00","11.66","15.00",2
"2024-07-24","2024-07-24",NULL,"ATR_UC","HTMEDIA","309","29.00","309","27.00","25.75","29.00",2
"2024-07-24","2024-07-25",NULL,"ATREW_BW","MMTC","25","103.00","25","107.00","63.00","118.00",2
"2024-07-24","2024-07-24",NULL,"ATR_UC","MOKSH","178","19.00","178","18.00","13.50","19.00",2
"2024-07-24","2024-07-26",NULL,"EW_DC","PDMJEPAPER","22","126.00","22","124.00","80.70","127.00",2
"2024-07-24","2024-07-24",NULL,"ATR_BW","RPGLIFE","2","2025.00","2","1929.00","1381.00","2005.00",2
"2024-07-24","2024-07-25",NULL,"ATREW_BW","STCINDIA","12","203.00","12","219.00","120.00","232.00",2
"2024-07-25","2024-07-25",NULL,"PRATR_UC","BASF","0","6173.00","0","5829.00","3742.95","6105.00",1
"2024-07-25","2024-07-26",NULL,"EW_DC","CARYSIL","13","800.00","13","796.00","720.55","803.00",1
"2024-07-25","2024-07-25",NULL,"ATR_BW","GTL","313","15.00","313","14.00","11.66","15.00",1
"2024-07-25","2024-07-25",NULL,"PRATR_BW","MMTC","17","121.00","17","107.00","63.00","118.00",1
"2024-07-25","2024-07-26",NULL,"EW_DC","SOBHA","9","1862.00","9","1802.00","1751.30","1819.00",1
"2024-07-25","2024-07-25",NULL,"PRATR_BW","STCINDIA","9","238.00","9","219.00","120.00","232.00",1
"2024-07-25","2024-07-25",NULL,"PRATR_DC","WORTH","33","143.00","33","132.00","112.01","139.00",1
"2024-06-06","2024-07-29",NULL,"EW_DC","LAMBODHARA","46","150.00","46","172.00","128.00","182.00",53
"2024-06-07","2024-10-07",NULL,"EW_BW","SBICARD","15","716.00","15","710.00","648.00","741.00",52
"2024-06-11","2024-07-29",NULL,"PR_DC","LAMBODHARA","43","151.00","43","172.00","128.00","182.00",48
"2024-06-12","2024-07-29",NULL,"PR_DC","LAMBODHARA","42","152.00","42","172.00","128.00","182.00",47
"2024-07-01","2024-07-29",NULL,"ATR_BW","LAMBODHARA","35","157.00","35","172.00","128.00","182.00",28
"2024-07-03","2024-07-24",NULL,"PREW_DC","IL&FSENGG","662","20.00","662","27.00","19.00","28.00",26
"2024-07-04","2024-07-19",NULL,"EW_UC","ALKALI","20","149.00","20","132.00","100.00","136.00",25
"2024-07-10","2024-10-07",NULL,"ATR_BW","SBICARD","27","745.00","27","710.00","709.00","741.00",19
"2024-07-11","2024-07-26",NULL,"EW_UC","GRSE","1","2595.00","1","2323.00","673.00","2282.00",18
"2024-07-12","2024-07-26",NULL,"ATR_BW","MTNL","73","46.00","73","92.00","33.00","97.00",17
"2024-07-15","2024-07-22",NULL,"ATR_UC","ISMTLTD","18","148.00","18","140.00","92.00","150.00",14
"2024-07-15","2024-07-26",NULL,"ATR_BW","MTNL","60","49.00","60","92.00","33.00","97.00",14
"2024-07-16","2024-07-26",NULL,"PR_BW","MTNL","50","53.00","50","92.00","33.00","97.00",13
"2024-07-16","2024-07-26",NULL,"ATREW_UC","RSSOFTWARE","14","244.00","14","280.00","172.00","277.00",13
"2024-07-18","2024-07-26",NULL,"EW_BW","EXCEL","25000","1.00","25000","1.00","1.00","1.00",11
"2024-07-18","2024-07-26",NULL,"ATR_BW","MTNL","32","64.00","32","92.00","33.00","97.00",11
"2024-07-18","2024-07-25",NULL,"PRATR_W","TTML","31","97.00","31","99.00","65.00","107.00",11
"2024-07-22","2024-07-19",NULL,"PR_DC","ALKALI","30","133.00","30","132.00","100.00","136.00",7
"2024-07-22","2024-07-26",NULL,"ATREW_UC","AWHCL","4","669.00","4","815.00","408.00","882.00",7
"2024-07-22","2024-07-26",NULL,"PR_W","GRSE","1","2568.00","1","2323.00","673.00","2282.00",7
"2024-07-22","2024-07-24",NULL,"EW_UC","HBLPOWER","5","621.00","5","620.00","411.00","642.00",7
"2024-07-22","2024-07-26",NULL,"ATR_BW","MTNL","23","76.00","23","92.00","33.00","97.00",7
"2024-07-23","2024-07-26",NULL,"ATR_UC","AWHCL","3","694.00","3","815.00","408.00","882.00",6
"2024-07-23","2024-07-25",NULL,"EW_BW","ENERGYDEV","229","25.00","229","25.00","20.00","27.00",6
"2024-07-23","2024-07-29",NULL,"EW_DC","RAJESHEXPO","19","316.00","19","315.00","262.00","320.00",6
"2024-07-23","2024-07-26",NULL,"EW_W","SUVEN","20","133.00","20","140.00","83.00","146.00",6
"2024-07-24","2024-07-19",NULL,"EW_DC","ALKALI","26","138.00","26","132.00","100.00","136.00",5
"2024-07-24","2024-07-26",NULL,"PRATR_UC","AWHCL","3","789.00","3","815.00","408.00","882.00",5
"2024-07-24","2024-07-26",NULL,"EW_UC","CENTEXT","113","26.00","113","27.00","17.00","28.00",5
"2024-07-24","2024-05-07",NULL,"ATREW_BW","CHEMBOND","9","697.00","9","657.00","591.00","665.00",5
"2024-07-24","2024-07-25",NULL,"ATR_UC","CYBERMEDIA","152","29.00","152","29.00","23.00","31.00",5
"2024-07-24","2024-06-16",NULL,"EW_DC","KOLTEPATIL","46","422.00","46","400.00","400.00",NULL,5
"2024-07-24","2024-07-26",NULL,"PR_DC","SUVEN","20","134.00","20","140.00","83.00","146.00",5
"2024-07-24","2024-07-25",NULL,"EW_UC","VERTOZ","377","36.00","377","34.00","33.00","37.00",5
"2024-07-24","2024-03-07",NULL,"EW_DC","VIPULLTD","178","47.00","178","45.00","42.00","50.00",5
"2024-07-25","2024-03-07",NULL,"PREW_DC","ABAN","163","67.00","163","66.00","61.00","69.00",4
"2024-07-25","2024-06-21",NULL,"PRATREW_DC","CONFIPET","63","93.00","63","88.00","78.00","85.00",4
"2024-07-25","2024-07-25",NULL,"PRATR_UC","CYBERMEDIA","110","32.00","110","29.00","23.00","31.00",4
"2024-07-25","2024-07-25",NULL,"ATR_BW","LXCHEM","34","272.00","34","258.00","243.00","270.00",4
"2024-07-25","2024-07-25",NULL,"ATR_BW","MCLEODRUSS","108","31.00","108","29.00","22.00","30.00",4
"2024-07-25","2024-07-25",NULL,"ATR_DC","OSWALAGRO","155","48.00","155","45.00","42.00","47.00",4
"2024-07-25","2024-07-26",NULL,"ATR_DC","SUVEN","17","141.00","17","140.00","83.00","146.00",4
"2024-07-25","2024-07-26",NULL,"ATREW_UC","TARMAT","63","87.00","63","91.00","71.00","93.00",4
"2024-07-25","2024-08-07",NULL,"ATR_W","UBL","4","2109.00","4","2001.00","1830.00","2118.00",4
"2024-07-26","2024-07-26",NULL,"ATR_UC","AARVI","46","149.00","46","143.00","128.00","149.00",3
"2024-07-26","2024-07-26",NULL,"ATR_UC","AWHCL","2","881.00","2","815.00","408.00","882.00",3
"2024-07-26","2024-07-29",NULL,"EW_DC","BHANDARI","1667","7.00","1667","7.00","7.00","7.00",3
"2024-07-26","2024-07-26",NULL,"PR_BW","DUCON","633","9.00","633","8.00","7.00","9.00",3
"2024-07-26","2024-07-29",NULL,"PRATR_UC","LAMBODHARA","17","186.00","17","172.00","128.00","182.00",3
"2024-07-26","2024-07-26",NULL,"ATR_UC","TARMAT","41","95.00","41","91.00","71.00","93.00",3
"2024-07-26","2024-07-29",NULL,"EW_BW","TATACOMM","6","1886.00","6","1874.00","1720.00","1887.00",3
"2024-07-26","2024-07-29",NULL,"EW_W","VESUVIUS","0","5377.00","0","5273.00","3012.00","5401.00",3
"2024-06-24","2024-07-29",NULL,"PRATR_W","APLLTD","15","903.00","15","1178.00","837.80","1242.00",36
"2024-07-01","2024-07-29",NULL,"ATR_W","APLLTD","10","924.00","10","1178.00","823.40","1242.00",29
"2024-07-02","2024-07-29",NULL,"LRATR_W","APLLTD","7","974.00","7","1178.00","837.80","1242.00",28
"2024-07-03","2024-07-26",NULL,"ATR_BW","RAMKY","6","613.00","6","725.00","431.95","771.00",27
"2024-07-04","2024-07-25",NULL,"ATREW_UC","VAISHALI","23","169.00","23","156.00","124.90","164.00",26
"2024-07-05","2024-07-26",NULL,"EW_UC","ASHIMASYN","34","47.00","34","43.00","17.75","47.00",25
"2024-07-08","2024-07-23",NULL,"PRATR_W","GODREJCP","3","1426.00","3","1445.00","1140.05","1508.00",22
"2024-07-10","2024-07-23",NULL,"ATR_W","GODREJCP","8","1444.00","8","1445.00","1319.40","1508.00",20
"2024-07-12","2024-07-24",NULL,"EW_UC","NEWGEN","4","1015.00","4","1027.00","780.00","1133.00",18
"2024-07-12","2024-07-26",NULL,"PR_UC","RAMKY","4","676.00","4","725.00","431.95","771.00",18
"2024-07-15","2024-07-26",NULL,"EW_W","ASHIMASYN","39","44.00","39","43.00","17.75","47.00",15
"2024-07-15","2024-07-24",NULL,"PR_BW","NEWGEN","4","1045.00","4","1027.00","780.00","1133.00",15
"2024-07-16","2024-07-29",NULL,"ATR_W","APLLTD","4","1097.00","4","1178.00","823.40","1242.00",14
"2024-07-16","2024-07-26",NULL,"PR_W","ASHIMASYN","37","45.00","37","43.00","17.75","47.00",14
"2024-07-18","2024-07-26",NULL,"PR_UC","RAMKY","4","678.00","4","725.00","431.95","771.00",12
"2024-07-22","2024-07-29",NULL,"EW_UC","DCMNVL","14","251.00","14","253.00","180.00","262.00",8
"2024-07-22","2024-07-25",NULL,"EW_UC","KAUSHALYA","3","963.00","3","1021.00","664.10","1041.00",8
"2024-07-22","2024-07-24",NULL,"PREW_W","SHAKTIPUMP","0","4096.00","0","4285.00","1149.00","4490.00",8
"2024-07-23","2024-07-23",NULL,"ATR_W","GODREJCP","3","1517.00","3","1445.00","1140.05","1508.00",7
"2024-07-23","2024-07-26",NULL,"EW_DC","JPASSOCIAT","1538","7.00","1538","9.00","6.71","8.00",7
"2024-07-23","2024-07-29",NULL,"EW_DC","OMINFRAL","51","177.00","51","205.00","157.60","216.00",7
"2024-07-23","2024-07-26",NULL,"ATR_UC","RAMKY","4","699.00","4","725.00","431.95","771.00",7
"2024-07-23","2024-07-29",NULL,"PRATREW_W","SIL","122","29.00","122","35.00","21.25","38.00",7
"2024-07-24","2024-07-29",NULL,"ATR_W","APLLTD","3","1175.00","3","1178.00","823.40","1242.00",6
"2024-07-24","2024-07-24",NULL,"PR_W","ARSSINFRA","671","21.00","671","21.00","20.00","22.00",6
"2024-07-24","2024-07-26",NULL,"PR_W","ASHIMASYN","38","44.00","38","43.00","17.75","47.00",6
"2024-07-24","2024-07-24",NULL,"PR_DC","GALLANTT","37","326.00","37","323.00","299.00","327.00",6
"2024-07-24","2024-07-26",NULL,"ATREW_UC","HESTERBIO","1","2715.00","1","3049.00","1292.85","3293.00",6
"2024-07-24","2024-07-26",NULL,"PR_W","JPASSOCIAT","990","8.00","990","9.00","6.71","8.00",6
"2024-07-24","2024-07-26",NULL,"ATREW_UC","LYPSAGEMS","935","6.00","935","6.00","5.13","6.00",6
"2024-07-24","2024-07-29",NULL,"PR_DC","OMINFRAL","35","186.00","35","205.00","157.60","216.00",6
"2024-07-24","2024-07-30",NULL,"PRATR_DC","PANSARI","54","116.00","54","140.00","97.60","151.00",6
"2024-07-24","2024-07-25",NULL,"ATREW_UC","VASWANI","52","50.00","52","48.00","30.40","54.00",6
"2024-07-25","2024-07-26",NULL,"ATR_BW","GULFPETRO","44","78.00","44","76.00","55.05","81.00",5
"2024-07-25","2024-07-26",NULL,"PRATR_UC","HESTERBIO","1","3098.00","1","3049.00","1292.85","3293.00",5
"2024-07-25","2024-07-30",NULL,"PRATR_UC","IVC","173","16.00","173","15.00","10.15","16.00",5
"2024-07-25","2024-07-26",NULL,"PRATR_DC","MANINFRA","55","204.00","55","203.00","186.10","213.00",5
"2024-07-25","2024-07-26",NULL,"PR_UC","RAMKY","3","757.00","3","725.00","431.95","771.00",5
"2024-07-25","2024-07-29",NULL,"ATR_DC","SIL","72","35.00","72","35.00","21.25","38.00",5
"2024-07-25","2024-07-26",NULL,"PR_W","SIMPLEXINF","26","147.00","26","139.00","109.05","152.00",5
"2024-07-25","2024-07-29",NULL,"PREW_BW","SUVIDHAA","1351","6.00","1351","6.00","5.00","7.00",5
"2024-07-25","2024-07-25",NULL,"PR_DC","VAISHALI","70","164.00","70","156.00","150.00","164.00",5
"2024-07-25","2024-07-25",NULL,"ATR_UC","VASWANI","43","54.00","43","48.00","30.40","54.00",5
"2024-07-25","2024-07-29",NULL,"PR_DC","VBL","7","1652.00","7","1576.00","1507.75","1696.00",5
"2024-07-26","2024-07-29",NULL,"PRATREW_W","KHANDSE","198","32.00","198","34.00","26.80","35.00",4
"2024-07-26","2024-07-26",NULL,"ATR_UC","PATINTLOG","107","28.00","107","26.00","18.15","27.00",4
"2024-07-26","2024-07-29",NULL,"ATR_UC","SUVIDHAA","763","6.00","763","6.00","5.00","7.00",4
"2024-07-29","2024-07-30",NULL,"EW_UC","ELECON","11","640.00","11","627.00","546.03","644.00",1
"2024-07-29","2024-07-30",NULL,"EW_BW","RESPONIND","47","293.00","47","289.00","271.35","295.00",1
"2024-06-05","2024-07-31",NULL,"EW_BW","INDIAMART","4","2490.00","4","2944.00","2230.00","3083.00",56
"2024-06-06","2024-07-18",NULL,"EW_DC","SPLPETRO","15","691.00","15","856.00","623.85","904.00",55
"2024-06-11","2024-07-31",NULL,"PR_UC","FINEORG","2","4674.00","2","5550.00","4151.05","5725.00",50
"2024-06-11","2024-07-18",NULL,"PRATR_DC","SPLPETRO","8","747.00","8","856.00","623.85","904.00",50
"2024-06-12","2024-07-31",NULL,"PR_UC","FINEORG","2","4712.00","2","5550.00","4151.05","5725.00",49
"2024-06-12","2024-07-18",NULL,"PR_DC","SPLPETRO","9","731.00","9","856.00","623.85","904.00",49
"2024-06-20","2024-07-18",NULL,"ATR_DC","SPLPETRO","13","796.00","13","856.00","718.90","904.00",41
"2024-07-01","2024-07-31",NULL,"ATR_UC","FINEORG","1","5118.00","1","5550.00","4151.05","5725.00",30
"2024-07-05","2024-07-18",NULL,"ATR_UC","SPLPETRO","4","849.00","4","856.00","623.85","904.00",26
"2024-07-08","2024-07-18",NULL,"PR_UC","SPLPETRO","4","866.00","4","856.00","623.85","904.00",23
"2024-07-09","2024-07-26",NULL,"PR_BW","MARSHALL","77","35.00","77","40.00","22.30","40.00",22
"2024-07-15","2024-07-29",NULL,"EW_W","CORDSCABLE","14","235.00","14","248.00","165.20","255.00",16
"2024-07-15","2024-07-31",NULL,"ATR_BW","INDIAMART","1","2913.00","1","2944.00","2230.00","3083.00",16
"2024-07-16","2024-07-23",NULL,"ATR_W","PARAGMILK","19","202.00","19","195.00","149.80","201.00",15
"2024-07-16","2024-07-18",NULL,"ATR_UC","SPLPETRO","4","895.00","4","856.00","623.85","904.00",15
"2024-07-18","2024-07-19",NULL,"ATREW_UC","CLEDUCATE","32","95.00","32","89.00","63.80","101.00",13
"2024-07-19","2024-07-29",NULL,"ATREW_UC","NAVKARCORP","19","129.00","19","143.00","77.65","153.00",12
"2024-07-22","2024-07-30",NULL,"EW_UC","AKSHARCHEM","14","314.00","14","345.00","240.30","367.00",9
"2024-07-22","2024-07-29",NULL,"ATREW_UC","ATFL","4","886.00","4","920.00","644.45","976.00",9
"2024-07-22","2024-07-23",NULL,"PRATREW_W","GRAVITA","2","1449.00","2","1643.00","885.05","1660.00",9
"2024-07-22","2024-07-29",NULL,"PR_UC","NAVKARCORP","17","138.00","17","143.00","77.65","153.00",9
"2024-07-22","2024-07-30",NULL,"EW_UC","OMAXE","20","131.00","20","147.00","81.95","159.00",9
"2024-07-22","2024-07-29",NULL,"EW_BW","PANAMAPET","32","414.00","32","415.00","383.05","446.00",9
"2024-07-22","2024-07-23",NULL,"ATR_W","PARAGMILK","18","204.00","18","195.00","149.80","201.00",9
"2024-07-23","2024-07-24",NULL,"EW_UC","DHANI","48","58.00","48","55.00","37.00","60.00",8
"2024-07-23","2024-07-23",NULL,"ATR_DC","GRAVITA","1","1729.00","1","1643.00","885.05","1660.00",8
"2024-07-23","2024-07-26",NULL,"ATR_BW","MARSHALL","60","39.00","60","40.00","22.30","40.00",8
"2024-07-23","2024-07-24",NULL,"EW_BW","NAGREEKCAP","112","27.00","112","27.00","18.05","27.00",8
"2024-07-24","2024-07-26",NULL,"EW_DC","ARVSMART","14","721.00","14","760.00","651.20","814.00",7
"2024-07-24","2024-07-29",NULL,"ATR_UC","ATFL","4","924.00","4","920.00","644.45","976.00",7
"2024-07-24","2024-07-29",NULL,"EW_UC","ICIL","32","395.00","32","398.00","364.20","417.00",7
"2024-07-24","2024-07-31",NULL,"ATR_UC","INDIAMART","1","3008.00","1","2944.00","2230.00","3083.00",7
"2024-07-24","2024-07-26",NULL,"PR_BW","JCHAC","1","2182.00","1","2026.00","951.35","2231.00",7
"2024-07-24","2024-07-30",NULL,"ATR_W","PRAENG","92","36.00","92","40.00","25.30","41.00",7
"2024-07-24","2024-07-25",NULL,"PREW_DC","RAYMOND","6","1987.00","6","1983.00","1810.70","2065.00",7
"2024-07-24","2024-07-30",NULL,"ATREW_BW","SHEMAROO","25","169.00","25","158.00","128.70","169.00",7
"2024-07-24","2024-07-30",NULL,"PREW_W","SPMLINFRA","15","180.00","15","196.00","112.20","203.00",7
"2024-07-24","2024-07-29",NULL,"ATR_BW","STLTECH","68","147.00","68","140.00","132.63","151.00",7
"2024-07-24","2024-07-25",NULL,"PRATREW_W","URJA","595","22.00","595","22.00","20.01","23.00",7
"2024-07-25","2024-07-26",NULL,"ATR_UC","ALEMBICLTD","15","153.00","15","143.00","85.30","157.00",6
"2024-07-25","2024-07-26",NULL,"ATR_DC","ARVSMART","7","788.00","7","760.00","651.20","814.00",6
"2024-07-25","2024-07-29",NULL,"PR_UC","ATFL","3","964.00","3","920.00","644.45","976.00",6
"2024-07-25","2024-07-30",NULL,"EW_UC","DAMODARIND","357","51.00","357","50.00","48.05","54.00",6
"2024-07-25","2024-07-29",NULL,"ATR_UC","JAGSNPHARM","9","383.00","9","376.00","275.00","402.00",6
"2024-07-25","2024-07-29",NULL,"ATR_UC","NAVKARCORP","14","147.00","14","143.00","77.65","153.00",6
"2024-07-25","2024-07-26",NULL,"EW_DC","PREMEXPLN","10","683.00","10","717.00","585.00","713.00",6
"2024-07-25","2024-07-25",NULL,"ATR_W","URJA","362","23.00","362","22.00","20.01","23.00",6
"2024-07-26","2024-07-30",NULL,"PRATR_DC","AKSHARCHEM","33","326.00","33","345.00","295.95","367.00",5
"2024-07-26","2024-07-31",NULL,"EW_W","ELGIEQUIP","18","705.00","18","692.00","651.00","715.00",5
"2024-07-26","2024-07-29",NULL,"PR_DC","OMAXAUTO","92","153.00","92","153.00","142.04","159.00",5
"2024-07-26","2024-07-26",NULL,"PRATR_DC","ORICONENT","136","44.00","136","42.00","36.61","45.00",5
"2024-07-26","2024-07-26",NULL,"PR_DC","PREMEXPLN","8","717.00","8","717.00","585.00","713.00",5
"2024-07-26","2024-07-30",NULL,"EW_DC","SMCGLOBAL","71","158.00","71","152.00","144.10","162.00",5
"2024-07-26","2024-07-30",NULL,"ATR_DC","UNIINFO","168","40.00","168","44.00","34.10","53.00",5
"2024-07-29","2024-07-30",NULL,"PRATREW_BW","ACEINTEG","184","37.00","184","35.00","31.52","42.00",2
"2024-07-29","2024-07-29",NULL,"PRATR_W","AKASH","98","40.00","98","37.00","30.00","39.00",2
"2024-07-29","2024-07-30",NULL,"ATR_DC","AKSHARCHEM","19","348.00","19","345.00","295.95","367.00",2
"2024-07-29","2024-07-29",NULL,"PR_UC","ATFL","3","979.00","3","920.00","644.45","976.00",2
"2024-07-29","2024-07-29",NULL,"ATR_UC","GRINDWELL","4","2736.00","4","2578.00","2505.00","2741.00",2
"2024-07-29","2024-07-30",NULL,"PRATREW_UC","NIBL","116","43.00","116","44.00","34.12","49.00",2
"2024-07-29","2024-07-31",NULL,"EW_BW","NMDC","43","244.00","43","241.00","220.88","245.00",2
"2024-07-29","2024-07-30",NULL,"PR_DC","UNIINFO","72","48.00","72","44.00","34.10","53.00",2
"2024-07-30","2024-07-31",NULL,"EW_DC","CARYSIL","15","789.00","15","781.00","720.55","793.00",1
"2024-07-30","2024-07-31",NULL,"ATR_UC","FINEORG","1","5873.00","1","5550.00","4981.35","5725.00",1
"2024-07-30","2024-07-31",NULL,"PREW_DC","NESCO","12","944.00","12","928.00","863.20","941.00",1
"2024-07-30","2024-07-31",NULL,"EW_DC","ZFCVINDIA","1","15967.00","1","15781.00","14835.05","15872.00",1
"2024-06-05","2024-07-26",NULL,"ATR_UC","SUPRAJIT","19","450.00","19","517.00","398.00","545.00",57
"2024-06-06","2024-07-15",NULL,"ATREW_W","PNCINFRA","9","529.00","9","496.00","417.00","530.00",56
"2024-06-07","2024-06-16",NULL,"ATR_BW","PRINCEPIPE","14","650.00","14","648.00","579.00","699.00",55
"2024-07-01","2024-07-29",NULL,"EW_UC","ORTINLAB","248","21.00","248","21.00","17.00","23.00",31
"2024-07-02","2024-07-30",NULL,"ATREW_UC","ITDC","7","889.00","7","794.00","748.00","895.00",30
"2024-07-02","2024-07-26",NULL,"PRATR_W","JYOTHYLAB","15","477.00","15","523.00","411.00","559.00",30
"2024-07-04","2024-01-08",NULL,"PR_W","AARON","43","265.00","43","279.00","242.00","290.00",28
"2024-07-05","2024-07-26",NULL,"EW_UC","DIGISPICE","49","45.00","49","41.00","25.00","43.00",27
"2024-07-09","2024-07-15",NULL,"PR_W","PNCINFRA","9","527.00","9","496.00","417.00","530.00",23
"2024-07-09","2024-07-24",NULL,"LRATREW_UC","POWERMECH","1","5122.00","1","6158.00","4348.00","6406.00",23
"2024-07-11","2024-07-31",NULL,"EW_DC","CEREBRAINT","1724","7.00","1724","10.00","6.00","11.00",21
"2024-07-11","2024-07-26",NULL,"EW_UC","EIMCOELECO","1","2552.00","1","3129.00","1801.00","3314.00",21
"2024-07-11","2024-07-30",NULL,"ATR_UC","HARRMALAYA","10","248.00","10","247.00","152.00","260.00",21
"2024-07-11","2024-07-24",NULL,"PRATR_UC","POWERMECH","1","5540.00","1","6158.00","4348.00","6406.00",21
"2024-07-12","2024-07-26",NULL,"PRATR_UC","MPHASIS","2","2691.00","2","2855.00","2187.00","3011.00",20
"2024-07-12","2024-07-24",NULL,"PRATR_UC","POWERMECH","1","5785.00","1","6158.00","4348.00","6406.00",20
"2024-07-12","2024-07-30",NULL,"ATREW_BW","ZENITHSTL","207","12.00","207","11.00","7.00","12.00",20
"2024-07-15","2024-07-25",NULL,"ATR_BW","NITINSPIN","11","385.00","11","413.00","293.00","442.00",17
"2024-07-15","2024-07-26",NULL,"ATR_UC","SUBEXLTD","102","32.00","102","33.00","23.00","36.00",17
"2024-07-16","2024-07-25",NULL,"PRATR_UC","NITINSPIN","9","400.00","9","413.00","293.00","442.00",16
"2024-07-16","2024-07-30",NULL,"EW_UC","PRECWIRE","17","164.00","17","153.00","104.00","163.00",16
"2024-07-16","2024-07-29",NULL,"PREW_W","SIKKO","39","96.00","39","108.00","70.00","118.00",16
"2024-07-16","2024-07-24",NULL,"ATREW_DC","SWELECTES","10","1249.00","10","1185.00","1153.00","1259.00",16
"2024-07-18","2024-07-30",NULL,"PREW_W","GRPLTD","0","14390.00","0","14981.00","4699.00","15869.00",14
"2024-07-18","2024-07-25",NULL,"PRATR_BW","JUSTDIAL","4","1242.00","4","1214.00","959.00","1305.00",14
"2024-07-19","2024-01-08",NULL,"ATR_UC","AARVEEDEN","86","33.00","86","38.00","22.00","40.00",13
"2024-07-19","2024-07-26",NULL,"ATREW_UC","ARTNIRMAN","48","71.00","48","65.00","50.00","71.00",13
"2024-07-19","2024-07-26",NULL,"ATR_UC","CAPTRUST","39","127.00","39","139.00","102.00","153.00",13
"2024-07-19","2024-07-30",NULL,"ATREW_W","ZENITHSTL","277","11.00","277","11.00","7.00","12.00",13
"2024-07-22","2024-01-08",NULL,"ATR_W","AARON","96","264.00","96","279.00","254.00","290.00",10
"2024-07-22","2024-01-08",NULL,"PR_UC","AARVEEDEN","75","35.00","75","38.00","22.00","40.00",10
"2024-07-22","2024-07-26",NULL,"ATR_BW","BVCL","47","70.00","47","68.00","49.00","72.00",10
"2024-07-22","2024-07-29",NULL,"EW_DC","CREATIVEYE","1887","6.00","1887","7.00","6.00","7.00",10
