Ticker,Date/Time,BullBreak,BearBreak,Pattern,Close
1STCUS.BO,9/23/2024,,Bearish Breakout,Wedge,118.00
1STCUS.BO,9/24/2024,,Bearish Breakout,Wedge,123.90
1STCUS.BO,9/25/2024,,Bearish Breakout,Wedge,124.00
1STCUS.BO,9/26/2024,,Bearish Breakout,Wedge,121.55
1STCUS.BO,9/27/2024,,Bearish Breakout,Wedge,121.55
21STCENMGM.NS,9/23/2024,,,Up Channel,118.40
21STCENMGM.NS,9/24/2024,,,Up Channel,116.03
21STCENMGM.NS,9/25/2024,,,Up Channel,113.70
21STCENMGM.NS,9/26/2024,,,Up Channel,111.42
21STCENMGM.NS,9/27/2024,,,Up Channel,109.19
360ONE.NS,9/23/2024,,,Down Channel,1074.00
360ONE.NS,9/24/2024,,,Down Channel,1078.55
360ONE.NS,9/25/2024,,,Down Channel,1034.40
360ONE.NS,9/26/2024,,,Down Channel,1079.75
360ONE.NS,9/27/2024,,,Down Channel,1067.55
20MICRONS.NS,9/23/2024,,,Down Channel,299.05
20MICRONS.NS,9/24/2024,,,Down Channel,300.70
20MICRONS.NS,9/25/2024,,,Down Channel,310.55
20MICRONS.NS,9/26/2024,,,Down Channel,302.80
20MICRONS.NS,9/27/2024,,,Down Channel,296.65
3IINFOLTD.NS,9/23/2024,,,Down Channel,32.70
3IINFOLTD.NS,9/24/2024,,,Down Channel,32.50
3IINFOLTD.NS,9/25/2024,,,Down Channel,32.16
3IINFOLTD.NS,9/26/2024,,,Down Channel,33.15
3IINFOLTD.NS,9/27/2024,,,Down Channel,32.13
3PLAND.NS,9/23/2024,,,Wedge,40.25
3PLAND.NS,9/24/2024,,,Wedge,39.00
3PLAND.NS,9/25/2024,,,Wedge,38.20
3PLAND.NS,9/26/2024,,,Wedge,38.71
3PLAND.NS,9/27/2024,,,Wedge,37.15
3MINDIA.NS,9/23/2024,,,Down Channel,35489.00
3MINDIA.NS,9/24/2024,,,Down Channel,35223.00
3MINDIA.NS,9/25/2024,,,Down Channel,35216.15
3MINDIA.NS,9/26/2024,,,Down Channel,35606.75
3MINDIA.NS,9/27/2024,,,Down Channel,34526.10
4THGEN.BO,9/20/2024,,,Broadening Wedge,5.67
4THGEN.BO,9/23/2024,,,Broadening Wedge,5.95
4THGEN.BO,9/24/2024,,,Broadening Wedge,5.95
4THGEN.BO,9/25/2024,,,Broadening Wedge,5.95
4THGEN.BO,9/26/2024,,,Broadening Wedge,5.95
5PAISA.NS,9/23/2024,,,Up Channel,558.80
5PAISA.NS,9/24/2024,,,Up Channel,554.05
5PAISA.NS,9/25/2024,,,Up Channel,551.20
5PAISA.NS,9/26/2024,,,Up Channel,542.00
5PAISA.NS,9/27/2024,,,Up Channel,537.60
^CNXAUTO,9/23/2024,,,Wedge,26805.40
^CNXAUTO,9/24/2024,,,Wedge,26920.45
^CNXAUTO,9/25/2024,,,Wedge,26888.35
^CNXAUTO,9/26/2024,,,Wedge,27496.25
^CNXAUTO,9/27/2024,,,Wedge,27610.75
63MOONS.NS,9/23/2024,,Bearish Breakout,Wedge,405.40
63MOONS.NS,9/24/2024,,Bearish Breakout,Wedge,406.50
63MOONS.NS,9/25/2024,,Bearish Breakout,Wedge,402.40
63MOONS.NS,9/26/2024,,Bearish Breakout,Wedge,397.75
63MOONS.NS,9/27/2024,,Bearish Breakout,Wedge,378.85
^CNXENERGY,9/23/2024,,,Down Channel,43370.50
^CNXENERGY,9/24/2024,,,Down Channel,43707.85
^CNXENERGY,9/25/2024,,,Down Channel,44064.70
^CNXENERGY,9/26/2024,,,Down Channel,44145.05
^CNXENERGY,9/27/2024,,,Down Channel,44545.00
7TEC.BO,9/23/2024,,,Wedge,55.65
7TEC.BO,9/24/2024,,,Wedge,55.53
7TEC.BO,9/25/2024,,,Wedge,55.60
7TEC.BO,9/26/2024,,,Wedge,56.26
7TEC.BO,9/27/2024,,,Wedge,56.10
^CNXFMCG,9/23/2024,,,Up Channel,66305.20
^CNXFMCG,9/24/2024,,,Up Channel,65796.65
^CNXFMCG,9/25/2024,,,Up Channel,65521.70
^CNXFMCG,9/26/2024,,,Up Channel,66156.90
^CNXFMCG,9/27/2024,,,Up Channel,65845.45
^CNXIT,9/23/2024,,,Up Channel,41987.45
^CNXIT,9/24/2024,,,Up Channel,42243.95
^CNXIT,9/25/2024,,,Up Channel,41960.95
^CNXIT,9/26/2024,,,Up Channel,42160.90
^CNXIT,9/27/2024,,,Up Channel,42312.60
^CNXPSUBANK,9/23/2024,,,Down Channel,6853.80
^CNXPSUBANK,9/24/2024,,,Down Channel,6795.00
^CNXPSUBANK,9/25/2024,,,Down Channel,6736.00
^CNXPSUBANK,9/26/2024,,,Down Channel,6804.65
^CNXPSUBANK,9/27/2024,,,Down Channel,6853.75
^CNXREALTY,9/23/2024,,,Wedge,1126.15
^CNXREALTY,9/24/2024,,,Wedge,1122.75
^CNXREALTY,9/25/2024,,,Wedge,1130.15
^CNXREALTY,9/26/2024,,,Wedge,1131.30
^CNXREALTY,9/27/2024,,,Wedge,1117.80
^NSEBANK,9/23/2024,,,Up Channel,54105.80
^NSEBANK,9/24/2024,,,Up Channel,53968.60
^NSEBANK,9/25/2024,,,Up Channel,54101.65
^NSEBANK,9/26/2024,,,Up Channel,54375.35
^NSEBANK,9/27/2024,,,Up Channel,53834.30
^NSEI,9/23/2024,,Bearish Breakout,Up Channel,25939.05
^NSEI,9/24/2024,,Bearish Breakout,Up Channel,25940.40
^NSEI,9/25/2024,,Bearish Breakout,Up Channel,26004.15
^NSEI,9/26/2024,,Bearish Breakout,Up Channel,26216.05
^NSEI,9/27/2024,,Bearish Breakout,Up Channel,26178.95
AAATECH.NS,9/23/2024,,,Up Channel,143.67
AAATECH.NS,9/24/2024,,,Up Channel,141.00
AAATECH.NS,9/25/2024,,,Up Channel,135.99
AAATECH.NS,9/26/2024,,,Up Channel,136.18
AAATECH.NS,9/27/2024,,,Up Channel,135.26
A2ZINFRA.NS,9/23/2024,,,Down Channel,17.42
A2ZINFRA.NS,9/24/2024,,,Down Channel,17.76
A2ZINFRA.NS,9/25/2024,,,Down Channel,18.11
A2ZINFRA.NS,9/26/2024,,,Down Channel,18.47
A2ZINFRA.NS,9/27/2024,,,Down Channel,18.83
AAIL.BO,9/23/2024,,,Wedge,111.05
AAIL.BO,9/24/2024,,,Wedge,110.20
AAIL.BO,9/25/2024,,,Wedge,110.95
AAIL.BO,9/26/2024,,,Wedge,110.40
AAIL.BO,9/27/2024,,,Wedge,110.80
AAKASH.NS,9/23/2024,,,Down Channel,12.20
AAKASH.NS,9/24/2024,,,Down Channel,12.26
AAKASH.NS,9/25/2024,,,Down Channel,11.81
AAKASH.NS,9/26/2024,,,Down Channel,11.71
AAKASH.NS,9/27/2024,,,Down Channel,12.03
AANANDALAK.BO,9/13/2024,bullish Breakout,,Up Channel,19.11
^CNXMETAL,9/23/2024,,,Wedge,9454.85
^CNXMETAL,9/24/2024,,,Wedge,9735.40
^CNXMETAL,9/25/2024,,,Wedge,9777.15
^CNXMETAL,9/26/2024,,,Wedge,9985.70
^CNXMETAL,9/27/2024,,,Wedge,10064.60
AARON.NS,9/23/2024,,Bearish Breakout,Wedge,262.35
AARON.NS,9/24/2024,,Bearish Breakout,Wedge,263.10
AARON.NS,9/25/2024,,Bearish Breakout,Wedge,261.40
AARON.NS,9/26/2024,,Bearish Breakout,Wedge,266.90
AARON.NS,9/27/2024,,Bearish Breakout,Wedge,260.45
AARTECH.BO,9/23/2024,,,Broadening Wedge,71.32
AARTECH.BO,9/24/2024,,,Broadening Wedge,74.75
AARTECH.BO,9/25/2024,,,Broadening Wedge,72.88
AARTECH.BO,9/26/2024,,,Broadening Wedge,76.52
AARTECH.BO,9/27/2024,,,Broadening Wedge,73.00
AARTIDRUGS.NS,9/23/2024,,,Wedge,532.30
AARTIDRUGS.NS,9/24/2024,,,Wedge,529.90
AARTIDRUGS.NS,9/25/2024,,,Wedge,520.70
AARTIDRUGS.NS,9/26/2024,,,Wedge,517.90
AARTIDRUGS.NS,9/27/2024,,,Wedge,514.35
AARTISURF.NS,9/23/2024,,,Up Channel,841.05
AARTISURF.NS,9/24/2024,,,Up Channel,846.10
AARTISURF.NS,9/25/2024,,,Up Channel,835.10
AARTISURF.NS,9/26/2024,,,Up Channel,821.55
AARTISURF.NS,9/27/2024,,,Up Channel,827.50
AARTIIND.NS,9/23/2024,,,Down Channel,574.95
AARTIIND.NS,9/24/2024,,,Down Channel,588.60
AARTIIND.NS,9/25/2024,,,Down Channel,586.95
AARTIIND.NS,9/26/2024,,,Down Channel,582.45
AARTIIND.NS,9/27/2024,,,Down Channel,583.40
AARVI.NS,9/23/2024,,,Wedge,142.32
AARVI.NS,9/24/2024,,,Wedge,141.36
AARVI.NS,9/25/2024,,,Wedge,143.05
AARVI.NS,9/26/2024,,,Wedge,141.45
AARVI.NS,9/27/2024,,,Wedge,138.96
AARVEEDEN.NS,9/23/2024,,,Up Channel,48.48
AARVEEDEN.NS,9/24/2024,,,Up Channel,47.65
AARVEEDEN.NS,9/25/2024,,,Up Channel,46.69
AARVEEDEN.NS,9/26/2024,,,Up Channel,45.75
AARVEEDEN.NS,9/27/2024,,,Up Channel,46.50
AAVAS.NS,9/23/2024,,Bearish Breakout,Up Channel,1898.85
AAVAS.NS,9/24/2024,,Bearish Breakout,Up Channel,1895.20
AAVAS.NS,9/25/2024,,Bearish Breakout,Up Channel,1888.25
AAVAS.NS,9/26/2024,,Bearish Breakout,Up Channel,1885.05
AAVAS.NS,9/27/2024,,Bearish Breakout,Up Channel,1819.85
AAYUSH.BO,9/23/2024,,,Up Channel,62.48
AAYUSH.BO,9/24/2024,,,Up Channel,63.72
AAYUSH.BO,9/25/2024,,,Up Channel,64.97
AAYUSH.BO,9/26/2024,,,Up Channel,66.26
AAYUSH.BO,9/27/2024,,,Up Channel,67.58
ABANSENT.BO,9/23/2024,,,Up Channel,155.30
ABANSENT.BO,9/24/2024,,,Up Channel,151.25
ABANSENT.BO,9/25/2024,,,Up Channel,151.40
ABANSENT.BO,9/26/2024,,,Up Channel,154.15
ABANSENT.BO,9/27/2024,,,Up Channel,162.65
ABAN.NS,9/23/2024,,,Down Channel,77.07
ABAN.NS,9/24/2024,,,Down Channel,80.47
ABAN.NS,9/25/2024,,,Down Channel,78.07
ABAN.NS,9/26/2024,,,Down Channel,76.85
ABAN.NS,9/27/2024,,,Down Channel,75.75
ABBOTINDIA.BO,9/23/2024,,,Up Channel,28329.20
ABBOTINDIA.BO,9/24/2024,,,Up Channel,28261.15
ABBOTINDIA.BO,9/25/2024,,,Up Channel,28623.65
ABBOTINDIA.BO,9/26/2024,,,Up Channel,29188.60
ABBOTINDIA.BO,9/27/2024,,,Up Channel,29282.60
ABB.NS,9/23/2024,,,Down Channel,7939.65
ABB.NS,9/24/2024,,,Down Channel,8078.20
ABB.NS,9/25/2024,,,Down Channel,8178.35
ABB.NS,9/26/2024,,,Down Channel,8070.40
ABB.NS,9/27/2024,,,Down Channel,8133.45
ABCAPITAL.NS,9/23/2024,,,Up Channel,233.65
ABCAPITAL.NS,9/24/2024,,,Up Channel,232.79
ABCAPITAL.NS,9/25/2024,,,Up Channel,233.24
ABCAPITAL.NS,9/26/2024,,,Up Channel,236.24
ABCAPITAL.NS,9/27/2024,,,Up Channel,236.30
ABBOTINDIA.NS,9/9/2024,,,Broadening Wedge,29899.20
ABBOTINDIA.NS,9/10/2024,,,Broadening Wedge,29798.10
ABBOTINDIA.NS,9/11/2024,,,Broadening Wedge,29532.80
ABBOTINDIA.NS,9/12/2024,,,Broadening Wedge,29690.65
ABBOTINDIA.NS,9/13/2024,,,Broadening Wedge,29559.00
ABCINDQ.BO,9/23/2024,,,Down Channel,137.25
ABCINDQ.BO,9/24/2024,,,Down Channel,134.80
ABCINDQ.BO,9/25/2024,,,Down Channel,131.70
ABCINDQ.BO,9/26/2024,,,Down Channel,130.15
ABCINDQ.BO,9/27/2024,,,Down Channel,128.50
ABFRL.NS,9/23/2024,,,Down Channel,344.50
ABFRL.NS,9/24/2024,,,Down Channel,348.10
ABFRL.NS,9/25/2024,,,Down Channel,343.40
ABFRL.NS,9/26/2024,,,Down Channel,342.05
ABFRL.NS,9/27/2024,,,Down Channel,352.10
ABHICAP.BO,9/23/2024,bullish Breakout,,Down Channel,176.75
ABHICAP.BO,9/24/2024,bullish Breakout,,Down Channel,172.25
ABHICAP.BO,9/25/2024,bullish Breakout,,Down Channel,170.50
ABHICAP.BO,9/26/2024,bullish Breakout,,Down Channel,170.70
ABHICAP.BO,9/27/2024,bullish Breakout,,Down Channel,171.35
ABHIINFRA.BO,9/20/2024,,,Broadening Wedge,10.28
ABHIINFRA.BO,9/23/2024,,,Broadening Wedge,9.77
ABHIINFRA.BO,9/24/2024,,,Broadening Wedge,9.77
ABHIINFRA.BO,9/25/2024,,,Broadening Wedge,9.77
ABHIINFRA.BO,9/26/2024,,,Broadening Wedge,9.77
ABIRAFN.BO,9/23/2024,,,Down Channel,58.10
ABIRAFN.BO,9/24/2024,,,Down Channel,58.80
ABIRAFN.BO,9/25/2024,,,Down Channel,56.00
ABIRAFN.BO,9/26/2024,,,Down Channel,55.57
ABIRAFN.BO,9/27/2024,,,Down Channel,54.00
ABMKNO.BO,9/23/2024,,,Broadening Wedge,143.60
ABMKNO.BO,9/24/2024,,,Broadening Wedge,141.40
ABMKNO.BO,9/25/2024,,,Broadening Wedge,141.00
ABMKNO.BO,9/26/2024,,,Broadening Wedge,141.20
ABMKNO.BO,9/27/2024,,,Broadening Wedge,142.45
ACCEL.BO,9/23/2024,,Bearish Breakout,Wedge,25.07
ACCEL.BO,9/24/2024,,Bearish Breakout,Wedge,25.29
ACCEL.BO,9/25/2024,,Bearish Breakout,Wedge,25.13
ACCEL.BO,9/26/2024,,Bearish Breakout,Wedge,25.91
ACCEL.BO,9/27/2024,,Bearish Breakout,Wedge,25.49
ACC.NS,9/23/2024,,,Broadening Wedge,2486.30
ACC.NS,9/24/2024,,,Broadening Wedge,2467.65
ACC.NS,9/25/2024,,,Broadening Wedge,2455.90
ACC.NS,9/26/2024,,,Broadening Wedge,2472.40
ACC.NS,9/27/2024,,,Broadening Wedge,2483.30
