Ticker,Date/Time,Close,myBuy ,myShort
1STCUS.BO,1/14/2025,138,,1
360ONE.NS,1/7/2025,1127,,1
A2ZINFRA.NS,1/7/2025,23,,1
ABBOTINDIA.BO,1/10/2025,28256,,1
ADL.NS,1/6/2025,89,,1
ADROITINFO.NS,1/6/2025,18,1,
AGIOPAPER.BO,1/8/2025,7,1,
AIRAN.NS,1/10/2025,33,,1
AJOONI.NS,1/13/2025,8,,1
AJWAFUN.BO,1/6/2025,22,,1
ALBERTDAVD.NS,1/8/2025,1239,,1
ALFATRAN.BO,1/6/2025,111,,1
ALLSEC.NS,11/26/2024,1000,1,
ALMONDZ.NS,1/7/2025,32,,1
ALPA.NS,1/13/2025,124,,1
AMBICAAGAR.BO,1/6/2025,30,,1
ANANTRAJ.NS,1/13/2025,830,,1
APLAPOLLO.NS,1/8/2025,1467,,1
APLLTD.NS,1/10/2025,1010,,1
ARUNAHTEL.BO,1/10/2025,11,,1
ASIANHOTNR.NS,1/10/2025,297,,1
ASPIRA.BO,1/7/2025,81,1,
ASPINWALL.NS,1/6/2025,284,,1
BAJAJHCARE.BO,1/8/2025,544,,1
BCCFUBA.BO,1/14/2025,134,,1
BERYLSE.BO,1/8/2025,36,,1
BETXIND.BO,1/13/2025,487,,1
BPCAP.BO,1/6/2025,6,,1
BROOKS.NS,1/13/2025,175,,1
CANTABIL.NS,1/13/2025,277,,1
CENTURYPLY.NS,1/13/2025,762,,1
CESC.NS,1/6/2025,154,,1
CHENFERRO.BO,1/6/2025,132,,1
CINDRELL.BO,1/9/2025,15,,1
CINEVISTA.NS,1/6/2025,17,,1
CJGEL.BO,1/8/2025,24,,1
CONART.BO,1/7/2025,277,,1
CORNE.BO,1/14/2025,12,1,
CYBERTECH.NS,1/7/2025,203,,1
DCI.NS,1/9/2025,341,,1
DCM.NS,1/8/2025,102,,1
DEEPENR.NS,9/19/2024,312,,1
DIANATEA.BO,1/8/2025,39,1,
E2E.NS,1/8/2025,3918,1,
EASTRED.BO,1/14/2025,39,1,
ECS.BO,1/8/2025,10,,1
EKAMLEA.BO,1/7/2025,9,,1
ELEFLOR.BO,1/6/2025,6,,1
ELPROINTL.BO,1/6/2025,106,,1
EMPIND.BO,1/6/2025,1057,,1
EVERESTO.BO,1/8/2025,263,,1
EXPOGAS.BO,1/6/2025,58,,1
FORINTL.BO,1/7/2025,65,1,
FUNDVISER.BO,1/10/2025,128,,1
GALAGEX.BO,1/14/2025,38,,1
GALLANTT.NS,1/7/2025,323,,1
GANGAPA.BO,1/9/2025,102,1,
GENPHARMA.BO,1/10/2025,3,,1
GHCL.NS,1/10/2025,691,,1
GLOBALVECT.NS,1/7/2025,260,,1
GMBREW.NS,1/6/2025,714,,1
GOODLUCK.NS,1/9/2025,873,,1
GOODRICKE.BO,1/8/2025,261,1,
GRANULES.NS,1/10/2025,584,,1
GRAUWEIL.BO,1/13/2025,100,,1
GRAVITA.NS,1/6/2025,2124,,1
GREAVESCOT.NS,1/10/2025,242,,1
GREENPANEL.NS,1/6/2025,341,,1
GSAUTO.BO,1/10/2025,44,,1
GSPL.NS,1/6/2025,348,,1
GTV.BO,1/8/2025,615,,1
GUJAPOLLO.NS,1/13/2025,360,,1
GUJCMDS.BO,1/14/2025,422,,1
GUJCOTEX.BO,1/14/2025,17,,1
GUJCRAFT.BO,1/6/2025,161,,1
GUJHOTE.BO,1/13/2025,292,,1
GUJRAFFIA.NS,1/8/2025,85,,1
GUJTLRM.BO,1/9/2025,13,,1
GYANDEV.BO,1/7/2025,30,,1
HAZOOR.BO,1/8/2025,52,,1
HAWKINCOOK.BO,1/10/2025,8697,,1
HIMTEK.BO,1/6/2025,200,,1
HINDNATGLS.NS,1/6/2025,22,,1
HINDTIN.BO,1/10/2025,190,,1
HINDPETRO.NS,1/6/2025,373,,1
HISARSP.BO,1/2/2025,72,1,
HOVS.NS,1/8/2025,71,,1
HSCL.NS,1/10/2025,546,,1
IFBIND.NS,1/13/2025,1734,,1
INDIAHOME.BO,1/6/2025,35,,1
INDIAGLYCO.NS,1/8/2025,1293,,1
INDLEASE.BO,1/6/2025,11,,1
INDOEURO.BO,1/10/2025,15,,1
INERTIAST.BO,1/7/2025,82,,1
INFY.NS,1/10/2025,1940,1,
INOXWIND.NS,1/6/2025,155,,1
IPCALAB.NS,1/10/2025,1588,,1
ITC.NS,1/6/2025,437,,1
JKCEMENT.NS,1/10/2025,4389,,1
JUBLINDS.NS,10/21/2024,1634,1,
JUBLINDS.NS,10/25/2024,1634,,1
KALYANKJIL.NS,1/7/2025,596,,1
KALYANIFRG.NS,1/14/2025,696,,1
KCDGROUP.BO,1/7/2025,9,,1
KEL.BO,1/13/2025,31,1,
KERALAYUR.BO,1/6/2025,416,,1
KESORAMIND.NS,1/8/2025,202,,1
KFBL.BO,1/8/2025,75,1,
KGPETRO.BO,1/13/2025,301,,1
KOVAI.BO,1/10/2025,5794,,1
KOTHARIPRO.NS,1/6/2025,170,,1
KOTHARIPET.NS,1/6/2025,178,,1
KRIFILIND.BO,1/6/2025,9,,1
KRISHNACAP.BO,1/14/2025,37,,1
LEHAR.BO,1/13/2025,256,,1
LFIC.NS,1/13/2025,211,,1
LKPSEC.BO,1/6/2025,25,,1
LOTUSEYE.NS,1/10/2025,67,,1
LTFOODS.NS,1/6/2025,389,,1
LTTS.NS,1/10/2025,4707,1,
LUMAXTECH.NS,1/9/2025,587,,1
LUXIND.NS,1/6/2025,1688,,1
MADHAVIPL.BO,1/6/2025,13,,1
MANAKCOAT.NS,1/8/2025,107,,1
MCCHRLS-B.BO,1/10/2025,606,,1
MEFCOMCAP.BO,1/9/2025,20,,1
MEGASOFT.NS,1/14/2025,92,,1
MGEL.NS,1/13/2025,27,,1
MITTAL.NS,1/6/2025,2,,1
MMP.NS,1/6/2025,317,,1
MOHITPPR.BO,1/8/2025,37,,1
MPHASIS.NS,1/13/2025,2780,,1
MUKTAARTS.NS,1/13/2025,88,,1
NATPLY.BO,1/1/2025,7,1,
NEWGEN.NS,1/9/2025,1575,,1
NEULANDLAB.NS,1/8/2025,13302,1,
NEULANDLAB.NS,1/13/2025,13302,,1
ONEGLOBAL.BO,1/8/2025,345,,1
OPTIEMUS.NS,1/10/2025,696,,1
PACIFICI.BO,1/8/2025,309,1,
PARACABLES.NS,1/6/2025,76,,1
PARSVNATH.NS,1/6/2025,20,,1
PGEL.NS,1/8/2025,852,,1
PHCAP.BO,1/8/2025,316,,1
PHOTON.BO,1/9/2025,100,1,
PICCADIL.BO,1/6/2025,800,,1
PNBHOUSING.NS,1/10/2025,841,,1
POWERINDIA.NS,1/9/2025,13428,,1
PRATIKSH.BO,1/7/2025,24,,1
PRAXIS.NS,1/7/2025,21,1,
PRECWIRE.NS,1/7/2025,153,1,
PRECWIRE.NS,1/9/2025,153,,1
PRIMEURB.BO,1/13/2025,12,,1
PRISMMEDI.BO,1/6/2025,23,1,
QUANTDIA.BO,1/10/2025,28,,1
RADHIKAJWE.BO,1/6/2025,96,,1
RAIN.NS,1/6/2025,153,,1
RAMRAT.BO,1/6/2025,527,,1
RAYALEMA.BO,1/13/2025,49,,1
REFEX.NS,1/9/2025,476,1,
REFEX.NS,1/10/2025,476,,1
RELINFRA.NS,1/9/2025,275,,1
RISHITECH.BO,1/7/2025,54,,1
RKFORGE.NS,1/10/2025,939,1,
RLF.BO,1/6/2025,10,,1
RLFL.BO,1/9/2025,3,,1
RPOWER.NS,1/6/2025,39,,1
RUBFILA.BO,1/8/2025,75,,1
SABOOSOD.BO,1/6/2025,24,,1
SALEM.BO,1/13/2025,48,,1
SAMBHAAV.NS,1/7/2025,7,,1
SANDESH.NS,1/6/2025,1556,,1
SANJIVIN.BO,1/7/2025,343,,1
SARDAEN.NS,1/6/2025,424,,1
SBISENSEX.BO,1/6/2025,839,,1
SERVOTECH.NS,1/6/2025,145,,1
SETCO.NS,1/7/2025,20,,1
SEVENHILL.BO,1/6/2025,1,,1
SHANTI.NS,1/13/2025,17,,1
SHKARTP.BO,1/6/2025,11,,1
SHRIPISTON.NS,1/6/2025,1996,,1
SHUKJEW.BO,1/8/2025,15,,1
SICAGEN.BO,1/6/2025,78,,1
SICAPIT.BO,1/14/2025,49,1,
SIMPLXMIL.BO,1/13/2025,4804,1,
SIMPLXREA.BO,1/7/2025,187,,1
SKYIND.BO,1/7/2025,136,,1
SMSLIFE.NS,1/6/2025,1290,1,
SOMICONVEY.NS,1/6/2025,187,,1
SONAL.BO,1/13/2025,113,,1
SUMERUIND.BO,1/8/2025,2,1,
SUMIT.NS,1/10/2025,136,,1
SUNDRMBRAK.NS,1/7/2025,1019,,1
SUNPHARMA.NS,1/8/2025,1771,,1
SUPERTEX.BO,1/6/2025,11,,1
SUPREME.BO,1/7/2025,93,,1
SUVEN.NS,1/10/2025,130,,1
SVAMSOF.BO,1/7/2025,10,,1
SVCIND.BO,1/9/2025,4,1,
SYMBIOX.BO,1/9/2025,5,,1
SYNGENE.NS,1/13/2025,828,,1
TATASTLLP.NS,11/15/2023,830,1,
TBZ.NS,1/8/2025,210,,1
TCPLPACK.NS,1/10/2025,3152,1,
THEMISMED.NS,1/8/2025,251,1,
THEMISMED.NS,1/13/2025,251,,1
THOMASCOTT.NS,1/8/2025,434,,1
TREJHARA.NS,1/10/2025,239,,1
TRENT.NS,1/7/2025,6161,,1
TRIOMERC.BO,1/9/2025,1,,1
TYROON.BO,1/8/2025,135,1,
ULTRACAB.BO,1/10/2025,16,,1
UNITDSPR.BO,1/8/2025,1407,,1
UNITEDPOLY.NS,1/7/2025,152,,1
UNIVARTS.BO,1/13/2025,6,,1
UTIQUE.BO,1/6/2025,7,,1
UTISENSETF.BO,1/7/2025,842,,1
VAKRANGEE.NS,1/13/2025,32,,1
VASINFRA.BO,1/13/2025,5,,1
VIDLI.BO,1/10/2025,70,,1
VINAYAKPOL.BO,1/8/2025,36,,1
VISCO.BO,1/9/2025,108,,1
VISIONCINE.BO,1/14/2025,1,,1
VISVEN.BO,1/13/2025,63,,1
VTMLTD.BO,1/9/2025,161,,1
WELSPUNIND.NS,2/9/2024,153,1,
WILLIMFI.BO,1/8/2025,16,,1
WORTH.NS,1/13/2025,159,,1
WWALUM.BO,1/6/2025,25,,1
YORKEXP.BO,1/8/2025,50,,1
ZBINTXPP.BO,1/6/2025,1995,,1
ZEELEARN.NS,1/9/2025,8,1,
ZEELEARN.NS,1/13/2025,8,,1
ZENTEC.NS,1/8/2025,2186,,1
