Ticker,Date/Time,Buy
^CNXIT,1/10/2025,1
A2ZINFRA.NS,1/8/2025,1
ABMKNO.BO,1/10/2025,1
ADSL.NS,1/14/2025,1
AEL.BO,1/9/2025,1
AIRAN.NS,1/8/2025,1
ALLSEC.NS,11/26/2024,1
ALPA.NS,1/14/2025,1
AMARAJABAT.NS,12/27/2023,1
ANANTRAJ.NS,1/8/2025,1
ASALCBR.NS,1/8/2025,1
ASHCAP.BO,1/9/2025,1
ASHAPURMIN.NS,1/8/2025,1
ASHIMASYN.NS,1/14/2025,1
ASIANHOTNR.NS,1/8/2025,1
BEMHY.BO,1/9/2025,1
BI.BO,1/8/2025,1
BIOCON.NS,1/14/2025,1
BLUECHIP.NS,1/14/2025,1
BNALTD.BO,1/8/2025,1
BNALTD.BO,1/9/2025,1
CARERATING.NS,1/14/2025,1
CENLUB.BO,1/13/2025,1
CIANAGRO.BO,1/9/2025,1
CIANAGRO.BO,1/14/2025,1
COCHMAL.BO,1/8/2025,1
CSURGSU.BO,1/13/2025,1
CUB.NS,1/14/2025,1
CUBEXTUB.NS,1/10/2025,1
CUBEXTUB.NS,1/13/2025,1
DIANATEA.BO,1/8/2025,1
DML.BO,1/13/2025,1
DRL.BO,1/13/2025,1
DYNAVSN.BO,1/8/2025,1
EMERALD.BO,1/14/2025,1
EMKAY.NS,1/14/2025,1
FRASER.BO,1/10/2025,1
GANGAPA.BO,1/8/2025,1
GAYATRIBI.BO,1/13/2025,1
GLFL.NS,1/13/2025,1
GLFL.NS,1/14/2025,1
GOLDIAM.NS,1/14/2025,1
GSBFIN.BO,1/10/2025,1
GTNINDS.BO,1/9/2025,1
GTV.BO,1/14/2025,1
GUJAPOLLO.NS,1/14/2025,1
GUJCOTEX.BO,1/9/2025,1
HCLTECH.NS,1/10/2025,1
HISARSP.BO,1/2/2025,1
HNDFDS.NS,9/10/2024,1
IBREALEST.NS,1/7/2025,1
IBRIGST.BO,11/19/2024,1
IMCAP.BO,9/16/2024,1
INDOAMIN.BO,1/9/2025,1
INDOKEM.BO,1/9/2025,1
INDOKEM.BO,1/14/2025,1
INDOTHAI.NS,1/8/2025,1
INDOTHAI.NS,1/13/2025,1
INTEGFD.BO,1/13/2025,1
INTECCAP.BO,1/14/2025,1
IRIS.BO,1/8/2025,1
IRIS.BO,1/14/2025,1
JSHL.BO,1/9/2025,1
JSWISPL.BO,8/3/2023,1
JSWISPL.BO,8/9/2023,1
KAMAHOLD.BO,1/9/2025,1
KAPILRAJ.BO,1/13/2025,1
KEL.BO,1/13/2025,1
KIRANPR.BO,1/9/2025,1
MANINDS.NS,1/8/2025,1
MARATHON.NS,1/8/2025,1
MARICO.NS,1/9/2025,1
MAZDOCK.NS,1/14/2025,1
MAZDA.NS,1/10/2025,1
MAZDA.NS,1/14/2025,1
MBAPL.NS,1/13/2025,1
MCDOWELL-N.NS,8/7/2024,1
MEDICO.BO,1/8/2025,1
MEDICAPQ.BO,1/8/2025,1
MILESTONE.BO,1/14/2025,1
MINDACORP.NS,1/14/2025,1
MINID.BO,1/8/2025,1
MOTILALOFS.NS,1/14/2025,1
MPSLTD.NS,1/14/2025,1
NAVINFLUOR.NS,1/9/2025,1
NDRAUTO.NS,1/9/2025,1
NIKHILAD.BO,1/8/2025,1
NLCINDIA.NS,1/9/2025,1
NURECA.NS,1/9/2025,1
NURECA.NS,1/10/2025,1
NURECA.NS,1/14/2025,1
OCTAVE.BO,1/14/2025,1
OILCOUNTUB.NS,1/13/2025,1
OMKARCHEM.NS,1/7/2025,1
PARKERAC.BO,1/13/2025,1
PGHL.NS,1/10/2025,1
PICTUREHS.BO,1/13/2025,1
POKARNA.NS,1/8/2025,1
PQIF.BO,1/14/2025,1
PROFINC.BO,1/10/2025,1
RAINBOWF.BO,1/9/2025,1
RAINBOWF.BO,1/13/2025,1
RAJTUBE.BO,1/8/2025,1
RAMAPHO.BO,1/8/2025,1
RELICTEC.BO,1/13/2025,1
RELIGARE.NS,1/9/2025,1
RGL.NS,1/10/2025,1
RKFORGE.NS,1/10/2025,1
ROHLTD.NS,1/14/2025,1
ROSELABS.BO,1/14/2025,1
SAICAPI.BO,1/10/2025,1
SALEM.BO,1/13/2025,1
SAYAJIIND.BO,1/8/2025,1
SAYAJIIND.BO,1/9/2025,1
SBICARD.NS,1/14/2025,1
SEYAIND.NS,1/7/2025,1
SHHARICH.BO,1/14/2025,1
SHIVA.BO,1/10/2025,1
SHUKRAPHAR.BO,1/10/2025,1
SICAPIT.BO,1/14/2025,1
SITAENT.BO,1/14/2025,1
SMRUTHIORG.BO,1/9/2025,1
SMSLIFE.NS,1/8/2025,1
SMSLIFE.NS,1/14/2025,1
SPENCERS.NS,1/14/2025,1
SRF.NS,1/9/2025,1
STARCOM.BO,1/13/2025,1
STCINDIA.NS,1/8/2025,1
SULABEN.BO,1/9/2025,1
SUMERUIND.BO,1/9/2025,1
SUPREME.BO,1/8/2025,1
SURYAAMBA.BO,1/8/2025,1
SUVIDHAA.NS,1/8/2025,1
SUVEN.NS,1/8/2025,1
SVAMSOF.BO,1/9/2025,1
SYNTHFO.BO,1/14/2025,1
TAALENT.BO,1/8/2025,1
TATACOFFEE.NS,1/12/2024,1
TATAMETALI.NS,2/2/2024,1
TATASTLLP.NS,11/15/2023,1
TECHM.NS,1/10/2025,1
TERAI.BO,1/9/2025,1
THEMISMED.NS,1/8/2025,1
TIMETECHNO.NS,1/14/2025,1
TOKYOFIN.BO,1/14/2025,1
TPLPLASTEH.NS,1/14/2025,1
TYROON.BO,1/8/2025,1
UNIVASTU.NS,1/13/2025,1
UNIVASTU.NS,1/14/2025,1
UNOMINDA.NS,1/10/2025,1
VANDANA.BO,1/8/2025,1
WELCURE.BO,1/9/2025,1
WELSPUNIND.NS,2/9/2024,1
XELPMOC.NS,1/13/2025,1
YUKEN.BO,1/9/2025,1
ZEELEARN.NS,1/8/2025,1
ZOTA.NS,1/14/2025,1
