Trade Day,System,Trade Direction,Stock,Entry Price,ISL/TSL,Buy Qty,Sell Qty,Sell Price,Exit Strategy,Commission,Trade Category,Account,CMP,CMP_Date,Target
2025-01-14,BB_W,Short,APLAB.BO,79.5,75.16,230.41,230.41,92.96,Target Hit,,NaN,KRBPT,79.5,2025-01-14,92.96
2025-01-14,BB_DC,Short,ARCFIN.BO,1.36,1.22,7142.86,7142.86,1.52,Target Hit,,NaN,KRBPT,1.36,2025-01-14,1.52
2025-01-14,BB_DC,Short,ARIES.NS,264.9,246.7,54.95,54.95,302.26,Target Hit,,NaN,KRBPT,264.9,2025-01-14,302.26
2025-01-14,BB_W,Short,ARMANFIN.NS,1284.65,1176.0,9.2,9.2,1302.94,Target Hit,,NaN,KRBPT,1284.65,2025-01-14,1302.94
2025-01-14,ATR_DC,Short,ASHIMASYN.NS,31.8,29.1,370.37,370.37,33.79,Target Hit,,NaN,KRBPT,31.8,2025-01-14,33.79
2025-01-14,BB_DC,Short,ASINPET.BO,8.69,8.65,25000.0,25000.0,17.5,Target Hit,,NaN,KRBPT,8.69,2025-01-14,17.5
2025-01-14,BB_DC,Short,BANCOINDIA.NS,464.7,435.0,33.67,33.67,491.26,Target Hit,,NaN,KRBPT,464.7,2025-01-14,491.26
2025-01-14,BB_W,Short,BHANDARI.NS,6.7,6.06,1562.5,1562.5,8.34,Target Hit,,NaN,KRBPT,6.7,2025-01-14,8.34
2025-01-14,ATR_UC,Short,BLUECHIP.NS,8.74,7.32,704.23,704.23,9.52,Target Hit,,NaN,KRBPT,8.74,2025-01-14,9.52
2025-01-14,BB_W,Short,BSL.NS,238.25,235.25,333.33,333.33,317.5,Target Hit,,NaN,KRBPT,238.25,2025-01-14,317.5
2025-01-14,BB_DC,Short,BUTTERFLY.NS,733.05,702.0,32.21,32.21,820.21,Target Hit,,NaN,KRBPT,733.05,2025-01-14,820.21
2025-01-14,ATR_UC,Short,CIANAGRO.BO,473.55,459.5,71.17,71.17,519.0,Target Hit,,NaN,KRBPT,473.55,2025-01-14,519.0
2025-01-14,ATR_UC,Short,CUB.NS,167.4,161.16,160.26,160.26,186.57,Target Hit,,NaN,KRBPT,167.4,2025-01-14,186.57
2025-01-14,ATR_W,Short,EMKAY.NS,291.7,269.75,45.56,45.56,365.85,Target Hit,,NaN,KRBPT,291.7,2025-01-14,365.85
2025-01-14,BB_W,Short,ERIS.NS,1278.15,1224.35,18.59,18.59,1566.04,Target Hit,,NaN,KRBPT,1278.15,2025-01-14,1566.04
2025-01-14,BB_W,Short,ETIL.BO,7.69,7.22,2127.66,2127.66,8.29,Target Hit,,NaN,KRBPT,7.69,2025-01-14,8.29
