Trade Day,System,Trade Direction,Stock,Entry Price,ISL/TSL,Buy Qty,Sell Qty,Sell Price,Exit Strategy,Commission,Trade Category,Account,CMP,CMP_Date,Target
2025-01-09,ATRBB_UC,Long,JSHL.BO,5.7,3.87,546.45,546.45,NaN,,NaN,NaN,KRBPT,6.58,2025-01-09,NaN
2025-01-07,ATREW_UC,Long,JSHL.BO,5,3.87,884.96,884.96,NaN,,NaN,NaN,KRBPT,6.58,2025-01-07,NaN
2025-01-01,ATREWBB_W,Long,JUPITERIN.BO,55,33.65,46.84,46.84,NaN,,NaN,NaN,KRBPT,46.36,2025-01-01,NaN
2025-01-14,EW_BW,Long,KACHCHH.BO,29,25.05,253.16,253.16,NaN,,NaN,NaN,KRBPT,28.66,2025-01-14,NaN
2024-10-25,BBEW_DC,Long,KAMATHOTEL.NS,222,175,21,,NaN,,,,Googlesheet,205.69,2024-12-09,NaN
2024-11-21,EWBB_DC,Long,KAMATHOTEL.NS,207,188.11,53,,NaN,,,,Googlesheet,205.69,2024-12-09,NaN
2024-11-25,BB_W,Long,KAMATHOTEL.NS,206,175,32,,NaN,,,,Googlesheet,205.69,2024-12-09,NaN
2024-12-09,ATR_W,Long,KAMATHOTEL.NS,233.05,175,17.23,17.23,NaN,,NaN,NaN,KRBPT,205.69,2024-12-09,NaN
2025-01-10,EW_UC,Long,KANDAGIRI.BO,32,28.8,312.5,312.5,NaN,,NaN,NaN,KRBPT,32,2025-01-10,NaN
2025-01-01,EW_W,Long,KANPRPLA.NS,130,111.65,54.5,54.5,NaN,,NaN,NaN,KRBPT,124.68,2025-01-01,NaN
2025-01-14,EW_UC,Long,KANSHST.BO,29,27,500,500,NaN,,NaN,NaN,KRBPT,28.52,2025-01-14,NaN
2025-01-14,EW_DC,Long,KCDGROUP.BO,9,8.01,1010.1,1010.1,NaN,,NaN,NaN,KRBPT,8.7,2025-01-14,NaN
2025-01-14,EW_W,Long,KCPSUGIND.NS,43,38.3,212.77,212.77,NaN,,NaN,NaN,KRBPT,43.03,2025-01-14,NaN
2025-01-07,EW_W,Long,KITEX.NS,694,630,15.62,15.62,NaN,,NaN,NaN,KRBPT,730.25,2025-01-07,NaN
2025-01-14,EW_DC,Long,KKCL.NS,546,510,27.78,27.78,NaN,,NaN,NaN,KRBPT,546.2,2025-01-14,NaN
2024-12-30,EW_BW,Long,KKPLASTICK.BO,23,21.95,952.38,952.38,NaN,,NaN,NaN,KRBPT,31.73,2024-12-30,NaN
2024-12-30,EW_DC,Long,KLGCAP.BO,19,17.58,704.23,704.23,NaN,,NaN,NaN,KRBPT,18.97,2024-12-30,NaN
2025-01-03,EW_UC,Long,BERLDRG.BO,37,31.5,181.82,181.82,NaN,,NaN,NaN,KRBPT,34.05,2025-01-03,NaN
2025-01-10,EW,Long,KANUNGO.BO,8,7.25,1333.33,1333.33,NaN,,NaN,NaN,KRBPT,8.15,2025-01-10,NaN
2024-12-13,ATR_BW,Long,KAPILRAJ.BO,43,35.25,129.03,129.03,NaN,,NaN,NaN,KRBPT,54.8,2024-12-13,NaN
2025-01-13,ATR_BW,Long,KAPILRAJ.BO,53.73,35.25,54.11,54.11,NaN,,NaN,NaN,KRBPT,54.8,2025-01-13,NaN
2025-01-13,EWBB_DC,Long,KEERTHI.BO,91,80.05,91.32,91.32,NaN,,NaN,NaN,KRBPT,85.27,2025-01-13,NaN
2025-01-08,LR_DC,Long,KFBL.BO,78.4,70.25,122.7,122.7,NaN,,NaN,NaN,KRBPT,74.87,2025-01-08,NaN
2025-01-14,EW_BW,Long,MARIS.BO,40,35.67,230.95,230.95,NaN,,NaN,NaN,KRBPT,39.69,2025-01-14,NaN
2025-01-14,EW_W,Long,MARSHALL.NS,20,18.97,970.87,970.87,NaN,,NaN,NaN,KRBPT,20.16,2025-01-14,NaN
2025-01-14,ATR_UC,Long,MAZDA.NS,1875.3,1210,1.5,1.5,NaN,,NaN,NaN,KRBPT,1875.3,2025-01-14,NaN
2025-01-14,ATREW_UC,Long,MAZDOCK.NS,2232,2005,4.41,4.41,NaN,,NaN,NaN,KRBPT,2231.55,2025-01-14,NaN
2025-01-13,ATR_BW,Long,MBAPL.NS,256.7,205.01,19.35,19.35,NaN,,NaN,NaN,KRBPT,263.16,2025-01-13,NaN
2024-12-26,ATR_UC,Long,MEDICO.BO,53.36,43.01,96.62,96.62,NaN,,NaN,NaN,KRBPT,62.82,2024-12-27,NaN
2025-01-14,EW_W,Long,MEDINOV.BO,39,35.1,256.41,256.41,NaN,,NaN,NaN,KRBPT,39.34,2025-01-14,NaN
2025-01-14,EW_BW,Long,MEGRISOFT.BO,175,166.25,114.29,114.29,NaN,,NaN,NaN,KRBPT,175,2025-01-14,NaN
2025-01-03,EW_DC,Long,MEHIF.BO,37,32.49,221.73,221.73,NaN,,NaN,NaN,KRBPT,37.05,2025-01-03,NaN
2025-01-14,EW_BW,Long,MERCURYLAB.BO,915,812,9.71,9.71,NaN,,NaN,NaN,KRBPT,915.15,2025-01-14,NaN
2025-01-03,EW_BW,Long,MFSINTRCRP.BO,19,17.74,793.65,793.65,NaN,,NaN,NaN,KRBPT,19.22,2025-01-03,NaN
2025-01-13,BB_W,Long,MFSINTRCRP.BO,19.22,17.74,675.68,675.68,NaN,,NaN,NaN,KRBPT,19.22,2025-01-13,NaN
2024-12-30,EW_UC,Long,MIDEASTP.BO,11,8.91,478.47,478.47,NaN,,NaN,NaN,KRBPT,15.75,2024-12-30,NaN
2025-01-10,EW_BW,Long,MILESTONE.BO,34,30.4,277.78,277.78,NaN,,NaN,NaN,KRBPT,35.85,2025-01-10,NaN
2025-01-14,ATR_BW,Long,MILESTONE.BO,35.85,30.4,183.49,183.49,NaN,,NaN,NaN,KRBPT,35.85,2025-01-14,NaN
2025-01-07,ATR_UC,Long,MINDACORP.NS,530.5,481.95,20.6,20.6,NaN,,NaN,NaN,KRBPT,541.95,2025-01-07,NaN
2025-01-14,ATR_W,Long,MINDACORP.NS,541.95,481.95,16.67,16.67,NaN,,NaN,NaN,KRBPT,541.95,2025-01-14,NaN
2025-01-14,EW_UC,Long,MIRCELECTR.NS,22,20.01,502.51,502.51,NaN,,NaN,NaN,KRBPT,21.95,2025-01-14,NaN
2025-01-14,BB_W,Long,MITCON.NS,101.37,97.15,236.97,236.97,NaN,,NaN,NaN,KRBPT,101.37,2025-01-14,NaN
2025-01-09,EW_BW,Long,MIVENMACH.BO,103,89,71.43,71.43,NaN,,NaN,NaN,KRBPT,101.65,2025-01-09,NaN
2025-01-14,EW_BW,Long,MIVENMACH.BO,102,89,76.92,76.92,NaN,,NaN,NaN,KRBPT,101.65,2025-01-14,NaN
2025-01-03,BB_DC,Long,MODINATUR.BO,527.05,190,2.97,2.97,NaN,,NaN,NaN,KRBPT,484.15,2025-01-03,NaN
2025-01-01,BB_DC,Long,MODINATUR.BO,547.8,190,2.79,2.79,NaN,,NaN,NaN,KRBPT,484.15,2025-01-01,NaN
2025-01-14,BB_DC,Long,MODIPON.BO,60.94,52.4,117.1,117.1,NaN,,NaN,NaN,KRBPT,60.94,2025-01-14,NaN
2024-12-24,EWBB_DC,Long,AARTIDRUGS.NS,476,419.55,17.71,17.71,NaN,,NaN,NaN,KRBPT,420.05,2024-12-24,NaN
2025-01-07,ATR_W,Long,APOLLO.NS,135.65,92.55,23.2,23.2,NaN,,NaN,NaN,KRBPT,128.96,2025-01-07,NaN
2025-01-07,EW_BW,Long,ARTEFACT.BO,82,70.9,90.09,90.09,NaN,,NaN,NaN,KRBPT,75.2,2025-01-07,NaN
2024-12-31,ATREWBB_W,Long,AVANTIFEED.NS,682,541.5,7.12,7.12,NaN,,NaN,NaN,KRBPT,619.4,2024-12-31,NaN
2024-12-30,ATR_UC,Long,FINELINE.BO,110.15,99.3,92.17,92.17,NaN,,NaN,NaN,KRBPT,109,2024-12-30,NaN
2024-12-17,BB_DC,Long,FRASER.BO,6.28,5.7,1724.14,1724.14,NaN,,NaN,NaN,KRBPT,9.12,2024-12-17,NaN
2025-01-10,ATR_DC,Long,FRASER.BO,9.48,5.7,264.55,264.55,NaN,,NaN,NaN,KRBPT,9.12,2025-01-10,NaN
2025-01-01,EW_BW,Long,GABRIEL.NS,501,405.05,10.42,10.42,NaN,,NaN,NaN,KRBPT,435.7,2025-01-01,NaN
2024-12-31,BB_W,Long,GAJANANSEC.BO,145.35,125,49.14,49.14,NaN,,NaN,NaN,KRBPT,136.2,2024-12-31,NaN
2024-12-13,BB_W,Long,GAYATRIBI.BO,6.99,5.8,840.34,840.34,NaN,,NaN,NaN,KRBPT,7.01,2024-12-13,NaN
2024-10-08,EWBB_DC,Long,GFSTEELS.NS,8,6.9,909,,NaN,,,,Googlesheet,8.64,2024-12-09,NaN
2025-01-10,BB_UC,Long,GSLSEC.BO,35.18,13.51,46.15,46.15,NaN,,NaN,NaN,KRBPT,33.8,2025-01-10,NaN
2025-01-10,BB_W,Long,GTV.BO,547.95,510.1,26.42,26.42,NaN,,NaN,NaN,KRBPT,615.15,2025-01-10,NaN
2024-12-16,LR_W,Long,GUJCMDS.BO,377.7,274.35,9.68,9.68,NaN,,NaN,NaN,KRBPT,421.5,2024-12-16,NaN
2025-01-02,BB_BW,Long,MIDEASTP.BO,13.04,8.91,242.13,242.13,NaN,,NaN,NaN,KRBPT,15.75,2025-01-02,NaN
2025-01-06,BB_UC,Long,MODULEX.BO,31.15,16.35,67.57,67.57,NaN,,NaN,NaN,KRBPT,34.3,2025-01-06,NaN
2025-01-14,ATREW_W,Long,MOTILALOFS.NS,895,816.75,12.78,12.78,NaN,,NaN,NaN,KRBPT,894.55,2025-01-14,NaN
2025-01-07,ATREW_UC,Long,ARVIND.NS,428,308.35,8.36,8.36,NaN,,NaN,NaN,KRBPT,383.95,2025-01-07,NaN
2025-01-07,LR_BW,Long,ASPIRA.BO,67.5,59.1,119.05,119.05,NaN,,NaN,NaN,KRBPT,81,2025-01-07,NaN
2025-01-07,EW_W,Long,BALKRISHNA.NS,26,22,250,250,NaN,,NaN,NaN,KRBPT,24.11,2025-01-07,NaN
2025-01-07,BB_BW,Long,BOMBCYC.BO,2268.1,1795.6,2.12,2.12,NaN,,NaN,NaN,KRBPT,2185,2025-01-07,NaN
2025-01-08,EW_UC,Long,GUJHOTE.BO,302,200.65,9.87,9.87,NaN,,NaN,NaN,KRBPT,291.85,2025-01-08,NaN
2025-01-10,EW_W,Long,HEERAISP.BO,7,6.6,2500,2500,NaN,,NaN,NaN,KRBPT,6.88,2025-01-10,NaN
2025-01-09,EW_BW,Long,HEMORGANIC.BO,12,9.25,363.64,363.64,NaN,,NaN,NaN,KRBPT,9.7,2025-01-09,NaN
2024-12-31,EWBB_W,Long,HIGHSTREE.BO,92,64.35,36.17,36.17,NaN,,NaN,NaN,KRBPT,133.05,2024-12-31,NaN
2025-01-10,EW,Long,HINDAPL.BO,129,116.9,82.64,82.64,NaN,,NaN,NaN,KRBPT,142.4,2025-01-10,NaN
2025-01-06,BB_W,Long,JJFINCOR.BO,46.2,36.1,99.01,99.01,NaN,,NaN,NaN,KRBPT,61.85,2025-01-06,NaN
2025-01-07,ATR_BW,Long,KAPILRAJ.BO,49.65,35.25,69.44,69.44,NaN,,NaN,NaN,KRBPT,54.8,2025-01-07,NaN
2025-01-07,ATR_BW,Long,KELLTONTEC.NS,171.5,128.5,23.26,23.26,NaN,,NaN,NaN,KRBPT,148.76,2025-01-07,NaN
2025-01-07,EW_UC,Long,KERALAYUR.BO,423,250,5.78,5.78,NaN,,NaN,NaN,KRBPT,415.55,2025-01-07,NaN
2025-01-01,EW_UC,Long,BRAWN.BO,22,17.56,225.23,225.23,NaN,,NaN,NaN,KRBPT,25.35,2025-01-01,NaN
2024-12-16,EW_DC,Long,DRREDDY.NS,1270,1170.2,10.02,10.02,NaN,,NaN,NaN,KRBPT,1337.55,2024-12-16,NaN
2024-12-26,ATREW_UC,Long,DUROPACK.BO,111,79,31.25,31.25,NaN,,NaN,NaN,KRBPT,93,2024-12-27,NaN
2025-01-02,LR_W,Long,JJFINCOR.BO,44.9,36.1,113.64,113.64,NaN,,NaN,NaN,KRBPT,61.85,2025-01-02,NaN
2024-11-29,EW_BW,Long,MADHUSE.BO,NaN,24.1,NaN,NaN,NaN,,NaN,NaN,KRBPT,26.59,2024-12-09,26.49
2025-01-10,EW_DC,Long,MARBU.BO,78,72.99,199.6,199.6,NaN,,NaN,NaN,KRBPT,79.2,2025-01-10,NaN
2024-12-30,BB_W,Long,MARICO.NS,642.2,579.6,15.97,15.97,NaN,,NaN,NaN,KRBPT,661.1,2024-12-30,NaN
2025-01-02,ATR_DC,Long,MARUTI.NS,11842,10725,0.9,0.9,NaN,,NaN,NaN,KRBPT,11741.15,2025-01-02,NaN
2025-01-10,ATRBB_UC,Long,MAZDA.NS,1969.9,1210,1.32,1.32,NaN,,NaN,NaN,KRBPT,1875.3,2025-01-10,NaN
2025-01-01,BB_BW,Long,MBAPL.NS,235.49,205.01,32.81,32.81,NaN,,NaN,NaN,KRBPT,263.16,2025-01-01,NaN
2024-12-31,EW_BW,Long,MBAPL.NS,229,205.01,41.68,41.68,NaN,,NaN,NaN,KRBPT,263.16,2024-12-31,NaN
2025-01-08,ATR_UC,Long,MEDICO.BO,61.01,43.01,55.56,55.56,NaN,,NaN,NaN,KRBPT,62.82,2025-01-08,NaN
2025-01-02,ATR_W,Long,MEHIF.BO,35.69,32.49,312.5,312.5,NaN,,NaN,NaN,KRBPT,37.05,2025-01-02,NaN
2025-01-01,ATREW_BW,Long,MINDACORP.NS,522,481.95,24.97,24.97,NaN,,NaN,NaN,KRBPT,541.95,2025-01-01,NaN
2025-01-14,ATREW_DC,Long,MPSLTD.NS,1998,1754.2,4.1,4.1,NaN,,NaN,NaN,KRBPT,1998.2,2025-01-14,NaN
2025-01-10,EW_DC,Long,MULLER.BO,301,280,47.62,47.62,NaN,,NaN,NaN,KRBPT,327.6,2025-01-10,NaN
2024-12-26,EW_UC,Long,AIROLAM.NS,135,109,38.46,38.46,NaN,,NaN,NaN,KRBPT,122.08,2024-12-27,NaN
2024-12-02,ATR_UC,Long,BIRLAMONEY.NS,180,153,37,,NaN,,,,Googlesheet,213.3,2024-12-09,NaN
2024-12-06,EW_UC,Long,BIRLAMONEY.NS,179,129.16,20.06,20.06,NaN,,,NaN,KRBPT,213.3,2024-12-09,NaN
2024-10-30,ATR_DC,Long,AARVEEDEN.NS,48,41.25,147,,NaN,,,,Googlesheet,132,2024-12-09,NaN
2025-01-08,EW_UC,Long,COMSYN.BO,80,53.1,37.17,37.17,NaN,,NaN,NaN,KRBPT,79.35,2025-01-08,NaN
2025-01-14,BB_DC,Long,MULLER.BO,327.6,280,21.01,21.01,NaN,,NaN,NaN,KRBPT,327.6,2025-01-14,NaN
2025-01-14,EW_UC,Long,MYSORPETRO.BO,151,140.15,92.17,92.17,NaN,,NaN,NaN,KRBPT,150.55,2025-01-14,NaN
2025-01-14,EW_W,Long,NAHARINDUS.NS,129,121.1,126.58,126.58,NaN,,NaN,NaN,KRBPT,129.42,2025-01-14,NaN
2025-01-03,ATR_DC,Long,NAM.BO,153.2,130,43.1,43.1,NaN,,NaN,NaN,KRBPT,146,2025-01-03,NaN
2024-12-31,EW_DC,Long,NAM.BO,139,130,111.11,111.11,NaN,,NaN,NaN,KRBPT,146,2024-12-31,NaN
2025-01-01,EW_W,Long,NARBADA.BO,66,55.15,92.17,92.17,NaN,,NaN,NaN,KRBPT,59.51,2025-01-01,NaN
2025-01-02,EW_DC,Long,NATCAPSUQ.BO,280,260.25,50.63,50.63,NaN,,NaN,NaN,KRBPT,274.3,2025-01-02,NaN
2025-01-01,LR_DC,Long,NATPLY.BO,6.34,5.35,1010.1,1010.1,NaN,,NaN,NaN,KRBPT,7.32,2025-01-01,NaN
2024-12-30,EW_DC,Long,NATPLY.BO,6,5.35,1538.46,1538.46,NaN,,NaN,NaN,KRBPT,7.32,2024-12-30,NaN
2024-12-16,EW_DC,Long,NCCBLUE.BO,15,13.59,709.22,709.22,NaN,,NaN,NaN,KRBPT,16.8,2024-12-16,NaN
2025-01-09,EW_DC,Long,NDASEC.BO,37,30.1,144.93,144.93,NaN,,NaN,NaN,KRBPT,35.95,2025-01-09,NaN
2025-01-14,EW_DC,Long,NDASEC.BO,36,30.1,169.49,169.49,NaN,,NaN,NaN,KRBPT,35.95,2025-01-14,NaN
2024-12-30,ATRLR_BW,Long,NEOINFRA.BO,28.65,25.35,303.03,303.03,NaN,,NaN,NaN,KRBPT,27.34,2024-12-30,NaN
2024-12-11,EW_UC,Long,NIKKIGL.BO,12,NaN,NaN,NaN,NaN,,NaN,NaN,KRBPT,18.62,2024-12-11,NaN
2025-01-14,EW_DC,Long,NILE.BO,1656,1476,5.56,5.56,NaN,,NaN,NaN,KRBPT,1655.85,2025-01-14,NaN
2024-12-16,ATREW_W,Long,ACME.BO,64,30.8,30.12,30.12,NaN,,NaN,NaN,KRBPT,42.21,2024-12-16,NaN
2024-12-12,EW_DC,Long,ADANIGREEN.NS,1218,870.25,2.88,2.88,NaN,,NaN,NaN,KRBPT,1006.85,2024-12-12,NaN
2024-12-09,BB_W,Long,AIROLAM.NS,127.44,109,54.23,54.23,NaN,,NaN,NaN,KRBPT,122.08,2024-12-09,NaN
2025-01-01,BB_DC,Long,3PLAND.NS,62.64,34.05,34.98,34.98,NaN,,NaN,NaN,KRBPT,50.29,2025-01-01,NaN
2025-01-07,EW_DC,Long,63MOONS.NS,905,351,1.81,1.81,NaN,,NaN,NaN,KRBPT,831.1,2025-01-07,NaN
2025-01-08,ATREW_UC,Long,A2ZINFRA.NS,25,15.75,108.11,108.11,NaN,,NaN,NaN,KRBPT,22.56,2025-01-08,NaN
2025-01-07,ATR_DC,Long,AARVEEDEN.NS,124,41.25,12.08,12.08,NaN,,NaN,NaN,KRBPT,132,2025-01-07,NaN
2024-10-29,EW_W,Long,AARVEEDEN.NS,46,41.25,211,,NaN,,,,Googlesheet,132,2024-12-09,NaN
2025-01-02,BB_W,Long,ABHICAP.BO,158,131.55,37.81,37.81,NaN,,NaN,NaN,KRBPT,154.1,2025-01-02,NaN
2025-01-03,EW_W,Long,ABIRAFN.BO,70,45.4,40.65,40.65,NaN,,NaN,NaN,KRBPT,60.9,2025-01-03,NaN
2024-12-31,EW,Long,ACTIVE.BO,109,98,90.91,90.91,NaN,,NaN,NaN,KRBPT,119.4,2024-12-31,NaN
2024-12-26,EW_BW,Long,3PLAND.NS,65,34.05,32.31,32.31,NaN,,NaN,NaN,KRBPT,50.29,2024-12-27,NaN
2024-12-26,EWBB_W,Long,ADANIPORTS.NS,1244,995.65,4.03,4.03,NaN,,NaN,NaN,KRBPT,1117.1,2024-12-27,NaN
2024-12-13,ATREWBB_UC,Long,AIROLAM.NS,140,109,32.26,32.26,NaN,,NaN,NaN,KRBPT,122.08,2024-12-13,NaN
2025-01-02,ATRBB_W,Long,BAJAJFINSV.NS,1701.4,1551.65,6.68,6.68,NaN,,NaN,NaN,KRBPT,1713.5,2025-01-02,NaN
2025-01-01,BB_DC,Long,BANASFN.BO,10.22,9.7,1923.08,1923.08,NaN,,NaN,NaN,KRBPT,9.91,2025-01-01,NaN
2024-12-09,BB_DC,Long,BCG.NS,8.92,7.69,813.01,813.01,NaN,,NaN,NaN,KRBPT,10.25,2024-12-09,NaN
2000-01-05,Amjath,Long,BCG.NS,20.5,,1100,,NaN,,,,Amjath,10.25,,NaN
2024-11-28,BB_W,Long,BGRENERGY.NS,39,34.9,253,,NaN,,,,Googlesheet,123.8,2024-12-09,NaN
2025-01-08,EW_BW,Long,OCTAL.BO,41,32.55,118.34,118.34,NaN,,NaN,NaN,KRBPT,46.91,2025-01-08,NaN
2025-01-14,ATREW_DC,Long,OCTAVE.BO,4,3.7,3333.33,3333.33,NaN,,NaN,NaN,KRBPT,4.08,2025-01-14,NaN
2024-12-09,BB,Long,OIVL.BO,9.66,8.36,769.23,769.23,NaN,,NaN,NaN,KRBPT,13.06,2024-12-09,NaN
2025-01-14,EW_W,Long,OLECTRA.NS,1436,1240,5.1,5.1,NaN,,NaN,NaN,KRBPT,1435.95,2025-01-14,NaN
2025-01-13,EW_DC,Long,OLPCL.BO,4,3.1,1111.11,1111.11,NaN,,NaN,NaN,KRBPT,3.74,2025-01-13,NaN
2024-12-06,EWBB_W,Long,OLYOI.BO,48,,,,NaN,,,NaN,KRBPT,37.75,2024-12-09,NaN
2025-01-03,EW_UC,Long,OLYOI.BO,39,35.15,259.74,259.74,NaN,,NaN,NaN,KRBPT,37.75,2025-01-03,NaN
2025-01-09,EWBB_DC,Long,OLYOI.BO,37,35.06,515.46,515.46,NaN,,NaN,NaN,KRBPT,37.75,2025-01-09,NaN
2025-01-14,EW_W,Long,OMAXAUTO.NS,111,99.3,85.47,85.47,NaN,,NaN,NaN,KRBPT,111.15,2025-01-14,NaN
2025-01-13,EW_BW,Long,URAVI.NS,418,370.4,21.01,21.01,NaN,,NaN,NaN,KRBPT,412.15,2025-01-13,NaN
2025-01-07,EW_DC,Long,UTLINDS.BO,3,2.61,2564.1,2564.1,NaN,,NaN,NaN,KRBPT,2.75,2025-01-07,NaN
2025-01-07,EW_DC,Long,VAARAD.BO,13,12.45,1818.18,1818.18,NaN,,NaN,NaN,KRBPT,13.51,2025-01-07,NaN
2024-12-31,EW_UC,Long,VAMA.BO,9,7.16,543.48,543.48,NaN,,NaN,NaN,KRBPT,8.1,2024-12-31,NaN
2025-01-08,ATR_W,Long,VANDANA.BO,11.22,4.58,150.6,150.6,NaN,,NaN,NaN,KRBPT,12.12,2025-01-08,NaN
2025-01-14,EW_DC,Long,VASWANI.NS,54,46,125,125,NaN,,NaN,NaN,KRBPT,53.54,2025-01-14,NaN
2025-01-14,EW_BW,Long,VEERHEALTH.BO,20,16.61,294.99,294.99,NaN,,NaN,NaN,KRBPT,20.08,2025-01-14,NaN
2025-01-07,ATREW_W,Long,VIMTALABS.NS,1021,894.6,7.91,7.91,NaN,,NaN,NaN,KRBPT,911.95,2025-01-07,NaN
2025-01-14,EW_DC,Long,VINYLINDIA.NS,333,312,47.62,47.62,NaN,,NaN,NaN,KRBPT,333.4,2025-01-14,NaN
2025-01-14,EW_DC,Long,VIPCLOTHNG.NS,41,37.5,285.71,285.71,NaN,,NaN,NaN,KRBPT,40.66,2025-01-14,NaN
2025-01-13,EWBB_W,Long,VIRINCHI.BO,29,26.65,425.53,425.53,NaN,,NaN,NaN,KRBPT,30.77,2025-01-13,NaN
2025-01-07,EW_UC,Long,VISHAL.BO,37,26.85,98.52,98.52,NaN,,NaN,NaN,KRBPT,32.77,2025-01-07,NaN
2025-01-14,EW_UC,Long,VISHAL.BO,33,30.5,400,400,NaN,,NaN,NaN,KRBPT,32.77,2025-01-14,NaN
2024-12-31,BB_W,Long,ADANIPORTS.NS,1231.1,995.65,4.25,4.25,NaN,,NaN,NaN,KRBPT,1117.1,2024-12-31,NaN
2025-01-14,EW_DC,Long,ADANIPOWER.NS,537,445,10.87,10.87,NaN,,NaN,NaN,KRBPT,537,2025-01-14,NaN
2025-01-14,EW_BW,Long,ADARSHPL.BO,33,29.33,272.48,272.48,NaN,,NaN,NaN,KRBPT,32.85,2025-01-14,NaN
2025-01-14,EW_BW,Long,ADMANUM.BO,86,81.85,240.96,240.96,NaN,,NaN,NaN,KRBPT,85.94,2025-01-14,NaN
2025-01-14,ATREWBB_DC,Long,ADSL.NS,228,199.42,34.99,34.99,NaN,,NaN,NaN,KRBPT,228.41,2025-01-14,NaN
2025-01-14,EWBB_W,Long,AIMCOPEST.BO,102,92,100,100,NaN,,NaN,NaN,KRBPT,101.91,2025-01-14,NaN
2025-01-14,EW_W,Long,ALANKIT.NS,21,18.9,476.19,476.19,NaN,,NaN,NaN,KRBPT,20.74,2025-01-14,NaN
2025-01-14,EW_W,Long,ALBERTDAVD.NS,1239,1160.5,12.74,12.74,NaN,,NaN,NaN,KRBPT,1239,2025-01-14,NaN
2025-01-14,EW_DC,Long,ALEXANDER.BO,15,11.85,317.46,317.46,NaN,,NaN,NaN,KRBPT,14.64,2025-01-14,NaN
2025-01-14,ATREW_BW,Long,ALPA.NS,124,110,71.43,71.43,NaN,,NaN,NaN,KRBPT,123.79,2025-01-14,NaN
2025-01-14,BB_UC,Long,AMAL.BO,525.35,295.5,4.35,4.35,NaN,,NaN,NaN,KRBPT,525.35,2025-01-14,NaN
2025-01-14,EW_W,Long,ANDREWYU.BO,40,36.25,266.67,266.67,NaN,,NaN,NaN,KRBPT,39.83,2025-01-14,NaN
2025-01-08,EW_W,Long,ANJANIFIN.BO,14,11.53,404.86,404.86,NaN,,NaN,NaN,KRBPT,13.46,2025-01-08,NaN
2025-01-08,EW_BW,Long,ANNAINFRA.BO,31,24.23,147.71,147.71,NaN,,NaN,NaN,KRBPT,30,2025-01-08,NaN
2025-01-13,BB_DC,Long,ANNAINFRA.BO,31.44,24.23,138.7,138.7,NaN,,NaN,NaN,KRBPT,30,2025-01-13,NaN
2025-01-13,BB_DC,Long,ANSINDUS.BO,9.98,8.72,793.65,793.65,NaN,,NaN,NaN,KRBPT,9.98,2025-01-13,NaN
2025-01-14,EW_BW,Long,ANUPAM.BO,2,1.81,5263.16,5263.16,NaN,,NaN,NaN,KRBPT,1.96,2025-01-14,NaN
2024-12-31,ATREW_UC,Long,APEX.NS,273,219,18.52,18.52,NaN,,NaN,NaN,KRBPT,235.95,2024-12-31,NaN
2025-01-14,EW_UC,Long,APOLLO.NS,129,92.55,27.43,27.43,NaN,,NaN,NaN,KRBPT,128.96,2025-01-14,NaN
2025-01-14,EW_UC,Long,ARCEEIN.BO,6,5.33,1492.54,1492.54,NaN,,NaN,NaN,KRBPT,5.93,2025-01-14,NaN
2025-01-14,EW_DC,Long,AROGRANITE.NS,45,41.26,267.38,267.38,NaN,,NaN,NaN,KRBPT,44.96,2025-01-14,NaN
2024-12-20,BB_BW,Long,ARSSINFRA.NS,20.4,17.2,312.5,312.5,NaN,,NaN,NaN,KRBPT,29.89,2024-12-20,NaN
2025-01-13,EW_DC,Long,ARTSONEN.BO,178,162.5,64.52,64.52,NaN,,NaN,NaN,KRBPT,187.05,2025-01-13,NaN
2025-01-14,EW_DC,Long,ARUNAHTEL.BO,11,9.55,689.66,689.66,NaN,,NaN,NaN,KRBPT,10.81,2025-01-14,NaN
2025-01-01,EWBB_DC,Long,ASHIS.BO,45,37.5,133.33,133.33,NaN,,NaN,NaN,KRBPT,42.08,2025-01-01,NaN
2025-01-03,ATRBB_DC,Long,ASHIS.BO,46.78,37.5,107.76,107.76,NaN,,NaN,NaN,KRBPT,42.08,2025-01-03,NaN
2025-01-14,EW_W,Long,ASHSI.BO,40,31.5,117.65,117.65,NaN,,NaN,NaN,KRBPT,39.73,2025-01-14,NaN
2025-01-14,BB_DC,Long,ASIANHOTNR.NS,296.55,165.4,7.62,7.62,NaN,,NaN,NaN,KRBPT,296.55,2025-01-14,NaN
2025-01-14,EW_UC,Long,ATGL.NS,670,620.6,20.24,20.24,NaN,,NaN,NaN,KRBPT,669.8,2025-01-14,NaN
2025-01-03,BB_DC,Long,ATISHAY.BO,223,120.3,9.74,9.74,NaN,,NaN,NaN,KRBPT,220.85,2025-01-03,NaN
2025-01-14,EW_DC,Long,AVAILFC.BO,281,257.1,41.84,41.84,NaN,,NaN,NaN,KRBPT,280.8,2025-01-14,NaN
2025-01-14,EW_BW,Long,AVANTIFEED.NS,619,572,21.28,21.28,NaN,,NaN,NaN,KRBPT,619.4,2025-01-14,NaN
2025-01-01,EW_W,Long,BAFNAPH.NS,83,77.55,183.49,183.49,NaN,,NaN,NaN,KRBPT,81.05,2025-01-01,NaN
