Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
360ONE.NS,10/11/2024,1046,1037.96,940.00
360ONE.NS,10/29/2024,1046,1005.40,982.00
21STCENMGM.NS,10/8/2024,119,97.69,96.70
21STCENMGM.NS,10/30/2024,119,105.42,104.36
5PAISA.NS,10/10/2024,501,538.70,504.50
5PAISA.NS,10/28/2024,501,490.67,480.00
1STCUS.BO,9/13/2024,126,89.36,89.35
1STCUS.BO,11/6/2024,126,115.35,100.60
4THGEN.BO,9/16/2024,6,5.67,5.17
20MICRONS.NS,10/16/2024,248,278.00,260.00
3IINFOLTD.NS,11/6/2024,29,28.38,25.23
3PLAND.NS,9/4/2024,44,42.34,41.70
3PLAND.NS,10/29/2024,44,36.53,34.05
63MOONS.NS,9/3/2024,560,360.35,324.90
63MOONS.NS,9/13/2024,560,396.91,387.20
63MOONS.NS,9/16/2024,560,400.04,387.20
63MOONS.NS,9/18/2024,560,380.33,371.70
63MOONS.NS,9/30/2024,560,378.51,372.10
63MOONS.NS,10/8/2024,560,360.50,351.00
63MOONS.NS,10/23/2024,560,449.00,436.10
63MOONS.NS,10/24/2024,560,473.16,436.10
63MOONS.NS,10/28/2024,560,465.00,436.10
3MINDIA.NS,10/31/2024,35926,34931.05,33131.60
^CNXENERGY,9/25/2024,38404,43761.85,42093.10
^CNXMETAL,9/12/2024,9309,9128.11,8993.35
^CNXMETAL,10/30/2024,9309,9307.78,8924.55
^CNXPSUBANK,10/29/2024,6845,6571.60,6188.85
^CNXREALTY,9/13/2024,968,1043.32,1022.25
^CNXREALTY,10/8/2024,968,1017.64,1011.80
7TEC.BO,10/31/2024,59,53.46,50.26
AAATECH.NS,8/30/2024,124,116.76,113.61
AAATECH.NS,9/13/2024,124,130.90,126.20
AAATECH.NS,10/9/2024,124,125.79,115.00
AAATECH.NS,10/28/2024,124,112.57,110.00
^NSEI,8/23/2024,24148,24793.34,23893.70
^NSEI,8/26/2024,24148,24916.97,23893.70
^NSEI,8/27/2024,24148,24998.51,23893.70
^NSEI,8/28/2024,24148,25005.89,23893.70
^NSEI,8/29/2024,24148,25047.10,23893.70
^NSEI,8/30/2024,24148,25216.64,23893.70
^NSEI,9/2/2024,24148,25260.04,23893.70
^NSEI,9/3/2024,24148,25257.28,23893.70
^NSEI,9/4/2024,24148,25116.85,23893.70
^NSEI,9/5/2024,24148,25164.68,23893.70
^NSEI,9/6/2024,24148,24893.16,24801.30
^NSEI,9/9/2024,24148,24804.24,24753.15
^NSEI,9/10/2024,24148,24955.23,24753.15
^NSEI,9/11/2024,24148,24942.29,24753.15
^NSEI,9/12/2024,24148,25064.42,24753.15
^NSEI,9/13/2024,24148,25326.96,24753.15
^NSEI,9/16/2024,24148,25363.57,24753.15
^NSEI,9/17/2024,24148,25374.60,24753.15
^NSEI,9/18/2024,24148,25334.71,24753.15
