Buy Date,Ticker,Buy Strat,Last Alert Date,ll,Close,Target,Call,Status,CMP,CMP_Date,Quantity,Hit Type,Sell Price,Broker
2024-11-08,1STCUS.BO,BB_DC,2024-11-06,100.6,125.95,,Long,Open,128.0,2024-11-14,39.45,,,India
2024-11-08,ABAN.NS,ATR_DC,2024-10-30,63.13,67.59,,Short,Closed,61.77,2024-11-14,224.22,ISL Hit,63.13,India
2024-11-08,ACE.NS,BB_DC,2024-10-30,1115.5,1367.55,,Long,Open,1242.4,2024-11-14,3.97,,,India
2024-11-08,AHMDSTE.BO,ATR_UC,2024-10-24,313.3,326.0,383.2,Short,Closed,320.3,2024-11-14,78.74,Target Hit,383.2,India
2024-11-08,AKSHOPTFBR.NS,ATR_UC,2024-10-28,10.0,11.71,,Long,Open,10.46,2024-11-14,584.8,,,India
2024-11-08,ALUFLUOR.BO,ATR_DC,2024-10-30,341.3,444.95,,Long,Open,497.15,2024-11-14,9.65,,,India
2024-11-08,ANSALAPI.NS,ATR_BW,2024-11-05,9.96,12.72,,Long,Open,11.71,2024-11-14,362.32,,,India
2024-11-08,ASPIRA.BO,ATR_UC,2024-10-28,47.64,59.82,,Long,Open,66.58,2024-11-14,82.1,,,India
2024-11-08,ATAM.BO,BB_DC,2024-11-01,126.75,144.3,,Long,Open,142.05,2024-11-14,56.98,,,India
2024-11-08,ATISHAY.BO,BB_UC,2024-10-30,157.85,232.95,,Long,Open,208.6,2024-11-14,13.32,,,India
2024-11-08,AUSTENG.BO,BB_DC,2024-11-06,198.0,217.85,,Long,Open,204.35,2024-11-14,50.38,,,India
2024-11-08,AVONMORE.BO,BB_DC,2024-10-30,13.93,16.4,,Short,Closed,13.67,2024-11-14,404.86,ISL Hit,13.93,India
2024-11-08,AXISBANK.NS,BB_DC,2024-10-18,1133.45,1160.95,,Long,Open,1140.7,2024-11-14,36.36,,,India
2024-11-08,B2BSOFT.BO,LR_W,2024-10-29,31.6,39.41,,Long,Open,36.62,2024-11-14,128.04,,,India
2024-11-08,BETXIND.BO,BBLR_W,2024-11-01,342.45,363.1,363.5,Short,Closed,355.0,2024-11-14,48.43,Target Hit,363.5,India
2024-11-08,BFINVEST.NS,ATR_BW,2024-10-28,636.3,753.05,,Long,Open,726.55,2024-11-14,8.57,,,India
2024-11-08,BKV.BO,BB_W,2024-10-28,12.02,15.4,,Long,Open,16.06,2024-11-14,295.86,,,India
2024-11-08,BRAHMINFRA.BO,EW_BW,2024-11-08,63.1,68.0,,Short,Closed,59.75,2024-11-14,204.08,ISL Hit,63.1,India
2024-11-08,CALCOM.BO,EW_DC,2024-11-08,117.3,125.0,,Long,Open,119.05,2024-11-14,129.87,,,India
2024-11-08,CALSOFT.NS,BB_DC,2024-11-05,17.51,19.29,,Long,Open,18.32,2024-11-14,561.8,,,India
2024-11-08,CAPRO.BO,EW_UC,2024-11-08,46.11,53.0,,Long,Open,52.0,2024-11-14,145.14,,,India
2024-11-08,CHDCHEM.BO,BB_W,2024-10-29,6.03,6.93,,Long,Open,6.36,2024-11-14,1111.11,,,India
