Ticker,Date/Time,Close,myBuy ,myShort
3PLAND.NS,10/30/2024,44,1,
3MINDIA.NS,10/31/2024,35926,1,
AAATECH.NS,11/6/2024,124,1,
AAKASH.NS,10/31/2024,11,1,
AAVAS.NS,11/7/2024,1662,1,
ABCINDQ.BO,11/7/2024,123,1,
AARTIDRUGS.NS,11/4/2024,490,1,
ABMKNO.BO,11/1/2024,139,1,
ACROW.BO,11/5/2024,702,1,
ADCINDIA.BO,11/4/2024,1698,1,
ADVENZYMES.NS,11/4/2024,486,1,
AIRAN.NS,11/4/2024,35,1,
AJOONI.NS,11/4/2024,8,1,
AKSHARCHEM.NS,11/4/2024,314,1,
ALANKIT.NS,11/7/2024,23,1,
AKSHOPTFBR.NS,10/31/2024,12,,1
ALEMBICLTD.NS,11/4/2024,132,1,
ALKALI.NS,11/6/2024,122,1,
ALICON.NS,11/4/2024,1296,1,
ALSTONE.BO,10/31/2024,1,1,
AMALGAM.BO,11/7/2024,83,,1
AMBICAAGAR.BO,11/1/2024,29,1,
AMARJOTHI.BO,11/6/2024,200,1,
AMBER.NS,11/8/2024,6154,,1
AMBALALSA.BO,11/6/2024,59,1,
AMBIKCO.NS,11/4/2024,1542,1,
ANJANIFOODS.BO,11/4/2024,39,1,
ANKIN.BO,11/8/2024,14,,1
APLLTD.NS,11/6/2024,1038,1,
ARCEEIN.BO,11/4/2024,6,1,
ARCHIDPLY.NS,11/4/2024,119,1,
AREXMIS.BO,11/5/2024,165,1,
ARIES.NS,10/30/2024,268,1,
ARROWGREEN.NS,11/4/2024,1032,1,
ARTEMISMED.NS,11/7/2024,280,1,
AROGRANITE.NS,11/4/2024,52,1,
ARYAMAN.BO,10/31/2024,426,1,
ARVIND.NS,10/31/2024,374,1,
ASIANENE.BO,11/1/2024,345,1,
ASIANTNE.BO,11/5/2024,16,1,
ASIANTILES.NS,11/6/2024,74,1,
ASPINWALL.NS,10/31/2024,274,1,
ATHENAGLO.BO,11/4/2024,104,1,
AURIONPRO.NS,11/4/2024,1634,1,
AVANTEL.BO,11/4/2024,169,,1
AVANTEL.BO,11/7/2024,169,1,
AVROIND.NS,11/6/2024,155,1,
B2BSOFT.BO,11/8/2024,39,1,
BAJAJHCARE.BO,11/7/2024,395,1,
BAJAJHLDNG.NS,11/4/2024,10488,1,
BASML.NS,11/4/2024,59,1,
BBL.NS,11/8/2024,4011,,1
BBOX.NS,10/31/2024,540,1,
BBTC.NS,11/6/2024,2718,1,
BDH.BO,10/30/2024,325,1,
BELLACASA.BO,11/8/2024,525,,1
BEL.NS,11/6/2024,298,1,
BERVINL.BO,11/1/2024,78,1,
BETXIND.BO,11/8/2024,363,1,
BHAGERIA.NS,11/7/2024,222,1,
BGRENERGY.NS,11/4/2024,41,1,
BHARATSE.BO,10/30/2024,214,1,
BLACKROSE.BO,11/5/2024,135,1,
BOMDYEING.NS,11/6/2024,226,1,
BOMDYEING.NS,11/8/2024,226,,1
BRIDGESE.BO,11/7/2024,6,,1
BPL.NS,11/5/2024,113,1,
BRIJLEAS.BO,11/1/2024,12,1,
CAMEXLTD.BO,11/1/2024,58,1,
BVCL.NS,11/1/2024,54,,1
CAPACITE.NS,11/7/2024,365,1,
CANFINHOME.NS,11/6/2024,850,1,
CCHHL.NS,11/4/2024,24,1,
CCL.NS,10/31/2024,692,1,
CEINSYSTECH.BO,11/7/2024,1174,,1
CENTENKA.NS,11/6/2024,675,1,
CHEMCON.NS,11/6/2024,247,1,
CHEMBOND.NS,11/5/2024,579,1,
CHAMBLFERT.NS,11/6/2024,483,1,
CHOKSILA.BO,11/8/2024,72,1,
CIPLA.NS,11/4/2024,1593,1,
COASTCORP.BO,11/6/2024,273,1,
COLINZ.BO,10/31/2024,63,1,
COMCL.BO,11/1/2024,33,1,
COMFINTE.BO,11/1/2024,13,1,
CONART.BO,11/1/2024,194,1,
CONTPTR.BO,11/7/2024,95,1,
CORALFINAC.NS,11/6/2024,56,1,
CORALAB.BO,11/1/2024,867,1,
CORDSCABLE.NS,11/4/2024,214,1,
CPL.BO,11/4/2024,71,1,
COROMANDEL.NS,10/31/2024,1752,1,
CRANEINFRA.BO,10/31/2024,24,1,
CRANESSOFT.BO,11/6/2024,5,1,
COSMOFIRST.NS,11/7/2024,785,1,
CROWN.NS,11/4/2024,268,1,
CTL.BO,11/7/2024,48,,1
CUBIFIN.BO,10/31/2024,2,1,
CYBELEIND.BO,11/4/2024,44,,1
CUMMINSIND.NS,11/7/2024,3655,1,
CYBERMEDIA.NS,11/4/2024,29,,1
CYBERTECH.NS,10/31/2024,218,1,
DBCORP.NS,11/4/2024,312,1,
DATAMATICS.NS,11/4/2024,563,1,
DECNGOLD.BO,10/30/2024,136,1,
DCMFINSERV.NS,10/31/2024,7,1,
DEEPAKNTR.NS,11/6/2024,2678,1,
DHRUV.BO,11/6/2024,125,1,
DHUNINV.NS,11/8/2024,2293,1,
DIGISPICE.NS,11/5/2024,31,1,
DLINKINDIA.NS,10/31/2024,565,1,
DNAMEDIA.NS,11/8/2024,6,1,
DPSCLTD.NS,11/4/2024,18,1,
DSSL.NS,11/6/2024,1310,1,
DUCON.NS,11/4/2024,9,1,
DUKEOFS.BO,11/4/2024,23,1,
ECORECO.BO,11/7/2024,1002,1,
EIDPARRY.NS,10/31/2024,836,1,
EIHAHOTELS.NS,11/4/2024,389,1,
EKC.NS,11/7/2024,184,1,
ELNET.BO,10/31/2024,369,1,
ELPROINTL.BO,11/6/2024,120,1,
ELGIEQUIP.NS,11/7/2024,637,1,
ENERGYDEV.NS,10/31/2024,24,1,
ESHAMEDIA.BO,10/31/2024,16,1,
ESSARSHPNG.NS,11/4/2024,38,1,
ETIL.BO,11/1/2024,9,1,
ESTER.NS,11/4/2024,158,1,
EXPOGAS.BO,11/1/2024,56,1,
EXPOGAS.BO,11/7/2024,56,,1
FACT.NS,11/7/2024,886,1,
FDC.NS,10/31/2024,514,1,
FIBERWEB.BO,11/1/2024,51,1,
FIEMIND.NS,11/6/2024,1640,1,
FINEORG.NS,11/4/2024,5000,1,
FINKURVE.BO,11/4/2024,115,1,
FISCHER.BO,11/6/2024,666,1,
FLEXITUFF.NS,11/7/2024,62,1,
FUTURSEC.BO,11/1/2024,31,1,
GALAXYSURF.NS,11/4/2024,3016,1,
GARNET.BO,11/1/2024,45,1,
GARWAMAR.BO,11/4/2024,40,1,
GEECEE.NS,11/6/2024,430,1,
GEOJITFSL.NS,11/7/2024,124,1,
GESHIP.NS,11/1/2024,1204,1,
GESHIP.NS,11/8/2024,1204,,1
GICHSGFIN.NS,11/7/2024,215,1,
GLITTEKG.BO,11/6/2024,4,1,
GLENMARK.NS,11/6/2024,1667,1,
GLENMARK.NS,11/7/2024,1667,,1
GLOBE.NS,11/4/2024,5,1,
GLOBALVECT.NS,11/4/2024,278,1,
GMBREW.NS,11/4/2024,807,1,
GOKULAGRO.NS,10/30/2024,300,1,
GRAVITA.NS,11/7/2024,2232,1,
GREAVESCOT.NS,11/5/2024,189,1,
GUJCONT.BO,10/31/2024,179,1,
GUJAPOLLO.NS,11/4/2024,314,1,
GUJINTRX.BO,11/7/2024,525,1,
HAWKINCOOK.BO,11/1/2024,8749,1,
HBPOR.BO,11/7/2024,112,1,
HBSL.NS,11/4/2024,130,1,
HEXATRADEX.NS,11/4/2024,288,1,
HINDCOMPOS.NS,11/7/2024,487,1,
HITECH.NS,11/5/2024,182,1,
HNDFDS.BO,11/7/2024,586,1,
HNDFDS.BO,11/8/2024,586,,1
HPCOTTON.BO,11/1/2024,128,1,
HRYNSHP.BO,11/8/2024,138,,1
HOVS.NS,11/4/2024,72,1,
HUBTOWN.NS,11/6/2024,282,1,
IBRIGST.BO,11/6/2024,177,1,
IFINSEC.BO,10/30/2024,156,,1
IFBAGRO.NS,11/4/2024,553,1,
IFCI.NS,11/6/2024,62,1,
IIFL.NS,11/4/2024,443,1,
IMAGICAA.NS,11/7/2024,74,1,
INDIANCARD.NS,11/4/2024,267,1,
INDOBORAX.BO,11/6/2024,198,1,
INDOCITY.BO,10/31/2024,15,1,
INDNIPPON.NS,11/4/2024,684,1,
INDPRUD.BO,11/4/2024,7466,,1
INDTONER.BO,10/31/2024,300,1,
INFORTEC.BO,11/6/2024,101,,1
INNOVTEC.BO,11/6/2024,34,1,
INOXWIND.NS,11/6/2024,209,1,
INSPIRISYS.NS,11/6/2024,120,1,
INSECTICID.NS,10/31/2024,890,1,
INVPRECQ.BO,11/4/2024,856,,1
IPRINGLTD.BO,11/5/2024,211,1,
ISGEC.BO,11/6/2024,1371,1,
ISFT.NS,11/4/2024,143,1,
ITL.BO,11/5/2024,465,1,
IZMO.NS,11/7/2024,398,1,
JAYAGROGN.NS,11/8/2024,304,1,
JETFREIGHT.NS,11/4/2024,15,1,
JINDALPHOT.NS,11/8/2024,776,1,
JINDHOT.BO,11/8/2024,100,1,
JITFINFRA.NS,11/4/2024,909,1,
JLL.BO,11/1/2024,49,1,
JISLJALEQS.NS,10/31/2024,69,1,
JMA.NS,11/4/2024,102,1,
JOINDRE.BO,11/6/2024,60,1,
JSWENERGY.NS,11/7/2024,712,1,
JUBLINGREA.NS,11/6/2024,712,1,
JUBLINDS.NS,10/21/2024,1634,1,
JUBLINDS.NS,10/25/2024,1634,,1
JYOTHYLAB.NS,11/1/2024,489,1,
KABSON.BO,11/4/2024,44,1,
KALYANIFRG.NS,10/31/2024,461,1,
KAMDHENU.NS,11/4/2024,518,1,
KANORICHEM.NS,11/8/2024,131,1,
KARNAVATI.BO,11/1/2024,3,1,
KCP.NS,11/6/2024,234,1,
KENNAMET.BO,11/7/2024,3150,1,
KESARENT.BO,10/30/2024,148,1,
KERNEX.NS,10/30/2024,804,1,
KHAICHEM.NS,11/7/2024,72,1,
KIFS.BO,11/7/2024,171,1,
KHANDSE.NS,10/30/2024,31,1,
KPIL.NS,11/1/2024,1247,1,
KOPRAN.NS,11/4/2024,307,1,
KSE.BO,11/4/2024,2700,1,
KSCL.NS,11/4/2024,927,1,
KTIL.BO,11/1/2024,85,1,
LAMBODHARA.NS,11/6/2024,152,1,
LAOPALA.NS,11/6/2024,338,1,
LGBBROSLTD.NS,11/4/2024,1290,1,
LIKHITHA.NS,11/4/2024,367,1,
LICNFNHGP.BO,11/4/2024,278,1,
LKPFIN.BO,11/6/2024,198,1,
LOTUSEYE.NS,11/4/2024,67,1,
LUDLOWJUT.BO,10/31/2024,159,1,
LXCHEM.NS,11/7/2024,268,1,
LUMAXIND.NS,11/4/2024,2540,1,
MACPLASQ.BO,10/31/2024,239,1,
MADHAVIPL.BO,11/4/2024,16,1,
MAHAANF.BO,11/4/2024,61,1,
MAHAPEXLTD.NS,11/4/2024,151,1,
MADRASFERT.NS,11/4/2024,100,1,
MAJESAUT.BO,11/6/2024,423,1,
MALLCOM.BO,11/7/2024,1555,1,
MANAKALUCO.NS,11/7/2024,29,1,
MANORG.BO,11/5/2024,570,1,
MARINE.NS,11/4/2024,230,1,
MANUGRAPH.NS,11/4/2024,24,1,
MARIS.BO,11/5/2024,39,,1
MASKINVEST.NS,11/8/2024,178,,1
MBLINFRA.NS,11/4/2024,55,1,
MCX.BO,10/30/2024,6407,,1
MERCANTILE.BO,11/1/2024,25,1,
MINDTECK.NS,10/31/2024,277,1,
MIRCELECTR.NS,11/5/2024,22,1,
MOHITIND.NS,11/4/2024,30,1,
MOKSH.NS,11/4/2024,18,1,
MONGIPA.BO,11/6/2024,59,1,
MORARKFI.BO,10/30/2024,164,1,
MOREPENLAB.NS,11/6/2024,83,1,
MRO-TEK.NS,11/4/2024,94,1,
MSPL.NS,11/5/2024,45,1,
MUL.BO,11/4/2024,15,1,
MYSTICELE.BO,11/1/2024,6,1,
MUTHOOTFIN.NS,10/30/2024,1805,1,
NAGREEKCAP.NS,11/7/2024,29,1,
NAHARPOLY.NS,11/7/2024,249,1,
NAHARSPING.NS,11/7/2024,277,1,
NATFIT.BO,11/6/2024,133,1,
NATCOPHARM.NS,11/1/2024,1407,1,
NAVINFLUOR.NS,11/5/2024,3543,1,
NCLRESE.BO,10/31/2024,1,1,
