Buy Date,Ticker,Buy Strat,ll
2024-11-08,1STCUS.BO,BB_DC,100.6
2024-11-08,ABAN.NS,ATR_DC,63.13
2024-11-08,ACE.NS,BB_DC,1115.5
2024-11-08,AHMDSTE.BO,ATR_UC,313.3
2024-11-08,AKSHOPTFBR.NS,ATR_UC,10.0
2024-11-08,ALUFLUOR.BO,ATR_DC,341.3
2024-11-08,ANSALAPI.NS,ATR_BW,9.96
2024-11-08,ASPIRA.BO,ATR_UC,47.64
2024-11-08,ATAM.BO,BB_DC,126.75
2024-11-08,ATISHAY.BO,BB_UC,157.85
2024-11-08,AUSTENG.BO,BB_DC,198.0
2024-11-08,AVONMORE.BO,BB_DC,13.93
2024-11-08,AXISBANK.NS,BB_DC,1133.45
2024-11-08,B2BSOFT.BO,LR_W,31.6
2024-11-08,BETXIND.BO,BBLR_W,342.45
2024-11-08,BFINVEST.NS,ATR_BW,636.3
2024-11-08,BKV.BO,BB_W,12.02
2024-11-08,BRAHMINFRA.BO,EW_BW,63.1
2024-11-08,CALCOM.BO,EW_DC,117.3
2024-11-08,CALSOFT.NS,BB_DC,17.51
2024-11-08,CAPRO.BO,EW_UC,46.11
2024-11-08,CHDCHEM.BO,BB_W,6.03
2024-11-08,CHOKSILA.BO,ATRBBLR_W,56.16
2024-11-08,CITYONLINE.BO,BB_UC,5.8
2024-11-08,CONTICON.BO,BB_W,10.17
2024-11-08,CONTPTR.BO,BB_DC,87.15
2024-11-08,CSBBANK.NS,BB_DC,305.9
2024-11-08,CUBIFIN.BO,ATREW_BW,2.15
2024-11-08,DBSTOCKBRO.NS,BB_W,44.45
2024-11-08,DECOMIC.BO,BB_W,71.54
2024-11-08,DEEPAKSP.BO,BB_DC,190.25
2024-11-08,DELTACORP.NS,EW_UC,112.28
2024-11-08,DHUNINV.NS,LR_BW,1903.35
2024-11-08,DILIGENT.BO,EW_BW,3.78
2024-11-08,DNAMEDIA.NS,LR_DC,4.57
2024-11-08,DOLLAR.NS,ATR_BW,475.95
