Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
7NR.BO,11/19/2024,5,5.15,5.02
360ONE.NS,10/11/2024,1091,1037.96,940.00
360ONE.NS,10/29/2024,1091,1005.40,982.00
360ONE.NS,11/18/2024,1091,1038.63,1001.05
21STCENMGM.NS,10/8/2024,99,97.69,96.70
21STCENMGM.NS,10/30/2024,99,105.42,104.36
5PAISA.NS,10/10/2024,481,538.70,504.50
5PAISA.NS,10/28/2024,481,490.67,480.00
1STCUS.BO,9/13/2024,121,89.36,89.35
1STCUS.BO,11/6/2024,121,115.35,100.60
4THGEN.BO,9/16/2024,7,5.67,5.17
20MICRONS.NS,10/16/2024,224,278.00,260.00
3PLAND.NS,10/29/2024,48,36.53,34.05
3MINDIA.NS,10/31/2024,31034,34931.05,33131.60
63MOONS.NS,9/13/2024,587,396.91,387.20
63MOONS.NS,9/16/2024,587,400.04,387.20
63MOONS.NS,9/18/2024,587,380.33,371.70
63MOONS.NS,9/30/2024,587,378.51,372.10
63MOONS.NS,10/8/2024,587,360.50,351.00
63MOONS.NS,10/23/2024,587,449.00,436.10
63MOONS.NS,10/24/2024,587,473.16,436.10
63MOONS.NS,10/28/2024,587,465.00,436.10
63MOONS.NS,11/11/2024,587,588.20,555.00
7TEC.BO,10/31/2024,58,53.46,50.26
7TEC.BO,11/19/2024,58,54.99,53.15
^CNXENERGY,9/25/2024,37310,43761.85,42093.10
^CNXAUTO,11/22/2024,23946,23238.38,22659.05
^CNXIT,11/22/2024,43415,42346.70,41035.40
^CNXMETAL,9/12/2024,8917,9128.11,8993.35
^CNXMETAL,10/30/2024,8917,9307.78,8924.55
AAATECH.NS,9/13/2024,112,130.90,126.20
AAATECH.NS,10/9/2024,112,125.79,115.00
AAATECH.NS,10/28/2024,112,112.57,110.00
AAATECH.NS,11/19/2024,112,107.83,102.17
^CNXPSUBANK,10/29/2024,6797,6571.60,6188.85
^CNXPSUBANK,11/22/2024,6797,6393.66,6163.75
^CNXREALTY,9/13/2024,1037,1043.32,1022.25
^CNXREALTY,10/8/2024,1037,1017.64,1011.80
^CNXREALTY,11/22/2024,1037,975.20,929.75
A2ZINFRA.NS,9/18/2024,17,16.50,15.87
A2ZINFRA.NS,10/8/2024,17,16.09,15.75
A2ZINFRA.NS,10/16/2024,17,18.21,15.75
A2ZINFRA.NS,10/17/2024,17,18.31,17.90
