Ticker,Date/Time,Close,hh,ll,FromLow,FromHigh
21STCENMGM.NS,11/8/2024,119.01,121.44,104.36,0.00,1.00
21STCENMGM.NS,11/11/2024,116.62,121.44,104.36,0.00,2.00
21STCENMGM.NS,11/12/2024,114.28,121.44,114.28,0.00,3.00
21STCENMGM.NS,11/13/2024,111.99,121.44,111.99,0.00,0.00
21STCENMGM.NS,11/14/2024,109.75,121.44,109.75,0.00,0.00
21STCENMGM.NS,11/18/2024,107.55,121.44,107.55,0.00,0.00
21STCENMGM.NS,11/19/2024,105.39,121.44,105.39,0.00,0.00
21STCENMGM.NS,11/21/2024,103.28,121.44,103.28,0.00,0.00
21STCENMGM.NS,11/22/2024,101.21,121.44,101.21,0.00,0.00
21STCENMGM.NS,11/25/2024,99.18,121.44,99.18,0.00,0.00
360ONE.NS,11/8/2024,1046.45,1099.80,1011.75,3.00,4.00
360ONE.NS,11/11/2024,1051.15,1099.80,1011.75,4.00,5.00
360ONE.NS,11/12/2024,1038.75,1099.80,1011.75,5.00,6.00
360ONE.NS,11/13/2024,1016.80,1099.80,1005.05,0.00,0.00
360ONE.NS,11/14/2024,1050.40,1099.80,1001.05,0.00,0.00
360ONE.NS,11/18/2024,1048.05,1099.80,1001.05,1.00,0.00
360ONE.NS,11/19/2024,1065.50,1075.50,1001.05,2.00,0.00
360ONE.NS,11/21/2024,1091.70,1110.00,1001.05,0.00,0.00
360ONE.NS,11/22/2024,1082.40,1114.00,1001.05,0.00,0.00
360ONE.NS,11/25/2024,1091.25,1115.65,1001.05,0.00,0.00
1STCUS.BO,11/7/2024,121.10,121.10,100.60,0.00,0.00
1STCUS.BO,11/8/2024,125.95,127.15,100.60,0.00,0.00
1STCUS.BO,11/11/2024,131.80,132.00,100.60,0.00,0.00
1STCUS.BO,11/12/2024,129.20,132.00,100.60,1.00,1.00
1STCUS.BO,11/13/2024,129.20,132.00,100.60,2.00,2.00
1STCUS.BO,11/14/2024,128.00,132.00,100.60,3.00,3.00
1STCUS.BO,11/18/2024,125.45,132.00,100.60,4.00,4.00
1STCUS.BO,11/19/2024,122.95,132.00,122.95,5.00,5.00
1STCUS.BO,11/21/2024,120.50,132.00,120.50,6.00,0.00
1STCUS.BO,11/22/2024,120.50,132.00,120.50,7.00,1.00
20MICRONS.NS,11/7/2024,242.70,321.00,242.70,0.00,0.00
20MICRONS.NS,11/8/2024,247.55,321.00,242.70,1.00,0.00
20MICRONS.NS,11/11/2024,242.60,321.00,242.60,0.00,0.00
20MICRONS.NS,11/12/2024,237.75,321.00,237.75,0.00,0.00
20MICRONS.NS,11/13/2024,233.00,321.00,233.00,0.00,0.00
20MICRONS.NS,11/14/2024,228.35,321.00,228.35,0.00,0.00
20MICRONS.NS,11/18/2024,223.80,321.00,223.80,0.00,0.00
20MICRONS.NS,11/19/2024,223.80,321.00,219.35,0.00,0.00
20MICRONS.NS,11/21/2024,219.35,321.00,219.35,1.00,1.00
20MICRONS.NS,11/22/2024,223.50,321.00,219.35,2.00,2.00
3RDROCK.NS,11/8/2024,64.60,64.60,61.20,,304.00
3RDROCK.NS,11/11/2024,64.60,64.60,61.20,,305.00
3RDROCK.NS,11/12/2024,64.60,64.60,61.20,,306.00
3RDROCK.NS,11/13/2024,64.60,64.60,61.20,,307.00
3RDROCK.NS,11/14/2024,64.60,64.60,61.20,,308.00
3RDROCK.NS,11/18/2024,64.60,64.60,61.20,,309.00
3RDROCK.NS,11/19/2024,64.60,64.60,61.20,,310.00
3RDROCK.NS,11/20/2024,64.60,64.60,61.20,,311.00
3RDROCK.NS,11/21/2024,64.60,64.60,61.20,,312.00
3RDROCK.NS,11/22/2024,64.60,64.60,61.20,,313.00
7NR.BO,11/8/2024,5.53,5.85,,3.00,,
7NR.BO,11/11/2024,5.50,5.85,5.33,0.00,,
7NR.BO,11/12/2024,5.42,5.85,5.30,0.00,0.00
7NR.BO,11/13/2024,5.29,5.85,5.21,0.00,0.00
7NR.BO,11/14/2024,5.16,5.85,5.07,0.00,0.00
7NR.BO,11/18/2024,5.09,5.85,5.02,0.00,0.00
7NR.BO,11/19/2024,5.26,5.85,5.02,1.00,1.00
7NR.BO,11/21/2024,5.24,5.50,5.02,2.00,0.00
7NR.BO,11/22/2024,5.15,5.50,5.02,3.00,1.00
7NR.BO,11/25/2024,5.40,5.50,5.02,4.00,2.00
5PAISA.NS,11/8/2024,500.50,525.00,480.00,3.00,5.00
5PAISA.NS,11/11/2024,492.75,525.00,489.55,0.00,6.00
5PAISA.NS,11/12/2024,490.90,525.00,487.10,0.00,0.00
5PAISA.NS,11/13/2024,479.10,525.00,476.00,0.00,0.00
5PAISA.NS,11/14/2024,479.40,525.00,476.00,1.00,1.00
5PAISA.NS,11/18/2024,474.05,525.00,471.30,0.00,0.00
5PAISA.NS,11/19/2024,479.30,525.00,471.30,1.00,1.00
5PAISA.NS,11/21/2024,471.60,525.00,466.00,0.00,0.00
5PAISA.NS,11/22/2024,470.60,525.00,466.00,1.00,1.00
5PAISA.NS,11/25/2024,481.00,525.00,466.00,2.00,0.00
4THGEN.BO,11/11/2024,6.55,6.55,6.03,0.00,0.00
4THGEN.BO,11/12/2024,6.55,6.55,6.03,1.00,1.00
4THGEN.BO,11/13/2024,6.55,6.55,6.03,2.00,2.00
4THGEN.BO,11/14/2024,6.55,6.55,6.03,3.00,3.00
4THGEN.BO,11/18/2024,6.55,6.55,6.03,4.00,4.00
4THGEN.BO,11/19/2024,6.55,6.55,6.03,5.00,5.00
4THGEN.BO,11/20/2024,6.55,6.55,6.03,6.00,6.00
4THGEN.BO,11/21/2024,6.55,6.55,6.03,7.00,7.00
4THGEN.BO,11/22/2024,6.55,6.55,6.03,8.00,8.00
4THGEN.BO,11/25/2024,6.55,6.55,6.03,9.00,9.00
3IINFOLTD.NS,11/8/2024,28.51,29.88,25.23,0.00,1.00
3IINFOLTD.NS,11/11/2024,28.18,29.88,25.23,0.00,2.00
3IINFOLTD.NS,11/12/2024,28.03,29.88,25.23,1.00,3.00
3IINFOLTD.NS,11/13/2024,26.83,29.88,26.79,0.00,4.00
3IINFOLTD.NS,11/14/2024,26.98,29.88,26.75,0.00,0.00
3IINFOLTD.NS,11/18/2024,26.54,29.88,26.17,0.00,0.00
3IINFOLTD.NS,11/19/2024,26.65,29.88,26.17,1.00,0.00
3IINFOLTD.NS,11/21/2024,26.42,29.88,26.17,2.00,1.00
3IINFOLTD.NS,11/22/2024,26.39,29.88,25.95,0.00,0.00
3IINFOLTD.NS,11/25/2024,26.75,27.27,25.95,1.00,0.00
3MINDIA.NS,11/8/2024,35925.70,37133.75,33131.60,2.00,3.00
3MINDIA.NS,11/11/2024,34973.30,37133.75,34825.05,0.00,4.00
3MINDIA.NS,11/12/2024,34898.85,37133.75,34729.00,0.00,0.00
3MINDIA.NS,11/13/2024,33363.90,37133.75,33260.15,0.00,0.00
3MINDIA.NS,11/14/2024,32466.10,37133.75,32247.50,0.00,0.00
3MINDIA.NS,11/18/2024,31664.15,37133.75,31560.20,0.00,0.00
3MINDIA.NS,11/19/2024,31901.90,37133.75,31325.00,0.00,0.00
3MINDIA.NS,11/21/2024,31304.45,37133.75,30801.25,0.00,0.00
3MINDIA.NS,11/22/2024,30685.50,37133.75,30629.00,0.00,0.00
3MINDIA.NS,11/25/2024,31034.20,37133.75,30629.00,1.00,1.00
