Date/Time,Ticker,Alert,BearBreak,Buy_ATR,Buy_BB,Buy_EW,Buy_LR,Close,FromHigh,FromLow,Mega Sellby Larger Wave,NumberOfTickers,Pattern,PercentileRank,Rank,S1,SCTR,SL,hh,ll,Buy,Current_Price,Quantity,P/L Percentage
2024-11-25,ARROWGREEN.NS,0.0,,,BB,,,894.4,3.0,5.0,,3337.0,_W,90.86,306.0,0.0,33.93,,1099.0,862.2,BB_W,864.5999755859375,31.0,-0.03331845305686771
2024-11-25,ARSSINFRA.NS,0.0,,,BB,EW,,19.0,1.0,2.0,,3337.0,_W,23.89,2540.0,0.0,-7.99,17.58,20.25,17.58,EWBB_W,18.0,704.0,-0.05263157894736842
2024-11-25,ARVINDFASN.NS,0.0,,,BB,,,577.65,0.0,0.0,,3337.0,_W,73.71,878.0,0.0,12.47,,583.1,545.15,BB_W,570.8499755859375,31.0,-0.011771876420085653
2024-11-25,ASAHISONG.NS,0.0,,,BB,,,383.0,3.0,5.0,,3337.0,_DC,36.48,2120.0,0.0,-3.53,,467.0,351.7,BB_DC,381.04998779296875,32.0,-0.0050914156841547
2024-11-25,ASALCBR.NS,0.0,,,BB,,,961.7,0.0,0.0,,3337.0,_W,88.49,385.0,0.0,28.7,,970.7,834.65,BB_W,929.9500122070312,8.0,-0.03301444087861994
2024-11-25,ASHOKLEY.NS,0.0,,,BB,,,231.43,0.0,0.0,,3337.0,_W,63.28,1226.0,0.0,6.22,,234.9,202.0,BB_W,234.91000366210938,34.0,0.015036960040225417
2024-11-25,ASPINWALL.NS,0.0,,,,EW,,274.0,3.0,6.0,,3337.0,_AT,48.11,1732.0,0.0,0.57,263.0,295.0,263.0,EW_AT,270.29998779296875,91.0,-0.013503694186245438
2024-11-25,ATISHAY.BO,0.0,,,BB,,,213.9,3.0,5.0,,3337.0,_DC,96.58,115.0,0.0,65.06,,225.0,189.85,BB_DC,204.64999389648438,42.0,-0.04324453531330356
2024-11-25,AUROLAB.BO,0.0,,,,EW,,208.0,0.0,2.0,,3337.0,_DC,35.88,2140.0,0.0,-3.71,192.0,262.2,192.0,EW_DC,207.39999389648438,62.0,-0.002884644728440505
2024-11-25,AVADHSUGAR.NS,0.0,,,BB,,,582.0,0.0,1.0,,3337.0,_DC,37.11,2099.0,0.0,-3.32,,591.3,547.05,BB_DC,585.4500122070312,29.0,0.00592785602582689
2024-11-25,AVONMORE.BO,0.0,,,BB,,,14.78,0.0,2.0,,3337.0,_DC,66.58,1116.0,0.0,7.77,,17.01,12.4,BB_DC,15.930000305175781,420.0,0.07780786909173085
2024-11-25,BAJFINANCE.NS,0.0,,,,EW,,6836.0,0.0,0.0,,3337.0,_DC,43.88,1873.0,0.0,-1.11,6451.0,6862.55,6451.0,EW_DC,6685.39990234375,3.0,-0.022030441435964013
2024-11-25,BALMLAWRIE.NS,0.0,,,BB,EW,,229.0,0.0,2.0,,3337.0,_DC,13.79,2877.0,0.0,-14.92,209.53,233.25,209.53,EWBB_DC,224.4199981689453,51.0,-0.020000007995871996
2024-11-25,BANKA.NS,0.0,,,,EW,,108.0,0.0,2.0,,3337.0,_DC,35.73,2145.0,0.0,-3.75,98.43,133.0,98.43,EW_DC,106.83999633789062,104.0,-0.01074077464916088
2024-11-25,BCG.NS,0.0,,,,EW,,8.0,0.0,5.0,,3337.0,_DC,13.07,2901.0,0.0,-15.76,7.69,8.1,7.69,EW_DC,8.100000381469727,3226.0,0.01250004768371582
2024-11-25,BDL.NS,0.0,,,,EW,,1003.0,4.0,4.0,,3337.0,_W,11.69,2947.0,0.0,-17.47,890.0,1119.9,890.0,EW_W,994.1500244140625,9.0,-0.008823505070725324
2024-11-25,BELLACASA.BO,0.0,,,BB,,,542.95,0.0,0.0,,3337.0,_DC,90.23,327.0,0.0,32.58,,545.0,491.05,BB_DC,542.1500244140625,19.0,-0.0014733872104936835
2024-11-25,BEMHY.BO,0.0,,,BB,,,1370.0,5.0,6.0,,3337.0,_DC,67.99,1069.0,0.0,8.61,,1420.0,1170.0,BB_DC,1373.1500244140625,5.0,0.0022992878934762775
