Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
4THGEN.BO,11/25/2024,6.55,76.00,0.00,87.00,76.00,6.90,6.61,6.32,1
360ONE.NS,11/25/2024,1092.65,6.00,0.00,14.00,6.00,1114.51,1099.84,1085.17,1
3RDROCK.NS,11/22/2024,64.60,314.00,0.00,,314.00,,,,1
3PLAND.NS,11/25/2024,55.59,19.00,0.00,62.00,19.00,52.34,49.58,46.82,1
^CNXIT,11/25/2024,43618.15,13.00,0.00,47.00,13.00,44228.04,43031.47,41834.91,1
^CNXREALTY,11/25/2024,1028.50,6.00,0.00,26.00,6.00,1044.13,1017.76,991.40,1
AANCHALISP.BO,11/25/2024,5.76,6.00,0.00,14.00,6.00,6.26,6.15,6.03,1
AARTECH.BO,11/25/2024,75.38,5.00,0.00,44.00,5.00,78.07,76.56,75.05,1
AAATECH.NS,11/25/2024,112.79,6.00,0.00,10.00,6.00,114.16,110.82,107.48,1
AARON.NS,11/25/2024,339.00,4.00,0.00,7.00,4.00,354.66,341.13,327.60,1
AAYUSH.BO,11/25/2024,139.85,83.00,0.00,,83.00,,,,1
A2ZINFRA.NS,11/25/2024,16.79,5.00,0.00,9.00,5.00,0.00,0.00,0.00,1
ABANSENT.BO,11/25/2024,38.24,4.00,0.00,7.00,4.00,38.91,37.44,35.98,1
ABCINDQ.BO,11/25/2024,116.85,4.00,0.00,10.00,4.00,130.18,124.35,118.52,1
ABHICAP.BO,11/25/2024,157.05,6.00,0.00,7.00,6.00,162.04,158.92,155.81,1
AARVEEDEN.NS,11/25/2024,71.12,18.00,0.00,30.00,18.00,74.30,71.82,69.33,1
ACCURACY.NS,11/25/2024,9.21,3.00,0.00,11.00,3.00,9.60,9.59,9.59,1
ABAN.NS,11/25/2024,62.67,6.00,0.00,41.00,6.00,0.00,0.00,0.00,1
ABB.NS,11/25/2024,7259.85,4.00,0.00,26.00,4.00,7369.43,7144.75,6920.07,1
ACIIN.BO,11/25/2024,2.91,3.00,0.00,9.00,3.00,3.03,2.93,2.84,1
ACME.BO,11/25/2024,69.15,18.00,0.00,29.00,18.00,70.10,65.56,61.02,1
ACML.BO,11/25/2024,67.40,4.00,0.00,14.00,4.00,70.60,69.53,68.46,1
ACROW.BO,11/25/2024,763.00,18.00,0.00,23.00,18.00,782.94,750.03,717.12,1
ADARSHPL.BO,11/25/2024,30.43,18.00,0.00,27.00,18.00,30.14,29.26,28.38,1
ADCON.BO,11/25/2024,1.11,6.00,0.00,7.00,6.00,0.00,0.00,0.00,1
ADCINDIA.BO,11/25/2024,1792.00,8.00,0.00,13.00,8.00,1838.59,1808.28,1777.96,1
ADINATH.BO,11/25/2024,27.98,5.00,0.00,11.00,5.00,32.43,31.86,31.30,1
ADL.NS,11/25/2024,91.92,18.00,0.00,49.00,18.00,0.00,0.00,0.00,1
ADORFO.BO,9/23/2024,141.15,10.00,0.00,49.00,10.00,152.33,149.00,145.67,1
ADFFOODS.NS,11/25/2024,305.25,6.00,0.00,10.00,6.00,314.73,310.24,305.75,1
AEGISLOG.BO,11/25/2024,847.70,8.00,0.00,12.00,8.00,923.11,895.96,868.82,1
AGIIL.BO,11/25/2024,1617.05,19.00,0.00,42.00,19.00,1859.89,1728.52,1597.16,1
AHLEAST.NS,11/25/2024,158.41,5.00,0.00,14.00,5.00,160.43,157.39,154.36,1
AJANTSOY.BO,11/25/2024,47.36,5.00,0.00,15.00,5.00,50.27,48.89,47.52,1
AJCON.BO,11/25/2024,50.51,4.00,0.00,5.00,4.00,51.41,48.83,46.25,1
AKCAPIT.BO,11/25/2024,1182.65,19.00,0.00,26.00,19.00,1494.23,1459.69,1425.15,1
AJOONI.NS,11/25/2024,7.83,4.00,0.00,10.00,4.00,7.98,7.85,7.73,1
AKSPINTEX.BO,11/25/2024,469.60,39.00,0.00,56.00,39.00,474.29,459.01,443.72,1
AJANTPHARM.NS,11/25/2024,2996.70,6.00,0.00,11.00,6.00,3020.89,2998.45,2976.02,1
ALFAICA.BO,11/25/2024,94.00,6.00,0.00,9.00,6.00,0.00,0.00,0.00,1
ALFAVIO.BO,11/25/2024,14.47,6.00,0.00,16.00,6.00,17.41,16.72,16.02,1
ALPINEHOU.BO,11/25/2024,112.70,3.00,0.00,10.00,3.00,117.90,114.40,110.90,1
ALUFLUOR.BO,11/25/2024,498.70,3.00,0.00,4.00,3.00,522.65,516.85,511.05,1
AMAL.BO,11/25/2024,444.60,5.00,0.00,8.00,5.00,448.21,439.33,430.45,1
ALLSEC.NS,11/22/2024,949.75,5.00,0.00,11.00,5.00,1012.08,994.69,977.30,1
AMBICAAGAR.BO,11/25/2024,29.70,16.00,0.00,34.00,16.00,32.67,31.74,30.82,1
AMBER.NS,11/25/2024,6534.95,15.00,0.00,20.00,15.00,6628.14,6396.33,6164.52,1
AMRAAGRI.BO,11/25/2024,1.29,18.00,0.00,61.00,18.00,1.34,1.25,1.16,1
AMRAPLIN.BO,11/25/2024,17.95,3.00,0.00,7.00,3.00,19.48,18.98,18.49,1
ANERI.BO,11/25/2024,7.34,38.00,0.00,63.00,38.00,7.41,7.17,6.94,1
AMJLAND.NS,11/25/2024,53.06,18.00,0.00,23.00,18.00,54.04,51.54,49.04,1
ANJANIFOODS.BO,11/25/2024,35.95,19.00,0.00,66.00,19.00,40.66,39.54,38.42,1
AMRUTANJAN.NS,11/25/2024,702.85,7.00,0.00,14.00,7.00,781.33,762.07,742.80,1
ANGELONE.NS,11/25/2024,2799.05,6.00,0.00,14.00,6.00,2827.74,2760.22,2692.69,1
ANSINDUS.BO,11/25/2024,13.20,4.00,0.00,7.00,4.00,13.35,12.97,12.58,1
ANUHPHR.BO,11/25/2024,199.00,4.00,0.00,8.00,4.00,204.71,197.49,190.27,1
ANURAS.NS,11/25/2024,728.65,19.00,0.00,65.00,19.00,799.39,780.26,761.13,1
ANUP.NS,11/25/2024,3679.45,6.00,0.00,9.00,6.00,3748.06,3579.72,3411.37,1
APIL.BO,11/25/2024,22.92,4.00,0.00,8.00,4.00,24.34,23.50,22.67,1
APEX.NS,11/25/2024,231.83,6.00,0.00,11.00,6.00,0.00,0.00,0.00,1
APARINDS.NS,11/25/2024,9561.90,6.00,0.00,14.00,6.00,9875.76,9595.19,9314.61,1
ARCEEIN.BO,11/25/2024,6.38,5.00,0.00,10.00,5.00,0.00,0.00,0.00,1
APLLTD.NS,11/25/2024,1093.20,4.00,0.00,11.00,4.00,1101.46,1075.30,1049.14,1
AREXMIS.BO,11/25/2024,169.00,6.00,0.00,12.00,6.00,180.85,172.55,164.25,1
ARENTERP.NS,11/25/2024,47.43,6.00,0.00,9.00,6.00,0.00,0.00,0.00,1
APOLLOTYRE.NS,11/25/2024,503.80,6.00,0.00,39.00,6.00,508.18,501.86,495.53,1
ARCHIDPLY.NS,11/25/2024,114.55,5.00,0.00,16.00,5.00,129.76,126.89,124.03,1
ARIHANTSUP.NS,11/25/2024,351.20,6.00,0.00,10.00,6.00,360.83,350.75,340.67,1
ARIES.NS,11/25/2024,330.15,4.00,0.00,8.00,4.00,348.10,330.63,313.16,1
ARTSONEN.BO,11/25/2024,178.95,18.00,0.00,58.00,18.00,188.46,182.14,175.82,1
ARTEMISMED.NS,11/25/2024,317.15,17.00,0.00,25.00,17.00,323.70,303.85,283.99,1
ARUNAHTEL.BO,11/25/2024,10.91,5.00,0.00,9.00,5.00,0.00,0.00,0.00,1
ARYAMAN.BO,11/25/2024,421.45,18.00,0.00,61.00,18.00,624.99,607.27,589.55,1
ARVSMART.NS,11/25/2024,953.40,4.00,0.00,14.00,4.00,1017.31,987.55,957.79,1
ASALCBR.NS,11/25/2024,929.95,6.00,0.00,10.00,6.00,961.32,938.98,916.64,1
ASHIS.BO,11/25/2024,45.61,4.00,0.00,14.00,4.00,0.00,0.00,0.00,1
ASHNOOR.BO,11/25/2024,63.31,6.00,0.00,10.00,6.00,63.99,62.98,61.97,1
ARVIND.NS,11/25/2024,379.45,4.00,0.00,10.00,4.00,384.75,376.78,368.81,1
ASHAPURMIN.NS,11/25/2024,258.84,6.00,0.00,11.00,6.00,266.27,256.80,247.33,1
ASHOKLEY.NS,11/25/2024,234.91,13.00,0.00,61.00,13.00,235.52,226.83,218.15,1
ASIAPAK.BO,11/25/2024,118.10,19.00,0.00,21.00,19.00,127.21,119.04,110.88,1
ASITCFIN.BO,11/25/2024,144.95,5.00,0.00,35.00,5.00,0.00,0.00,0.00,1
ASTAR.BO,11/25/2024,831.00,11.00,0.00,14.00,11.00,856.80,830.43,804.06,1
ASIANHOTNR.NS,11/25/2024,197.52,4.00,0.00,16.00,4.00,212.35,209.10,205.85,1
ASTERDM.NS,11/25/2024,439.30,21.00,0.00,26.00,21.00,922.89,898.90,874.91,1
ASYL.BO,11/25/2024,6.17,9.00,0.00,58.00,9.00,6.44,6.31,6.18,1
ATAM.BO,11/25/2024,146.55,15.00,0.00,28.00,15.00,177.29,167.33,157.36,1
ATISHAY.BO,11/25/2024,204.65,6.00,0.00,9.00,6.00,0.00,0.00,0.00,1
