Ticker,Date/Time,Close,SL,Mega Buy by Larger Wave ,Mega Sellby Larger Wave,Short_SL
63MOONS.NS,10/24/2024,576,314.65,473.16,488.39,542.50
63MOONS.NS,10/25/2024,576,324.05,,471.81,542.50
63MOONS.NS,10/28/2024,576,316.00,465.00,,542.50
63MOONS.NS,11/1/2024,576,316.00,,618.09,630.00
63MOONS.NS,11/11/2024,576,316.00,588.20,,630.00
63MOONS.NS,11/12/2024,576,351.00,,608.52,617.60
3IINFOLTD.NS,3/14/2024,27,66.50,40.26,,55.50
3IINFOLTD.NS,3/15/2024,27,66.50,41.10,42.70,55.50
3IINFOLTD.NS,3/18/2024,27,66.50,40.66,41.49,55.50
3IINFOLTD.NS,3/19/2024,27,66.50,40.40,41.00,55.50
3IINFOLTD.NS,3/20/2024,27,66.50,39.84,40.71,55.50
3IINFOLTD.NS,3/21/2024,27,66.50,40.96,41.89,55.50
3IINFOLTD.NS,3/22/2024,27,66.50,41.44,42.11,42.45
3IINFOLTD.NS,3/26/2024,27,66.50,,41.36,42.45
3IINFOLTD.NS,4/1/2024,27,29.55,40.79,,43.30
3IINFOLTD.NS,4/4/2024,27,29.55,,45.49,46.00
3IINFOLTD.NS,5/16/2024,27,43.00,37.89,,39.50
3IINFOLTD.NS,5/17/2024,27,41.55,,39.65,39.80
3IINFOLTD.NS,7/3/2024,27,38.55,36.81,,39.50
3IINFOLTD.NS,7/8/2024,27,36.05,,41.98,42.59
3IINFOLTD.NS,8/19/2024,27,31.80,33.93,,34.74
3IINFOLTD.NS,8/28/2024,27,31.50,,37.42,38.17
3MINDIA.NS,2/29/2024,31890,24011.00,,31928.02,32380.70
3MINDIA.NS,3/22/2024,31890,22575.25,30333.38,,30900.00
3MINDIA.NS,3/27/2024,31890,22575.25,,31288.05,31657.45
3MINDIA.NS,5/16/2024,31890,17273.00,29089.94,,30301.00
3MINDIA.NS,5/30/2024,31890,17273.00,,34069.14,35545.25
3MINDIA.NS,6/6/2024,31890,22000.05,33541.53,,35545.25
3MINDIA.NS,7/9/2024,31890,21300.45,,39914.70,40181.00
3MINDIA.NS,7/22/2024,31890,21500.00,37389.17,,40181.00
3MINDIA.NS,7/30/2024,31890,22125.25,,40222.60,40642.95
3MINDIA.NS,10/31/2024,31890,35454.25,34931.05,,36147.70
3MINDIA.NS,11/1/2024,31890,34808.00,,36257.04,36317.60
^CNXENERGY,9/11/2024,37006,,,42155.54,44059.75
^CNXENERGY,9/25/2024,37006,,43761.85,,44108.50
^CNXENERGY,9/27/2024,37006,,,44483.56,44665.85
7TEC.BO,10/17/2024,57,,,52.32,57.45
7TEC.BO,10/31/2024,57,53.00,53.46,,58.89
7TEC.BO,11/1/2024,57,53.00,,60.84,61.85
7TEC.BO,11/19/2024,57,50.26,54.99,,61.85
^CNXAUTO,8/6/2024,23716,,,25098.02,26934.05
^CNXAUTO,8/7/2024,23716,,24849.44,,26934.05
^CNXAUTO,9/30/2024,23716,,,27393.94,27696.10
^CNXIT,8/5/2024,43618,,,38740.80,41381.10
^CNXIT,8/9/2024,43618,,39011.99,,41381.10
^CNXIT,9/17/2024,43618,,,43517.81,43645.90
^CNXIT,11/22/2024,43618,39975.00,42346.70,,43436.15
^CNXMETAL,7/31/2024,8883,,,9583.26,9611.10
^CNXMETAL,8/19/2024,8883,,9066.93,,9173.35
^CNXMETAL,8/26/2024,8883,,,9464.80,9512.20
^CNXMETAL,9/12/2024,8883,,9128.11,,9305.60
^CNXMETAL,10/1/2024,8883,,,10192.61,10263.65
^CNXMETAL,10/30/2024,8883,8797.60,9307.78,,9427.85
^CNXMETAL,11/6/2024,8883,8727.80,,9603.40,9671.25
^CNXPSUBANK,9/23/2024,6779,,,6813.10,6867.70
^CNXPSUBANK,10/29/2024,6779,7039.20,6571.60,,6769.30
^CNXPSUBANK,11/7/2024,6779,6503.30,,7014.04,7038.80
^CNXPSUBANK,11/22/2024,6779,6163.75,6393.66,,7038.80
^CNXREALTY,9/26/2024,1029,,,1134.97,1140.40
^CNXREALTY,10/8/2024,1029,,1017.64,,1140.40
^CNXREALTY,10/16/2024,1029,,,1082.03,1086.55
^CNXREALTY,11/22/2024,1029,929.75,975.20,,1008.95
AAIL.BO,7/23/2024,105,,,107.54,113.90
AAIL.BO,7/24/2024,105,,106.88,,117.00
AAIL.BO,8/1/2024,105,,,116.30,118.00
AAIL.BO,8/12/2024,105,,102.69,,118.00
AAIL.BO,8/27/2024,105,,,119.14,123.00
AAIL.BO,8/30/2024,105,,110.40,,123.00
AAIL.BO,9/3/2024,105,,,116.64,118.80
AAIL.BO,10/11/2024,105,,109.01,,116.85
AAIL.BO,10/16/2024,105,,,121.00,122.00
AAIL.BO,10/28/2024,105,100.15,100.16,,123.80
AAIL.BO,11/12/2024,105,104.80,,113.79,117.00
AANCHALISP.BO,8/7/2024,6,,,5.88,6.07
AANCHALISP.BO,8/22/2024,6,,5.28,,5.83
AANCHALISP.BO,9/4/2024,6,,,6.20,6.34
AANCHALISP.BO,10/14/2024,6,,5.81,,6.54
AANCHALISP.BO,10/17/2024,6,,,6.05,6.20
AANCHALISP.BO,10/29/2024,6,5.02,5.19,,6.30
AANCHALISP.BO,11/7/2024,6,5.02,,5.94,6.05
AANCHALISP.BO,11/14/2024,6,5.16,5.39,,6.05
AARTECH.BO,7/19/2024,75,,,62.63,67.08
AARTECH.BO,7/22/2024,75,,62.52,,67.08
AARTECH.BO,8/6/2024,75,,,76.83,77.67
AARTECH.BO,8/9/2024,75,,71.66,,80.00
AARTECH.BO,8/12/2024,75,,,76.22,80.00
AARTECH.BO,8/20/2024,75,,66.96,,80.00
AARTECH.BO,8/26/2024,75,,,76.55,76.95
AARTECH.BO,9/2/2024,75,,73.49,,84.75
AARTECH.BO,9/4/2024,75,,,81.00,82.00
AARTECH.BO,10/9/2024,75,,67.48,,78.85
AARTECH.BO,10/16/2024,75,,,68.93,69.80
AARTECH.BO,11/18/2024,75,59.90,62.01,,64.94
AAATECH.NS,3/1/2024,113,28.07,,106.27,108.10
AAATECH.NS,4/2/2024,113,29.33,85.19,,108.10
AAATECH.NS,4/22/2024,113,29.33,,137.43,147.00
AAATECH.NS,4/29/2024,113,29.33,124.10,,147.00
AAATECH.NS,4/30/2024,113,29.33,,133.69,147.00
AAATECH.NS,5/15/2024,113,29.33,112.75,,147.00
AAATECH.NS,5/17/2024,113,29.33,,126.80,126.80
AAATECH.NS,6/5/2024,113,44.67,95.53,,130.70
AAATECH.NS,6/12/2024,113,65.60,,119.50,121.00
AAATECH.NS,7/9/2024,113,49.65,106.44,,109.87
AAATECH.NS,7/10/2024,113,58.60,,112.92,114.90
AAATECH.NS,7/30/2024,113,41.85,106.55,,111.16
AAATECH.NS,7/31/2024,113,41.85,,115.81,116.71
AAATECH.NS,8/7/2024,113,50.70,111.26,,122.50
AAATECH.NS,8/9/2024,113,50.70,,124.21,129.95
AAATECH.NS,8/16/2024,113,50.70,114.80,,129.95
AAATECH.NS,8/23/2024,113,50.70,,125.56,129.00
AAATECH.NS,8/30/2024,113,56.05,116.76,,129.00
AAATECH.NS,9/6/2024,113,56.05,,137.80,140.54
AAATECH.NS,9/13/2024,113,56.05,130.90,,142.95
AAATECH.NS,9/18/2024,113,56.05,,143.00,146.30
AAATECH.NS,10/9/2024,113,81.25,125.79,,133.50
AAATECH.NS,10/18/2024,113,93.55,,132.98,134.95
AAATECH.NS,10/28/2024,113,93.55,112.57,,134.95
AAATECH.NS,11/7/2024,113,93.55,,128.15,129.40
AAATECH.NS,11/19/2024,113,110.00,107.83,,129.40
AAKASH.NS,3/1/2024,10,1.39,9.89,,12.70
AAKASH.NS,3/5/2024,10,1.39,,10.60,10.60
AAKASH.NS,3/20/2024,10,23.00,8.45,,10.60
AAKASH.NS,3/26/2024,10,17.84,,10.24,10.35
AAKASH.NS,4/1/2024,10,17.21,8.74,,10.35
AAKASH.NS,4/4/2024,10,17.21,,11.98,12.20
AAKASH.NS,4/10/2024,10,19.40,10.68,,12.60
AAKASH.NS,4/12/2024,10,19.40,,11.46,12.60
AAKASH.NS,4/18/2024,10,19.40,10.52,,12.60
AAKASH.NS,4/24/2024,10,19.40,,11.11,11.25
AAKASH.NS,5/21/2024,10,15.35,10.71,,11.05
AAKASH.NS,5/24/2024,10,14.25,,12.63,12.75
AAKASH.NS,5/29/2024,10,12.55,11.35,,13.10
AAKASH.NS,5/30/2024,10,12.05,11.65,11.95,13.10
AAKASH.NS,5/31/2024,10,11.95,,11.63,13.10
AAKASH.NS,6/3/2024,10,11.80,11.55,,13.10
AAKASH.NS,6/4/2024,10,11.80,11.50,12.00,12.25
AAKASH.NS,6/5/2024,10,11.80,,11.04,12.25
AAKASH.NS,6/6/2024,10,11.80,11.15,,12.25
AAKASH.NS,6/13/2024,10,11.80,,12.93,13.10
AAKASH.NS,6/28/2024,10,6.25,12.10,,12.88
AAKASH.NS,7/3/2024,10,6.10,,16.34,16.34
AAKASH.NS,7/24/2024,10,5.70,13.20,,17.15
AAKASH.NS,7/31/2024,10,5.70,,14.11,14.48
AAKASH.NS,10/30/2024,10,12.47,10.77,,12.59
AAKASH.NS,11/1/2024,10,12.03,,11.95,12.20
AAKASH.NS,11/22/2024,10,10.24,10.45,,11.00
AARON.NS,2/29/2024,339,65.05,245.35,,269.95
AARON.NS,3/4/2024,339,65.05,,295.67,301.90
AARON.NS,3/14/2024,339,92.10,255.66,,312.15
AARON.NS,3/18/2024,339,92.10,266.47,270.83,312.15
AARON.NS,3/19/2024,339,92.10,259.58,266.52,312.15
AARON.NS,3/20/2024,339,92.10,255.88,262.43,312.15
AARON.NS,3/21/2024,339,92.10,258.25,262.75,312.15
AARON.NS,3/22/2024,339,92.10,257.36,261.69,312.15
AARON.NS,3/26/2024,339,92.10,,260.19,312.15
AARON.NS,3/28/2024,339,92.10,258.99,,267.35
AARON.NS,4/5/2024,339,92.10,,269.64,271.00
AARON.NS,5/17/2024,339,107.00,269.08,,282.50
AARON.NS,5/21/2024,339,107.00,,295.14,300.00
AARON.NS,6/7/2024,339,107.00,260.94,,284.70
AARON.NS,8/1/2024,339,171.30,,289.77,314.50
AARON.NS,9/5/2024,339,242.00,269.72,,276.70
AARON.NS,9/6/2024,339,242.00,,280.25,282.50
AARON.NS,10/10/2024,339,242.50,260.25,,270.00
AARON.NS,10/14/2024,339,242.10,,290.30,297.00
AARON.NS,10/28/2024,339,253.90,260.85,,297.00
AARON.NS,11/12/2024,339,251.05,,301.18,304.90
AARON.NS,11/19/2024,339,251.05,293.08,,335.00
AARTISURF.NS,4/2/2024,635,1107.79,587.02,,615.45
AARTISURF.NS,4/10/2024,635,945.31,,662.52,678.70
AARTISURF.NS,5/8/2024,635,733.60,664.01,,783.50
AARTISURF.NS,5/14/2024,635,646.01,,702.30,714.00
AARTISURF.NS,6/5/2024,635,704.06,645.11,,679.95
AARTISURF.NS,6/20/2024,635,709.97,,724.08,739.20
AARTISURF.NS,7/1/2024,635,586.98,677.75,,739.20
AARTISURF.NS,7/9/2024,635,499.15,,756.35,774.95
AARTISURF.NS,8/9/2024,635,603.00,626.70,,636.00
AARTISURF.NS,10/3/2024,635,548.15,,847.76,918.00
AARTISURF.NS,10/30/2024,635,605.00,717.80,,749.90
AARTISURF.NS,11/7/2024,635,605.00,,742.50,768.80
^NSEBANK,6/4/2024,52208,32290.55,,49519.75,51133.20
^NSEBANK,6/5/2024,52208,32290.55,47175.83,,51133.20
^NSEBANK,6/6/2024,52208,32290.55,49098.25,49481.25,51133.20
^NSEBANK,6/7/2024,52208,32290.55,49296.14,49727.51,51133.20
^NSEBANK,6/10/2024,52208,32290.55,49780.30,50095.40,51133.20
^NSEBANK,6/11/2024,52208,37386.35,49640.41,49860.34,51133.20
^NSEBANK,6/12/2024,52208,37386.35,49831.37,50099.39,51133.20
^NSEBANK,6/13/2024,52208,37386.35,49896.35,50089.75,51133.20
^NSEBANK,6/14/2024,52208,37386.35,49795.66,50000.29,51133.20
^NSEBANK,6/18/2024,52208,37386.35,50065.69,50396.66,50562.15
^NSEBANK,6/19/2024,52208,37386.35,50820.56,51578.19,51957.00
^NSEBANK,6/20/2024,52208,37386.35,51421.68,51702.03,51957.00
^NSEBANK,6/21/2024,52208,37386.35,51402.30,51757.00,51957.00
^NSEBANK,6/24/2024,52208,37386.35,51300.16,51622.69,51957.00
^NSEBANK,6/25/2024,52208,37386.35,51997.36,52496.79,52746.50
^NSEBANK,6/26/2024,52208,37386.35,52527.35,52834.65,52988.30
^NSEBANK,6/27/2024,52208,37386.35,52774.44,53045.31,53180.75
^NSEBANK,6/28/2024,52208,41597.65,52439.30,52833.30,53180.75
^NSEBANK,7/1/2024,52208,41597.65,52288.58,52533.63,53180.75
^NSEBANK,7/2/2024,52208,41597.65,52204.60,52620.50,53180.75
^NSEBANK,7/3/2024,52208,41597.65,52676.16,53063.19,53256.70
^NSEBANK,7/4/2024,52208,41597.65,,53222.25,53357.70
^NSEBANK,8/20/2024,52208,43600.35,50555.35,,51025.60
^NSEBANK,9/26/2024,52208,44429.00,,54353.23,54467.35
A2ZINFRA.NS,3/21/2024,17,4.10,12.50,,16.70
A2ZINFRA.NS,4/9/2024,17,4.10,,15.16,15.45
A2ZINFRA.NS,4/16/2024,17,4.10,12.72,,15.45
A2ZINFRA.NS,4/30/2024,17,8.55,,14.59,14.75
A2ZINFRA.NS,5/10/2024,17,8.55,13.49,,15.40
A2ZINFRA.NS,6/12/2024,17,9.85,,22.75,23.02
A2ZINFRA.NS,6/20/2024,17,9.50,20.61,,23.95
A2ZINFRA.NS,6/24/2024,17,9.50,,23.12,23.40
A2ZINFRA.NS,7/26/2024,17,5.10,19.34,,19.34
A2ZINFRA.NS,7/31/2024,17,5.10,,20.40,20.50
A2ZINFRA.NS,8/13/2024,17,6.65,16.14,,20.50
A2ZINFRA.NS,8/21/2024,17,6.65,,20.44,20.68
A2ZINFRA.NS,9/18/2024,17,9.55,16.50,,20.68
A2ZINFRA.NS,9/27/2024,17,12.35,,18.82,18.83
A2ZINFRA.NS,10/8/2024,17,12.30,16.09,,18.83
A2ZINFRA.NS,10/11/2024,17,12.30,,19.40,19.63
A2ZINFRA.NS,10/16/2024,17,12.30,18.21,,20.61
A2ZINFRA.NS,10/17/2024,17,12.30,18.31,19.13,20.61
A2ZINFRA.NS,10/18/2024,17,12.30,17.78,18.53,20.61
A2ZINFRA.NS,10/21/2024,17,12.30,18.08,19.01,20.61
A2ZINFRA.NS,10/22/2024,17,12.30,17.19,17.65,20.61
A2ZINFRA.NS,10/23/2024,17,12.30,,17.29,20.61
A2ZINFRA.NS,10/24/2024,17,19.90,16.51,,20.61
A2ZINFRA.NS,10/25/2024,17,18.70,16.74,17.57,20.61
A2ZINFRA.NS,10/28/2024,17,18.24,,17.09,20.61
A2ZINFRA.NS,10/29/2024,17,18.24,16.02,,20.61
A2ZINFRA.NS,11/8/2024,17,15.87,,20.23,20.50
A2ZINFRA.NS,11/18/2024,17,15.75,16.75,,20.50
A2ZINFRA.NS,11/19/2024,17,15.75,,18.19,20.50
^NSEI,6/3/2024,24222,15183.40,,23269.60,23338.70
^NSEI,6/4/2024,24222,15183.40,21755.96,,23338.70
^NSEI,6/5/2024,24222,15183.40,22011.56,22450.79,23338.70
^NSEI,6/6/2024,24222,15183.40,22709.49,22843.26,23338.70
^NSEI,6/7/2024,24222,15183.40,22921.84,23187.41,23338.70
^NSEI,6/10/2024,24222,15183.40,23273.34,23365.71,23411.90
^NSEI,6/11/2024,24222,16747.70,23252.35,23343.75,23411.90
^NSEI,6/12/2024,24222,16747.70,23332.45,23405.45,23441.95
^NSEI,6/13/2024,24222,16747.70,23385.69,23449.26,23481.05
^NSEI,6/14/2024,24222,16747.70,23373.29,23451.36,23490.40
^NSEI,6/18/2024,24222,16747.70,23519.54,23559.21,23579.05
^NSEI,6/19/2024,24222,16747.70,23475.68,23601.22,23664.00
^NSEI,6/20/2024,24222,16747.70,23487.95,23578.65,23664.00
^NSEI,6/21/2024,24222,16747.70,23465.42,23599.88,23667.10
^NSEI,6/24/2024,24222,16747.70,23402.03,23506.08,23667.10
^NSEI,6/25/2024,24222,16747.70,23610.08,23706.13,23754.15
^NSEI,6/26/2024,24222,16747.70,23725.31,23835.04,23889.90
^NSEI,6/27/2024,24222,16747.70,23875.91,24016.94,24087.45
^NSEI,6/28/2024,24222,17779.50,24032.85,24126.95,24174.00
^NSEI,7/1/2024,24222,17774.25,24035.52,24121.18,24174.00
^NSEI,7/2/2024,24222,17774.25,24101.39,24191.36,24236.35
^NSEI,7/3/2024,24222,17761.65,24232.61,24283.64,24309.15
^NSEI,7/4/2024,24222,17761.65,24311.00,24371.00,24401.00
^NSEI,7/5/2024,24222,17493.55,24217.39,24314.46,24401.00
^NSEI,7/8/2024,24222,17353.40,24266.56,24318.59,24401.00
^NSEI,7/9/2024,24222,17353.40,24359.83,24415.68,24443.60
^NSEI,7/10/2024,24222,17353.40,24221.61,24381.24,24461.05
^NSEI,7/11/2024,24222,17353.40,24245.97,24350.42,24461.05
^NSEI,7/12/2024,24222,17255.20,24396.41,24526.94,24592.20
^NSEI,7/15/2024,24222,17255.20,24550.82,24606.98,24635.05
^NSEI,7/16/2024,24222,16850.15,24606.05,24642.85,24661.25
^NSEI,7/18/2024,24222,16828.35,24587.77,24754.43,24837.75
^NSEI,7/19/2024,24222,16828.35,24594.81,24768.14,24854.80
^NSEI,7/22/2024,24222,16828.35,24420.53,24536.98,24854.80
^NSEI,7/23/2024,24222,16828.35,24201.29,24455.46,24854.80
^NSEI,7/24/2024,24222,16828.35,24356.50,24455.00,24854.80
^NSEI,7/25/2024,24222,16828.35,24264.64,24372.31,24854.80
^NSEI,7/26/2024,24222,16828.35,24523.46,24748.59,24861.15
^NSEI,7/29/2024,24222,16828.35,24830.89,24943.46,24999.75
^NSEI,7/30/2024,24222,16828.35,24841.93,24928.47,24999.75
^NSEI,7/31/2024,24222,16828.35,24888.53,24952.58,24999.75
^NSEI,8/1/2024,24222,16828.35,24986.88,25047.82,25078.30
^NSEI,8/2/2024,24222,16828.35,24728.11,24810.64,25078.30
^NSEI,8/5/2024,24222,16828.35,24007.79,24235.96,25078.30
^NSEI,8/6/2024,24222,16828.35,24065.95,24277.05,25078.30
^NSEI,8/7/2024,24222,16828.35,24223.10,24299.50,25078.30
^NSEI,8/8/2024,24222,16828.35,24144.90,24275.30,25078.30
^NSEI,8/9/2024,24222,16828.35,24338.34,24392.61,24419.75
^NSEI,8/12/2024,24222,16828.35,24277.27,24407.63,24472.80
^NSEI,8/13/2024,24222,16828.35,24177.36,24299.09,24472.80
^NSEI,8/14/2024,24222,16828.35,24123.90,24172.30,24472.80
^NSEI,8/16/2024,24222,16828.35,24294.35,24474.05,24563.90
^NSEI,8/19/2024,24222,19253.60,24551.91,24609.84,24638.80
^NSEI,8/20/2024,24222,19229.70,24638.97,24702.52,24734.30
^NSEI,8/21/2024,24222,19223.65,24687.86,24754.59,24787.95
