Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
1STCUS.BO,9/13/2024,120,89.36,89.35
1STCUS.BO,11/6/2024,120,115.35,100.60
4THGEN.BO,9/16/2024,7,5.67,5.17
360ONE.NS,10/11/2024,1093,1037.96,940.00
360ONE.NS,10/29/2024,1093,1005.40,982.00
360ONE.NS,11/18/2024,1093,1038.63,1001.05
21STCENMGM.NS,10/8/2024,100,97.69,96.70
21STCENMGM.NS,10/30/2024,100,105.42,104.36
5PAISA.NS,10/10/2024,480,538.70,504.50
5PAISA.NS,10/28/2024,480,490.67,480.00
20MICRONS.NS,10/16/2024,228,278.00,260.00
3PLAND.NS,10/29/2024,56,36.53,34.05
63MOONS.NS,9/13/2024,576,396.91,387.20
63MOONS.NS,9/16/2024,576,400.04,387.20
63MOONS.NS,9/18/2024,576,380.33,371.70
63MOONS.NS,9/30/2024,576,378.51,372.10
63MOONS.NS,10/8/2024,576,360.50,351.00
63MOONS.NS,10/23/2024,576,449.00,436.10
63MOONS.NS,10/24/2024,576,473.16,436.10
63MOONS.NS,10/28/2024,576,465.00,436.10
63MOONS.NS,11/11/2024,576,588.20,555.00
3MINDIA.NS,10/31/2024,31890,34931.05,33131.60
7TEC.BO,10/31/2024,57,53.46,50.26
7TEC.BO,11/19/2024,57,54.99,53.15
^CNXENERGY,9/25/2024,37006,43761.85,42093.10
^CNXIT,11/22/2024,43618,42346.70,41035.40
^CNXMETAL,9/12/2024,8883,9128.11,8993.35
^CNXMETAL,10/30/2024,8883,9307.78,8924.55
^CNXPSUBANK,10/29/2024,6779,6571.60,6188.85
^CNXPSUBANK,11/22/2024,6779,6393.66,6163.75
^CNXREALTY,10/8/2024,1029,1017.64,1011.80
^CNXREALTY,11/22/2024,1029,975.20,929.75
AAIL.BO,10/11/2024,105,109.01,104.80
AAIL.BO,10/28/2024,105,100.16,96.00
AARTECH.BO,10/9/2024,75,67.48,63.00
AARTECH.BO,11/18/2024,75,62.01,58.38
AAATECH.NS,9/13/2024,113,130.90,126.20
AAATECH.NS,10/9/2024,113,125.79,115.00
AAATECH.NS,10/28/2024,113,112.57,110.00
AAATECH.NS,11/19/2024,113,107.83,102.17
AANCHALISP.BO,10/14/2024,6,5.81,5.25
AANCHALISP.BO,10/29/2024,6,5.19,5.07
AANCHALISP.BO,11/14/2024,6,5.39,5.21
AAKASH.NS,10/30/2024,10,10.77,10.51
AAKASH.NS,11/22/2024,10,10.45,10.24
AARON.NS,9/5/2024,339,269.72,261.50
AARON.NS,10/10/2024,339,260.25,251.05
AARON.NS,10/28/2024,339,260.85,252.00
AARON.NS,11/19/2024,339,293.08,268.60
