Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
360ONE.NS,10/31/2024,1090.50,3.00,0.00,11.00,3.00,1103.53,1090.06,1076.59,1
3RDROCK.NS,10/30/2024,64.60,298.00,0.00,,298.00,,,,1
4THGEN.BO,10/30/2024,6.24,60.00,0.00,71.00,60.00,6.67,6.37,6.07,1
3PLAND.NS,10/31/2024,39.35,4.00,0.00,47.00,4.00,40.28,39.83,39.38,1
3IINFOLTD.NS,10/31/2024,27.94,4.00,0.00,45.00,4.00,28.15,27.93,27.72,1
63MOONS.NS,10/31/2024,572.75,7.00,0.00,12.00,7.00,576.39,543.11,509.84,1
7TEC.BO,10/31/2024,57.51,9.00,0.00,63.00,9.00,56.35,54.24,52.13,1
^CNXPSUBANK,10/31/2024,6725.35,6.00,0.00,93.00,6.00,7011.91,6831.62,6651.32,1
AAATECH.NS,10/31/2024,120.74,4.00,0.00,15.00,4.00,127.80,125.14,122.48,1
AAIL.BO,10/31/2024,103.95,4.00,0.00,11.00,4.00,107.77,105.53,103.29,1
AARTISURF.NS,10/31/2024,738.25,3.00,0.00,30.00,3.00,757.00,743.14,729.27,1
AAYUSH.BO,10/31/2024,106.35,68.00,0.00,88.00,68.00,104.63,97.01,89.39,1
AARVEEDEN.NS,10/31/2024,50.09,3.00,0.00,15.00,3.00,50.90,50.15,49.40,1
ABCINDQ.BO,10/31/2024,120.60,4.00,0.00,43.00,4.00,122.44,121.00,119.56,1
ABIRAFN.BO,10/31/2024,53.00,5.00,0.00,27.00,5.00,53.62,52.66,51.70,1
ABHICAP.BO,10/31/2024,150.10,6.00,0.00,12.00,6.00,0.00,0.00,0.00,1
ABMKNO.BO,10/31/2024,134.90,4.00,0.00,15.00,4.00,137.71,133.95,130.19,1
ACCEL.BO,10/31/2024,23.71,4.00,0.00,11.00,4.00,23.99,23.75,23.51,1
ACEMEN.BO,10/31/2024,76.67,6.00,0.00,19.00,6.00,77.47,76.59,75.71,1
ACESOFT.BO,10/31/2024,494.25,27.00,0.00,32.00,27.00,489.68,456.50,423.32,1
ACGL.BO,10/31/2024,2439.15,3.00,0.00,10.00,3.00,2489.80,2453.71,2417.62,1
ADCINDIA.BO,10/31/2024,1774.85,4.00,0.00,24.00,4.00,1858.65,1805.20,1751.75,1
ADDIND.BO,10/31/2024,40.68,7.00,0.00,28.00,7.00,43.13,42.36,41.58,1
ADANIENT.NS,10/31/2024,2947.25,4.00,0.00,21.00,4.00,3035.94,2987.10,2938.26,1
ADIEXRE.BO,10/31/2024,26.49,17.00,0.00,20.00,17.00,26.50,26.20,25.91,1
ADFFOODS.NS,10/31/2024,298.80,4.00,0.00,10.00,4.00,301.10,295.58,290.06,1
ADINATH.BO,10/31/2024,28.34,6.00,0.00,21.00,6.00,30.10,28.49,26.88,1
ADITYASP.BO,10/31/2024,28.53,4.00,0.00,9.00,4.00,0.00,0.00,0.00,1
ADORFO.BO,9/23/2024,141.15,10.00,0.00,49.00,10.00,152.33,149.00,145.67,1
ADVAIT.BO,10/31/2024,1743.65,6.00,0.00,14.00,6.00,1772.34,1745.86,1719.38,1
ADROITINFO.NS,10/31/2024,20.20,4.00,0.00,13.00,4.00,20.66,20.08,19.50,1
ADVENZYMES.NS,10/31/2024,473.15,4.00,0.00,11.00,4.00,473.72,467.92,462.12,1
ADVIKCA.BO,10/31/2024,2.40,6.00,0.00,16.00,6.00,2.47,2.40,2.32,1
AGIIL.BO,10/31/2024,1136.15,6.00,0.00,29.00,6.00,1151.10,1115.52,1079.94,1
AEGISLOG.BO,10/31/2024,800.75,17.00,0.00,39.00,17.00,808.45,783.26,758.06,1
AFEL.BO,10/31/2024,18.99,15.00,0.00,18.00,15.00,0.00,0.00,0.00,1
AGARIND.NS,10/31/2024,1081.70,3.00,0.00,26.00,3.00,1100.12,1087.43,1074.75,1
