Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
360ONE.NS,10/11/2024,1091,1037.96,940.00
360ONE.NS,10/29/2024,1091,1005.40,982.00
21STCENMGM.NS,10/8/2024,111,97.69,96.70
5PAISA.NS,10/10/2024,514,538.70,504.50
5PAISA.NS,10/28/2024,514,490.67,480.00
1STCUS.BO,9/13/2024,101,89.36,89.35
4THGEN.BO,9/16/2024,6,5.67,5.17
20MICRONS.NS,8/16/2024,266,293.60,285.05
20MICRONS.NS,10/16/2024,266,278.00,260.00
3PLAND.NS,8/16/2024,39,40.45,39.47
3PLAND.NS,9/4/2024,39,42.34,41.70
3PLAND.NS,10/29/2024,39,36.53,34.05
3IINFOLTD.NS,8/19/2024,28,33.93,32.40
63MOONS.NS,9/3/2024,573,360.35,324.90
63MOONS.NS,9/13/2024,573,396.91,387.20
63MOONS.NS,9/16/2024,573,400.04,387.20
63MOONS.NS,9/18/2024,573,380.33,371.70
63MOONS.NS,9/30/2024,573,378.51,372.10
63MOONS.NS,10/8/2024,573,360.50,351.00
63MOONS.NS,10/23/2024,573,449.00,436.10
63MOONS.NS,10/24/2024,573,473.16,436.10
63MOONS.NS,10/28/2024,573,465.00,436.10
^CNXENERGY,9/25/2024,39302,43761.85,42093.10
^CNXMETAL,8/19/2024,9327,9066.93,8727.80
^CNXMETAL,9/12/2024,9327,9128.11,8993.35
^CNXPSUBANK,10/29/2024,6725,6571.60,6188.85
^NSEBANK,8/20/2024,51475,50555.35,49654.65
^CNXREALTY,9/13/2024,1000,1043.32,1022.25
^CNXREALTY,10/8/2024,1000,1017.64,1011.80
^NSEI,8/14/2024,24205,24123.90,23893.70
^NSEI,8/16/2024,24205,24294.35,23893.70
^NSEI,8/19/2024,24205,24551.91,23893.70
^NSEI,8/20/2024,24205,24638.97,23893.70
^NSEI,8/21/2024,24205,24687.86,23893.70
^NSEI,8/22/2024,24205,24805.17,23893.70
^NSEI,8/23/2024,24205,24793.34,23893.70
^NSEI,8/26/2024,24205,24916.97,23893.70
^NSEI,8/27/2024,24205,24998.51,23893.70
^NSEI,8/28/2024,24205,25005.89,23893.70
^NSEI,8/29/2024,24205,25047.10,23893.70
^NSEI,8/30/2024,24205,25216.64,23893.70
^NSEI,9/2/2024,24205,25260.04,23893.70
^NSEI,9/3/2024,24205,25257.28,23893.70
^NSEI,9/4/2024,24205,25116.85,23893.70
^NSEI,9/5/2024,24205,25164.68,23893.70
^NSEI,9/6/2024,24205,24893.16,24801.30
^NSEI,9/9/2024,24205,24804.24,24753.15
^NSEI,9/10/2024,24205,24955.23,24753.15
^NSEI,9/11/2024,24205,24942.29,24753.15
^NSEI,9/12/2024,24205,25064.42,24753.15
^NSEI,9/13/2024,24205,25326.96,24753.15
^NSEI,9/16/2024,24205,25363.57,24753.15
^NSEI,9/17/2024,24205,25374.60,24753.15
^NSEI,9/18/2024,24205,25334.71,24753.15
^NSEI,9/19/2024,24205,25435.03,24753.15
^NSEI,9/20/2024,24205,25532.26,24753.15
^NSEI,9/23/2024,24205,25874.51,24753.15
^NSEI,9/24/2024,24205,25918.02,24753.15
^NSEI,9/25/2024,24205,25911.71,24753.15
AAATECH.NS,8/16/2024,121,114.80,113.10
AAATECH.NS,8/30/2024,121,116.76,113.61
AAATECH.NS,9/13/2024,121,130.90,126.20
AAATECH.NS,10/9/2024,121,125.79,115.00
AAATECH.NS,10/28/2024,121,112.57,110.00
AARTECH.BO,8/20/2024,61,66.96,66.00
AARTECH.BO,9/2/2024,61,73.49,66.00
AARTECH.BO,10/9/2024,61,67.48,63.00
AAKASH.NS,10/30/2024,12,10.77,10.51
AARON.NS,9/5/2024,269,269.72,261.50
AARON.NS,10/10/2024,269,260.25,251.05
AARON.NS,10/28/2024,269,260.85,252.00
AAIL.BO,8/30/2024,104,110.40,100.65
AAIL.BO,10/11/2024,104,109.01,104.80
AAIL.BO,10/28/2024,104,100.16,96.00
AANCHALISP.BO,8/22/2024,6,5.28,5.07
AANCHALISP.BO,10/14/2024,6,5.81,5.25
AANCHALISP.BO,10/29/2024,6,5.19,5.07
A2ZINFRA.NS,9/18/2024,17,16.50,15.87
A2ZINFRA.NS,10/8/2024,17,16.09,15.75
A2ZINFRA.NS,10/16/2024,17,18.21,15.75
A2ZINFRA.NS,10/17/2024,17,18.31,17.90
A2ZINFRA.NS,10/18/2024,17,17.78,17.41
A2ZINFRA.NS,10/21/2024,17,18.08,17.41
A2ZINFRA.NS,10/22/2024,17,17.19,16.96
A2ZINFRA.NS,10/24/2024,17,16.51,16.21
A2ZINFRA.NS,10/25/2024,17,16.74,16.21
A2ZINFRA.NS,10/29/2024,17,16.02,15.83
AARTISURF.NS,10/30/2024,738,717.80,678.00
AARVI.NS,8/19/2024,144,138.04,134.01
AARVI.NS,8/30/2024,144,143.12,141.65
AARVI.NS,10/9/2024,144,149.95,129.25
AARVI.NS,10/28/2024,144,140.74,137.60
AAVAS.NS,8/16/2024,1673,1674.95,1603.30
AAVAS.NS,8/20/2024,1673,1667.25,1651.75
AAVAS.NS,9/12/2024,1673,1784.00,1651.75
AAYUSH.BO,10/4/2024,106,73.11,26.51
ABANSENT.BO,9/16/2024,32,141.02,137.00
ABANSENT.BO,10/18/2024,32,38.13,35.05
ABANSENT.BO,10/21/2024,32,40.60,35.05
ABANSENT.BO,10/23/2024,32,30.74,29.00
ABANSENT.BO,10/24/2024,32,33.70,29.00
ABANSENT.BO,10/25/2024,32,30.29,28.85
ABANSENT.BO,10/28/2024,32,27.71,27.00
ABANSENT.BO,10/30/2024,32,26.70,25.10
AARTIDRUGS.NS,8/19/2024,484,504.56,492.05
AARTIIND.NS,8/20/2024,511,616.06,593.05
AARTIIND.NS,9/19/2024,511,561.90,559.00
AARTIIND.NS,10/28/2024,511,491.16,480.40
ABCAPITAL.NS,8/16/2024,203,207.99,201.60
ABCAPITAL.NS,8/20/2024,203,214.84,201.60
ABCAPITAL.NS,9/12/2024,203,216.53,212.80
ABBOTINDIA.BO,8/21/2024,28976,28005.78,26783.65
ABBOTINDIA.BO,9/26/2024,28976,28814.25,27534.30
ABBOTINDIA.BO,10/8/2024,28976,28154.05,27800.00
AARVEEDEN.NS,9/6/2024,50,43.98,43.12
AARVEEDEN.NS,10/1/2024,50,47.22,45.00
AARVEEDEN.NS,10/29/2024,50,43.03,41.25
ABAN.NS,8/27/2024,66,76.79,75.14
ABAN.NS,9/23/2024,66,74.08,70.06
ABAN.NS,10/30/2024,66,65.50,62.56
3MINDIA.NS,10/31/2024,36048,34931.05,33131.60
ABB.NS,8/14/2024,7429,7542.00,7451.00
ABB.NS,9/11/2024,7429,7563.14,7431.55
ABB.NS,10/8/2024,7429,7853.04,7672.15
ABCINDQ.BO,8/14/2024,121,116.25,102.00
ABCINDQ.BO,10/9/2024,121,127.75,118.10
ABCINDQ.BO,10/23/2024,121,118.23,112.50
ABHIINFRA.BO,8/22/2024,8,6.95,5.92
ABHIINFRA.BO,8/28/2024,8,7.12,5.92
ABHIINFRA.BO,8/29/2024,8,7.13,5.92
ABHIINFRA.BO,8/30/2024,8,7.23,5.92
ABHIINFRA.BO,9/9/2024,8,6.91,6.20
ABFRL.NS,9/12/2024,308,318.59,303.00
ABFRL.NS,10/8/2024,308,322.81,318.80
ABIRAFN.BO,8/20/2024,53,57.06,55.60
ABIRAFN.BO,8/30/2024,53,56.17,55.00
ABIRAFN.BO,9/19/2024,53,53.63,52.25
ABIRAFN.BO,9/30/2024,53,53.61,52.50
ABIRAFN.BO,10/16/2024,53,49.90,49.00
ABIRAFN.BO,10/17/2024,53,50.32,49.00
ABIRAFN.BO,10/18/2024,53,48.25,47.50
ABIRAFN.BO,10/21/2024,53,48.63,47.50
ABIRAFN.BO,10/22/2024,53,50.34,47.50
ABIRAFN.BO,10/23/2024,53,48.41,47.50
ABIRAFN.BO,10/28/2024,53,48.99,45.40
ABHICAP.BO,8/14/2024,150,180.55,166.75
ABHICAP.BO,8/16/2024,150,174.25,166.00
ABHICAP.BO,8/20/2024,150,174.61,166.00
ABHICAP.BO,8/21/2024,150,175.43,166.00
ABHICAP.BO,8/22/2024,150,173.52,166.00
ABHICAP.BO,8/23/2024,150,179.67,166.00
ABHICAP.BO,8/26/2024,150,173.91,169.40
ABHICAP.BO,8/27/2024,150,174.63,169.40
ABHICAP.BO,8/28/2024,150,174.66,169.40
ABHICAP.BO,8/29/2024,150,168.80,166.40
ABHICAP.BO,8/30/2024,150,171.76,166.40
ABHICAP.BO,9/9/2024,150,177.71,165.10
ABHICAP.BO,9/19/2024,150,176.33,167.00
ABHICAP.BO,10/9/2024,150,160.60,150.00
ABHICAP.BO,10/10/2024,150,161.38,150.00
ABHICAP.BO,10/11/2024,150,160.25,150.00
ABHICAP.BO,10/14/2024,150,160.25,150.00
ABHICAP.BO,10/15/2024,150,160.39,155.00
ABHICAP.BO,10/16/2024,150,158.63,155.00
ABHICAP.BO,10/17/2024,150,155.63,155.00
ABHICAP.BO,10/18/2024,150,151.55,150.40
ABHICAP.BO,10/21/2024,150,150.80,146.85
ABHICAP.BO,10/22/2024,150,147.65,146.85
ABHICAP.BO,10/24/2024,150,155.80,140.20
ABMKNO.BO,8/19/2024,135,147.18,140.00
ABMKNO.BO,10/29/2024,135,122.71,115.05
ACCURACY.NS,8/14/2024,10,10.78,10.60
ACCURACY.NS,8/19/2024,10,10.78,10.36
ACCURACY.NS,9/23/2024,10,9.47,9.37
ACCURACY.NS,10/8/2024,10,9.68,9.45
ACCURACY.NS,10/30/2024,10,9.67,9.35
ACCEL.BO,9/18/2024,24,24.98,24.50
ACCEL.BO,9/19/2024,24,25.56,24.50
ACCEL.BO,9/20/2024,24,25.22,24.50
ACCEL.BO,9/23/2024,24,25.22,24.50
ACCEL.BO,9/24/2024,24,25.41,24.50
ACCEL.BO,9/25/2024,24,25.08,24.50
ACCEL.BO,9/26/2024,24,25.07,24.67
ACCEL.BO,9/27/2024,24,25.48,24.67
ACCEL.BO,9/30/2024,24,24.57,24.16
ACCEL.BO,10/1/2024,24,24.46,24.16
ACCEL.BO,10/3/2024,24,23.86,23.56
ACCEL.BO,10/4/2024,24,24.00,23.56
ACCEL.BO,10/7/2024,24,23.77,23.22
ACCEL.BO,10/8/2024,24,22.66,22.25
ACCEL.BO,10/9/2024,24,23.38,22.25
ACCEL.BO,10/14/2024,24,23.77,22.25
ACCEL.BO,10/28/2024,24,21.96,21.52
ACC.NS,8/26/2024,2320,2327.50,2312.65
ACCELYA.NS,8/20/2024,1598,1746.70,1652.40
ACCELYA.NS,10/8/2024,1598,1639.29,1600.10
ACE.NS,8/19/2024,1347,1286.25,1227.55
ACE.NS,9/16/2024,1347,1269.07,1225.05
ACE.NS,10/9/2024,1347,1314.28,1262.00
ACE.NS,10/30/2024,1347,1203.85,1115.50
ACEMEN.BO,9/25/2024,77,61.83,60.18
ACEMEN.BO,10/25/2024,77,69.47,67.00
ACESOFT.BO,8/26/2024,494,311.98,304.50
ACESOFT.BO,8/27/2024,494,325.20,304.50
ACESOFT.BO,8/29/2024,494,308.06,303.70
ACESOFT.BO,9/9/2024,494,325.59,320.50
