Ticker,Date/Time,Close,Mega Sellby Larger Wave,SL
360ONE.NS,9/12/2024,1091,1104.03,1054.50
360ONE.NS,10/16/2024,1091,1123.01,940.00
21STCENMGM.NS,9/11/2024,111,140.01,74.35
21STCENMGM.NS,10/21/2024,111,120.24,96.70
1STCUS.BO,9/25/2024,101,125.13,89.35
5PAISA.NS,9/23/2024,514,570.15,502.15
5PAISA.NS,10/15/2024,514,582.34,504.50
20MICRONS.NS,8/23/2024,266,337.48,285.05
20MICRONS.NS,10/21/2024,266,314.00,260.00
3IINFOLTD.NS,8/28/2024,28,37.42,32.40
3PLAND.NS,8/23/2024,39,46.61,39.47
3PLAND.NS,9/9/2024,39,44.95,41.70
63MOONS.NS,9/9/2024,573,425.80,324.90
63MOONS.NS,9/16/2024,573,410.01,387.20
63MOONS.NS,9/17/2024,573,391.39,380.55
63MOONS.NS,9/24/2024,573,412.25,371.70
63MOONS.NS,10/1/2024,573,403.07,372.10
63MOONS.NS,10/15/2024,573,528.26,351.00
63MOONS.NS,10/24/2024,573,488.39,436.10
63MOONS.NS,10/25/2024,573,471.81,436.10
^CNXENERGY,9/27/2024,39302,44483.56,42093.10
^CNXAUTO,9/30/2024,23515,27393.94,25191.00
^CNXIT,9/17/2024,40408,43517.81,41809.65
^CNXMETAL,8/26/2024,9327,9464.80,8727.80
^CNXMETAL,10/1/2024,9327,10192.61,9122.95
^CNXFMCG,9/23/2024,59203,66275.87,64261.95
^NSEBANK,9/26/2024,51475,54353.23,50369.40
A2ZINFRA.NS,8/21/2024,17,20.44,15.73
A2ZINFRA.NS,9/27/2024,17,18.82,15.87
A2ZINFRA.NS,10/11/2024,17,19.40,15.75
A2ZINFRA.NS,10/17/2024,17,19.13,17.90
A2ZINFRA.NS,10/18/2024,17,18.53,17.41
A2ZINFRA.NS,10/21/2024,17,19.01,17.41
A2ZINFRA.NS,10/22/2024,17,17.65,16.96
A2ZINFRA.NS,10/23/2024,17,17.29,16.21
A2ZINFRA.NS,10/25/2024,17,17.57,16.21
A2ZINFRA.NS,10/28/2024,17,17.09,16.02
^NSEI,8/14/2024,24205,24172.30,23893.70
^NSEI,8/16/2024,24205,24474.05,23893.70
^NSEI,8/19/2024,24205,24609.84,23893.70
^NSEI,8/20/2024,24205,24702.52,23893.70
^NSEI,8/21/2024,24205,24754.59,23893.70
^NSEI,8/22/2024,24205,24846.63,23893.70
^NSEI,8/23/2024,24205,24836.71,23893.70
^NSEI,8/26/2024,24205,25001.52,23893.70
^NSEI,8/27/2024,24205,25048.24,23893.70
^NSEI,8/28/2024,24205,25088.36,23893.70
^NSEI,8/29/2024,24205,25144.30,23893.70
^NSEI,8/30/2024,24205,25251.11,23893.70
^NSEI,9/2/2024,24205,25309.11,23893.70
^NSEI,9/3/2024,24205,25300.23,23893.70
^NSEI,9/4/2024,24205,25182.95,23893.70
^NSEI,9/5/2024,24205,25238.52,23893.70
^NSEI,9/6/2024,24205,25076.89,24801.30
^NSEI,9/9/2024,24205,24906.41,24753.15
^NSEI,9/10/2024,24205,25072.07,24753.15
^NSEI,9/11/2024,24205,25056.56,24753.15
^NSEI,9/12/2024,24205,25310.38,24753.15
^NSEI,9/13/2024,24205,25395.99,24753.15
^NSEI,9/16/2024,24205,25418.32,24753.15
^NSEI,9/17/2024,24205,25419.30,24753.15
^NSEI,9/18/2024,24205,25433.04,24753.15
^NSEI,9/19/2024,24205,25552.98,24753.15
^NSEI,9/20/2024,24205,25743.59,24753.15
^NSEI,9/23/2024,24205,25928.84,24753.15
^NSEI,9/24/2024,24205,25980.38,24753.15
^NSEI,9/25/2024,24205,25992.44,24753.15
^NSEI,9/26/2024,24205,26187.78,24753.15
^CNXREALTY,9/26/2024,1000,1134.97,1022.25
^CNXREALTY,10/16/2024,1000,1082.03,1011.80
AAATECH.NS,8/23/2024,121,125.56,113.10
AAATECH.NS,9/6/2024,121,137.80,113.61
AAATECH.NS,9/18/2024,121,143.00,126.20
AAATECH.NS,10/18/2024,121,132.98,125.00
AARTECH.BO,8/26/2024,61,76.55,66.00
AARTECH.BO,9/4/2024,61,81.00,66.00
AARTECH.BO,10/16/2024,61,68.93,63.00
AARON.NS,9/6/2024,269,280.25,261.50
AARON.NS,10/14/2024,269,290.30,251.05
AAIL.BO,8/27/2024,104,119.14,100.65
AAIL.BO,9/3/2024,104,116.64,100.65
AAIL.BO,10/16/2024,104,121.00,104.80
AANCHALISP.BO,9/4/2024,6,6.20,5.07
AANCHALISP.BO,10/17/2024,6,6.05,5.25
AARTISURF.NS,10/3/2024,738,847.76,808.05
AAVAS.NS,8/14/2024,1673,1709.96,1603.30
AAVAS.NS,8/19/2024,1673,1689.40,1651.75
AAVAS.NS,9/9/2024,1673,1900.75,1651.75
AAVAS.NS,9/23/2024,1673,1907.79,1651.75
AARVI.NS,8/22/2024,144,158.66,134.01
AARVI.NS,9/5/2024,144,153.25,141.65
AARVI.NS,10/17/2024,144,161.65,140.93
ABANSENT.BO,8/20/2024,32,148.21,124.10
ABANSENT.BO,10/4/2024,32,190.71,137.00
ABANSENT.BO,10/21/2024,32,43.80,35.05
ABANSENT.BO,10/22/2024,32,37.45,32.20
ABANSENT.BO,10/24/2024,32,34.90,29.00
ABANSENT.BO,10/25/2024,32,33.16,28.85
ABANSENT.BO,10/28/2024,32,29.14,27.00
ABANSENT.BO,10/29/2024,32,27.76,25.10
AARTIDRUGS.NS,8/26/2024,484,613.40,492.05
AARVEEDEN.NS,8/28/2024,50,47.80,35.36
AARVEEDEN.NS,9/16/2024,50,56.04,43.12
AARVEEDEN.NS,10/10/2024,50,50.35,45.00
AARTIIND.NS,8/28/2024,511,644.11,593.05
AARTIIND.NS,9/24/2024,511,586.67,559.00
ABCAPITAL.NS,8/19/2024,203,216.38,201.60
ABCAPITAL.NS,9/2/2024,203,225.33,218.09
ABCAPITAL.NS,10/1/2024,203,241.80,212.80
ABBOTINDIA.BO,8/30/2024,28976,30368.67,26783.65
ABBOTINDIA.BO,10/3/2024,28976,28852.48,28223.00
ABCINDQ.BO,8/30/2024,121,161.25,102.00
ABCINDQ.BO,10/10/2024,121,132.94,118.10
ABFRL.NS,10/1/2024,308,352.32,324.25
ABFRL.NS,10/15/2024,308,350.92,318.80
ABAN.NS,8/20/2024,66,87.72,64.01
ABAN.NS,9/4/2024,66,83.33,75.14
ABAN.NS,9/24/2024,66,79.94,70.06
ABB.NS,8/28/2024,7429,7928.22,7700.00
ABB.NS,10/1/2024,7429,8248.70,7350.05
ABB.NS,10/18/2024,7429,8777.51,8420.05
ABHIINFRA.BO,8/27/2024,8,7.32,5.92
ABHIINFRA.BO,8/29/2024,8,7.38,5.92
ABHIINFRA.BO,8/30/2024,8,7.70,5.92
ABHIINFRA.BO,9/2/2024,8,7.50,5.92
ABHIINFRA.BO,9/16/2024,8,10.82,6.20
ABIRAFN.BO,8/14/2024,53,62.89,58.10
ABIRAFN.BO,8/21/2024,53,63.51,55.60
ABIRAFN.BO,9/6/2024,53,59.49,55.00
ABIRAFN.BO,9/24/2024,53,59.41,52.25
ABIRAFN.BO,10/4/2024,53,58.05,52.50
ABIRAFN.BO,10/17/2024,53,50.97,49.00
ABIRAFN.BO,10/18/2024,53,49.75,47.50
ABIRAFN.BO,10/21/2024,53,49.88,47.50
ABIRAFN.BO,10/22/2024,53,50.45,47.50
ABIRAFN.BO,10/23/2024,53,49.66,47.50
ABIRAFN.BO,10/24/2024,53,48.85,45.40
ABHICAP.BO,8/14/2024,150,192.45,166.75
ABHICAP.BO,8/16/2024,150,190.75,166.00
ABHICAP.BO,8/19/2024,150,186.59,166.00
ABHICAP.BO,8/21/2024,150,179.78,166.00
ABHICAP.BO,8/22/2024,150,175.27,166.00
ABHICAP.BO,8/23/2024,150,189.23,166.00
ABHICAP.BO,8/26/2024,150,182.94,169.40
ABHICAP.BO,8/27/2024,150,180.77,169.40
ABHICAP.BO,8/28/2024,150,177.99,169.40
ABHICAP.BO,8/29/2024,150,173.60,166.40
ABHICAP.BO,8/30/2024,150,176.49,166.40
ABHICAP.BO,9/2/2024,150,174.63,165.10
ABHICAP.BO,9/13/2024,150,184.50,168.00
ABHICAP.BO,9/23/2024,150,174.75,162.20
ABHICAP.BO,10/10/2024,150,163.82,150.00
ABHICAP.BO,10/11/2024,150,160.25,150.00
ABHICAP.BO,10/14/2024,150,160.25,150.00
ABHICAP.BO,10/15/2024,150,171.16,155.00
ABHICAP.BO,10/16/2024,150,164.78,155.00
ABHICAP.BO,10/17/2024,150,155.78,155.00
ABHICAP.BO,10/18/2024,150,153.85,150.40
ABHICAP.BO,10/21/2024,150,158.70,146.85
ABHICAP.BO,10/22/2024,150,148.95,146.85
ABHICAP.BO,10/23/2024,150,143.13,140.20
ABMKNO.BO,8/28/2024,135,165.36,140.00
ACCURACY.NS,8/14/2024,10,11.13,10.60
ACCURACY.NS,8/16/2024,10,10.88,10.36
ACCURACY.NS,8/22/2024,10,12.92,10.36
ACCURACY.NS,9/30/2024,10,10.92,9.37
ACCURACY.NS,10/16/2024,10,10.91,9.45
ACCEL.BO,9/12/2024,24,28.87,22.57
ACCEL.BO,9/19/2024,24,26.52,24.50
ACCEL.BO,9/20/2024,24,25.66,24.50
ACCEL.BO,9/23/2024,24,26.06,24.50
ACCEL.BO,9/24/2024,24,26.02,24.50
ACCEL.BO,9/25/2024,24,25.61,24.50
ACCEL.BO,9/26/2024,24,25.85,24.67
ACCEL.BO,9/27/2024,24,26.36,24.67
ACCEL.BO,9/30/2024,24,25.38,24.16
ACCEL.BO,10/1/2024,24,24.98,24.16
ACCEL.BO,10/3/2024,24,24.47,23.56
ACCEL.BO,10/4/2024,24,24.67,23.56
ACCEL.BO,10/7/2024,24,24.89,23.22
ACCEL.BO,10/8/2024,24,23.48,22.25
ACCEL.BO,10/9/2024,24,23.99,22.25
ACCEL.BO,10/10/2024,24,23.55,22.25
ACCEL.BO,10/15/2024,24,25.13,22.25
ACE.NS,8/21/2024,1347,1325.15,1227.55
ACE.NS,9/24/2024,1347,1447.40,1225.05
ACE.NS,10/16/2024,1347,1409.00,1262.00
ACC.NS,9/13/2024,2320,2507.04,2286.70
ACCELYA.NS,10/1/2024,1598,1894.59,1731.60
