Ticker,Date/Time,Close,myBuy ,myShort
360ONE.NS,11/19/2024,1092,1,
^CNXAUTO,11/25/2024,23413,1,
^CNXIT,11/22/2024,44086,1,
^CNXREALTY,11/25/2024,1029,1,
^NSEBANK,11/25/2024,52192,1,
ABFRL.NS,11/26/2024,307,1,
ADINATH.BO,11/19/2024,28,1,
AEL.BO,11/21/2024,212,,1
AJANTPHARM.NS,11/25/2024,2997,1,
ALFAICA.BO,11/19/2024,90,,1
ALPA.NS,11/25/2024,110,1,
AMRAPLIN.BO,11/18/2024,18,,1
ARROWGREEN.NS,11/21/2024,823,,1
ARTEMISMED.NS,11/19/2024,321,1,
ARVINDFASN.NS,11/25/2024,570,1,
ARYAMAN.BO,11/21/2024,417,,1
ASALCBR.NS,11/25/2024,945,1,
ASHAI.BO,11/19/2024,13,,1
ASHIS.BO,11/26/2024,49,1,
ASIANHOTNR.NS,11/21/2024,193,1,
ATISHAY.BO,11/25/2024,200,,1
ATVPR.BO,11/19/2024,36,1,
BALPHARMA.NS,11/19/2024,132,1,
BAMBINO.BO,11/26/2024,366,1,
BANKBEES.BO,11/25/2024,535,1,
BAROEXT.BO,11/25/2024,12,1,
BEMHY.BO,11/22/2024,1347,1,
BHARATRAS.NS,11/22/2024,11859,1,
BHARTIARTL.NS,11/25/2024,1577,1,
BIOCON.NS,11/26/2024,353,1,
BLISSGVS.NS,11/21/2024,134,1,
BLUECHIP.NS,11/19/2024,8,,1
BLUESTARCO.NS,11/25/2024,1815,1,
BRIGADE.NS,11/21/2024,1207,1,
BROOKS.NS,11/22/2024,143,1,
CAMS.BO,11/26/2024,4749,1,
CANFINHOME.NS,11/26/2024,821,,1
CANTABIL.NS,11/21/2024,228,1,
CATVISION.BO,11/21/2024,26,1,
CCCL.BO,11/26/2024,18,1,
CEATLTD.NS,11/25/2024,2933,1,
CGPOWER.NS,11/25/2024,735,1,
CHEMBOND.NS,11/21/2024,577,,1
CHEMBOND.NS,11/25/2024,577,1,
CHOKSILA.BO,11/21/2024,63,1,
CORALAB.BO,11/18/2024,770,,1
COROENGG.BO,11/25/2024,62,,1
CRAFTSMAN.NS,11/22/2024,5095,1,
CROMPTON.NS,11/25/2024,409,1,
CYIENT.NS,11/26/2024,1869,1,
DALBHARAT.NS,11/25/2024,1826,1,
DCM.NS,11/26/2024,91,,1
DEEPENR.NS,9/19/2024,312,,1
EIMCOELECO.NS,11/25/2024,2479,1,
ELECON.NS,11/25/2024,570,1,
ELNET.BO,11/21/2024,408,,1
ELPROINTL.BO,11/26/2024,115,1,
EMAMILTD.NS,11/25/2024,659,1,
ENDURANCE.NS,11/26/2024,2405,,1
EPL.NS,11/26/2024,274,1,
FERVENTSYN.BO,11/26/2024,17,1,
FRONTSP.BO,11/19/2024,2458,1,
GICRE.NS,11/25/2024,398,1,
GLOBOFFS.BO,11/18/2024,124,,1
GODREJPROP.NS,11/22/2024,2902,1,
GOLDCOINHF.BO,11/19/2024,11,,1
GPTINFRA.NS,11/25/2024,137,1,
GRANULES.NS,11/26/2024,595,1,
GRAVITY.BO,11/22/2024,7,,1
GSBFIN.BO,11/18/2024,23,,1
GTL.NS,11/26/2024,13,1,
GUJHOTE.BO,11/21/2024,218,1,
HAVELLS.NS,11/25/2024,1711,1,
HBLPOWER.NS,11/26/2024,579,1,
HEMORGANIC.BO,11/22/2024,11,1,
HINDPETRO.NS,11/26/2024,380,1,
HPL.NS,11/26/2024,536,1,
HUIL.BO,11/18/2024,2650,1,
IDFSENSEXE.BO,11/25/2024,860,1,
IISL.BO,11/26/2024,9,,1
INDAG.BO,11/19/2024,195,1,
INDIGO.NS,11/25/2024,4230,1,
INDOCO.NS,11/22/2024,316,1,
INDOTHAI.NS,11/19/2024,1137,,1
INDUSTOWER.NS,11/26/2024,341,1,
ISEC.NS,11/25/2024,876,1,
JAICORPLTD.NS,11/25/2024,338,1,
JUBLINDS.NS,10/21/2024,1634,1,
JUBLINDS.NS,10/25/2024,1634,,1
JUBLINGREA.NS,11/25/2024,743,1,
KAPILRAJ.BO,11/26/2024,46,1,
KEMISTAR.BO,11/18/2024,89,1,
KEMISTAR.BO,11/22/2024,89,,1
KJMCFIN.BO,11/19/2024,123,,1
KOTAKBANK.NS,11/25/2024,1784,1,
KOTHARIPRO.NS,11/19/2024,155,1,
KREBSBIO.NS,11/18/2024,117,,1
LALPATHLAB.NS,11/26/2024,3098,1,
LICNETFSEN.BO,11/26/2024,884,1,
LLFICL.BO,11/18/2024,10,,1
LOTUSEYE.NS,11/26/2024,70,1,
LWSKNIT.BO,11/21/2024,51,,1
LWSKNIT.BO,11/25/2024,51,1,
M&MFIN.NS,11/25/2024,270,1,
M&M.NS,11/19/2024,2985,1,
MADHAV.NS,11/25/2024,54,1,
MANGCHEFER.NS,11/21/2024,149,,1
MARIS.BO,11/22/2024,37,1,
MARICO.NS,11/26/2024,628,1,
MAZDOCK.NS,11/21/2024,4234,,1
MAZDOCK.NS,11/25/2024,4234,1,
MCCHRLS-B.BO,11/25/2024,575,1,
MEERA.BO,11/25/2024,88,1,
MINDTECK.NS,11/26/2024,300,1,
MPHASIS.NS,11/25/2024,2999,1,
NAUKRI.NS,11/22/2024,8248,1,
NAVA.NS,11/25/2024,1028,1,
NAZARA.NS,11/25/2024,996,1,
NBIFIN.NS,11/18/2024,2841,1,
NGIND.BO,11/18/2024,169,,1
NIRAJ.NS,11/21/2024,62,1,
NITINCAST.BO,11/22/2024,705,,1
NLCINDIA.NS,11/22/2024,259,1,
OIL.NS,11/25/2024,504,1,
OMNITEX.BO,11/26/2024,252,1,
ORIENTELEC.NS,11/26/2024,239,1,
ORIENTTR.BO,11/22/2024,16,,1
PARAGONF.BO,11/22/2024,67,1,
PARMAX.BO,11/22/2024,46,,1
PDMJEPAPER.NS,11/21/2024,144,,1
PEL.NS,11/22/2024,1198,1,
PETRONET.NS,11/25/2024,329,1,
PGEL.NS,11/18/2024,676,,1
PGEL.NS,11/19/2024,676,1,
PITTIENG.NS,11/22/2024,1372,1,
PODDARMENT.NS,11/26/2024,387,1,
POLYCAB.NS,11/25/2024,6873,1,
PRAJIND.NS,11/22/2024,803,1,
PRESTIGE.NS,11/25/2024,1706,1,
QNIFTY.BO,11/25/2024,2614,1,
RAGHUSYN.BO,11/18/2024,132,1,
RAINBOWF.BO,11/18/2024,23,1,
RAINBOWF.BO,11/21/2024,23,,1
RCF.NS,11/25/2024,161,1,
RESTILE.BO,11/25/2024,8,,1
RISHITECH.BO,11/25/2024,60,1,
RPPINFRA.NS,11/26/2024,200,1,
RPPL.NS,11/21/2024,39,,1
RSDFIN.BO,11/19/2024,143,,1
RUBYMILLS.NS,11/26/2024,249,1,
RUDRA.BO,11/18/2024,44,1,
SAFARI.NS,11/19/2024,2507,1,
