Buy Date,Ticker,Buy Strat,ll
2024-11-26,3PLAND.NS,ATR_BW,34.05
2024-11-26,ABFRL.NS,LR_DC,283.75
2024-11-26,ADARSHPL.BO,BB,27.0
2024-11-26,ADDIND.BO,EW_DC,38.03
2024-11-26,ADFFOODS.NS,ATR_BW,209.11
2024-11-26,ADVANIHOTR.NS,ATRBB_W,61.28
2024-11-26,AHLUCONT.NS,EW_DC,915.0
2024-11-26,ALFATRAN.BO,BB_DC,77.74
2024-11-26,AMBARPIL.BO,EW_DC,
2024-11-26,AMJLAND.NS,ATRBB_BW,44.0
2024-11-26,AMRAAGRI.BO,ATRBB_UC,1.01
2024-11-26,AMTL.BO,EW_BW,32.08
2024-11-26,APOLSINHOT.NS,BB_W,1345.45
2024-11-26,ARCHIES.NS,EW_DC,24.1
2024-11-26,ARENTERP.NS,ATRBB_W,42.0
2024-11-26,ARIES.NS,ATRBB_UC,224.2
2024-11-26,ASALCBR.NS,BB_W,815.0
2024-11-26,ASHAPURMIN.NS,BB_W,200.45
2024-11-26,ASHIS.BO,EWBBLR_DC,42.01
2024-11-26,AVG.NS,EW_W,392.0
2024-11-26,BAJAJHIND.NS,BB_DC,29.76
2024-11-26,BALAXI.NS,EW_W,74.0
2024-11-26,BAMBINO.BO,EWLR_DC,340.0
2024-11-26,BEEKAY.BO,BB_W,600.0
2024-11-26,BENARAS.BO,BB_W,7400.0
2024-11-26,BGJL.BO,BB_DC,13.45
2024-11-26,BHARATRAS.NS,BB_DC,10200.0
2024-11-26,BIOCON.NS,ATRBBLR_W,303.0
2024-11-26,BIRLACORPN.NS,BB_DC,1072.55
2024-11-26,BIRLAMONEY.NS,ATR_W,129.16
2024-11-26,BLBLIMITED.NS,EW_BW,17.63
2024-11-26,BOMBCYC.BO,BB_W,1552.1
2024-11-26,BOMBWIR.BO,BB_DC,57.52
2024-11-26,BSOFT.NS,BB_W,536.3
2024-11-26,CAMS.BO,EWLR_W,4049.05
2024-11-26,CAPACITE.NS,BB_DC,329.5
2024-11-26,CAPLIPOINT.NS,ATR_UC,1780.05
2024-11-26,CCCL.BO,LR_W,14.85
2024-11-26,CCLINTER.BO,EW_BW,29.41
2024-11-26,CGCL.NS,BB_W,177.99
2024-11-26,CHEMTECH.BO,EW_DC,201.6
2024-11-26,CHLOGIST.BO,EW_DC,9.15
2024-11-26,CIEINDIA.NS,BB_DC,453.1
2024-11-26,CIGNITITEC.NS,ATRBB_BW,1312.15
2024-11-26,CINEVISTA.NS,EW_DC,16.5
2024-11-26,CMMHOSP.BO,BB_AT,33.0
2024-11-26,CONART.BO,BB_W,146.0
2024-11-26,CONFIPET.NS,EW_DC,65.51
2024-11-26,CORNE.BO,EWBB_DC,15.17
2024-11-26,COSYN.BO,BB_DC,42.0
2024-11-26,CUBIFIN.BO,BB_W,1.97
2024-11-26,CYBERTECH.NS,EW_DC,181.0
2024-11-26,CYIENT.NS,LR_UC,1695.1
2024-11-26,DBL.NS,EW_DC,422.35
2024-11-26,DCI.NS,BB_DC,316.55
2024-11-26,DELTAMAGNT.NS,ATRBB_UC,85.8
2024-11-26,DHAMPURE.BO,BB_DC,90.3
2024-11-26,DHANI.NS,BB_BW,47.05
2024-11-26,DNAMEDIA.NS,BB_W,4.57
2024-11-26,DONEAR.NS,EW_UC,105.15
2024-11-26,DSSL.NS,ATREW_UC,1155.15
2024-11-26,DUROPACK.BO,BB_DC,79.0
2024-11-26,ELEMARB.BO,BB_W,234.0
2024-11-26,ELPROINTL.BO,LR_W,98.15
2024-11-26,EPL.NS,LR_DC,249.35
2024-11-26,EROSMEDIA.NS,EW_DC,14.2
2024-11-26,FERVENTSYN.BO,LR_BW,15.0
2024-11-26,FIBERWEB.BO,ATRBB_W,36.46
2024-11-26,FLFL.NS,BB_W,2.02
2024-11-26,FORINTL.BO,BB_W,72.0
2024-11-26,FRUTION.BO,EW_W,55.0
2024-11-26,FUNDVISER.BO,EW_BW,135.8
2024-11-26,GAEL.NS,BB_W,117.77
2024-11-26,GALLANTT.NS,BB_DC,296.05
2024-11-26,GAYAPROJ.NS,EW_DC,6.8
2024-11-26,GENESYS.NS,ATR_BW,666.35
2024-11-26,GENPHARMA.BO,BB_DC,2.65
2024-11-26,GENUSPAPER.NS,BB_DC,19.6
2024-11-26,GILADAFINS.BO,BB_DC,9.1
2024-11-26,GODREJCP.NS,EW_DC,1162.25
2024-11-26,GOKEX.NS,BB_DC,817.2
