Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
APTECHT.NS,11/6/2024,187.43,8.00,0.00,50.00,8.00,187.07,181.33,175.58,1
ARCHITORG.BO,11/6/2024,47.51,21.00,0.00,36.00,21.00,48.76,47.05,45.34,1
ARFIN.BO,11/6/2024,37.12,6.00,0.00,37.00,6.00,40.57,40.37,40.17,1
ARIHANTSUP.NS,11/6/2024,381.30,7.00,0.00,25.00,7.00,377.93,363.50,349.07,1
ARIES.NS,11/6/2024,267.55,8.00,0.00,15.00,8.00,282.16,269.33,256.51,1
ARISE.BO,11/6/2024,33.27,7.00,0.00,9.00,7.00,0.00,0.00,0.00,1
ARNOLD.BO,11/6/2024,50.03,6.00,0.00,17.00,6.00,0.00,0.00,0.00,1
ARROWGREEN.NS,11/6/2024,987.15,11.00,0.00,16.00,11.00,961.99,896.12,830.26,1
ARSHIYA.NS,11/6/2024,3.65,5.00,0.00,14.00,5.00,3.71,3.59,3.47,1
ARSSINFRA.NS,11/6/2024,18.14,7.00,0.00,27.00,7.00,19.20,19.08,18.96,1
ARUNAHTEL.BO,11/6/2024,11.58,10.00,0.00,61.00,10.00,11.73,11.48,11.24,1
ARVEE.NS,11/6/2024,171.90,7.00,0.00,11.00,7.00,0.00,0.00,0.00,1
ARVINDFASN.NS,11/6/2024,586.30,7.00,0.00,16.00,7.00,583.49,577.59,571.68,1
ARVSMART.NS,11/6/2024,957.20,8.00,0.00,15.00,8.00,1020.65,971.04,921.43,1
ARYAMAN.BO,11/6/2024,434.75,7.00,0.00,50.00,7.00,486.33,468.61,450.90,1
ASALCBR.NS,11/6/2024,947.25,8.00,0.00,16.00,8.00,980.61,950.15,919.68,1
ASAHISONG.NS,11/6/2024,458.70,6.00,0.00,18.00,6.00,458.94,456.77,454.61,1
ARVIND.NS,11/6/2024,377.25,8.00,0.00,14.00,8.00,402.30,379.35,356.40,1
ASHCAP.BO,11/6/2024,5.09,8.00,0.00,39.00,8.00,5.66,5.47,5.28,1
ASHIS.BO,11/6/2024,48.89,7.00,0.00,27.00,7.00,52.73,51.79,50.85,1
ASAL.NS,11/6/2024,701.95,6.00,0.00,37.00,6.00,727.67,703.48,679.29,1
ASHNOOR.BO,11/6/2024,51.04,5.00,0.00,14.00,5.00,51.25,50.30,49.35,1
ASHISHPO.BO,11/6/2024,58.62,5.00,0.00,20.00,5.00,59.75,58.53,57.32,1
ASHIMASYN.NS,11/6/2024,33.18,6.00,0.00,23.00,6.00,33.64,32.64,31.63,1
ASHAPURMIN.NS,11/6/2024,263.16,6.00,0.00,18.00,6.00,271.48,261.12,250.76,1
ASHOKA.NS,11/6/2024,241.03,8.00,0.00,17.00,8.00,0.00,0.00,0.00,1
ASHRAM.BO,11/6/2024,5.48,6.00,0.00,9.00,6.00,0.00,0.00,0.00,1
ASHSI.BO,11/6/2024,38.65,6.00,0.00,48.00,6.00,39.93,39.09,38.25,1
ASIANENE.BO,11/6/2024,366.60,7.00,0.00,19.00,7.00,402.67,390.80,378.94,1
ASIANTNE.BO,11/6/2024,15.55,8.00,0.00,23.00,8.00,15.62,15.39,15.15,1
ASIAPAK.BO,11/6/2024,84.50,8.00,0.00,10.00,8.00,89.37,86.57,83.78,1
ASIANTILES.NS,11/6/2024,77.91,8.00,0.00,29.00,8.00,76.31,72.70,69.08,1
ASPIRA.BO,11/6/2024,56.59,24.00,0.00,26.00,24.00,57.90,55.83,53.77,1
ASPINWALL.NS,11/6/2024,276.35,8.00,0.00,42.00,8.00,303.72,298.64,293.56,1
ASMTEC.BO,11/6/2024,1498.50,8.00,0.00,19.00,8.00,0.00,0.00,0.00,1
ASTERDM.NS,11/6/2024,442.15,10.00,0.00,15.00,10.00,665.77,641.78,617.78,1
ASIANHOTNR.NS,11/6/2024,191.76,8.00,0.00,22.00,8.00,0.00,0.00,0.00,1
ASTRON.NS,11/6/2024,22.36,10.00,0.00,19.00,10.00,23.36,22.48,21.60,1
ATALREAL.NS,11/6/2024,12.65,20.00,0.00,25.00,20.00,13.58,13.01,12.44,1
ATGL.NS,11/6/2024,742.30,10.00,0.00,31.00,10.00,0.00,0.00,0.00,1
ATHARVENT.BO,11/6/2024,2.88,9.00,0.00,14.00,9.00,2.90,2.77,2.64,1
ATHENAGLO.BO,11/6/2024,102.12,6.00,0.00,15.00,6.00,107.94,104.51,101.08,1
ASTRAMICRO.NS,11/6/2024,816.65,8.00,0.00,19.00,8.00,828.80,803.58,778.36,1
ATISHAY.BO,11/6/2024,211.35,6.00,0.00,11.00,6.00,217.42,210.21,202.99,1
ASTRAZEN.NS,11/6/2024,7611.75,7.00,0.00,20.00,7.00,7824.82,7611.73,7398.63,1
ATVPR.BO,11/6/2024,35.94,6.00,0.00,13.00,6.00,35.70,35.19,34.67,1
ATULAUTO.NS,11/6/2024,614.95,7.00,0.00,43.00,7.00,634.09,627.50,620.92,1
AUROLAB.BO,11/6/2024,256.35,8.00,0.00,14.00,8.00,267.88,257.86,247.84,1
ATFL.NS,11/6/2024,996.55,8.00,0.00,14.00,8.00,1009.07,979.00,948.93,1
AURIONPRO.NS,11/6/2024,1695.00,7.00,0.00,12.00,7.00,1764.16,1722.21,1680.26,1
AVADHSUGAR.NS,11/6/2024,635.20,7.00,0.00,20.00,7.00,653.41,632.78,612.14,1
AVAILFC.BO,11/6/2024,356.00,7.00,0.00,32.00,7.00,390.82,383.77,376.73,1
ATUL.NS,11/6/2024,7986.35,8.00,0.00,19.00,8.00,8097.53,7975.73,7853.93,1
AVL.BO,11/6/2024,443.15,5.00,0.00,42.00,5.00,530.16,529.67,529.18,1
AUTOIND.NS,11/6/2024,117.28,8.00,0.00,36.00,8.00,123.19,118.38,113.57,1
AVONMORE.BO,11/6/2024,16.03,5.00,0.00,12.00,5.00,16.21,15.96,15.70,1
AVROIND.NS,11/6/2024,151.88,8.00,0.00,45.00,8.00,155.81,149.90,143.99,1
AVANTIFEED.NS,11/6/2024,595.80,8.00,0.00,15.00,8.00,624.31,619.07,613.82,1
AWHCL.NS,11/6/2024,831.85,8.00,0.00,14.00,8.00,872.68,845.77,818.86,1
AVIVA.BO,11/5/2024,26.72,51.00,0.00,367.00,51.00,26.72,26.12,25.51,1
AXELPOLY.BO,11/6/2024,62.00,8.00,0.00,12.00,8.00,67.13,65.79,64.44,1
AYMSYNTEX.NS,11/6/2024,252.04,6.00,0.00,12.00,6.00,272.01,260.91,249.81,1
AVTNPL.NS,11/6/2024,85.05,8.00,0.00,37.00,8.00,86.21,84.13,82.05,1
AXTEL.BO,11/6/2024,551.55,22.00,0.00,25.00,22.00,585.62,545.16,504.71,1
B2BSOFT.BO,11/6/2024,37.17,7.00,0.00,18.00,7.00,38.50,37.36,36.22,1
AXISCADES.NS,11/6/2024,518.55,8.00,0.00,26.00,8.00,517.75,511.22,504.69,1
AXISBANK.NS,11/6/2024,1166.50,14.00,0.00,28.00,14.00,0.00,0.00,0.00,1
BAGFILMS.NS,11/6/2024,11.23,8.00,0.00,23.00,8.00,12.63,12.22,11.82,1
BAJAJCON.NS,11/6/2024,233.65,10.00,0.00,44.00,10.00,234.27,230.13,225.98,1
BAJAJHCARE.BO,11/6/2024,383.50,8.00,0.00,12.00,8.00,386.27,380.30,374.34,1
BAJAJST.BO,11/6/2024,3448.70,7.00,0.00,20.00,7.00,3992.35,3854.73,3717.10,1
BAJAJHIND.NS,11/6/2024,35.11,8.00,0.00,25.00,8.00,37.00,36.70,36.40,1
BALAMINES.NS,11/6/2024,2133.70,7.00,0.00,34.00,7.00,2295.34,2264.65,2233.97,1
BALAJITELE.NS,11/6/2024,61.91,8.00,0.00,68.00,8.00,68.22,66.92,65.61,1
BALKRISHNA.NS,11/6/2024,24.08,8.00,0.00,30.00,8.00,25.51,24.84,24.17,1
BALLARPUR.BO,11/5/2024,269.70,341.00,0.00,349.00,341.00,276.95,270.32,263.69,1
BALMLAWRIE.NS,11/6/2024,241.05,8.00,0.00,35.00,8.00,260.05,255.45,250.84,1
BALUFORGE.BO,11/6/2024,783.05,8.00,0.00,12.00,8.00,794.64,764.35,734.06,1
BALTE.BO,11/6/2024,34.11,8.00,0.00,15.00,8.00,35.46,33.92,32.39,1
BANDHANBNK.NS,11/6/2024,183.23,8.00,0.00,18.00,8.00,196.79,189.92,183.05,1
BANASFN.BO,11/6/2024,10.80,8.00,0.00,26.00,8.00,10.78,10.51,10.24,1
BALPHARMA.NS,11/6/2024,125.71,7.00,0.00,25.00,7.00,128.99,125.96,122.92,1
BANKA.NS,11/6/2024,128.37,5.00,0.00,17.00,5.00,135.22,132.61,130.01,1
BANG.NS,11/6/2024,55.94,11.00,0.00,16.00,11.00,58.05,56.68,55.31,1
BANCOINDIA.NS,11/6/2024,758.60,7.00,0.00,23.00,7.00,788.97,758.47,727.97,1
BARBEQUE.BO,11/6/2024,574.95,8.00,0.00,17.00,8.00,0.00,0.00,0.00,1
BAPACK.BO,11/6/2024,399.80,6.00,0.00,16.00,6.00,406.57,391.87,377.17,1
BANKBARODA.NS,11/6/2024,262.55,10.00,0.00,23.00,10.00,266.67,260.49,254.31,1
BASANTGL.BO,11/6/2024,19.51,8.00,0.00,30.00,8.00,20.06,19.70,19.34,1
BANKINDIA.NS,11/6/2024,113.76,8.00,0.00,67.00,8.00,117.30,114.02,110.75,1
BANSWRAS.NS,11/6/2024,141.84,10.00,0.00,14.00,10.00,142.97,140.72,138.47,1
BATLIBOI.BO,11/6/2024,161.40,7.00,0.00,22.00,7.00,166.81,161.46,156.11,1
BAYERCROP.BO,11/6/2024,6693.35,7.00,0.00,20.00,7.00,7057.10,6824.06,6591.03,1
BASML.NS,11/6/2024,60.89,6.00,0.00,39.00,6.00,61.86,60.08,58.30,1
BASF.NS,11/6/2024,8273.20,8.00,0.00,15.00,8.00,8833.61,8479.35,8125.09,1
BCCFUBA.BO,11/6/2024,92.78,6.00,0.00,18.00,6.00,99.96,99.16,98.36,1
BBOX.NS,11/6/2024,549.70,6.00,0.00,12.00,6.00,553.15,539.18,525.21,1
BBL.NS,11/6/2024,4741.75,7.00,0.00,15.00,7.00,4823.45,4736.98,4650.50,1
BBTC.NS,11/6/2024,2806.35,22.00,0.00,25.00,22.00,0.00,0.00,0.00,1
BCLENTERPR.BO,11/6/2024,0.96,6.00,0.00,39.00,6.00,1.15,1.13,1.11,1
BECTORFOOD.NS,11/6/2024,1843.95,9.00,0.00,32.00,9.00,2047.55,2021.18,1994.81,1
BCP.BO,11/6/2024,4.70,8.00,0.00,20.00,8.00,5.41,5.17,4.93,1
BEEKAY.BO,11/6/2024,660.20,8.00,0.00,30.00,8.00,661.07,653.24,645.41,1
BELLACASA.BO,11/6/2024,545.00,11.00,0.00,14.00,11.00,0.00,0.00,0.00,1
BEDMUTHA.NS,11/6/2024,226.76,6.00,0.00,14.00,6.00,231.24,223.31,215.37,1
BEMHY.BO,11/6/2024,1325.00,8.00,0.00,16.00,8.00,0.00,0.00,0.00,1
BENGALASM.BO,11/6/2024,10109.65,22.00,0.00,50.00,22.00,10606.42,10289.18,9971.95,1
BENGALT.BO,11/6/2024,182.30,10.00,0.00,23.00,10.00,199.77,193.93,188.09,1
BERLDRG.BO,11/6/2024,38.81,8.00,0.00,21.00,8.00,39.90,38.65,37.40,1
BEML.NS,11/6/2024,4147.65,7.00,0.00,12.00,7.00,4280.02,4144.51,4009.00,1
BERVINL.BO,11/6/2024,77.17,9.00,0.00,18.00,9.00,78.81,74.05,69.30,1
BEL.NS,11/6/2024,301.85,8.00,0.00,16.00,8.00,306.26,295.70,285.14,1
BETXIND.BO,11/6/2024,349.40,8.00,0.00,28.00,8.00,413.70,404.86,396.03,1
BEPL.NS,11/6/2024,138.76,8.00,0.00,15.00,8.00,140.35,136.76,133.16,1
BFUTILITIE.NS,11/6/2024,932.45,6.00,0.00,15.00,6.00,942.43,907.72,873.02,1
BHAGCHEM.BO,11/6/2024,350.70,9.00,0.00,15.00,9.00,374.57,368.56,362.55,1
BHAGERIA.NS,11/6/2024,210.72,8.00,0.00,36.00,8.00,213.50,208.97,204.43,1
BHANDARI.NS,11/6/2024,6.75,6.00,0.00,18.00,6.00,6.85,6.77,6.70,1
BHARAT.BO,11/6/2024,54.61,21.00,0.00,31.00,21.00,57.14,54.76,52.37,1
BGRENERGY.NS,11/6/2024,42.54,8.00,0.00,31.00,8.00,46.88,45.41,43.94,1
BHARATAGRI.BO,11/6/2024,82.94,6.00,0.00,19.00,6.00,84.48,81.87,79.26,1
BHARATWIRE.NS,11/6/2024,237.38,6.00,0.00,18.00,6.00,264.85,259.52,254.18,1
BHARATSE.BO,11/6/2024,210.05,8.00,0.00,31.00,8.00,237.12,227.65,218.17,1
BHAGYANGR.NS,11/6/2024,107.34,7.00,0.00,14.00,7.00,112.09,108.55,105.01,1
