Buy Date,Ticker,Buy Strat,Last Alert Date,ll,Close,Target,Call,Status,CMP,CMP_Date,Quantity,Hit Type,Sell Price,Broker
2024-11-06,1STCUS.BO,EW_DC,2024-11-06,100.6,115.0,,Long,Open,,2000-01-01,69.44,,,India
2024-11-06,3IINFOLTD.NS,EW_DC,2024-11-06,25.23,29.0,,Long,Open,,2000-01-01,265.25,,,India
2024-11-06,AAATECH.NS,LR_DC,2024-10-28,110.0,124.59,,Long,Open,112.2,2024-11-12,68.54,,,India
2024-11-06,ABAN.NS,BB_DC,2024-10-30,63.27,64.86,,Short,Closed,62.94,2024-11-12,628.93,ISL Hit,63.27,India
2024-11-06,ABANSENT.BO,BB_DC,2024-11-04,25.1,34.36,,Long,Open,,2000-01-01,107.99,,,India
2024-11-06,ACCURACY.NS,BB_DC,2024-11-06,9.35,10.25,10.31,Short,Closed,10.01,2024-11-12,1111.11,Target Hit,10.31,India
2024-11-06,ADANIENT.NS,ATR_DC,2024-10-28,2654.7,3046.25,,Long,Open,2888.4,2024-11-12,2.55,,,India
2024-11-06,ADIEXRE.BO,ATR_W,2024-10-09,25.0,36.72,,Long,Open,36.0,2024-11-12,85.32,,,India
2024-11-06,ADINATH.BO,BB_W,2024-11-06,27.23,30.42,30.1,Short,Close,,2000-01-01,313.48,,,India
2024-11-06,AFFLE.NS,ATR_BW,2024-10-29,1428.4,1640.05,,Long,Open,1586.7,2024-11-12,4.72,,,India
2024-11-06,AICHAMP.BO,BB_W,2024-11-01,42.15,69.85,,Long,Open,66.0,2024-11-12,36.1,,,India
2024-11-06,ALBERTDAVD.NS,BB_DC,2024-10-31,1355.0,1392.85,,Long,Open,1405.0,2024-11-12,26.42,,,India
2024-11-06,ALKALI.NS,LR_DC,2024-10-29,107.78,118.49,,Long,Open,115.25,2024-11-12,93.37,,,India
2024-11-06,AMARJOTHI.BO,BBLR_DC,2024-10-31,180.0,206.3,,Long,Open,,2000-01-01,38.02,,,India
2024-11-06,AMBALALSA.BO,ATRBBLR_DC,2024-11-06,53.0,61.66,60.7,Short,Close,,2000-01-01,115.47,,,India
2024-11-06,ANUP.NS,ATREW_UC,2024-11-06,2647.0,3559.0,,Long,Open,3523.25,2024-11-12,1.1,,,India
2024-11-06,APLAB.BO,EW_DC,2024-11-06,64.7,69.0,,Long,Open,,2000-01-01,232.56,,,India
2024-11-06,APLLTD.NS,LR_DC,2024-11-06,1027.9,1139.95,1139.89,Short,Closed,1030.4,2024-11-12,8.92,Target Hit,1139.89,India
2024-11-06,APOLLOTYRE.NS,EW_DC,2024-11-06,474.75,490.0,,Short,Closed,473.5,2024-11-12,65.57,ISL Hit,474.75,India
2024-11-06,ARIHANTSUP.NS,ATREW_UC,2024-10-01,315.1,381.0,430.0,Short,Closed,347.0,2024-11-12,15.17,Target Hit,430.0,India
2024-11-06,ARROWGREEN.NS,ATR_UC,2024-11-07,755.0,987.15,1063.39,Short,Closed,931.0,2024-11-12,4.31,Target Hit,1063.39,India
2024-11-06,ARTNIRMAN.NS,EW_DC,2024-11-06,55.31,59.0,,Long,Open,57.0,2024-11-12,271.0,,,India
2024-11-06,ARTSONEN.BO,BB_DC,2024-10-29,156.0,168.65,,Long,Open,,2000-01-01,79.05,,,India
2024-11-06,ARUNAHTEL.BO,EW_DC,2024-11-06,10.0,12.0,,Long,Open,,2000-01-01,500.0,,,India
2024-11-06,ASAHISONG.NS,BB_DC,2024-11-06,392.65,458.7,458.0,Short,Closed,394.95,2024-11-12,15.14,Target Hit,458.0,India
2024-11-06,ASALCBR.NS,BB_DC,2024-10-28,815.0,947.25,,Long,Open,910.15,2024-11-12,7.56,,,India
2024-11-06,ASHIMASYN.NS,BB_BW,2024-10-31,29.09,33.18,,Long,Open,32.9,2024-11-12,244.5,,,India
2024-11-06,ASHNOOR.BO,ATR_BW,2024-10-31,43.7,51.04,,Long,Open,,2000-01-01,136.24,,,India
2024-11-06,ASIANTILES.NS,ATRLR_DC,2024-11-07,64.74,77.91,78.01,Short,Closed,72.89,2024-11-12,75.93,Target Hit,78.01,India
2024-11-06,ASMTEC.BO,BB_DC,2024-10-25,1418.0,1498.5,,Long,Open,,2000-01-01,12.42,,,India
2024-11-06,ASTRAMICRO.NS,ATR_DC,2024-11-06,718.1,816.65,810.2,Short,Closed,799.35,2024-11-12,10.15,Target Hit,810.2,India
2024-11-06,ATGL.NS,BB_DC,2024-06-07,682.25,742.3,979.9,Short,Closed,701.5,2024-11-12,16.65,Target Hit,979.9,India
2024-11-06,ATHARVENT.BO,BB_W,2024-10-29,2.13,2.88,,Long,Open,,2000-01-01,1333.33,,,India
2024-11-06,AVROIND.NS,BBLR_W,2024-10-29,140.0,151.88,,Long,Open,154.0,2024-11-12,84.18,,,India
2024-11-06,BAJAJHCARE.BO,BB_DC,2024-10-29,333.2,383.5,,Long,Open,392.75,2024-11-12,19.88,,,India
2024-11-06,BALUFORGE.BO,BB_DC,2024-10-28,720.0,783.05,,Long,Open,764.55,2024-11-12,15.86,,,India
2024-11-06,BAMBINO.BO,EWBB_W,2024-11-06,358.0,379.0,,Long,Open,,2000-01-01,47.62,,,India
2024-11-06,BAPACK.BO,BB_W,2024-11-06,354.15,399.8,402.97,Short,Close,,2000-01-01,21.91,,,India
2024-11-06,BBTC.NS,LR_DC,2024-10-25,2640.0,2806.35,,Long,Open,2717.95,2024-11-12,6.01,,,India
2024-11-06,BCONCEPTS.NS,EW_W,2024-11-08,515.0,549.0,536.82,Short,Closed,448.0,2024-11-12,29.41,ISL Hit,515.0,India
2024-11-06,BEL.NS,ATRBBLR_W,2024-10-28,277.15,301.85,,Long,Open,293.5,2024-11-12,40.49,,,India
2024-11-06,BENGALASM.BO,BB_W,2024-10-09,8800.0,10109.65,,Long,Open,9800.0,2024-11-12,0.76,,,India
2024-11-06,BERLDRG.BO,BB_DC,2024-10-28,32.35,38.81,,Long,Open,,2000-01-01,154.8,,,India
2024-11-06,BERYLSE.BO,EW_DC,2024-11-06,30.1,32.0,,Long,Open,35.0,2024-11-12,526.32,,,India
2024-11-06,BHARATRAS.NS,BB_DC,2024-10-28,10200.0,12040.65,,Long,Open,11279.0,2024-11-12,0.54,,,India
2024-11-06,BHILSPIN.BO,BB_DC,2024-11-01,137.55,148.05,,Long,Open,,2000-01-01,95.24,,,India
2024-11-06,BIOCON.NS,BB_DC,2024-11-05,303.0,322.85,,Long,Open,347.65,2024-11-12,50.38,,,India
2024-11-06,BIRLACABLE.NS,EW_DC,2024-08-21,207.0,232.0,282.24,Short,Closed,217.58,2024-11-12,40.0,Target Hit,282.24,India
2024-11-06,BOMDYEING.NS,LR_UC,2024-11-06,212.2,237.1,236.51,Short,Closed,219.19,2024-11-12,40.16,Target Hit,236.51,India
2024-11-06,BORORENEW.NS,EW_DC,2024-11-06,402.8,456.0,,Long,Open,475.6,2024-11-12,18.8,,,India
2024-11-06,BRIJLEAS.BO,BB_BW,2024-10-29,9.7,12.43,,Long,Open,11.92,2024-11-12,366.3,,,India
2024-11-06,BSOFT.NS,EWBB_DC,2024-11-06,536.3,583.0,,Long,Open,568.85,2024-11-12,21.41,,,India
2024-11-06,CAMLINFINE.NS,BB_DC,2024-10-29,95.59,114.43,,Long,Open,112.8,2024-11-12,53.08,,,India
2024-11-06,CANFINHOME.NS,LR_UC,2024-10-23,841.85,869.8,,Short,Closed,835.45,2024-11-12,35.78,ISL Hit,841.85,India
2024-11-06,CAPLIPOINT.NS,BB_DC,2024-11-07,1780.05,2095.4,2143.36,Short,Closed,2018.85,2024-11-12,3.17,Target Hit,2143.36,India
2024-11-06,CAPPIPES.BO,EW_BW,2024-11-06,14.19,16.0,,Long,Open,15.34,2024-11-12,552.49,,,India
2024-11-06,CARBORUNIV.NS,ATRBB_DC,2024-10-29,1340.5,1455.4,,Long,Open,1420.0,2024-11-12,8.7,,,India
2024-11-06,CASTROLIND.NS,ATREWBB_DC,2024-11-04,201.4,218.0,213.51,Short,Closed,202.05,2024-11-12,60.24,Target Hit,213.51,India
2024-11-06,CCCL.BO,ATR_W,2000-01-01,16.31,17.31,,,,17.18,2024-11-12,1000.0,,,India
2024-11-06,CCL.NS,ATR_DC,2024-10-30,616.65,719.75,,Long,Open,700.4,2024-11-12,9.7,,,India
2024-11-06,CELEBRITY.NS,BB_W,2024-10-28,13.8,15.61,,Long,Open,14.94,2024-11-12,552.49,,,India
2024-11-06,CENTENKA.NS,LR_DC,2024-11-08,541.75,630.6,696.06,Short,Closed,663.05,2024-11-12,11.25,Target Hit,696.06,India
2024-11-06,CENTRUM.NS,ATRBB_DC,2024-10-28,30.89,35.19,,Long,Open,32.54,2024-11-12,232.56,,,India
2024-11-06,CHAMBLFERT.NS,ATRLR_BW,2024-11-07,443.2,503.4,524.21,Short,Closed,488.2,2024-11-12,16.61,Target Hit,524.21,India
2024-11-06,CHDCHEM.BO,BB_W,2024-10-29,6.03,6.77,,Long,Open,6.79,2024-11-12,1351.35,,,India
2024-11-06,CHEMCON.NS,LR_BW,2024-10-30,235.0,253.22,,Long,Open,241.25,2024-11-12,54.88,,,India
2024-11-06,CHOKSI.BO,EW_UC,2024-11-06,66.0,72.0,,Long,Open,72.1,2024-11-12,166.67,,,India
2024-11-06,CHORDIA.BO,ATR_DC,2024-10-31,80.04,89.36,,Long,Open,,2000-01-01,107.3,,,India
2024-11-06,COARO.BO,ATREW_UC,2024-11-06,34.36,38.0,,Long,Open,,2000-01-01,274.73,,,India
2024-11-06,COASTCORP.BO,BBLR_DC,2024-10-24,241.5,256.9,,Long,Open,,2000-01-01,64.94,,,India
2024-11-06,CONART.BO,ATRBB_DC,2024-11-05,146.0,180.3,,Long,Open,,2000-01-01,29.15,,,India
2024-11-06,CONCOR.NS,BB_DC,2024-06-12,778.75,858.45,1136.41,Short,Closed,815.9,2024-11-12,12.55,Target Hit,1136.41,India
2024-11-06,CORALFINAC.NS,LR_DC,2024-11-01,46.3,56.01,,Long,Open,53.71,2024-11-12,102.99,,,India
2024-11-06,CORDSCABLE.NS,BB_W,2024-10-28,190.25,220.12,,Long,Open,194.99,2024-11-12,33.48,,,India
2024-11-06,COROMANDEL.NS,BB_W,2024-10-08,1560.0,1726.1,,Long,Open,1733.1,2024-11-12,6.02,,,India
2024-11-06,COSCO.BO,BB_DC,2024-11-05,341.1,353.2,,Long,Open,360.15,2024-11-12,82.64,,,India
2024-11-06,CRANESSOFT.BO,LR_DT,2024-10-28,3.77,4.98,,Long,Open,,2000-01-01,826.45,,,India
2024-11-06,CRAVATEX.BO,EW_UC,2024-11-06,433.3,456.0,,Long,Open,,2000-01-01,44.05,,,India
2024-11-06,CRISIL.NS,BB_UC,2024-10-11,4260.0,5504.5,,Long,Open,5499.45,2024-11-12,0.8,,,India
2024-11-06,CROWN.NS,BB_BW,2024-10-31,225.0,279.19,,Long,Open,257.69,2024-11-12,18.45,,,India
2024-11-06,CSBBANK.NS,BB_DC,2024-09-11,305.9,312.15,330.3,Short,Closed,318.0,2024-11-12,160.0,Target Hit,330.3,India
2024-11-06,CSLFINANCE.BO,BB_DC,2024-09-05,326.0,345.1,479.7,Short,Close,,2000-01-01,52.36,,,India
2024-11-06,CTCL.BO,BB_DC,2024-10-30,320.0,355.0,,Long,Open,351.0,2024-11-11,28.57,,,India
2024-11-06,CUBIFIN.BO,BB_DC,2024-11-08,1.97,2.34,,Long,Open,,2000-01-01,2702.7,,,India
2024-11-06,CUMMINSIND.NS,ATR_BW,2024-10-28,3401.0,3611.65,,Long,Open,3480.75,2024-11-12,4.75,,,India
2024-11-06,CYBELEIND.BO,EW_W,2024-11-06,40.0,43.0,,Long,Open,44.0,2024-11-12,333.33,,,India
2024-11-06,CYBERMEDIA.NS,ATRBB_DC,2024-11-04,25.22,29.84,,Long,Open,27.76,2024-11-12,216.45,,,India
2024-11-06,CYBERTECH.NS,BB_DC,2024-10-24,215.05,225.44,,Short,Closed,213.0,2024-11-12,96.25,ISL Hit,215.05,India
2024-11-06,CYIENT.NS,BB_DC,2024-10-29,1695.1,1910.05,,Long,Open,1827.8,2024-11-12,4.65,,,India
2024-11-06,DARSHANORNA.BO,ATR_W,2024-11-06,4.81,5.91,5.95,Short,Closed,5.45,2024-11-12,909.09,Target Hit,5.95,India
2024-11-06,DATAMATICS.NS,BB_DC,2024-10-29,542.55,587.7,,Long,Open,555.0,2024-11-12,22.15,,,India
2024-11-06,DCAL.NS,BB_W,2024-11-04,169.22,195.16,,Long,Open,189.48,2024-11-12,38.55,,,India
2024-11-06,DCMSHRIRAM.NS,ATR_W,2024-10-29,979.1,1117.2,,Long,Open,1246.15,2024-11-12,7.24,,,India
2024-11-06,DECCANCE.NS,BB_DC,2024-10-29,550.8,592.55,,Long,Open,602.9,2024-11-12,23.95,,,India
2024-11-06,DEEPAKNTR.NS,ATRLR_BW,2024-11-06,2600.8,2846.1,2817.06,Short,Closed,2580.75,2024-11-12,4.08,ISL Hit,2600.8,India
2024-11-06,DEN.NS,BB_DC,2024-10-31,42.16,48.86,,Long,Open,45.65,2024-11-12,149.25,,,India
2024-11-06,DHANI.NS,ATR_UC,2024-10-30,54.1,66.28,,Long,Open,67.48,2024-11-12,82.1,,,India
2024-11-06,DHANUKA.NS,BB_DC,2024-10-28,1510.1,1616.45,,Long,Open,1583.45,2024-11-12,9.4,,,India
2024-11-06,DHARFIN.BO,ATR_BW,2024-11-07,8.0,9.97,10.44,Short,Close,,2000-01-01,507.61,,,India
2024-11-06,DHRUV.BO,LR_DC,2024-10-28,98.95,126.6,,Long,Open,113.85,2024-11-12,36.17,,,India
2024-11-06,DIXON.NS,ATR_W,2024-11-01,13711.05,15647.6,,Long,Open,15085.75,2024-11-12,0.52,,,India
2024-11-06,DLF.NS,EWBB_W,2024-10-29,773.55,828.0,832.18,Short,Closed,772.55,2024-11-12,18.37,ISL Hit,773.55,India
2024-11-06,DLINKINDIA.NS,BB_DC,2024-10-30,492.8,591.2,,Long,Open,556.3,2024-11-12,10.16,,,India
2024-11-06,DLTNCBL.BO,EW_UC,2024-11-06,621.35,672.0,,Long,Open,,2000-01-01,19.74,,,India
2024-11-06,DSSL.NS,BBLR_DC,2024-10-28,1155.15,1340.5,,Long,Open,1354.95,2024-11-12,5.4,,,India
2024-11-06,ECLERX.NS,ATR_UC,2024-10-29,2651.1,3284.85,,Long,Open,3372.05,2024-11-12,1.58,,,India
2024-11-06,EKAMLEA.BO,BB_UC,2024-11-07,7.0,9.27,9.52,Short,Closed,8.89,2024-11-12,440.53,Target Hit,9.52,India
2024-11-06,ELECTCAST.NS,BB_DC,2024-10-30,162.3,168.87,177.94,Short,Closed,149.23,2024-11-12,152.21,ISL Hit,162.3,India
2024-11-06,ELECTHERM.NS,ATR_UC,2024-10-30,885.0,994.4,,Long,Open,1210.45,2024-11-12,9.14,,,India
2024-11-06,ELPROINTL.BO,LR_DC,2024-10-31,98.15,120.7,,Long,Open,,2000-01-01,44.35,,,India
2024-11-06,EMAMIREAL.NS,BB_W,2024-11-06,94.53,104.31,104.85,Short,Closed,93.06,2024-11-12,102.25,ISL Hit,94.53,India
2024-11-06,ESTER.NS,ATRBB_W,2024-10-23,142.52,158.45,,Long,Open,152.47,2024-11-12,62.77,,,India
2024-11-06,FCSSOFT.NS,ATR_UC,2024-10-29,3.01,3.74,,Long,Open,3.47,2024-11-12,1369.86,,,India
2024-11-06,FIEMIND.NS,BBLR_DC,2024-10-30,1453.35,1641.55,,Long,Open,1555.25,2024-11-12,5.31,,,India
2024-11-06,FILTRA.BO,ATRBB_DC,2024-10-16,81.0,90.0,,Long,Open,90.0,2024-11-12,111.11,,,India
2024-11-06,FINEORG.NS,BB_DC,2024-10-28,4562.15,5098.65,,Long,Open,4931.2,2024-11-12,1.86,,,India
2024-11-06,FISCHER.BO,BBLR_DC,2024-11-05,612.0,657.9,,Long,Open,,2000-01-01,21.79,,,India
2024-11-06,FMGOETZE.NS,BB_DC,2024-11-05,387.05,412.6,,Long,Open,399.4,2024-11-12,39.14,,,India
2024-11-06,FOCUS.NS,ATR_DC,2024-10-30,106.45,140.98,,Long,Open,134.83,2024-11-12,28.96,,,India
2024-11-06,FORINTL.BO,BB_W,2024-11-06,72.0,83.74,82.42,Short,Close,,2000-01-01,85.18,,,India
