Ticker,Date/Time,Close,myBuy ,myShort
4THGEN.BO,10/28/2024,6,,1
3PLAND.NS,10/30/2024,43,1,
3MINDIA.NS,10/31/2024,35432,1,
AAATECH.NS,11/6/2024,125,1,
AAKASH.NS,10/31/2024,11,1,
AARTIDRUGS.NS,11/4/2024,494,1,
ABMKNO.BO,11/1/2024,139,1,
ACROW.BO,11/5/2024,725,1,
ADCINDIA.BO,11/4/2024,1731,1,
ADVENZYMES.NS,11/4/2024,499,1,
AIRAN.NS,11/4/2024,35,1,
AJOONI.NS,11/4/2024,8,1,
AKSHARCHEM.NS,11/4/2024,311,1,
AKSHOPTFBR.NS,10/31/2024,10,,1
ALEMBICLTD.NS,11/4/2024,137,1,
ALICON.NS,11/4/2024,1345,1,
ALKALI.NS,11/6/2024,118,1,
ALSTONE.BO,10/31/2024,1,1,
ALPHAGEO.NS,10/28/2024,404,,1
AMARJOTHI.BO,11/6/2024,206,1,
AMBALALSA.BO,11/6/2024,62,1,
AMBICAAGAR.BO,11/1/2024,28,1,
AMBIKCO.NS,11/4/2024,1599,1,
ANDHRAPAP.NS,11/4/2024,100,1,
ANJANIFOODS.BO,11/4/2024,38,1,
ANKIN.BO,10/28/2024,15,1,
APLLTD.NS,11/6/2024,1140,1,
ARCEEIN.BO,11/4/2024,7,1,
AREXMIS.BO,11/5/2024,171,1,
ARCHIDPLY.NS,11/4/2024,119,1,
ARIES.NS,10/30/2024,268,1,
ARROWGREEN.NS,11/4/2024,987,1,
AROGRANITE.NS,11/4/2024,53,1,
ARYAMAN.BO,10/31/2024,435,1,
ARVIND.NS,10/31/2024,377,1,
ASIANENE.BO,11/1/2024,367,1,
ASIANTNE.BO,11/5/2024,16,1,
ASIANTILES.NS,11/6/2024,78,1,
ASPINWALL.NS,10/31/2024,276,1,
ATHENAGLO.BO,11/4/2024,102,1,
AURIONPRO.NS,11/4/2024,1695,1,
AVANTEL.BO,11/4/2024,171,,1
AUSOMENT.NS,10/28/2024,113,,1
AVROIND.NS,11/6/2024,152,1,
BAJAJHLDNG.NS,11/4/2024,10590,1,
BASML.NS,11/4/2024,61,1,
BBOX.NS,10/31/2024,550,1,
BBTC.NS,11/6/2024,2806,1,
BDH.BO,10/30/2024,315,1,
BELLACASA.BO,10/29/2024,545,1,
BEL.NS,11/6/2024,302,1,
BERVINL.BO,11/1/2024,77,1,
BGRENERGY.NS,11/4/2024,43,1,
BHARATSE.BO,10/30/2024,210,1,
BLACKROSE.BO,11/5/2024,135,1,
BOMDYEING.NS,11/6/2024,237,1,
BPL.NS,11/5/2024,112,1,
BRIJLEAS.BO,11/1/2024,12,1,
CAMEXLTD.BO,11/1/2024,59,1,
BVCL.NS,11/1/2024,56,,1
CANFINHOME.NS,11/6/2024,870,1,
CCHHL.NS,11/4/2024,24,1,
CCL.NS,10/31/2024,720,1,
CENTENKA.NS,11/6/2024,631,1,
CHAMBLFERT.NS,11/6/2024,503,1,
CHEMCON.NS,11/6/2024,253,1,
CHEMBOND.NS,11/5/2024,585,1,
CIPLA.NS,11/4/2024,1594,1,
COASTCORP.BO,11/6/2024,257,1,
COLINZ.BO,10/31/2024,63,1,
COMCL.BO,11/1/2024,33,1,
COMFINTE.BO,11/1/2024,13,1,
CONART.BO,11/1/2024,180,1,
CORALFINAC.NS,11/6/2024,56,1,
CORALAB.BO,11/1/2024,871,1,
CORDSCABLE.NS,11/4/2024,220,1,
COROMANDEL.NS,10/31/2024,1726,1,
CRANEINFRA.BO,10/31/2024,24,1,
CRANESSOFT.BO,11/6/2024,5,1,
CPL.BO,11/4/2024,73,1,
CRAVATEX.BO,10/29/2024,456,1,
CROWN.NS,11/4/2024,279,1,
CUBIFIN.BO,10/31/2024,2,1,
CYBELEIND.BO,11/4/2024,43,,1
CYBERMEDIA.NS,11/4/2024,30,,1
CYBERTECH.NS,10/31/2024,225,1,
DBCORP.NS,11/4/2024,323,1,
DATAMATICS.NS,11/4/2024,588,1,
DECNGOLD.BO,10/30/2024,139,1,
DCMFINSERV.NS,10/31/2024,7,1,
DEEPAKNTR.NS,11/6/2024,2846,1,
DHRUV.BO,11/6/2024,127,1,
DLINKINDIA.NS,10/31/2024,591,1,
DPSCLTD.NS,11/4/2024,18,1,
DUCON.NS,11/4/2024,9,1,
DUKEOFS.BO,11/4/2024,23,1,
DSSL.NS,11/6/2024,1341,1,
DUTRON.BO,10/29/2024,186,,1
EIHAHOTELS.NS,11/4/2024,386,1,
EIDPARRY.NS,10/31/2024,832,1,
EICHERMOT.NS,10/29/2024,4917,1,
ELNET.BO,10/31/2024,363,1,
ELPROINTL.BO,11/6/2024,121,1,
EMERALL.BO,10/28/2024,168,1,
ENERGYDEV.NS,10/31/2024,25,1,
ESHAMEDIA.BO,10/31/2024,15,1,
ETIL.BO,11/1/2024,9,1,
ESSARSHPNG.NS,11/4/2024,39,1,
ESTER.NS,11/4/2024,158,1,
EXPOGAS.BO,11/1/2024,57,1,
FDC.NS,10/31/2024,547,1,
FIBERWEB.BO,11/1/2024,52,1,
FINEORG.NS,11/4/2024,5099,1,
FIEMIND.NS,11/6/2024,1642,1,
FINKURVE.BO,11/4/2024,105,1,
FISCHER.BO,11/6/2024,658,1,
FUTURSEC.BO,11/1/2024,31,1,
GALAXYSURF.NS,11/4/2024,3018,1,
GARNET.BO,11/1/2024,45,1,
GARWAMAR.BO,11/4/2024,39,1,
GEECEE.NS,11/6/2024,414,1,
GESHIP.NS,11/1/2024,1258,1,
GLITTEKG.BO,11/6/2024,4,1,
GLOBE.NS,11/4/2024,5,1,
GLENMARK.NS,11/6/2024,1769,1,
GLOBALVECT.NS,11/4/2024,295,1,
GMBREW.NS,11/4/2024,828,1,
GOKULAGRO.NS,10/30/2024,286,1,
GREAVESCOT.NS,11/5/2024,191,1,
GREENPLY.NS,10/29/2024,368,,1
GSLSEC.BO,10/29/2024,17,,1
GUFICBIO.NS,10/29/2024,470,,1
