Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
360ONE.NS,10/11/2024,1056,1037.96,940.00
360ONE.NS,10/29/2024,1056,1005.40,982.00
21STCENMGM.NS,10/8/2024,119,97.69,96.70
21STCENMGM.NS,10/30/2024,119,105.42,104.36
5PAISA.NS,10/10/2024,511,538.70,504.50
5PAISA.NS,10/28/2024,511,490.67,480.00
4THGEN.BO,9/16/2024,6,5.67,5.17
20MICRONS.NS,10/16/2024,248,278.00,260.00
3PLAND.NS,9/4/2024,43,42.34,41.70
3PLAND.NS,10/29/2024,43,36.53,34.05
3MINDIA.NS,10/31/2024,35432,34931.05,33131.60
63MOONS.NS,9/3/2024,596,360.35,324.90
63MOONS.NS,9/13/2024,596,396.91,387.20
63MOONS.NS,9/16/2024,596,400.04,387.20
63MOONS.NS,9/18/2024,596,380.33,371.70
63MOONS.NS,9/30/2024,596,378.51,372.10
63MOONS.NS,10/8/2024,596,360.50,351.00
63MOONS.NS,10/23/2024,596,449.00,436.10
63MOONS.NS,10/24/2024,596,473.16,436.10
63MOONS.NS,10/28/2024,596,465.00,436.10
7TEC.BO,10/31/2024,59,53.46,50.26
^CNXENERGY,9/25/2024,39563,43761.85,42093.10
^CNXMETAL,9/12/2024,9656,9128.11,8993.35
^CNXMETAL,10/30/2024,9656,9307.78,8924.55
^CNXPSUBANK,10/29/2024,6983,6571.60,6188.85
^CNXREALTY,9/13/2024,1011,1043.32,1022.25
^CNXREALTY,10/8/2024,1011,1017.64,1011.80
^NSEI,8/21/2024,24484,24687.86,23893.70
^NSEI,8/22/2024,24484,24805.17,23893.70
^NSEI,8/23/2024,24484,24793.34,23893.70
^NSEI,8/26/2024,24484,24916.97,23893.70
^NSEI,8/27/2024,24484,24998.51,23893.70
^NSEI,8/28/2024,24484,25005.89,23893.70
^NSEI,8/29/2024,24484,25047.10,23893.70
^NSEI,8/30/2024,24484,25216.64,23893.70
^NSEI,9/2/2024,24484,25260.04,23893.70
^NSEI,9/3/2024,24484,25257.28,23893.70
^NSEI,9/4/2024,24484,25116.85,23893.70
^NSEI,9/5/2024,24484,25164.68,23893.70
^NSEI,9/6/2024,24484,24893.16,24801.30
^NSEI,9/9/2024,24484,24804.24,24753.15
^NSEI,9/10/2024,24484,24955.23,24753.15
^NSEI,9/11/2024,24484,24942.29,24753.15
^NSEI,9/12/2024,24484,25064.42,24753.15
^NSEI,9/13/2024,24484,25326.96,24753.15
^NSEI,9/16/2024,24484,25363.57,24753.15
^NSEI,9/17/2024,24484,25374.60,24753.15
^NSEI,9/18/2024,24484,25334.71,24753.15
^NSEI,9/19/2024,24484,25435.03,24753.15
^NSEI,9/20/2024,24484,25532.26,24753.15
^NSEI,9/23/2024,24484,25874.51,24753.15
^NSEI,9/24/2024,24484,25918.02,24753.15
^NSEI,9/25/2024,24484,25911.71,24753.15
AAATECH.NS,8/30/2024,125,116.76,113.61
AAATECH.NS,9/13/2024,125,130.90,126.20
AAATECH.NS,10/9/2024,125,125.79,115.00
AAATECH.NS,10/28/2024,125,112.57,110.00
AAKASH.NS,10/30/2024,11,10.77,10.51
AARTECH.BO,8/20/2024,63,66.96,66.00
AARTECH.BO,9/2/2024,63,73.49,66.00
