Buy Date,Ticker,Buy Strat,ll
2024-11-06,1STCUS.BO,EW_DC,100.6
2024-11-06,3IINFOLTD.NS,EW_DC,25.23
2024-11-06,AAATECH.NS,LR_DC,110.0
2024-11-06,ABAN.NS,BB_DC,63.27
2024-11-06,ABANSENT.BO,BB_DC,25.1
2024-11-06,ACCURACY.NS,BB_DC,9.35
2024-11-06,ADANIENT.NS,ATR_DC,2654.7
2024-11-06,ADIEXRE.BO,ATR_W,25.0
2024-11-06,ADINATH.BO,BB_W,27.23
2024-11-06,AFFLE.NS,ATR_BW,1428.4
2024-11-06,AICHAMP.BO,BB_W,42.15
2024-11-06,ALBERTDAVD.NS,BB_DC,1355.0
2024-11-06,ALKALI.NS,LR_DC,107.78
2024-11-06,AMARJOTHI.BO,BBLR_DC,180.0
2024-11-06,AMBALALSA.BO,ATRBBLR_DC,53.0
2024-11-06,ANUP.NS,ATREW_UC,2647.0
2024-11-06,APLAB.BO,EW_DC,64.7
2024-11-06,APLLTD.NS,LR_DC,1027.9
2024-11-06,APOLLOTYRE.NS,EW_DC,474.75
2024-11-06,ARIHANTSUP.NS,ATREW_UC,315.1
2024-11-06,ARROWGREEN.NS,ATR_UC,755.0
2024-11-06,ARTNIRMAN.NS,EW_DC,55.31
2024-11-06,ARTSONEN.BO,BB_DC,156.0
2024-11-06,ARUNAHTEL.BO,EW_DC,10.0
2024-11-06,ASAHISONG.NS,BB_DC,392.65
2024-11-06,ASALCBR.NS,BB_DC,815.0
2024-11-06,ASHIMASYN.NS,BB_BW,29.09
2024-11-06,ASHNOOR.BO,ATR_BW,43.7
2024-11-06,ASIANTILES.NS,ATRLR_DC,64.74
2024-11-06,ASMTEC.BO,BB_DC,1418.0
2024-11-06,ASTRAMICRO.NS,ATR_DC,718.1
2024-11-06,ATGL.NS,BB_DC,682.25
2024-11-06,ATHARVENT.BO,BB_W,2.13
2024-11-06,AVROIND.NS,BBLR_W,140.0
2024-11-06,BAJAJHCARE.BO,BB_DC,333.2
2024-11-06,BALUFORGE.BO,BB_DC,720.0
2024-11-06,BAMBINO.BO,EWBB_W,358.0
2024-11-06,BAPACK.BO,BB_W,354.15
2024-11-06,BBTC.NS,LR_DC,2640.0
2024-11-06,BCONCEPTS.NS,EW_W,515.0
2024-11-06,BEL.NS,ATRBBLR_W,277.15
2024-11-06,BENGALASM.BO,BB_W,8800.0
2024-11-06,BERLDRG.BO,BB_DC,32.35
2024-11-06,BERYLSE.BO,EW_DC,30.1
2024-11-06,BHARATRAS.NS,BB_DC,10200.0
2024-11-06,BHILSPIN.BO,BB_DC,137.55
2024-11-06,BIOCON.NS,BB_DC,303.0
2024-11-06,BIRLACABLE.NS,EW_DC,207.0
2024-11-06,BOMDYEING.NS,LR_UC,212.2
2024-11-06,BORORENEW.NS,EW_DC,402.8
2024-11-06,BRIJLEAS.BO,BB_BW,9.7
2024-11-06,BSOFT.NS,EWBB_DC,536.3
2024-11-06,CAMLINFINE.NS,BB_DC,95.59
2024-11-06,CANFINHOME.NS,LR_UC,841.85
2024-11-06,CAPLIPOINT.NS,BB_DC,1780.05
2024-11-06,CAPPIPES.BO,EW_BW,14.19
2024-11-06,CARBORUNIV.NS,ATRBB_DC,1340.5
2024-11-06,CASTROLIND.NS,ATREWBB_DC,201.4
2024-11-06,CCCL.BO,ATR_W,16.31
2024-11-06,CCL.NS,ATR_DC,616.65
2024-11-06,CELEBRITY.NS,BB_W,13.8
2024-11-06,CENTENKA.NS,LR_DC,541.75
2024-11-06,CENTRUM.NS,ATRBB_DC,30.89
2024-11-06,CHAMBLFERT.NS,ATRLR_BW,443.2
2024-11-06,CHDCHEM.BO,BB_W,6.03
2024-11-06,CHEMCON.NS,LR_BW,235.0
2024-11-06,CHOKSI.BO,EW_UC,66.0
2024-11-06,CHORDIA.BO,ATR_DC,80.04
2024-11-06,COARO.BO,ATREW_UC,34.36
2024-11-06,COASTCORP.BO,BBLR_DC,241.5
2024-11-06,CONART.BO,ATRBB_DC,146.0
2024-11-06,CONCOR.NS,BB_DC,778.75
2024-11-06,CORALFINAC.NS,LR_DC,46.3
2024-11-06,CORDSCABLE.NS,BB_W,190.25
2024-11-06,COROMANDEL.NS,BB_W,1560.0
2024-11-06,COSCO.BO,BB_DC,341.1
2024-11-06,CRANESSOFT.BO,LR_DT,3.77
2024-11-06,CRAVATEX.BO,EW_UC,433.3
2024-11-06,CRISIL.NS,BB_UC,4260.0
2024-11-06,CROWN.NS,BB_BW,225.0
2024-11-06,CSBBANK.NS,BB_DC,305.9
2024-11-06,CSLFINANCE.BO,BB_DC,326.0
2024-11-06,CTCL.BO,BB_DC,320.0
2024-11-06,CUBIFIN.BO,BB_DC,1.97
2024-11-06,CUMMINSIND.NS,ATR_BW,3401.0
2024-11-06,CYBELEIND.BO,EW_W,40.0
2024-11-06,CYBERMEDIA.NS,ATRBB_DC,25.22
2024-11-06,CYBERTECH.NS,BB_DC,215.05
2024-11-06,CYIENT.NS,BB_DC,1695.1
2024-11-06,DARSHANORNA.BO,ATR_W,4.81
2024-11-06,DATAMATICS.NS,BB_DC,542.55
2024-11-06,DCAL.NS,BB_W,169.22
2024-11-06,DCMSHRIRAM.NS,ATR_W,979.1
2024-11-06,DECCANCE.NS,BB_DC,550.8
2024-11-06,DEEPAKNTR.NS,ATRLR_BW,2600.8
2024-11-06,DEN.NS,BB_DC,42.16
2024-11-06,DHANI.NS,ATR_UC,54.1
2024-11-06,DHANUKA.NS,BB_DC,1510.1
2024-11-06,DHARFIN.BO,ATR_BW,8.0
2024-11-06,DHRUV.BO,LR_DC,98.95
2024-11-06,DIXON.NS,ATR_W,13711.05
2024-11-06,DLF.NS,EWBB_W,773.55
2024-11-06,DLINKINDIA.NS,BB_DC,492.8
2024-11-06,DLTNCBL.BO,EW_UC,621.35
2024-11-06,DSSL.NS,BBLR_DC,1155.15
2024-11-06,ECLERX.NS,ATR_UC,2651.1
2024-11-06,EKAMLEA.BO,BB_UC,7.0
2024-11-06,ELECTCAST.NS,BB_DC,162.3
2024-11-06,ELECTHERM.NS,ATR_UC,885.0
2024-11-06,ELPROINTL.BO,LR_DC,98.15
2024-11-06,EMAMIREAL.NS,BB_W,94.53
2024-11-06,ESTER.NS,ATRBB_W,142.52
2024-11-06,FCSSOFT.NS,ATR_UC,3.01
2024-11-06,FIEMIND.NS,BBLR_DC,1453.35
2024-11-06,FILTRA.BO,ATRBB_DC,81.0
2024-11-06,FINEORG.NS,BB_DC,4562.15
2024-11-06,FISCHER.BO,BBLR_DC,612.0
2024-11-06,FMGOETZE.NS,BB_DC,387.05
2024-11-06,FOCUS.NS,ATR_DC,106.45
2024-11-06,FORINTL.BO,BB_W,72.0
2024-11-06,FOSECOIND.NS,BB_DC,4470.2
2024-11-06,FUTURSEC.BO,ATR_BW,25.25
2024-11-06,GAIL.NS,ATREW_DC,191.7
2024-11-06,GANESHBE.BO,BB_DC,135.05
2024-11-06,GBFL.BO,BB_UC,8.01
2024-11-06,GEE.BO,BB_DT,148.0
2024-11-06,GEECEE.NS,LR_DC,394.0
2024-11-06,GEEKAYWIRE.NS,EW_DC,94.75
2024-11-06,GENUSPOWER.NS,BB_W,401.85
2024-11-06,GHCL.NS,BB_W,536.1
2024-11-06,GINISILK.BO,ATREW_UC,103.85
2024-11-06,GKWLIMITED.NS,BB_UC,2806.0
2024-11-06,GLENMARK.NS,LR_BW,1628.1
2024-11-06,GLITTEKG.BO,LR_DC,3.37
2024-11-06,GMBREW.NS,BB_DC,757.0
2024-11-06,GMDCLTD.NS,BB_W,351.35
2024-11-06,GOCLCORP.NS,BB_DC,379.55
2024-11-06,GOGIACAP.BO,EW_DC,48.84
2024-11-06,GOKUL.NS,ATR_UC,49.62
2024-11-06,GOODLUCK.NS,BB_DC,881.1
2024-11-06,GRANULES.NS,BB_DC,538.9
2024-11-06,GREENPANEL.NS,BB_DC,368.05
2024-11-06,GRMOVER.BO,BB_DC,202.7
2024-11-06,GRSE.NS,BB_W,1510.55
2024-11-06,GSFC.NS,EW_DC,199.45
2024-11-06,GUFICBIO.NS,BB_UC,411.15
2024-11-06,GUJAPOLLO.NS,BB_DC,295.65
2024-11-06,GUJCONT.BO,ATREW_W,170.0
2024-11-06,GULFOILLUB.NS,ATRBB_W,1084.25
