Buy Date,Ticker,Buy Strat,ll
2024-10-30,21STCENMGM.NS,ATR_W,104.36
2024-10-30,3MINDIA.NS,ATRBB_DC,33131.6
2024-10-30,3PLAND.NS,LR_BW,34.05
2024-10-30,AARTISURF.NS,EW_BW,678.0
2024-10-30,AARVEEDEN.NS,ATR_DC,41.25
2024-10-30,ABAN.NS,EW_DC,62.56
2024-10-30,ABANSENT.BO,EW_BW,25.1
2024-10-30,ABCAPITAL.NS,ATREW_UC,199.44
2024-10-30,ACCURACY.NS,EW_UC,9.35
2024-10-30,ACE.NS,ATREW_DC,1115.5
2024-10-30,ACL.NS,EW_DC,82.0
2024-10-30,ADINATH.BO,BB_W,23.05
2024-10-30,ADITYA.BO,EW_BW,9.07
2024-10-30,ADMANUM.BO,EW_DC,91.15
2024-10-30,AGARIND.NS,EWBB_DC,981.2
2024-10-30,AJANTSOY.BO,BB_DC,39.7
2024-10-30,AJCON.BO,EW_UC,42.55
2024-10-30,AKI.BO,BB_DC,18.31
2024-10-30,AKZOINDIA.NS,BB_W,3620.0
2024-10-30,ALFAICA.BO,EW_UC,80.0
2024-10-30,ALFATRAN.BO,EW_UC,111.63
2024-10-30,ALFAVIO.BO,EWBB_W,14.75
2024-10-30,ALFL.BO,EW_DC,1.82
2024-10-30,ALOKINDS.NS,EW_DC,20.62
2024-10-30,ALPSINDUS.NS,EWBB_DC,3.05
2024-10-30,AMALGAM.BO,BB_DT,82.25
2024-10-30,AMBARPIL.BO,BB,
2024-10-30,AMBICAAGAR.BO,EWBB_DT,25.75
2024-10-30,ANG.BO,EWBB_W,44.38
2024-10-30,ANIKINDS.NS,ATR_DC,75.5
2024-10-30,ANJANI.BO,EWBB_W,40.1
2024-10-30,ANSINDUS.BO,EW_DC,8.65
2024-10-30,APOLLOFI.BO,BB_W,761.6
2024-10-30,APOLSINHOT.NS,ATR_W,1669.0
2024-10-30,ARCHITORG.BO,BB_W,44.2
2024-10-30,ARIES.NS,LR_DC,224.2
2024-10-30,ARTEMISMED.NS,EW_W,260.05
2024-10-30,ARVSMART.NS,BB_DC,750.0
2024-10-30,ASAL.NS,EW_DC,632.35
2024-10-30,ASHAPURMIN.NS,EW_DC,200.45
2024-10-30,ASHIS.BO,EW_DC,44.2
2024-10-30,ASHISHPO.BO,ATR_DC,47.28
2024-10-30,ASIANTILES.NS,BB_DC,64.74
2024-10-30,ATALREAL.NS,BB_UC,8.02
2024-10-30,ATISHAY.BO,EW_UC,157.85
2024-10-30,ATVPR.BO,EW_UC,31.67
2024-10-30,AUROLAB.BO,EW_UC,214.1
2024-10-30,AUTOAXLES.NS,LR_DC,1758.05
2024-10-30,BABA.BO,ATR_DC,12.23
2024-10-30,BAGFILMS.NS,EW_DC,9.35
2024-10-30,BAJAJ-AUTO.NS,BB_W,9640.0
2024-10-30,BAJAJST.BO,EW_W,2871.2
2024-10-30,BALAJITELE.NS,EWBB_DC,54.35
2024-10-30,BALAMINES.NS,EW_W,2000.5
2024-10-30,BALTE.BO,ATR_BW,27.71
2024-10-30,BANASFN.BO,EW_DC,9.12
2024-10-30,BANKINDIA.NS,EW_DC,96.0
2024-10-30,BANSWRAS.NS,EWBB_DC,126.14
2024-10-30,BASML.NS,EWBB_DC,49.25
2024-10-30,BATLIBOI.BO,BB_DC,142.15
2024-10-30,BCCFUBA.BO,EW_UC,85.19
2024-10-30,BCLIND.NS,BB_W,53.09
2024-10-30,BDH.BO,EWLR_DC,307.95
2024-10-30,BEARDSELL.NS,BB_DC,41.51
2024-10-30,BECTORFOOD.NS,BB_DC,1643.4
2024-10-30,BEL.NS,BB_DC,257.45
2024-10-30,BEML.NS,ATREW_BW,3682.3
2024-10-30,BHARATRAS.NS,ATR_DC,10200.0
2024-10-30,BHARATSE.BO,LR_DC,155.25
2024-10-30,BHASKAGR.BO,EW_UC,57.02
2024-10-30,BIRLAPREC.BO,BB_DC,60.0
2024-10-30,BLIL.BO,EW_DC,72.07
2024-10-30,BLKASHYAP.NS,EWBB_DC,73.32
2024-10-30,BOROLTD.NS,ATR_UC,408.25
2024-10-30,BRAWN.BO,BB_BW,19.0
2024-10-30,BSL.NS,ATRBB_DC,199.1
2024-10-30,BTTL.BO,BB_W,45.0
2024-10-30,BYKE.NS,EW_BW,60.03
2024-10-30,CAPACITE.NS,BB_DC,329.5
2024-10-30,CAPLIPOINT.NS,ATREW_DC,1780.05
2024-10-30,CARYSIL.NS,EW_W,739.65
2024-10-30,CATVISION.BO,EW_BW,23.44
2024-10-30,CGCL.NS,EW_DC,177.99
2024-10-30,CHEMTECH.BO,EWBB_DC,222.65
2024-10-30,CHRTEDCA.BO,EW_UC,210.0
2024-10-30,CINEVISTA.NS,BB_DC,16.61
2024-10-30,CLFL.BO,BB_UC,19.46
2024-10-30,COFFEEDAY.BO,EW_DC,28.14
2024-10-30,CONTPTR.BO,EW_DC,87.15
2024-10-30,COSYN.BO,ATREW_UC,44.0
2024-10-30,CRANEX.BO,BB_W,142.2
2024-10-30,CREDITACC.NS,EW_DC,911.5
2024-10-30,CREST.NS,BB_DC,441.35
2024-10-30,CRISIL.NS,BB_UC,4260.0
2024-10-30,CSBBANK.NS,BB_DC,292.05
2024-10-30,DAMODARIND.NS,BB_DC,41.7
2024-10-30,DAULAT.BO,BB_W,60.4
2024-10-30,DCBBANK.NS,EW_BW,108.69
2024-10-30,DECNGOLD.BO,BBLR_DC,114.3
2024-10-30,DEVINE.BO,EW_UC,8.94
2024-10-30,DEVIT.NS,ATREW_DC,125.2
2024-10-30,DHAMPURSUG.NS,EW_BW,182.8
2024-10-30,DHPIND.BO,EW_BW,542.75
2024-10-30,DILIGENT.BO,EWBB_DC,3.88
2024-10-30,DLINKINDIA.NS,EW_DC,492.8
2024-10-30,DMART.NS,BB_DC,3920.0
2024-10-30,DPSCLTD.NS,BB_DC,16.05
2024-10-30,DSSL.NS,ATR_DC,1155.15
2024-10-30,DUROPACK.BO,EW_DC,81.0
2024-10-30,DUTRON.BO,BB_DC,162.6
2024-10-30,DYNAMICP.BO,EW_DC,35.2
2024-10-30,ECORECO.BO,EWBB_DC,836.5
2024-10-30,ELANGO.BO,BB_DC,10.62
2024-10-30,ELECTHERM.NS,ATREW_BW,871.35
2024-10-30,ELNET.BO,ATR_DC,310.1
2024-10-30,EMAMILTD.NS,BB_DC,632.0
2024-10-30,EMMBI.NS,ATR_W,125.05
2024-10-30,ENERGYDEV.NS,BB_DC,19.82
2024-10-30,ENIL.NS,EW_UC,175.01
2024-10-30,ENTRINT.BO,BB_DC,27.91
2024-10-30,ETIL.BO,BB_DC,7.94
2024-10-30,EVERESTO.BO,EWBB_DC,116.0
2024-10-30,EXCEL.NS,ATRBB_DT,0.71
