Ticker,Date/Time,Close,myBuy ,myShort
MORARKFI.BO,10/30/2024,160,1,
MOSCHIP.BO,10/21/2024,239,,1
MOSCHIP.BO,10/28/2024,239,1,
MUKATPIP.BO,10/23/2024,20,,1
MULTIBASE.BO,10/21/2024,264,1,
MULTIBASE.BO,10/22/2024,264,,1
MUTHOOTFIN.NS,10/30/2024,1969,1,
NAM-INDIA.NS,10/28/2024,687,,1
NAGREEKCAP.NS,10/23/2024,23,,1
NAHARINDUS.NS,10/21/2024,140,1,
NAHARINDUS.NS,10/23/2024,140,,1
NATIONALUM.NS,10/25/2024,227,,1
NBIFIN.NS,10/28/2024,2368,,1
NITIRAJ.NS,10/22/2024,243,,1
NILKAMAL.NS,10/21/2024,1949,,1
NOCIL.NS,10/22/2024,281,,1
OBEROIRLTY.NS,10/30/2024,1928,,1
OLPCL.BO,10/25/2024,3,,1
ORIENTELEC.NS,10/28/2024,248,1,
PANKAJPO.BO,10/28/2024,11,,1
PEL.NS,10/29/2024,1079,1,
PHCAP.BO,10/22/2024,196,,1
PHOENIXTN.BO,10/30/2024,227,1,
PICCADIL.BO,10/22/2024,693,,1
PIONEEREMB.NS,10/22/2024,48,,1
POLYLINK.BO,10/30/2024,37,1,
POOJAENT.BO,10/21/2024,169,1,
RAINBOWF.BO,10/22/2024,22,,1
RAJPALAYAM.BO,10/21/2024,908,1,
RALLIS.NS,10/25/2024,334,,1
RAMCOIND.NS,10/29/2024,242,1,
RDBRIL.BO,10/25/2024,507,,1
REGENCY.BO,10/24/2024,35,,1
RGL.NS,10/29/2024,171,,1
ROSELABS.BO,10/29/2024,36,,1
RPPL.NS,10/29/2024,39,1,
RTFL.BO,10/24/2024,77,,1
SABEVENTS.NS,10/29/2024,15,,1
SADBHIN.NS,10/30/2024,7,1,
SAGARSOFT.BO,10/24/2024,204,1,
SAHARAHOUS.BO,10/25/2024,42,,1
SAMPRE.BO,10/28/2024,71,1,
SAURASHCEM.BO,10/22/2024,120,1,
SCANPGEOM.BO,10/22/2024,8,,1
SDL.BO,10/30/2024,30,,1
SELAN.NS,10/30/2024,885,1,
SEVENHILL.BO,10/29/2024,1,,1
SGNTE.BO,10/21/2024,1,1,
SHRADHA.NS,10/23/2024,157,,1
SHREMETAL.BO,10/24/2024,41,1,
SHREMETAL.BO,10/25/2024,41,,1
SHREMETAL.BO,10/30/2024,41,1,
SHRIDINE.BO,10/22/2024,430,,1
SHREYAS.NS,10/24/2024,349,,1
SIKKO.NS,10/28/2024,99,1,
SIEMENS.NS,10/22/2024,6930,,1
SIRCA.NS,10/30/2024,339,1,
SRHHYPOLTD.NS,10/21/2024,754,,1
SURAJLTD.BO,10/22/2024,435,,1
SURANAT&P.NS,10/16/2024,20,1,
SURANAT&P.NS,10/21/2024,20,,1
TALBROAUTO.NS,10/30/2024,313,1,
TCFCFINQ.BO,10/29/2024,69,,1
TEJASNET.NS,10/21/2024,1253,1,
TEXRAIL.NS,10/29/2024,213,1,
THACKER.BO,10/28/2024,1148,,1
TOKYOPLAST.NS,10/30/2024,125,1,
UMESLTD.NS,10/28/2024,8,1,
USHAMART.NS,10/25/2024,415,,1
VALIANT.BO,10/21/2024,599,1,
VASINFRA.BO,10/25/2024,4,1,
VELHO.BO,10/22/2024,6,,1
VENUSREM.NS,10/30/2024,310,,1
VIDLI.BO,10/30/2024,80,1,
VESUVIUS.NS,10/25/2024,5149,,1
VISASTEEL.NS,10/22/2024,33,,1
WEALTH.NS,10/29/2024,1531,,1
WHBRADY.BO,10/23/2024,974,,1
YARNSYN.BO,10/23/2024,44,1,
YASHMGM.BO,10/21/2024,14,,1
ZENITHHE.BO,10/30/2024,6,1,
ZENITHSTL.NS,10/23/2024,9,,1
