Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
3RDROCK.NS,10/29/2024,64.60,297.00,0.00,,297.00,,,,1
4THGEN.BO,10/29/2024,6.24,59.00,0.00,70.00,59.00,6.66,6.36,6.05,1
3PLAND.NS,10/30/2024,39.00,3.00,0.00,46.00,3.00,39.62,39.27,38.91,1
3IINFOLTD.NS,10/30/2024,27.51,3.00,0.00,44.00,3.00,27.75,27.49,27.24,1
63MOONS.NS,10/30/2024,520.70,6.00,0.00,11.00,6.00,536.62,511.37,486.13,1
^CNXIT,10/30/2024,41668.60,60.00,0.00,65.00,60.00,50233.70,49024.83,47815.97,1
^CNXPSUBANK,10/30/2024,6741.55,5.00,0.00,92.00,5.00,6921.37,6741.07,6560.78,1
AAATECH.NS,10/30/2024,121.14,3.00,0.00,14.00,3.00,124.37,121.71,119.05,1
AAYUSH.BO,10/30/2024,104.28,67.00,0.00,87.00,67.00,102.64,95.33,88.03,1
ABHICAP.BO,10/30/2024,152.90,5.00,0.00,11.00,5.00,204.40,204.40,204.40,1
ABIRAFN.BO,10/30/2024,51.00,4.00,0.00,26.00,4.00,51.81,51.21,50.60,1
ABMKNO.BO,10/30/2024,128.60,3.00,0.00,14.00,3.00,129.93,128.70,127.47,1
ACEMEN.BO,10/30/2024,75.17,5.00,0.00,18.00,5.00,75.93,75.12,74.31,1
ACESOFT.BO,10/30/2024,482.15,26.00,0.00,31.00,26.00,476.58,447.04,417.51,1
ADANIENT.NS,10/30/2024,2969.30,3.00,0.00,20.00,3.00,3017.16,2959.13,2901.09,1
ADCINDIA.BO,10/30/2024,1772.90,3.00,0.00,23.00,3.00,1821.10,1773.95,1726.80,1
ADDIND.BO,10/30/2024,41.53,6.00,0.00,27.00,6.00,42.61,41.83,41.05,1
ADINATH.BO,10/30/2024,28.94,5.00,0.00,20.00,5.00,29.84,28.20,26.56,1
ADITYASP.BO,10/30/2024,28.98,3.00,0.00,8.00,3.00,29.72,29.47,29.22,1
ADORFO.BO,9/23/2024,141.15,10.00,0.00,49.00,10.00,152.33,149.00,145.67,1
ADVENZYMES.NS,10/30/2024,454.50,3.00,0.00,10.00,3.00,459.68,454.44,449.20,1
AGIIL.BO,10/30/2024,1065.95,5.00,0.00,28.00,5.00,1109.75,1070.77,1031.80,1
AEGISLOG.BO,10/30/2024,789.55,16.00,0.00,38.00,16.00,796.79,772.98,749.18,1
AFEL.BO,10/30/2024,18.62,14.00,0.00,17.00,14.00,0.00,0.00,0.00,1
ADVIKCA.BO,10/30/2024,2.35,5.00,0.00,15.00,5.00,0.00,0.00,0.00,1
AEGISCHEM.NS,7/29/2024,884.15,4.00,0.00,13.00,4.00,920.53,898.43,876.33,1
AJANTSOY.BO,10/30/2024,44.94,4.00,0.00,18.00,4.00,45.09,44.45,43.80,1
AJEL.BO,10/30/2024,16.52,9.00,0.00,21.00,9.00,18.15,17.36,16.58,1
AJCON.BO,10/30/2024,46.33,17.00,0.00,24.00,17.00,0.00,0.00,0.00,1
AKASH.NS,10/30/2024,34.68,3.00,0.00,25.00,3.00,44.56,44.56,44.56,1
AJWAFUN.BO,5/12/2021,6.83,112.00,0.00,761.00,112.00,0.00,0.00,0.00,1
AJMERA.NS,10/30/2024,913.85,3.00,0.00,4.00,3.00,934.71,927.74,920.78,1
AKSPINTEX.BO,10/30/2024,366.60,23.00,0.00,40.00,23.00,379.24,367.45,355.66,1
ALFL.BO,10/30/2024,2.04,3.00,0.00,32.00,3.00,2.07,2.03,1.99,1
ALFREDHE.BO,10/30/2024,2033.10,25.00,0.00,34.00,25.00,2035.58,1929.20,1822.81,1
ALEMBICLTD.NS,10/30/2024,126.00,3.00,0.00,47.00,3.00,127.52,126.13,124.73,1
ALSTONE.BO,10/30/2024,0.74,6.00,0.00,13.00,6.00,0.74,0.72,0.70,1
ALPSINDUS.NS,10/30/2024,3.51,4.00,0.00,18.00,4.00,3.60,3.46,3.32,1
AMBALALSA.BO,10/30/2024,56.68,3.00,0.00,12.00,3.00,58.31,56.63,54.95,1
AMBITION.BO,10/29/2024,2.96,51.00,0.00,83.00,51.00,3.18,3.03,2.88,1
ANGELONE.NS,10/30/2024,3028.50,3.00,0.00,10.00,3.00,3085.26,3034.61,2983.96,1
ANERI.BO,10/29/2024,6.80,21.00,0.00,46.00,21.00,6.80,6.64,6.49,1
ANIKINDS.NS,10/30/2024,87.71,16.00,0.00,34.00,16.00,87.80,84.15,80.49,1
ANKIN.BO,10/30/2024,15.48,4.00,0.00,7.00,4.00,16.03,15.52,15.02,1
ANUP.NS,10/30/2024,3110.60,28.00,0.00,37.00,28.00,3239.79,3004.98,2770.17,1
ANNAINFRA.BO,10/30/2024,34.30,9.00,0.00,44.00,9.00,38.48,37.62,36.76,1
ANURAS.NS,10/30/2024,729.65,3.00,0.00,49.00,3.00,745.30,734.01,722.72,1
APOLLO.NS,10/30/2024,102.38,5.00,0.00,31.00,5.00,108.29,103.01,97.73,1
APOLSINHOT.NS,10/30/2024,1837.15,3.00,0.00,14.00,3.00,1861.55,1809.73,1757.92,1
ARCFIN.BO,10/30/2024,2.25,11.00,0.00,23.00,11.00,2.26,2.25,2.23,1
ARCEEIN.BO,10/30/2024,5.95,4.00,0.00,11.00,4.00,6.07,5.98,5.89,1
ARCHITORG.BO,10/30/2024,45.78,16.00,0.00,31.00,16.00,0.00,0.00,0.00,1
AREXMIS.BO,10/30/2024,161.40,3.00,0.00,8.00,3.00,0.00,0.00,0.00,1
ARCHIDPLY.NS,10/30/2024,125.01,3.00,0.00,13.00,3.00,127.97,126.06,124.15,1
ARIHANT.BO,10/30/2024,655.45,19.00,0.00,22.00,19.00,679.99,674.08,668.17,1
ARIES.NS,10/30/2024,255.35,3.00,0.00,10.00,3.00,269.14,259.76,250.38,1
ARROWGREEN.NS,10/30/2024,816.35,6.00,0.00,11.00,6.00,845.20,815.89,786.58,1
ARVSMART.NS,10/30/2024,914.85,3.00,0.00,10.00,3.00,928.24,913.32,898.40,1
ASALCBR.NS,10/30/2024,921.80,3.00,0.00,11.00,3.00,936.36,930.21,924.06,1
ARVIND.NS,10/30/2024,358.85,3.00,0.00,9.00,3.00,415.74,396.05,376.36,1
ASHCAP.BO,10/30/2024,4.52,3.00,0.00,34.00,3.00,4.63,4.49,4.36,1
ASHOKA.NS,10/30/2024,233.21,3.00,0.00,12.00,3.00,237.22,235.26,233.29,1
ASIAPAK.BO,10/30/2024,77.00,3.00,0.00,5.00,3.00,77.73,76.87,76.02,1
ASIANHOTNR.NS,10/30/2024,197.06,3.00,0.00,17.00,3.00,200.84,198.63,196.43,1
ASPIRA.BO,10/30/2024,52.45,19.00,0.00,21.00,19.00,56.12,54.42,52.71,1
ASTERDM.NS,10/30/2024,437.70,5.00,0.00,10.00,5.00,548.89,524.90,500.91,1
ATALREAL.NS,10/30/2024,11.71,15.00,0.00,20.00,15.00,12.22,11.67,11.12,1
ATGL.NS,10/30/2024,713.55,5.00,0.00,26.00,5.00,972.95,972.95,972.95,1
ATHARVENT.BO,10/30/2024,2.60,4.00,0.00,9.00,4.00,3.00,2.98,2.97,1
ASTRAMICRO.NS,10/30/2024,776.80,3.00,0.00,14.00,3.00,782.14,776.82,771.50,1
ATFL.NS,10/30/2024,949.95,3.00,0.00,9.00,3.00,978.93,963.08,947.22,1
AUTOIND.NS,10/30/2024,115.85,3.00,0.00,31.00,3.00,119.55,116.60,113.66,1
AVROIND.NS,10/30/2024,150.71,3.00,0.00,40.00,3.00,156.72,152.39,148.06,1
AVG.NS,10/30/2024,509.90,3.00,0.00,10.00,3.00,511.35,507.08,502.81,1
AVIVA.BO,10/29/2024,26.20,46.00,0.00,362.00,46.00,26.17,25.67,25.16,1
AWHCL.NS,10/30/2024,790.45,3.00,0.00,9.00,3.00,803.69,781.30,758.91,1
AXTEL.BO,10/30/2024,542.85,17.00,0.00,20.00,17.00,542.52,504.29,466.06,1
BABA.BO,10/30/2024,19.94,5.00,0.00,9.00,5.00,20.81,18.29,15.77,1
AXISBANK.NS,10/30/2024,1170.40,9.00,0.00,23.00,9.00,1438.28,1406.80,1375.32,1
BAGFILMS.NS,10/30/2024,10.23,3.00,0.00,18.00,3.00,10.40,10.21,10.02,1
BAJAJHIND.NS,10/30/2024,34.35,3.00,0.00,20.00,3.00,34.54,34.37,34.20,1
BALAJITELE.NS,10/30/2024,62.57,3.00,0.00,63.00,3.00,63.61,62.26,60.91,1
BALKRISHNA.NS,10/30/2024,23.96,3.00,0.00,25.00,3.00,25.33,25.16,24.99,1
BALUFORGE.BO,10/30/2024,745.70,3.00,0.00,7.00,3.00,756.85,749.53,742.21,1
BALLARPUR.BO,10/29/2024,269.70,336.00,0.00,344.00,336.00,277.01,270.33,263.65,1
BALTE.BO,10/30/2024,33.19,3.00,0.00,10.00,3.00,33.98,32.27,30.56,1
BANDHANBNK.NS,10/30/2024,177.55,3.00,0.00,13.00,3.00,218.01,218.01,218.01,1
BALRAMCHIN.NS,10/30/2024,659.55,3.00,0.00,19.00,3.00,663.07,660.16,657.26,1
BANG.NS,10/30/2024,56.55,6.00,0.00,11.00,6.00,56.61,54.99,53.36,1
BANKBARODA.NS,10/30/2024,251.48,5.00,0.00,18.00,5.00,258.95,254.04,249.12,1
BANKINDIA.NS,10/30/2024,107.34,3.00,0.00,62.00,3.00,108.75,106.90,105.05,1
BECTORFOOD.NS,10/30/2024,1796.00,4.00,0.00,27.00,4.00,1835.32,1807.09,1778.86,1
BENGALASM.BO,10/30/2024,9978.55,17.00,0.00,45.00,17.00,10748.38,10471.52,10194.66,1
BENGALT.BO,10/30/2024,184.10,5.00,0.00,18.00,5.00,187.27,180.14,173.00,1
BBTC.NS,10/30/2024,2720.80,17.00,0.00,20.00,17.00,0.00,0.00,0.00,1
BEL.NS,10/30/2024,288.55,3.00,0.00,11.00,3.00,292.10,287.98,283.86,1
BERLDRG.BO,10/30/2024,37.21,3.00,0.00,16.00,3.00,38.38,37.35,36.33,1
BERYLSE.BO,10/30/2024,33.79,3.00,0.00,10.00,3.00,34.60,33.85,33.09,1
BESTEAST.BO,10/30/2024,17.69,3.00,0.00,37.00,3.00,18.03,17.79,17.55,1
BETXIND.BO,10/30/2024,338.55,3.00,0.00,23.00,3.00,347.36,340.05,332.75,1
BHAGERIA.NS,10/30/2024,203.52,3.00,0.00,31.00,3.00,208.00,205.62,203.24,1
BHAGCHEM.BO,10/30/2024,349.00,4.00,0.00,10.00,4.00,355.88,350.26,344.64,1
BGRENERGY.NS,10/30/2024,38.36,3.00,0.00,26.00,3.00,38.61,38.02,37.44,1
BHARAT.BO,10/30/2024,53.53,16.00,0.00,26.00,16.00,54.84,52.15,49.46,1
BHARATSE.BO,10/30/2024,192.00,3.00,0.00,26.00,3.00,196.73,189.38,182.03,1
BHARATRAS.NS,10/30/2024,11206.30,3.00,0.00,31.00,3.00,11390.77,11024.12,10657.46,1
BIGBLOC.NS,10/30/2024,131.00,5.00,0.00,10.00,5.00,136.45,130.50,124.55,1
BIHSPONG.BO,10/30/2024,16.32,3.00,0.00,33.00,3.00,18.29,17.84,17.40,1
BIL.NS,10/30/2024,712.50,3.00,0.00,10.00,3.00,730.46,717.90,705.34,1
BHEL.NS,10/30/2024,236.60,3.00,0.00,22.00,3.00,242.50,239.23,235.95,1
BIOFILCHEM.NS,10/30/2024,67.15,3.00,0.00,14.00,3.00,68.88,67.50,66.13,1
BITL.BO,10/29/2024,1.72,55.00,0.00,65.00,55.00,1.85,1.77,1.68,1
BLBLIMITED.NS,10/30/2024,20.04,4.00,0.00,10.00,4.00,20.23,19.88,19.54,1
BLS.NS,10/30/2024,380.90,6.00,0.00,10.00,6.00,479.46,477.30,475.14,1
BLUECOAST.BO,10/21/2024,11.27,33.00,0.00,39.00,33.00,12.68,11.56,10.43,1
BLOOM.BO,10/29/2024,15.19,28.00,0.00,32.00,28.00,20.54,19.05,17.57,1
BLISSGVS.NS,10/30/2024,125.97,3.00,0.00,7.00,3.00,129.52,127.81,126.09,1
BLKASHYAP.NS,10/30/2024,82.27,3.00,0.00,44.00,3.00,83.60,81.31,79.02,1
BMAL.BO,10/29/2024,12.50,14.00,0.00,23.00,14.00,12.47,11.88,11.28,1
BOMBCYC.BO,10/30/2024,1798.70,5.00,0.00,10.00,5.00,1802.99,1784.97,1766.95,1
BNALTD.BO,10/30/2024,574.00,3.00,0.00,18.00,3.00,0.00,0.00,0.00,1
BNL.BO,10/30/2024,89.73,35.00,0.00,38.00,35.00,97.19,94.22,91.26,1
BNRSEC.BO,10/30/2024,187.45,3.00,0.00,10.00,3.00,194.14,186.76,179.39,1
BLUECHIP.NS,10/30/2024,8.24,22.00,0.00,25.00,22.00,8.35,8.01,7.67,1
BOROLTD.NS,10/30/2024,461.00,3.00,0.00,10.00,3.00,465.61,455.06,444.51,1
BORORENEW.NS,10/30/2024,437.35,3.00,0.00,44.00,3.00,442.67,434.35,426.03,1
BRAWN.BO,10/30/2024,22.81,3.00,0.00,7.00,3.00,23.72,22.49,21.26,1
BRIDGESE.BO,10/30/2024,5.99,43.00,0.00,72.00,43.00,5.99,5.63,5.28,1
BRFL.BO,10/29/2024,1.82,468.00,0.00,631.00,468.00,1.85,1.82,1.80,1
BSE.NS,10/30/2024,4340.65,3.00,0.00,12.00,3.00,4423.29,4356.04,4288.79,1
BTTL.BO,10/30/2024,50.98,6.00,0.00,11.00,6.00,51.55,50.29,49.03,1
BSOFT.NS,10/30/2024,575.15,16.00,0.00,42.00,16.00,0.00,0.00,0.00,1
BSL.NS,10/30/2024,238.79,3.00,0.00,13.00,3.00,242.23,235.25,228.26,1
CAPACITE.NS,10/30/2024,391.35,3.00,0.00,13.00,3.00,407.88,393.08,378.29,1
CANBK.NS,10/30/2024,103.36,3.00,0.00,22.00,3.00,106.91,105.08,103.25,1
CAPRIHANS.BO,10/30/2024,162.30,3.00,0.00,10.00,3.00,163.13,162.51,161.88,1
CAPRICORN.BO,10/29/2024,17.36,20.00,0.00,43.00,20.00,19.26,17.77,16.29,1
CAPRO.BO,10/30/2024,51.75,3.00,0.00,9.00,3.00,57.37,54.66,51.96,1
CARNATIN.BO,10/30/2024,12.76,42.00,0.00,71.00,42.00,11.94,10.14,8.35,1
CATVISION.BO,10/30/2024,25.87,17.00,0.00,22.00,17.00,0.00,0.00,0.00,1
CCHHL.NS,10/30/2024,20.13,3.00,0.00,19.00,3.00,20.67,19.91,19.15,1
CARERATING.NS,10/30/2024,1465.95,6.00,0.00,9.00,6.00,1637.88,1528.78,1419.68,1
CDSL.NS,10/30/2024,1519.00,3.00,0.00,11.00,3.00,1558.99,1512.63,1466.26,1
CCLINTER.BO,10/30/2024,31.84,3.00,0.00,15.00,3.00,32.21,31.98,31.74,1
CEEJAY.BO,10/30/2024,253.75,3.00,0.00,12.00,3.00,275.20,270.67,266.14,1
CEINSYSTECH.BO,10/30/2024,1241.55,6.00,0.00,9.00,6.00,1301.12,1248.89,1196.67,1
CEENIK.BO,10/30/2024,1432.45,100.00,0.00,109.00,100.00,1806.01,1620.92,1435.83,1
CENTRALBK.NS,10/30/2024,55.36,3.00,0.00,8.00,3.00,56.00,55.46,54.92,1
CELEBRITY.NS,10/30/2024,15.14,3.00,0.00,15.00,3.00,15.44,15.14,14.85,1
CENTEXT.NS,10/30/2024,23.97,3.00,0.00,7.00,3.00,24.50,23.90,23.31,1
CGVAK.BO,10/30/2024,326.00,20.00,0.00,58.00,20.00,350.97,333.91,316.85,1
CGCL.NS,10/30/2024,210.68,4.00,0.00,32.00,4.00,216.03,201.03,186.02,1
CHANDRIMA.BO,10/30/2024,56.12,39.00,0.00,59.00,39.00,56.14,53.25,50.36,1
CHEMOPH.BO,10/30/2024,78.00,6.00,0.00,13.00,6.00,81.24,77.93,74.62,1
CHEVIOT.BO,10/30/2024,1287.55,3.00,0.00,42.00,3.00,1337.50,1337.50,1337.50,1
CHOICEIN.BO,10/30/2024,496.15,3.00,0.00,7.00,3.00,504.29,496.12,487.95,1
CHOWGULSTM.BO,10/30/2024,31.73,4.00,0.00,15.00,4.00,33.40,31.31,29.21,1
CIANAGRO.BO,10/30/2024,255.35,59.00,0.00,65.00,59.00,261.14,245.63,230.12,1
CINELINE.NS,10/30/2024,112.81,3.00,0.00,31.00,3.00,114.48,112.63,110.78,1
CLFL.BO,10/30/2024,24.15,8.00,0.00,17.00,8.00,24.55,23.66,22.77,1
CLIOINFO.BO,10/30/2024,5.51,3.00,0.00,19.00,3.00,5.81,5.60,5.39,1
COASTCORP.BO,10/30/2024,244.95,5.00,0.00,10.00,5.00,260.74,252.60,244.45,1
COCHINM.BO,10/30/2024,317.95,3.00,0.00,14.00,3.00,320.42,315.97,311.52,1
COCHMAL.BO,10/30/2024,172.70,3.00,0.00,30.00,3.00,178.71,172.51,166.31,1
COLINZ.BO,10/30/2024,56.38,3.00,0.00,5.00,3.00,60.01,58.02,56.04,1
COMCL.BO,10/30/2024,30.99,3.00,0.00,14.00,3.00,31.39,30.68,29.97,1
COMFINCAP.BO,10/30/2024,11.06,6.00,0.00,15.00,6.00,13.91,13.91,13.91,1
COMFINTE.BO,10/30/2024,12.06,6.00,0.00,31.00,6.00,0.00,0.00,0.00,1
COFORGE.NS,10/30/2024,7742.40,6.00,0.00,11.00,6.00,8366.79,7916.71,7466.62,1
CONCORD.BO,10/30/2024,37.02,3.00,0.00,35.00,3.00,38.26,37.21,36.17,1
CONTILI.BO,10/30/2024,297.45,7.00,0.00,13.00,7.00,303.17,289.34,275.51,1
COROENGG.BO,10/30/2024,56.00,3.00,0.00,18.00,3.00,58.65,56.70,54.76,1
COSMOFE.BO,10/30/2024,281.45,3.00,0.00,12.00,3.00,291.99,284.67,277.36,1
COSYN.BO,10/30/2024,51.40,3.00,0.00,8.00,3.00,53.12,49.63,46.15,1
CRANEINFRA.BO,10/30/2024,23.85,4.00,0.00,11.00,4.00,24.46,23.70,22.94,1
CRANESSOFT.BO,10/30/2024,4.42,4.00,0.00,12.00,4.00,4.57,4.40,4.23,1
CRAVATEX.BO,10/30/2024,444.65,3.00,0.00,33.00,3.00,476.17,469.67,463.16,1
CRANEX.BO,10/30/2024,168.00,9.00,0.00,13.00,9.00,170.64,163.16,155.69,1
CREST.NS,10/30/2024,492.10,3.00,0.00,13.00,3.00,499.27,490.86,482.45,1
CSL.BO,10/30/2024,23.17,17.00,0.00,22.00,17.00,23.40,22.23,21.05,1
CSURGSU.BO,10/30/2024,135.00,6.00,0.00,8.00,6.00,0.00,0.00,0.00,1
CRISIL.NS,10/30/2024,5372.30,17.00,0.00,30.00,17.00,5381.54,5254.01,5126.47,1
CUBIFIN.BO,10/30/2024,2.17,3.00,0.00,11.00,3.00,2.19,2.17,2.16,1
CUB.NS,10/30/2024,174.43,7.00,0.00,38.00,7.00,185.66,178.11,170.57,1
CYIENT.NS,10/30/2024,1830.80,5.00,0.00,31.00,5.00,0.00,0.00,0.00,1
CYBERTECH.NS,10/30/2024,223.71,5.00,0.00,13.00,5.00,229.23,221.66,214.08,1
DAIKAFFI.BO,10/30/2024,244.50,13.00,0.00,16.00,13.00,274.17,263.51,252.84,1
DARJEELING.BO,10/30/2024,19.92,36.00,0.00,80.00,36.00,20.53,19.88,19.22,1
DARSHANORNA.BO,10/30/2024,5.07,5.00,0.00,18.00,5.00,5.34,5.09,4.83,1
DCAL.NS,10/30/2024,189.47,3.00,0.00,8.00,3.00,191.09,187.94,184.79,1
DCBBANK.NS,10/30/2024,119.62,4.00,0.00,48.00,4.00,124.77,120.35,115.92,1
DCMFINSERV.NS,10/30/2024,7.40,3.00,0.00,6.00,3.00,7.56,7.31,7.06,1
DECNGOLD.BO,10/30/2024,132.55,3.00,0.00,13.00,3.00,135.56,132.18,128.81,1
DCW.NS,10/30/2024,97.15,3.00,0.00,10.00,3.00,98.47,96.17,93.86,1
DECPO.BO,10/29/2024,10.39,59.00,0.00,70.00,59.00,10.69,10.29,9.88,1
DENISCHEM.BO,10/30/2024,152.80,3.00,0.00,11.00,3.00,160.88,158.57,156.25,1
DEEPAKFERT.NS,10/30/2024,1214.75,6.00,0.00,19.00,6.00,1287.43,1237.08,1186.72,1
DEN.NS,10/30/2024,47.13,3.00,0.00,30.00,3.00,47.83,46.58,45.33,1
DGCONTENT.NS,10/30/2024,39.67,4.00,0.00,22.00,4.00,39.72,39.66,39.59,1
DEVIT.NS,10/30/2024,144.67,3.00,0.00,18.00,3.00,146.98,141.96,136.94,1
DHARFIN.BO,10/30/2024,8.81,3.00,0.00,8.00,3.00,8.88,8.69,8.51,1
DHARSUGAR.BO,10/29/2024,8.63,349.00,0.00,379.00,349.00,0.00,0.00,0.00,1
DHANUKA.NS,10/30/2024,1527.25,3.00,0.00,35.00,3.00,1548.10,1527.07,1506.04,1
DHPIND.BO,10/30/2024,595.80,3.00,0.00,35.00,3.00,620.57,599.59,578.61,1
DHENUBUILD.BO,10/30/2024,8.73,118.00,0.00,153.00,118.00,8.34,6.75,5.16,1
DHUNINV.NS,10/30/2024,2107.20,3.00,0.00,7.00,3.00,2150.21,2134.07,2117.93,1
DIANATEA.BO,10/30/2024,39.82,3.00,0.00,15.00,3.00,40.71,39.71,38.72,1
DLINKINDIA.NS,10/30/2024,546.90,3.00,0.00,31.00,3.00,552.87,540.78,528.69,1
DLF.NS,10/30/2024,826.40,3.00,0.00,10.00,3.00,860.37,838.35,816.33,1
DOLPHMED.BO,10/29/2024,2.28,20.00,0.00,36.00,20.00,2.29,2.24,2.18,1
DPWIRES.NS,10/30/2024,420.25,4.00,0.00,12.00,4.00,470.20,459.05,447.90,1
DPSCLTD.NS,10/30/2024,17.78,3.00,0.00,14.00,3.00,17.91,17.70,17.48,1
DSINVEST.BO,10/30/2024,613.15,15.00,0.00,22.00,15.00,651.32,635.89,620.46,1
DUCON.NS,10/30/2024,7.74,3.00,0.00,30.00,3.00,8.63,8.28,7.92,1
DSSL.NS,10/30/2024,1280.40,3.00,0.00,14.00,3.00,1313.94,1258.73,1203.53,1
DUTRON.BO,10/30/2024,175.55,3.00,0.00,12.00,3.00,185.22,173.88,162.54,1
DVL.NS,10/30/2024,447.25,3.00,0.00,12.00,3.00,450.58,446.72,442.86,1
EASEMYTRIP.NS,10/30/2024,32.41,3.00,0.00,14.00,3.00,32.97,31.82,30.67,1
E2E.NS,10/30/2024,4095.10,4.00,0.00,7.00,4.00,4228.09,4086.16,3944.23,1
EDELWEISS.NS,10/30/2024,109.61,3.00,0.00,12.00,3.00,119.85,117.81,115.77,1
EIHAHOTELS.NS,10/30/2024,367.25,3.00,0.00,13.00,3.00,369.92,364.45,358.97,1
ELAND.BO,10/29/2024,15.20,21.00,0.00,39.00,21.00,18.38,17.54,16.69,1
EKAMLEA.BO,10/30/2024,7.81,14.00,0.00,24.00,14.00,8.36,8.06,7.77,1
ELANGO.BO,10/30/2024,13.05,6.00,0.00,11.00,6.00,13.39,13.08,12.76,1
EICHERMOT.NS,10/30/2024,4869.25,3.00,0.00,22.00,3.00,4982.99,4921.48,4859.97,1
ELEFLOR.BO,10/30/2024,7.17,5.00,0.00,15.00,5.00,7.29,7.18,7.07,1
EMAINDIA.BO,10/30/2024,51.59,21.00,0.00,23.00,21.00,51.51,46.58,41.64,1
EMERALL.BO,10/30/2024,160.45,11.00,0.00,26.00,11.00,160.76,153.69,146.61,1
ENDURANCE.NS,10/30/2024,2341.45,16.00,0.00,47.00,16.00,0.00,0.00,0.00,1
EMAMIREAL.NS,10/30/2024,101.58,3.00,0.00,11.00,3.00,107.21,106.82,106.43,1
EMKAY.NS,10/30/2024,272.03,3.00,0.00,7.00,3.00,276.11,271.98,267.85,1
ENBETRD.BO,10/30/2024,12.90,3.00,0.00,15.00,3.00,17.56,17.56,17.56,1
ENERGYDEV.NS,10/30/2024,23.50,3.00,0.00,46.00,3.00,23.93,23.48,23.02,1
EQUITASBNK.NS,10/30/2024,70.81,6.00,0.00,31.00,6.00,72.67,70.98,69.29,1
EPIC.BO,10/30/2024,82.09,122.00,0.00,186.00,122.00,77.61,65.60,53.58,1
EPL.NS,10/30/2024,268.65,3.00,0.00,10.00,3.00,269.53,268.31,267.09,1
ESARIND.BO,10/30/2024,6.08,13.00,0.00,51.00,13.00,6.43,6.28,6.13,1
ESHAMEDIA.BO,10/30/2024,14.32,4.00,0.00,20.00,4.00,14.50,14.31,14.13,1
ETIL.BO,10/30/2024,8.98,4.00,0.00,44.00,4.00,9.09,8.87,8.65,1
ESTER.NS,10/30/2024,146.71,6.00,0.00,10.00,6.00,155.35,150.94,146.53,1
EXCEL.NS,10/30/2024,0.81,6.00,0.00,11.00,6.00,0.81,0.77,0.73,1
