Date/Time,Ticker,Alert,BearBreak,Buy_ATR,Buy_BB,Buy_EW,Buy_LR,Buy_ZZ,Close,DnBars,Downtrend Length,FromHigh,FromLow,LR_LC,LR_MC,LR_UC,Mega Sellby Larger Wave,NumberOfTickers,Pattern,PercentileRank,Rank,S1,SCTR,SL,UpBars,Uptrend Length,hh,ll,myShort,Buy,Current_Price,Quantity,P/L Percentage
2024-10-30,21STCENMGM.NS,0.0,,ATR,,,,,108.61,,,0.0,0.0,,,,,3337.0,_W,95.2,161.0,2.13,48.85,,,,122.64,104.36,,ATR_W,109.75,235.0,0.010496271061596544
2024-10-30,3MINDIA.NS,0.0,,ATR,BB,,,,34601.65,,,0.0,5.0,,,,,3337.0,_DC,63.37,1223.0,2.87,7.45,,,,34900.65,33131.6,,ATRBB_DC,32466.099609375,1.0,-0.06171816634828112
2024-10-30,3PLAND.NS,0.0,,,,,LR,ZZ,39.0,0.0,46.0,0.0,0.0,38.91,39.27,39.62,,3337.0,_BW,73.98,869.0,-0.28,13.24,,3.0,3.0,40.0,34.05,,LR_BW,44.59000015258789,202.0,0.14333333724584335
2024-10-30,AARTISURF.NS,0.0,,,,EW,,,736.0,,,0.0,2.0,,,,,3337.0,_BW,53.18,1563.0,3.63,3.51,678.0,,,749.9,678.0,,EW_BW,642.0,17.0,-0.12771739130434784
2024-10-30,AARVEEDEN.NS,1.0,,ATR,,,,,48.07,,,0.0,2.0,,,,,3337.0,_DC,91.94,270.0,5.72,36.07,,,,48.07,41.25,,ATR_DC,64.44000244140625,147.0,0.3405450892741055
2024-10-30,ABAN.NS,0.0,,,,EW,,,66.0,,,0.0,2.0,,,,,3337.0,_DC,37.86,2074.0,2.54,-1.49,62.56,,,72.5,62.56,,EW_DC,61.77000045776367,291.0,-0.06409090215509589
2024-10-30,ABANSENT.BO,0.0,,,,EW,,,29.0,,,0.0,1.0,,,,,3337.0,_BW,6.86,3108.0,2.19,-67.66,25.1,,,45.4,25.1,,EW_BW,33.20000076293945,256.0,0.14482761251515355
2024-10-30,ABCAPITAL.NS,1.0,,ATR,,EW,,,215.0,,,0.0,1.0,,,,,3337.0,_UC,39.54,2018.0,5.79,-1.04,199.44,,,218.81,199.44,,ATREW_UC,188.9199981689453,64.0,-0.12130233409792877
2024-10-30,ACCURACY.NS,1.0,,,,EW,,,10.0,,,0.0,1.0,,,,,3337.0,_UC,43.97,1870.0,4.76,0.32,9.35,,,11.35,9.35,,EW_UC,9.220000267028809,1538.0,-0.07799997329711914
2024-10-30,ACE.NS,1.0,,ATR,,EW,,,1305.0,,,0.0,1.0,,,,,3337.0,_DC,37.32,2092.0,8.98,-1.68,1115.5,,,1324.45,1115.5,,ATREW_DC,1242.4000244140625,5.0,-0.04796932995090996
2024-10-30,ACL.NS,0.0,,,,EW,,,88.0,,,3.0,3.0,,,,,3337.0,_DC,31.21,2296.0,-0.36,-3.63,82.0,,,92.0,82.0,,EW_DC,78.38999938964844,167.0,-0.10920455239035866
2024-10-30,ADINATH.BO,1.0,,,BB,,,ZZ,28.94,0.0,20.0,0.0,5.0,26.56,28.2,29.84,,3337.0,_W,50.84,1641.0,7.35,2.68,,5.0,5.0,30.49,23.05,,BB_W,27.25,170.0,-0.058396682791983456
2024-10-30,ADITYA.BO,1.0,,,,EW,,,11.0,,,3.0,3.0,,,,,3337.0,_BW,59.08,1366.0,6.61,5.57,9.07,,,11.0,9.07,,EW_BW,10.649999618530273,518.0,-0.03181821649724787
2024-10-30,ADMANUM.BO,1.0,,,,EW,,,99.0,,,0.0,1.0,,,,,3337.0,_DC,87.23,427.0,5.79,26.51,91.15,,,114.8,91.15,,EW_DC,97.05000305175781,127.0,-0.019696938871133208
2024-10-30,AGARIND.NS,1.0,,,BB,EW,,,1074.0,,,0.0,3.0,,,,,3337.0,_DC,63.55,1217.0,4.63,7.58,981.2,,,1085.0,981.2,,EWBB_DC,1007.25,11.0,-0.06215083798882681
2024-10-30,AJANTSOY.BO,1.0,,,BB,,,ZZ,44.94,0.0,18.0,0.0,0.0,43.8,44.45,45.09,,3337.0,_DC,88.34,390.0,5.08,28.33,,4.0,4.0,44.94,39.7,,BB_DC,39.95000076293945,191.0,-0.11103692116289597
2024-10-30,AJCON.BO,1.0,,,,EW,,ZZ,46.0,0.0,24.0,6.0,6.0,0.0,0.0,0.0,,3337.0,_UC,82.34,590.0,8.08,20.02,42.55,17.0,17.0,50.9,42.55,,EW_UC,46.66999816894531,290.0,0.014565177585767664
2024-10-30,AKI.BO,0.0,,,BB,,,,19.24,,,2.0,2.0,,,,,3337.0,_DC,29.26,2361.0,2.78,-4.33,,,,22.1,18.31,,BB_DC,19.15999984741211,1075.0,-0.0041580120887676235
2024-10-30,AKZOINDIA.NS,0.0,,,BB,,,,3802.7,,,0.0,3.0,,,,,3337.0,_W,86.6,448.0,1.32,25.6,,,,3829.9,3620.0,,BB_W,3646.300048828125,5.0,-0.04112865889285897
2024-10-30,ALFAICA.BO,1.0,,,,EW,,,86.0,,,0.0,0.0,,,,,3337.0,_UC,77.88,739.0,5.47,15.89,80.0,,,101.95,80.0,,EW_UC,94.97000122070312,167.0,0.10430233977561773
2024-10-30,ALFATRAN.BO,1.0,,,,EW,,,122.0,,,1.0,3.0,,,,,3337.0,_UC,83.39,555.0,5.28,21.49,111.63,,,141.93,111.63,,EW_UC,130.5500030517578,96.0,0.07008199222752305
2024-10-30,ALFAVIO.BO,1.0,,,BB,EW,,,17.0,,,0.0,2.0,,,,,3337.0,_W,65.38,1156.0,9.68,8.49,14.75,,,16.99,14.75,,EWBB_W,14.359999656677246,444.0,-0.15529413784251495
2024-10-30,ALFL.BO,1.0,,,,EW,,ZZ,2.0,0.0,32.0,0.0,2.0,1.99,2.03,2.07,,3337.0,_DC,48.71,1712.0,4.15,2.04,1.82,3.0,3.0,2.05,1.82,,EW_DC,2.0,5556.0,0.0
