Ticker,Date/Time,Close,SL,Mega Buy by Larger Wave ,Mega Sellby Larger Wave,Short_SL
360ONE.NS,2/7/2024,1061,265.38,637.21,,652.70
360ONE.NS,2/26/2024,1061,265.38,,760.70,775.00
360ONE.NS,4/1/2024,1061,323.75,683.60,,702.50
360ONE.NS,4/25/2024,1061,357.50,,832.21,900.95
360ONE.NS,5/10/2024,1061,308.95,742.76,,900.95
360ONE.NS,5/24/2024,1061,308.95,,825.44,829.90
360ONE.NS,6/5/2024,1061,426.42,735.30,,829.90
360ONE.NS,7/1/2024,1061,395.10,,1002.86,1065.00
360ONE.NS,7/5/2024,1061,395.10,932.08,,1065.00
360ONE.NS,7/10/2024,1061,395.10,,1015.69,1034.95
360ONE.NS,7/15/2024,1061,395.10,948.47,,1034.95
360ONE.NS,7/31/2024,1061,395.10,,1128.16,1139.10
360ONE.NS,8/7/2024,1061,475.00,989.41,,1215.00
360ONE.NS,9/12/2024,1061,591.50,,1104.03,1119.65
360ONE.NS,10/11/2024,1061,691.40,1037.96,,1080.00
360ONE.NS,10/16/2024,1061,691.40,,1123.01,1128.35
360ONE.NS,10/29/2024,1061,940.00,1005.40,,1143.65
21STCENMGM.NS,2/7/2024,109,11.70,42.05,,43.80
21STCENMGM.NS,2/26/2024,109,20.75,,53.57,53.60
21STCENMGM.NS,3/28/2024,109,43.55,41.19,,51.35
21STCENMGM.NS,4/23/2024,109,27.85,,53.83,54.30
21STCENMGM.NS,4/30/2024,109,21.25,49.44,,55.00
21STCENMGM.NS,5/6/2024,109,20.75,,53.13,53.65
21STCENMGM.NS,5/22/2024,109,23.45,42.91,,54.50
21STCENMGM.NS,7/16/2024,109,17.00,,81.10,81.10
21STCENMGM.NS,7/23/2024,109,17.00,76.09,,81.10
21STCENMGM.NS,9/11/2024,109,17.70,,140.01,141.40
21STCENMGM.NS,10/8/2024,109,42.70,97.69,,141.40
21STCENMGM.NS,10/21/2024,109,42.70,,120.24,120.24
5PAISA.NS,2/7/2024,514,235.65,602.74,612.21,638.40
5PAISA.NS,2/8/2024,514,235.65,597.75,603.25,638.40
5PAISA.NS,2/9/2024,514,235.65,585.53,597.78,638.40
5PAISA.NS,2/12/2024,514,235.65,568.74,586.21,638.40
5PAISA.NS,2/13/2024,514,235.65,555.46,569.19,638.40
5PAISA.NS,2/14/2024,514,235.65,,574.78,638.40
5PAISA.NS,3/27/2024,514,356.20,479.25,,595.75
5PAISA.NS,4/3/2024,514,348.45,,583.04,600.00
5PAISA.NS,4/18/2024,514,293.60,554.50,,605.00
5PAISA.NS,4/24/2024,514,300.00,,574.92,580.25
5PAISA.NS,5/9/2024,514,264.85,513.55,,580.25
5PAISA.NS,5/22/2024,514,270.75,,553.31,561.95
5PAISA.NS,6/6/2024,514,302.65,515.25,,540.00
5PAISA.NS,6/13/2024,514,289.05,,540.08,544.40
5PAISA.NS,7/29/2024,514,270.10,483.50,,491.00
5PAISA.NS,7/31/2024,514,270.10,,489.50,496.00
5PAISA.NS,8/9/2024,514,406.35,472.73,,492.90
5PAISA.NS,9/23/2024,514,462.60,,570.15,575.50
5PAISA.NS,10/10/2024,514,458.00,538.70,,568.70
5PAISA.NS,10/15/2024,514,458.00,,582.34,596.45
5PAISA.NS,10/28/2024,514,458.00,490.67,,607.05
1STCUS.BO,2/7/2024,103,28.50,,61.23,62.70
1STCUS.BO,2/13/2024,103,28.50,51.23,,62.70
1STCUS.BO,2/23/2024,103,28.50,,61.52,62.99
1STCUS.BO,4/8/2024,103,38.45,49.46,,49.46
1STCUS.BO,4/18/2024,103,38.45,,61.81,62.58
1STCUS.BO,4/19/2024,103,38.45,57.96,,62.58
1STCUS.BO,4/22/2024,103,38.45,60.00,60.00,62.58
1STCUS.BO,4/23/2024,103,38.45,61.50,62.50,63.00
1STCUS.BO,4/24/2024,103,53.45,61.00,61.00,63.00
1STCUS.BO,4/25/2024,103,53.10,,61.00,63.00
1STCUS.BO,4/30/2024,103,46.00,53.60,,63.00
1STCUS.BO,5/15/2024,103,46.00,,62.00,64.00
1STCUS.BO,5/16/2024,103,46.00,60.08,,64.00
