Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
7NR.BO,11/19/2024,6,5.15,5.02
360ONE.NS,10/11/2024,1133,1037.96,940.00
360ONE.NS,10/29/2024,1133,1005.40,982.00
360ONE.NS,11/18/2024,1133,1038.63,1001.05
21STCENMGM.NS,10/8/2024,96,97.69,96.70
21STCENMGM.NS,10/30/2024,96,105.42,104.36
5PAISA.NS,10/10/2024,492,538.70,504.50
5PAISA.NS,10/28/2024,492,490.67,480.00
1STCUS.BO,9/13/2024,119,89.36,89.35
1STCUS.BO,11/6/2024,119,115.35,100.60
4THGEN.BO,9/16/2024,7,5.67,5.17
20MICRONS.NS,10/16/2024,225,278.00,260.00
20MICRONS.NS,11/22/2024,225,223.18,219.35
3MINDIA.NS,10/31/2024,31732,34931.05,33131.60
63MOONS.NS,9/13/2024,602,396.91,387.20
63MOONS.NS,9/16/2024,602,400.04,387.20
63MOONS.NS,9/18/2024,602,380.33,371.70
63MOONS.NS,9/30/2024,602,378.51,372.10
63MOONS.NS,10/8/2024,602,360.50,351.00
63MOONS.NS,10/23/2024,602,449.00,436.10
63MOONS.NS,10/24/2024,602,473.16,436.10
63MOONS.NS,10/28/2024,602,465.00,436.10
63MOONS.NS,11/11/2024,602,588.20,555.00
63MOONS.NS,11/18/2024,602,567.74,550.65
7TEC.BO,10/31/2024,56,53.46,50.26
7TEC.BO,11/19/2024,56,54.99,53.15
^CNXENERGY,9/25/2024,37275,43761.85,42093.10
^CNXIT,11/22/2024,44028,42346.70,41035.40
3PLAND.NS,10/29/2024,60,36.53,34.05
^CNXREALTY,9/13/2024,1024,1043.32,1022.25
^CNXREALTY,10/8/2024,1024,1017.64,1011.80
^CNXREALTY,11/22/2024,1024,975.20,929.75
^CNXPSUBANK,10/29/2024,6790,6571.60,6188.85
^CNXPSUBANK,11/22/2024,6790,6393.66,6163.75
^CNXMETAL,9/12/2024,8991,9128.11,8993.35
^CNXMETAL,10/30/2024,8991,9307.78,8924.55
^NSEI,9/9/2024,24273,24804.24,24753.15
^NSEI,9/10/2024,24273,24955.23,24753.15
^NSEI,9/11/2024,24273,24942.29,24753.15
^NSEI,9/12/2024,24273,25064.42,24753.15
^NSEI,9/13/2024,24273,25326.96,24753.15
^NSEI,9/16/2024,24273,25363.57,24753.15
^NSEI,9/17/2024,24273,25374.60,24753.15
^NSEI,9/18/2024,24273,25334.71,24753.15
^NSEI,9/19/2024,24273,25435.03,24753.15
^NSEI,9/20/2024,24273,25532.26,24753.15
^NSEI,9/23/2024,24273,25874.51,24753.15
^NSEI,9/24/2024,24273,25918.02,24753.15
^NSEI,9/25/2024,24273,25911.71,24753.15
AAATECH.NS,9/13/2024,114,130.90,126.20
AAATECH.NS,10/9/2024,114,125.79,115.00
AAATECH.NS,10/28/2024,114,112.57,110.00
AAATECH.NS,11/19/2024,114,107.83,102.17
A2ZINFRA.NS,9/18/2024,17,16.50,15.87
A2ZINFRA.NS,10/8/2024,17,16.09,15.75
A2ZINFRA.NS,10/16/2024,17,18.21,15.75
A2ZINFRA.NS,10/17/2024,17,18.31,17.90
A2ZINFRA.NS,10/18/2024,17,17.78,17.41
A2ZINFRA.NS,10/21/2024,17,18.08,17.41
A2ZINFRA.NS,10/22/2024,17,17.19,16.96
A2ZINFRA.NS,10/24/2024,17,16.51,16.21
A2ZINFRA.NS,10/25/2024,17,16.74,16.21
A2ZINFRA.NS,10/29/2024,17,16.02,15.83
A2ZINFRA.NS,11/18/2024,17,16.75,16.50
AAIL.BO,10/11/2024,108,109.01,104.80
AAIL.BO,10/28/2024,108,100.16,96.00
AAKASH.NS,10/30/2024,11,10.77,10.51
AAKASH.NS,11/22/2024,11,10.45,10.24
AARTECH.BO,10/9/2024,76,67.48,63.00
AARTECH.BO,11/18/2024,76,62.01,58.38
AARON.NS,10/10/2024,322,260.25,251.05
AARON.NS,10/28/2024,322,260.85,252.00
AARON.NS,11/19/2024,322,293.08,268.60
AANCHALISP.BO,10/14/2024,6,5.81,5.25
AANCHALISP.BO,10/29/2024,6,5.19,5.07
AANCHALISP.BO,11/14/2024,6,5.39,5.21
AARTISURF.NS,10/30/2024,648,717.80,678.00
AARVI.NS,10/9/2024,135,149.95,129.25
AARVI.NS,10/28/2024,135,140.74,137.60
AAVAS.NS,9/12/2024,1672,1784.00,1651.75
AAYUSH.BO,10/4/2024,145,73.11,26.51
ABANSENT.BO,9/16/2024,39,141.02,137.00
ABANSENT.BO,10/18/2024,39,38.13,35.05
ABANSENT.BO,10/21/2024,39,40.60,35.05
ABANSENT.BO,10/23/2024,39,30.74,29.00
