Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
7NR.BO,11/27/2024,5.95,5.00,0.00,13.00,5.00,6.05,5.68,5.31,1
360ONE.NS,11/27/2024,1133.00,8.00,0.00,16.00,8.00,1140.77,1121.15,1101.53,1
3RDROCK.NS,11/26/2024,64.60,316.00,0.00,,316.00,,,,1
4THGEN.BO,11/26/2024,6.55,78.00,0.00,89.00,78.00,6.92,6.63,6.35,1
20MICRONS.NS,11/27/2024,225.20,4.00,0.00,25.00,4.00,235.27,234.10,232.93,1
3PLAND.NS,11/27/2024,60.03,21.00,0.00,64.00,21.00,62.70,55.09,47.48,1
^CNXIT,11/27/2024,44027.95,15.00,0.00,49.00,15.00,44878.38,43677.68,42476.98,1
^CNXREALTY,11/27/2024,1024.45,8.00,0.00,28.00,8.00,1070.24,1045.71,1021.18,1
^CNXPSUBANK,11/27/2024,6790.20,4.00,0.00,12.00,4.00,7162.31,7020.05,6877.79,1
AAATECH.NS,11/27/2024,114.37,8.00,0.00,12.00,8.00,116.96,113.57,110.19,1
AARTECH.BO,11/27/2024,76.16,7.00,0.00,48.00,7.00,84.42,82.91,81.41,1
AARON.NS,11/27/2024,322.45,6.00,0.00,9.00,6.00,381.31,367.78,354.25,1
AAYUSH.BO,11/27/2024,145.45,85.00,0.00,105.00,85.00,141.79,128.50,115.21,1
AARVEEDEN.NS,11/27/2024,73.99,20.00,0.00,32.00,20.00,76.85,74.45,72.05,1
AARTIIND.NS,11/27/2024,452.45,4.00,0.00,16.00,4.00,459.30,454.47,449.64,1
ABANSENT.BO,11/27/2024,38.88,6.00,0.00,9.00,6.00,41.00,39.56,38.13,1
ABCAPITAL.NS,11/27/2024,193.22,4.00,0.00,38.00,4.00,197.16,193.93,190.69,1
ABAN.NS,11/27/2024,63.42,8.00,0.00,43.00,8.00,0.00,0.00,0.00,1
ABCINDQ.BO,11/27/2024,118.00,6.00,0.00,12.00,6.00,0.00,0.00,0.00,1
ABFRL.NS,11/27/2024,308.60,4.00,0.00,29.00,4.00,315.45,310.99,306.53,1
ABB.NS,11/27/2024,7498.55,6.00,0.00,28.00,6.00,7669.60,7480.14,7290.67,1
ACCURACY.NS,11/27/2024,9.66,5.00,0.00,13.00,5.00,9.78,9.50,9.21,1
ACEINTEG.NS,11/27/2024,32.80,4.00,0.00,11.00,4.00,35.61,35.19,34.77,1
ACEMEN.BO,11/27/2024,81.00,3.00,0.00,11.00,3.00,83.42,81.08,78.73,1
ACC.NS,11/27/2024,2206.30,4.00,0.00,13.00,4.00,2255.05,2193.82,2132.59,1
ACIIN.BO,11/27/2024,2.83,5.00,0.00,11.00,5.00,3.24,3.15,3.05,1
ACE.NS,11/27/2024,1293.95,4.00,0.00,11.00,4.00,1309.24,1291.12,1273.00,1
ACKNIT.BO,11/27/2024,298.50,3.00,0.00,14.00,3.00,309.21,298.78,288.35,1
ACML.BO,11/27/2024,67.00,6.00,0.00,16.00,6.00,73.79,72.72,71.65,1
ACME.BO,11/27/2024,76.23,20.00,0.00,31.00,20.00,77.01,71.73,66.44,1
ACROW.BO,11/27/2024,841.20,20.00,0.00,25.00,20.00,826.35,779.45,732.56,1
ADCON.BO,11/27/2024,1.08,8.00,0.00,9.00,8.00,0.00,0.00,0.00,1
ADARSHPL.BO,11/27/2024,33.34,20.00,0.00,29.00,20.00,32.18,30.48,28.78,1
ADCINDIA.BO,11/27/2024,1755.25,10.00,0.00,15.00,10.00,1859.36,1826.17,1792.99,1
ADANIPORTS.NS,11/27/2024,1200.25,4.00,0.00,80.00,4.00,1221.10,1182.12,1143.14,1
ADANIENT.NS,11/27/2024,2400.05,3.00,0.00,13.00,3.00,2444.95,2320.39,2195.82,1
ADFFOODS.NS,11/27/2024,326.65,8.00,0.00,12.00,8.00,331.49,324.46,317.42,1
ADINATH.BO,11/27/2024,28.94,7.00,0.00,13.00,7.00,0.00,0.00,0.00,1
ADL.NS,11/27/2024,95.25,20.00,0.00,51.00,20.00,0.00,0.00,0.00,1
ADORFO.BO,9/23/2024,141.15,10.00,0.00,49.00,10.00,152.33,149.00,145.67,1
ADVPETR-B.BO,11/27/2024,283.35,5.00,0.00,,5.00,,,,1
