Buy Date,Ticker,Buy Strat,ll
2024-11-27,A2ZINFRA.NS,BB_DC,15.95
2024-11-27,AARTECH.BO,ATR_BW,58.38
2024-11-27,ACCELYA.NS,BB_DC,1442.75
2024-11-27,ACCURACY.NS,BB_DC,8.54
2024-11-27,ACEMEN.BO,ATR_UC,68.02
2024-11-27,ACKNIT.BO,LR_BW,275.0
2024-11-27,ADANIPOWER.NS,EW_DC,432.0
2024-11-27,ADIEXRE.BO,BB_DC,34.0
2024-11-27,AGRITECH.NS,EWLR_BW,176.35
2024-11-27,AHMDSTE.BO,BB_DC,282.05
2024-11-27,AKCAPIT.BO,EW_BW,1117.0
2024-11-27,ALANKIT.NS,BB_DT,19.98
2024-11-27,ALLCARGO.NS,BB_DC,51.83
2024-11-27,APMIN.BO,EW_DC,45.0
2024-11-27,APOLLOFI.BO,BB_W,766.8
2024-11-27,APOLLOPIPE.NS,BB_DC,452.7
2024-11-27,ARROWGREEN.NS,BB_W,814.75
2024-11-27,ARVINDFASN.NS,BB_W,545.15
2024-11-27,ASIANTNE.BO,BB_W,14.75
2024-11-27,ASTERDM.NS,ATR_UC,426.0
2024-11-27,ATGL.NS,EWBB_DC,545.75
2024-11-27,ATISHAY.BO,EWBB_DC,193.0
2024-11-27,AVANTEL.BO,BB_DC,139.8
2024-11-27,BCLIND.NS,LR_BW,52.05
2024-11-27,BDL.NS,ATRBB_W,890.0
2024-11-27,BERGEPAINT.NS,EW_BW,463.75
2024-11-27,BFINVEST.NS,BB_W,715.1
2024-11-27,BIGBLOC.NS,EW_BW,100.02
2024-11-27,BKV.BO,BB_W,11.24
2024-11-27,BLISSGVS.NS,ATR_W,113.31
2024-11-27,BLUESTARCO.NS,BB_DC,1780.5
2024-11-27,BNRUDY.BO,EW_DC,66.05
2024-11-27,CALSOFT.NS,LR_BW,17.51
2024-11-27,CAREERP.NS,BB_DC,384.95
2024-11-27,CCL.NS,ATR_W,676.0
2024-11-27,CHANDRIMA.BO,BB_W,55.43
2024-11-27,CINDHO.BO,EWBB_DC,51.0
2024-11-27,CINEVISTA.NS,BB_DC,16.5
2024-11-27,CITADEL.BO,EW_BW,54.31
2024-11-27,CLEDUCATE.NS,BB_DC,106.0
2024-11-27,CMMHOSP.BO,ATR_AT,37.25
2024-11-27,COCHINSHIP.NS,BB_DC,1265.0
2024-11-27,COMSYN.BO,ATREW_UC,66.44
2024-11-27,CONTCHM.BO,EW_DC,70.2
2024-11-27,CONTPTR.BO,EWBB_W,81.35
2024-11-27,CTCL.BO,ATR_UC,376.4
2024-11-27,DAICHI.BO,BB_DC,365.0
2024-11-27,DATAMATICS.NS,BB_DC,515.05
2024-11-27,DAULAT.BO,BB_DC,44.35
2024-11-27,DCW.NS,BB_W,93.2
2024-11-27,DEEPAKFERT.NS,BB_W,1245.0
