Ticker,Date/Time,Close,myBuy ,myShort
^CNXREALTY,10/3/2024,1052,,1
AARTISURF.NS,10/4/2024,794,,1
ACCURACY.NS,9/30/2024,10,1,
AGIIL.BO,10/3/2024,933,,1
ALFAICA.BO,10/9/2024,88,1,
ANSALAPI.NS,10/1/2024,13,,1
ARCFIN.BO,10/8/2024,3,,1
ARTSONEN.BO,10/7/2024,182,,1
ARVINDFASN.NS,9/30/2024,597,,1
ASAHIINDIA.NS,10/7/2024,745,,1
ASHAI.BO,10/8/2024,14,1,
ASHISHPO.BO,10/9/2024,64,1,
ATUL.NS,10/9/2024,7909,1,
AVAILFC.BO,9/30/2024,353,,1
BAJAJ-AUTO.NS,10/3/2024,11818,,1
BAJFINANCE.NS,10/3/2024,7300,,1
BALMLAWRIE.NS,10/3/2024,255,,1
BANARBEADS.NS,10/7/2024,104,,1
BATLIBOI.BO,10/1/2024,183,,1
BEEKAY.BO,10/7/2024,704,,1
BFINVEST.NS,10/7/2024,627,,1
BIL.NS,10/8/2024,637,,1
BRIGADE.NS,10/8/2024,1346,,1
BYKE.NS,9/30/2024,70,1,
BVCL.NS,10/1/2024,60,1,
CAREERP.NS,10/3/2024,499,1,
CAREERP.NS,10/7/2024,499,,1
CATVISION.BO,10/3/2024,25,,1
CENTURYTEX.NS,10/4/2024,2714,,1
CHENNPETRO.NS,9/30/2024,921,1,
CHOLAFIN.NS,10/1/2024,1562,,1
CNOVAPETRO.BO,10/1/2024,75,,1
CORDSCABLE.NS,10/7/2024,210,,1
DECOMIC.BO,10/3/2024,80,,1
DEEPENR.NS,9/19/2024,312,,1
DHANI.NS,10/1/2024,64,1,
DJML.BO,10/7/2024,117,,1
DRCSYSTEMS.NS,10/3/2024,25,1,
DRCSYSTEMS.NS,10/7/2024,25,,1
DSINVEST.BO,10/7/2024,531,,1
DUTRON.BO,9/30/2024,169,1,
DUTRON.BO,10/4/2024,169,,1
DUTRON.BO,10/7/2024,169,1,
DYNAVSN.BO,10/4/2024,404,,1
EDELWEISS.NS,10/4/2024,117,,1
EIHAHOTELS.NS,10/4/2024,375,1,
EIHAHOTELS.NS,10/7/2024,375,,1
EIMCOELECO.NS,10/1/2024,2973,1,
ELANTAS.BO,10/1/2024,14223,1,
EMAMIREAL.NS,10/7/2024,115,,1
FAZE3Q.BO,10/4/2024,448,1,
GARNETINT.BO,9/30/2024,127,1,
GAYAHWS.NS,10/7/2024,1,,1
GAYATRIBI.BO,10/7/2024,6,,1
GILLANDERS.NS,10/1/2024,93,1,
GIPCL.NS,10/9/2024,236,1,
GLAXO.NS,10/9/2024,2814,1,
GLOBOFFS.BO,10/1/2024,90,1,
GOENKA.NS,10/7/2024,1,,1
GODREJPROP.NS,10/4/2024,2984,,1
GREENPOWER.NS,10/9/2024,21,1,
GSFC.NS,10/1/2024,212,1,
GTL.NS,10/9/2024,14,1,
GSBFIN.BO,10/7/2024,18,1,
GTLINFRA.NS,9/30/2024,2,1,
GUJALKALI.NS,10/3/2024,807,,1
GUJARATPOLY.BO,10/7/2024,111,,1
GUJPETR.BO,10/4/2024,74,1,
HARDWYN.BO,10/1/2024,39,,1
HARLETH.BO,9/30/2024,105,,1
HBPOR.BO,10/3/2024,124,,1
HEG.NS,10/7/2024,2471,,1
HEMORGANIC.BO,10/3/2024,11,,1
HINDNATGLS.NS,10/7/2024,28,,1
HISARMETAL.NS,10/4/2024,195,,1
IBINFO.BO,10/8/2024,205,1,
ICICIBANK.NS,9/30/2024,1244,,1
ICRA.NS,10/7/2024,7009,,1
IISL.BO,10/4/2024,10,1,
INDHOTEL.NS,9/30/2024,694,,1
INDIANVSH.BO,10/9/2024,14,1,
INDOSTAR.NS,9/30/2024,277,,1
INFORTEC.BO,10/8/2024,96,1,
ISHANCH.BO,9/30/2024,58,1,
IVC.NS,10/3/2024,12,1,
JAYAGROGN.NS,10/7/2024,299,,1
JKIL.NS,9/30/2024,738,1,
JKPAPER.NS,10/4/2024,502,1,
JSLINDL.BO,10/4/2024,2046,1,
JSLINDL.BO,10/9/2024,2046,,1
JSWHL.NS,10/7/2024,8571,,1
JUSTDIAL.NS,10/9/2024,1242,1,
KATRSPG.BO,10/4/2024,231,,1
KCP.NS,10/4/2024,236,,1
KELLTONTEC.NS,10/1/2024,151,1,
KEI.NS,10/9/2024,4395,1,
KELENRG.BO,10/9/2024,3845,1,
KIFS.BO,10/3/2024,165,,1
KIRLPNU.BO,9/30/2024,1299,1,
KIRLPNU.BO,10/4/2024,1299,,1
KKALPANAIND.BO,10/3/2024,20,,1
KMSUGAR.NS,10/7/2024,38,,1
KPITTECH.NS,10/7/2024,1742,1,
KRETTOSYS.BO,10/1/2024,1,1,
LAHL.BO,10/1/2024,8,,1
MAITHANALL.NS,10/3/2024,1078,,1
MAL.BO,10/8/2024,3,,1
MANAKCOAT.NS,9/30/2024,69,1,
MANGCHEFER.NS,10/1/2024,135,1,
MANORAMA.BO,10/9/2024,879,1,
MARATHON.NS,10/3/2024,643,,1
MAXHEALTH.NS,10/1/2024,962,,1
MEHIF.BO,10/3/2024,36,,1
MGEL.NS,10/7/2024,26,,1
MISHKA.BO,10/9/2024,64,,1
MMWL.BO,10/3/2024,21,,1
MOHITE.BO,10/8/2024,61,,1
MOHITIND.NS,9/30/2024,28,,1
MOIL.NS,9/30/2024,378,1,
MSPL.NS,10/4/2024,54,,1
MTNL.NS,10/4/2024,51,1,
NEOGEN.NS,10/7/2024,2059,,1
NESTLEIND.BO,10/4/2024,2517,,1
NETLINK.BO,10/7/2024,145,,1
NORBTEAEXP.NS,9/30/2024,20,,1
NYSSACORP.BO,10/9/2024,15,,1
OMKARCHEM.NS,10/3/2024,9,1,
ORIENTCEM.NS,10/1/2024,298,1,
ORIENTHOT.NS,10/7/2024,177,,1
OSIAJEE.BO,9/30/2024,48,1,
PACIFICI.BO,10/3/2024,343,,1
PANKAJPO.BO,10/3/2024,12,1,
PCJEWELLER.NS,10/7/2024,156,,1
PDMJEPAPER.NS,10/9/2024,121,1,
PETRONET.NS,10/3/2024,352,1,
PGHH.NS,9/30/2024,16884,1,
PGIL.NS,10/8/2024,959,1,
PHOTON.BO,10/4/2024,91,,1
PILITA.NS,10/4/2024,14,,1
PORWAL.BO,10/9/2024,67,1,
PRAKASHSTL.NS,10/1/2024,9,1,
PRAXIS.NS,10/9/2024,25,,1
PREMCO.BO,10/3/2024,443,,1
PRSNTIN.BO,10/7/2024,10,,1
PVRINOX.NS,10/1/2024,1597,,1
RAINBOWF.BO,9/30/2024,23,1,
RAIN.NS,10/3/2024,166,,1
RCAN.BO,10/1/2024,649,,1
REFEX.NS,10/9/2024,507,,1
REGTRUS.BO,10/3/2024,4,,1
RELTD.BO,10/8/2024,128,,1
RELINFRA.NS,10/7/2024,300,,1
REPL.NS,10/3/2024,197,,1
RITCO.BO,10/4/2024,322,1,
RITCO.BO,10/7/2024,322,,1
ROLCOEN.BO,10/4/2024,870,,1
RTNPOWER.NS,10/1/2024,17,1,
SAGARDEEP.NS,10/3/2024,28,1,
SALZERELEC.NS,10/8/2024,1088,1,
SALSTEEL.NS,10/7/2024,28,,1
SANDHAR.NS,10/9/2024,582,1,
SANTETX.BO,10/8/2024,155,1,
SARLAPOLY.NS,10/9/2024,90,1,
SAUMYA.BO,9/30/2024,200,,1
SBGLP.BO,10/4/2024,131,1,
SETCO.NS,10/3/2024,12,1,
SHAKTIPUMP.NS,10/1/2024,4683,1,
SHALPRO.BO,10/3/2024,1,1,
SHGANEL.BO,10/9/2024,33,1,
SHILCTECH.BO,10/4/2024,6091,1,
SHRDAIS.BO,9/30/2024,451,1,
SHREEPUSHK.NS,10/4/2024,253,1,
