Ticker,Date/Time,Close,SL,Mega Buy by Larger Wave ,Mega Sellby Larger Wave,Short_SL
360ONE.NS,2/7/2024,1010,265.38,637.21,,652.70
360ONE.NS,2/26/2024,1010,371.52,,760.70,775.00
360ONE.NS,4/1/2024,1010,355.98,683.60,,702.50
360ONE.NS,4/25/2024,1010,308.95,,832.21,900.95
360ONE.NS,5/10/2024,1010,308.95,742.76,,900.95
360ONE.NS,5/24/2024,1010,426.42,,825.44,829.90
360ONE.NS,6/5/2024,1010,425.50,735.30,,829.90
360ONE.NS,7/1/2024,1010,395.10,,1002.86,1065.00
360ONE.NS,7/5/2024,1010,395.10,932.08,,1065.00
360ONE.NS,7/10/2024,1010,395.10,,1015.69,1034.95
360ONE.NS,7/15/2024,1010,395.10,948.47,,1034.95
360ONE.NS,7/31/2024,1010,475.00,,1128.16,1139.10
360ONE.NS,8/7/2024,1010,475.00,989.41,,1215.00
360ONE.NS,9/12/2024,1010,691.40,,1104.03,1119.65
21STCENMGM.NS,2/1/2024,103,11.70,,43.80,43.80
21STCENMGM.NS,2/7/2024,103,20.75,42.05,,43.80
21STCENMGM.NS,2/26/2024,103,20.75,,53.57,53.60
21STCENMGM.NS,4/1/2024,103,25.40,41.72,,51.35
21STCENMGM.NS,4/23/2024,103,20.75,,53.83,54.30
21STCENMGM.NS,4/30/2024,103,23.45,49.44,,55.00
21STCENMGM.NS,5/6/2024,103,23.45,,53.13,53.65
21STCENMGM.NS,5/23/2024,103,21.65,43.21,,54.50
21STCENMGM.NS,7/16/2024,103,18.10,,81.10,81.10
21STCENMGM.NS,7/23/2024,103,18.10,76.09,,81.10
21STCENMGM.NS,9/11/2024,103,42.70,,140.01,141.40
1STCUS.BO,1/15/2024,116,28.50,,61.72,66.00
1STCUS.BO,1/30/2024,116,28.50,51.10,,66.00
1STCUS.BO,2/7/2024,116,28.50,,61.23,62.70
1STCUS.BO,2/13/2024,116,28.50,51.23,,62.70
1STCUS.BO,2/23/2024,116,38.00,,61.52,62.99
1STCUS.BO,4/8/2024,116,47.95,49.46,,49.46
1STCUS.BO,4/18/2024,116,46.00,,61.81,62.58
1STCUS.BO,4/19/2024,116,46.00,57.96,,62.58
1STCUS.BO,4/22/2024,116,46.00,60.00,60.00,62.58
1STCUS.BO,4/23/2024,116,46.00,61.50,62.50,63.00
1STCUS.BO,4/24/2024,116,46.00,61.00,61.00,63.00
1STCUS.BO,4/25/2024,116,46.00,,61.00,63.00
1STCUS.BO,4/30/2024,116,43.80,53.60,,63.00
1STCUS.BO,5/15/2024,116,35.25,,62.00,64.00
1STCUS.BO,5/16/2024,116,35.25,60.08,,64.00
1STCUS.BO,5/17/2024,116,40.00,57.96,60.93,64.00
1STCUS.BO,5/21/2024,116,37.00,61.37,62.10,64.00
1STCUS.BO,5/22/2024,116,36.95,59.48,62.53,64.05
1STCUS.BO,5/23/2024,116,36.50,67.20,67.20,67.20
1STCUS.BO,5/24/2024,116,36.50,70.56,70.56,70.56
1STCUS.BO,5/27/2024,116,36.50,74.08,74.08,74.08
