Buy Date,Ticker,Buy Strat,ll
2024-12-05,ACE.NS,ATR_BW,1186.3
2024-12-05,ACIIN.BO,BB_W,2.61
2024-12-05,ACML.BO,BB_DC,66.9
2024-12-05,AGIIL.BO,BB_W,885.0
2024-12-05,AGRITECH.NS,BB_DC,176.35
2024-12-05,AIRAN.NS,LR_DC,28.01
2024-12-05,AJCON.BO,ATR_BW,45.05
2024-12-05,AKG.NS,EW_DC,17.51
2024-12-05,AMITINT.BO,BB_DC,4.32
2024-12-05,ANGELONE.NS,ATR_DC,2605.0
2024-12-05,ANSALAPI.NS,EW_DC,8.91
2024-12-05,APCOTEXIND.NS,EW_DC,358.15
2024-12-05,ASHCAP.BO,BB_W,4.51
2024-12-05,ASHRAM.BO,EW_W,4.41
2024-12-05,AUSOMENT.NS,LR_DC,98.16
2024-12-05,AVANTIFEED.NS,LR_W,572.25
2024-12-05,AXISCADES.NS,BB_DC,420.9
2024-12-05,BAJFINANCE.NS,BBLR_DC,6491.0
2024-12-05,BALAJITELE.NS,ATR_UC,57.67
2024-12-05,BALUFORGE.BO,LR_UC,721.2
2024-12-05,BAMBINO.BO,BB_DC,369.0
2024-12-05,BATLIBOI.BO,BB_W,135.4
2024-12-05,BCLENTERPR.BO,ATR_UC,0.91
2024-12-05,BESTEAST.BO,BB_DC,15.73
2024-12-05,BHATIA.BO,BB_W,27.11
2024-12-05,BIGBLOC.NS,BB_DC,108.8
2024-12-05,BLACKROSE.BO,LR_W,126.2
2024-12-05,BLUECHIPT.BO,BB_DC,136.0
2024-12-05,BLUEDART.NS,LR_DC,7381.0
2024-12-05,BORORENEW.NS,BB_W,423.75
2024-12-05,BOSCHLTD.NS,ATRLR_DC,34400.0
2024-12-05,BPCL.NS,BB_DC,289.4
2024-12-05,BRIGHTBR.BO,BB_UC,296.55
2024-12-05,BSE.NS,ATRBB_DC,4280.0
2024-12-05,CASTROLIND.NS,ATR_BW,185.07
2024-12-05,CDSL.NS,ATR_UC,1427.0
2024-12-05,CHDCHEM.BO,EW_BW,6.09
2024-12-05,CHEMFAB.NS,ATRLR_W,891.05
2024-12-05,CHORDIA.BO,BB_DC,79.4
2024-12-05,CNIRESLTD.BO,BB_W,11.74
2024-12-05,CNOVAPETRO.BO,BB_DC,76.17
2024-12-05,CORALAB.BO,LR_DC,736.9
2024-12-05,CRAVATEX.BO,BB_DC,410.0
2024-12-05,DECOMIC.BO,BB_DC,70.0
2024-12-05,DHRUVCA.BO,BB_DC,355.1
2024-12-05,DYNAVSN.BO,BB_DC,316.05
2024-12-05,ELGIRUBCO.NS,ATRBB_DC,95.5
2024-12-05,EMPIND.BO,ATREW_DC,1000.0
2024-12-05,ENIL.NS,BB_DC,175.0
2024-12-05,ERPSOFT.BO,BB_W,100.2
2024-12-05,ETT.BO,BB_W,15.2
2024-12-05,FILTRA.BO,ATR_DC,67.4
2024-12-05,FINCABLES.NS,ATR_DC,1086.05
2024-12-05,FLEXITUFF.NS,BB_W,56.0
2024-12-05,FLUOROCHEM.NS,ATR_DC,3734.0
2024-12-05,GEE.BO,LR_DC,145.55
2024-12-05,GEOJITFSL.NS,LR_W,104.5
2024-12-05,GINISILK.BO,BB_DC,108.7
2024-12-05,GMBREW.NS,BB_DC,736.95
2024-12-05,GOENKA.NS,BB_DC,0.99
2024-12-05,GRAVITA.NS,BB_W,2103.0
2024-12-05,GREENCREST.BO,BB_W,0.9
2024-12-05,GSAUTO.BO,LR_DT,36.0
2024-12-05,GSS.NS,BB_DC,56.95
2024-12-05,GUJAPOLLO.NS,ATRBB_UC,281.3
2024-12-05,GUJGASLTD.NS,BB_DC,442.5
2024-12-05,HBPOR.BO,BB_W,99.1
2024-12-05,HCLTECH.NS,BB_BW,1833.95
2024-12-05,HERITGFOOD.NS,LR_BW,452.5
2024-12-05,HIGHENE.BO,BB_DC,537.0
2024-12-05,HINDMILL.BO,BB_DC,207.5
2024-12-05,HISARSP.BO,EW_BW,62.8
