Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
7NR.BO,11/19/2024,6,5.15,5.02
21STCENMGM.NS,10/8/2024,99,97.69,96.70
21STCENMGM.NS,10/30/2024,99,105.42,104.36
21STCENMGM.NS,12/3/2024,99,92.65,91.71
360ONE.NS,10/11/2024,1119,1037.96,940.00
360ONE.NS,10/29/2024,1119,1005.40,982.00
360ONE.NS,11/18/2024,1119,1038.63,1001.05
5PAISA.NS,10/10/2024,506,538.70,504.50
5PAISA.NS,10/28/2024,506,490.67,480.00
5PAISA.NS,11/25/2024,506,478.64,466.00
1STCUS.BO,11/6/2024,117,115.35,100.60
20MICRONS.NS,10/16/2024,257,278.00,260.00
20MICRONS.NS,11/22/2024,257,223.18,219.35
3PLAND.NS,10/29/2024,60,36.53,34.05
3PLAND.NS,11/29/2024,60,57.16,34.05
3IINFOLTD.NS,11/25/2024,29,26.72,25.95
63MOONS.NS,9/18/2024,767,380.33,371.70
63MOONS.NS,9/30/2024,767,378.51,372.10
63MOONS.NS,10/8/2024,767,360.50,351.00
63MOONS.NS,10/23/2024,767,449.00,436.10
63MOONS.NS,10/24/2024,767,473.16,436.10
63MOONS.NS,10/28/2024,767,465.00,436.10
63MOONS.NS,11/11/2024,767,588.20,555.00
63MOONS.NS,11/18/2024,767,567.74,550.65
3MINDIA.NS,10/31/2024,31278,34931.05,33131.60
3MINDIA.NS,11/26/2024,31278,31514.75,30629.00
7TEC.BO,10/31/2024,55,53.46,50.26
7TEC.BO,11/19/2024,55,54.99,53.15
^CNXENERGY,9/25/2024,37885,43761.85,42093.10
^CNXENERGY,11/27/2024,37885,36792.15,35440.85
^CNXIT,11/22/2024,44806,42346.70,41035.40
^CNXMETAL,10/30/2024,9283,9307.78,8924.55
^CNXMETAL,11/25/2024,9283,8894.20,8652.15
^CNXPSUBANK,10/29/2024,7126,6571.60,6188.85
^CNXPSUBANK,11/22/2024,7126,6393.66,6163.75
AAATECH.NS,10/9/2024,115,125.79,115.00
AAATECH.NS,10/28/2024,115,112.57,110.00
AAATECH.NS,11/19/2024,115,107.83,102.17
^CNXREALTY,10/8/2024,1074,1017.64,1011.80
^CNXREALTY,11/22/2024,1074,975.20,929.75
^NSEBANK,12/3/2024,53604,52357.87,51693.95
