Date/Time,Ticker,Alert,BearBreak,Buy_ATR,Buy_BB,Buy_EW,Buy_LR,Buy_ZZ,Close,DnBars,Downtrend Length,FromHigh,FromLow,LR_LC,LR_MC,LR_UC,Mega Sellby Larger Wave,NumberOfTickers,Pattern,PercentileRank,Rank,S1,SCTR,SL,UpBars,Uptrend Length,hh,ll,myShort,Buy,Current_Price,Quantity,P/L Percentage
2024-12-05,ACE.NS,1.0,,ATR,,,,ZZ,1425.15,0.0,17.0,0.0,0.0,1375.15,1395.79,1416.43,,3337.0,_BW,58.69,1379.0,4.12,11.47,,10.0,10.0,1429.9,1186.3,,ATR_BW,1426.550048828125,4.0,0.0009823869965441595
2024-12-05,ACIIN.BO,0.0,,,BB,,,,2.9,,,7.0,5.0,,,,,3337.0,_W,52.31,1592.0,3.95,8.83,,,,3.05,2.61,,BB_W,2.950000047683716,3448.0,0.017241395753005487
2024-12-05,ACML.BO,0.0,,,BB,,,ZZ,71.95,0.0,22.0,0.0,0.0,69.36,71.37,73.37,,3337.0,_DC,20.35,2658.0,3.43,-2.86,,12.0,12.0,71.99,66.9,,BB_DC,68.0,198.0,-0.05489923558026411
2024-12-05,AGIIL.BO,,,,BB,,,ZZ,1737.3,0.0,52.0,0.0,0.0,1639.57,1792.63,1945.69,,3337.0,_W,6.59,3117.0,,,,29.0,29.0,1749.8,885.0,,BB_W,1780.0,1.0,0.024578368733091605
2024-12-05,AGRITECH.NS,0.0,,,BB,,,ZZ,207.22,0.0,38.0,6.0,6.0,210.32,219.4,228.48,,3337.0,_DC,52.49,1586.0,-0.88,8.89,,10.0,10.0,215.0,176.35,,BB_DC,208.0,32.0,0.0037641154328732804
2024-12-05,AIRAN.NS,0.0,,,,,LR,ZZ,31.57,0.0,18.0,0.0,0.0,31.22,31.91,32.6,,3337.0,_DC,47.84,1741.0,-1.07,7.17,,9.0,9.0,32.53,28.01,,LR_DC,35.25,281.0,0.11656636046879948
2024-12-05,AJCON.BO,1.0,,ATR,,,,ZZ,60.3,0.0,13.0,0.0,0.0,50.04,53.85,57.66,,3337.0,_BW,92.57,249.0,20.68,48.32,,12.0,12.0,60.3,45.05,,ATR_BW,72.36000061035156,66.0,0.2000000101219165
2024-12-05,AKG.NS,1.0,,,,EW,,ZZ,21.0,0.0,39.0,0.0,0.0,18.05,19.06,20.08,,3337.0,_DC,45.29,1826.0,12.77,6.26,17.51,13.0,13.0,21.88,17.51,,EW_DC,21.100000381469727,287.0,0.0047619229271298365
2024-12-05,AMITINT.BO,,,,BB,,,ZZ,4.72,0.0,8.0,0.0,3.0,4.56,4.69,4.82,,3337.0,_DC,6.59,3117.0,,,,3.0,3.0,4.72,4.32,,BB_DC,4.699999809265137,2500.0,-0.004237328545521829
2024-12-05,ANGELONE.NS,1.0,,ATR,,,,ZZ,3221.7,0.0,22.0,0.0,0.0,3010.19,3108.29,3206.39,,3337.0,_DC,80.49,652.0,4.8,24.99,,14.0,14.0,3245.3,2605.0,,ATR_DC,3275.64990234375,2.0,0.016745787113558116
2024-12-05,ANSALAPI.NS,1.0,,,,EW,,,10.0,,,0.0,2.0,,,,,3337.0,_DC,29.83,2342.0,5.08,1.47,8.91,,,13.15,8.91,,EW_DC,10.359999656677246,917.0,0.03599996566772461
2024-12-05,APCOTEXIND.NS,0.0,,,,EW,,,385.0,,,7.0,0.0,,,,,3337.0,_DC,21.55,2618.0,2.79,-2.27,358.15,,,388.4,358.15,,EW_DC,402.25,37.0,0.044805194805194806
2024-12-05,ASHCAP.BO,0.0,,,BB,,,ZZ,5.02,0.0,18.0,12.0,4.0,4.94,5.04,5.15,,3337.0,_W,19.99,2670.0,2.68,-3.03,,10.0,10.0,5.14,4.51,,BB_W,4.960000038146973,1961.0,-0.01195218363606114
2024-12-05,ASHRAM.BO,1.0,,,,EW,,ZZ,6.0,0.0,11.0,4.0,6.0,5.22,5.63,6.04,,3337.0,_W,19.69,2680.0,7.73,-3.24,4.41,6.0,6.0,5.8,4.41,,EW_W,5.659999847412109,629.0,-0.05666669209798177
2024-12-05,AUSOMENT.NS,0.0,,,,,LR,ZZ,108.81,0.0,13.0,0.0,0.0,106.84,108.94,111.04,,3337.0,_DC,51.47,1620.0,-0.61,8.54,,5.0,5.0,110.95,98.16,,LR_DC,109.69000244140625,94.0,0.008087514395793105
2024-12-05,AVANTIFEED.NS,0.0,,,,,LR,,604.55,,,0.0,0.0,,,,,3337.0,_W,53.27,1560.0,-1.48,9.15,,,,612.95,572.25,,LR_W,605.5999755859375,31.0,0.001736788662538327
2024-12-05,AXISCADES.NS,0.0,,,BB,,,ZZ,506.1,0.0,13.0,2.0,2.0,487.21,505.34,523.47,,3337.0,_DC,38.52,2052.0,2.07,4.0,,7.0,7.0,512.0,420.9,,BB_DC,562.0,12.0,0.11045247974708551
2024-12-05,BAJFINANCE.NS,0.0,,,BB,,LR,,6850.4,,,0.0,0.0,,,,,3337.0,_DC,31.53,2285.0,0.01,1.99,,,,6889.9,6491.0,,BBLR_DC,6861.64990234375,3.0,0.001642225613650351
2024-12-05,BALAJITELE.NS,1.0,,ATR,,,,ZZ,73.06,0.0,22.0,0.0,0.0,67.54,71.46,75.37,,3337.0,_UC,69.72,1011.0,7.57,17.12,,13.0,13.0,74.0,57.67,,ATR_UC,71.4800033569336,65.0,-0.021626014824341754
