Ticker,Date/Time,Close,myBuy ,myShort
20MICRONS.NS,12/3/2024,257,1,
^NSEI,12/3/2024,24708,1,
AARVI.NS,12/2/2024,142,1,
ABBOTINDIA.BO,12/3/2024,29024,1,
ABFRL.NS,11/26/2024,307,1,
ABAN.NS,12/2/2024,65,1,
ACKNIT.BO,11/27/2024,295,1,
ADL.NS,11/27/2024,96,1,
ADMANUM.BO,12/3/2024,93,1,
ADSL.NS,11/28/2024,268,1,
AGARIND.NS,11/28/2024,1254,1,
AGRITECH.NS,11/27/2024,207,1,
AIRAN.NS,12/5/2024,32,1,
ALKYLAMINE.NS,12/3/2024,2037,1,
ALMONDZ.NS,12/3/2024,30,1,
ALLSEC.NS,11/26/2024,1030,1,
ALPHAGEO.NS,11/28/2024,374,1,
AMBARPIL.BO,12/3/2024,186,,1
ANANTRAJ.NS,12/2/2024,730,1,
ANSALHSG.BO,12/2/2024,17,1,
APOLLOHOSP.NS,12/2/2024,7275,1,
ARCHIDPLY.NS,11/29/2024,117,1,
ARVINDFASN.NS,12/3/2024,549,,1
ASHAI.BO,12/4/2024,14,1,
ASAHIINDIA.NS,11/28/2024,723,1,
ASHIS.BO,11/26/2024,42,1,
ASHIS.BO,12/5/2024,42,,1
ASMTEC.BO,12/2/2024,1438,1,
ATULAUTO.NS,12/3/2024,657,1,
AUSOMENT.NS,12/5/2024,109,1,
AVANTIFEED.NS,12/5/2024,605,1,
BAGFILMS.NS,12/3/2024,10,1,
BAJFINANCE.NS,12/5/2024,6850,1,
BALRAMCHIN.NS,12/3/2024,586,1,
BALUFORGE.BO,12/5/2024,791,1,
BAMBINO.BO,11/26/2024,378,1,
BANARISUG.NS,11/28/2024,3736,1,
BATLIBOI.BO,11/28/2024,151,1,
BCLIND.NS,11/27/2024,56,1,
BEPL.NS,12/2/2024,136,1,
BGWTATO.BO,11/28/2024,454,1,
BHAGERIA.NS,12/4/2024,210,1,
BGRENERGY.NS,12/4/2024,43,1,
BIOFILCHEM.NS,12/2/2024,66,1,
BIOCON.NS,11/26/2024,375,1,
BIRLAPREC.BO,12/4/2024,59,1,
BLACKROSE.BO,12/5/2024,135,1,
BNRUDY.BO,11/28/2024,71,1,
BLUEDART.NS,12/5/2024,7487,1,
BOMDYEING.NS,12/3/2024,212,1,
BOSCHLTD.NS,12/5/2024,36170,1,
CAMS.BO,11/26/2024,5240,1,
CALSOFT.NS,11/27/2024,18,1,
CARNATIN.BO,11/25/2024,79,,1
CCCL.BO,11/26/2024,18,1,
CASTROLIND.NS,12/2/2024,220,1,
CENLUB.BO,12/3/2024,522,1,
CENTEXT.NS,11/28/2024,25,1,
CESC.NS,12/3/2024,192,1,
CENTURYTEX.NS,11/27/2024,2891,1,
CHEMFAB.NS,12/5/2024,1012,1,
CHENFERRO.BO,12/2/2024,133,1,
CHOLAHLDNG.NS,12/4/2024,1512,1,
CITYONLINE.BO,11/26/2024,7,,1
CIPLA.NS,11/29/2024,1498,1,
COLINZ.BO,12/3/2024,62,1,
COMFINCAP.BO,12/3/2024,11,1,
COLPAL.NS,11/28/2024,2914,1,
CORALAB.BO,12/5/2024,827,1,
COROENGG.BO,11/25/2024,59,,1
COROMANDEL.NS,12/5/2024,1769,,1
CPL.BO,12/2/2024,67,1,
CREATIVEYE.NS,12/5/2024,7,,1
