Ticker,Date/Time,Close,SL,Mega Buy by Larger Wave ,Mega Sellby Larger Wave,Short_SL,Call,Status
1STCUS.BO,2024-11-11,117,84.2,,128.93,132.0,Short,Close
20MICRONS.NS,2024-12-04,257,219.35,,264.76,270.35,Short,Close
21STCENMGM.NS,2024-12-03,99,101.21,92.65,,121.44,Long,Open
360ONE.NS,2024-11-18,1119,691.4,1038.63,,1099.8,Long,Open
3IINFOLTD.NS,2024-11-25,29,29.52,26.72,,27.27,Long,Open
3MINDIA.NS,2024-11-26,31278,33325.8,31514.75,,32456.0,Long,Open
3PLAND.NS,2024-12-03,60,34.05,,67.28,71.66,Short,Close
4THGEN.BO,2024-09-16,7,4.53,5.67,,5.67,Long,Open
5PAISA.NS,2024-11-25,506,458.0,478.64,,525.0,Long,Open
63MOONS.NS,2024-11-18,767,316.0,567.74,,617.6,Long,Open
7NR.BO,2024-11-29,6,,,6.46,6.55,Short,Close
7TEC.BO,2024-11-19,55,54.31,54.99,,61.85,Long,Open
A2ZINFRA.NS,2024-11-19,17,15.87,,18.19,20.5,Short,Close
AAATECH.NS,2024-11-19,115,93.55,107.83,,129.4,Long,Open
AAIL.BO,2024-11-19,120,87.8,102.75,,117.0,Long,Open
AAKASH.NS,2024-11-22,11,11.25,10.45,,11.0,Long,Open
AANCHALISP.BO,2024-11-21,5,5.02,,5.92,6.05,Short,Close
AARON.NS,2024-11-28,328,251.05,317.15,,350.0,Long,Open
AARTECH.BO,2024-12-03,79,58.38,,85.44,86.44,Short,Close
AARTIDRUGS.NS,2024-08-26,455,313.9,,613.4,632.5,Short,Close
AARTIIND.NS,2024-11-25,449,524.65,436.44,,529.5,Long,Open
AARTISURF.NS,2024-11-07,657,626.2,,742.5,768.8,Short,Close
AARVEEDEN.NS,2024-10-29,83,21.65,43.03,,50.0,Long,Open
AARVI.NS,2024-11-22,142,135.0,132.63,,154.5,Long,Open
AAVAS.NS,2024-09-23,1664,1416.3,,1907.79,1919.95,Short,Close
AAYUSH.BO,2024-10-04,164,29.8,73.11,,73.12,Long,Open
ABAN.NS,2024-11-14,65,60.77,61.01,,68.8,Long,Open
ABANSENT.BO,2024-11-19,39,124.1,33.39,,40.5,Long,Open
ABB.NS,2024-11-22,7488,7350.05,6805.58,,6939.0,Long,Open
ABBOTINDIA.BO,2024-11-22,29024,27534.3,27279.2,,29780.0,Long,Open
ABCAPITAL.NS,2024-11-25,199,200.05,190.49,,193.16,Long,Open
ABCINDQ.BO,2024-11-22,119,118.1,,126.07,130.0,Short,Close
ABFRL.NS,2024-11-25,307,303.0,295.86,,304.0,Long,Open
ABHICAP.BO,2024-12-02,152,131.55,148.21,,162.0,Long,Open
ABHIINFRA.BO,2024-09-16,5,4.2,,10.82,10.82,Short,Close
ABIRAFN.BO,2024-12-03,59,45.4,,59.37,60.0,Short,Close
ABMKNO.BO,2024-11-14,133,139.95,124.1,,143.8,Long,Open
ABVL.BO,2024-11-28,134,,129.29,,163.0,Long,Open
ACC.NS,2024-11-25,2267,2290.0,2121.88,,2367.0,Long,Open
ACCEL.BO,2024-11-27,24,21.52,22.36,,24.97,Long,Open
ACCELYA.NS,2024-11-26,1537,1600.1,1467.68,,1639.9,Long,Open
ACCURACY.NS,2024-11-22,11,9.37,9.39,,10.64,Long,Open
ACE.NS,2024-11-22,1425,1225.05,1207.43,,1406.0,Long,Open
ACEINTEG.NS,2024-11-25,33,32.64,31.2,,34.34,Long,Open
ACEMEN.BO,2024-11-25,85,60.18,69.8,,84.0,Long,Open
ACESOFT.BO,2024-11-05,257,87.68,,508.25,509.0,Short,Close
ACGL.BO,2024-11-18,2156,2706.9,2194.7,,2417.95,Long,Open
ACIIN.BO,2024-12-04,3,1.88,2.67,,3.05,Long,Open
ACKNIT.BO,2024-11-25,295,270.6,293.36,,320.0,Long,Open
ACL.NS,2024-11-29,87,82.0,80.61,,85.45,Long,Open
ACME.BO,2024-11-28,62,30.8,,80.04,80.04,Short,Close
ACML.BO,2024-11-19,72,71.25,64.12,,72.5,Long,Open
ACROW.BO,2024-11-11,888,601.0,708.11,,787.95,Long,Open
ADANIENT.NS,2024-11-28,2523,2654.7,2431.57,,2526.3,Long,Open
ADANIGREEN.NS,2024-12-02,1230,1459.55,,1411.25,1447.7,Short,Close
ADANIPORTS.NS,2024-12-03,1277,995.65,1242.38,,1309.5,Long,Open
ADANIPOWER.NS,2024-11-27,537,578.05,455.4,,525.15,Long,Open
ADARSHPL.BO,2024-11-18,36,28.12,28.04,,31.0,Long,Open
ADCINDIA.BO,2024-11-12,1868,1701.8,1673.4,,1858.0,Long,Open
ADCON.BO,2024-11-13,1,0.77,1.04,,1.18,Long,Open
ADDIND.BO,2024-11-26,41,38.0,39.75,,44.5,Long,Open
ADFFOODS.NS,2024-11-14,328,209.11,279.06,,315.0,Long,Open
ADIEXRE.BO,2024-11-26,41,19.5,34.88,,46.0,Long,Open
ADINATH.BO,2024-11-19,28,28.2,,30.1,30.8,Short,Close
ADITYA.BO,2024-12-03,10,9.0,10.42,,12.33,Long,Open
ADITYASP.BO,2024-11-21,28,17.35,26.15,,30.5,Long,Open
ADL.NS,2024-11-27,96,91.0,93.91,,99.49,Long,Open
ADMANUM.BO,2024-11-27,93,92.05,86.82,,117.45,Long,Open
ADORFO.BO,2024-09-10,141,120.6,133.05,,144.8,Long,Open
ADORMUL.BO,2024-11-01,32,30.87,37.81,,41.74,Long,Open
ADORWELD.NS,2024-11-25,1212,1300.0,1161.44,,1345.0,Long,Open
ADROITINFO.NS,2024-11-19,22,16.21,,23.73,30.4,Short,Close
ADSL.NS,2024-11-14,268,198.0,249.88,,295.0,Long,Open
ADVAIT.BO,2024-12-03,1632,1386.5,1451.0,,1832.2,Long,Open
ADVANIHOTR.NS,2024-11-22,71,70.8,65.01,,68.49,Long,Open
ADVENZYMES.NS,2024-11-26,376,356.45,371.26,,505.7,Long,Open
ADVIKCA.BO,2024-11-19,2,2.46,2.18,,2.5,Long,Open
ADVPETR-B.BO,2024-11-27,269,232.25,,283.23,283.35,Short,Close
AEGISCHEM.NS,2024-07-24,884,357.05,846.25,,970.0,Long,Open
AEGISLOG.BO,2024-11-29,839,647.9,,909.0,919.9,Short,Close
AEL.BO,2024-11-06,206,204.5,,229.14,233.9,Short,Close
AFEL.BO,2024-11-19,19,12.87,,24.56,24.75,Short,Close
AFFLE.NS,2024-11-14,1773,998.2,1525.79,,1672.0,Long,Open
AGARIND.NS,2024-11-21,1254,1105.5,998.75,,1131.95,Long,Open
AGIIL.BO,2024-10-23,1737,,906.58,,1000.0,Long,Open
AGIOPAPER.BO,2024-09-27,7,3.26,,8.5,8.61,Short,Close
AGRITECH.NS,2024-11-27,207,201.0,188.0,,215.0,Long,Open
AGROPHOS.NS,2024-11-26,42,40.5,40.58,,51.46,Long,Open
AHLADA.NS,2024-10-31,98,90.65,,101.0,102.0,Short,Close
AHLEAST.NS,2024-11-21,169,129.11,152.44,,179.0,Long,Open
AHLUCONT.NS,2024-11-26,1080,1055.0,966.31,,1083.95,Long,Open
AHMDSTE.BO,2024-11-11,291,33.8,,335.74,342.3,Short,Close
AIAENG.NS,2024-08-12,3460,2620.0,,4897.94,4949.95,Short,Close
AICHAMP.BO,2024-12-02,59,40.11,52.84,,57.52,Long,Open
AIIL.BO,2024-11-26,1611,961.6,1563.9,,1770.0,Long,Open
AIMCOPEST.BO,2024-11-25,97,,94.67,,108.0,Long,Open
AIRAN.NS,2024-11-22,32,34.96,29.14,,36.3,Long,Open
AIROLAM.NS,2024-11-19,125,119.5,116.48,,120.41,Long,Open
AJANTPHARM.NS,2024-11-14,2914,2111.05,2813.41,,3180.95,Long,Open
AJANTSOY.BO,2024-12-03,45,38.0,43.68,,50.5,Long,Open
AJCON.BO,2024-12-03,60,37.5,48.74,,52.0,Long,Open
AJEL.BO,2024-12-03,14,12.16,13.23,,13.9,Long,Open
AJMERA.NS,2024-11-18,1131,663.0,874.72,,999.8,Long,Open
AJOONI.NS,2024-11-22,8,7.85,7.4,,7.79,Long,Open
AJWAFUN.BO,2021-02-12,23,22.75,6.83,,6.83,Long,Open
AKASH.NS,2024-11-22,37,36.06,33.51,,37.99,Long,Open
AKCAPIT.BO,2024-11-27,1285,1005.4,1158.11,,1200.0,Long,Open
AKG.NS,2024-12-05,21,16.18,19.16,,21.88,Long,Open
AKI.BO,2024-11-14,15,20.73,18.17,,20.9,Long,Open
AKSHAR.BO,2024-11-01,1,2.46,,0.79,1.78,Short,Close
AKSHARCHEM.NS,2024-11-25,312,296.6,296.96,,326.95,Long,Open
AKSHOPTFBR.NS,2024-11-25,10,7.9,9.6,,12.35,Long,Open
AKSPINTEX.BO,2024-10-01,550,106.2,226.99,,233.25,Long,Open
AKZOINDIA.NS,2024-11-01,3649,2267.0,,4605.5,4674.0,Short,Close
ALANKIT.NS,2024-11-25,24,21.25,20.84,,23.91,Long,Open
ALBERTDAVD.NS,2024-11-26,1383,1320.0,1271.45,,1438.8,Long,Open
ALEMBICLTD.NS,2024-11-25,138,130.65,126.3,,142.2,Long,Open
ALEXANDER.BO,2024-11-22,16,,13.99,,17.87,Long,Open
ALFAICA.BO,2024-11-28,107,80.0,91.81,,102.7,Long,Open
ALFATRAN.BO,2024-12-04,135,77.74,129.21,,135.85,Long,Open
ALFAVIO.BO,2024-11-27,14,15.23,,15.13,16.0,Short,Close
ALFL.BO,2024-11-01,2,1.75,,2.18,2.2,Short,Close
ALFREDHE.BO,2024-11-04,2000,1125.25,,2032.55,2099.05,Short,Close
ALICON.NS,2024-12-02,1145,1171.85,1041.41,,1366.45,Long,Open
ALKALI.NS,2024-11-14,115,112.99,113.22,,126.59,Long,Open
ALKEM.NS,2024-10-09,5644,4659.0,,6349.19,6375.55,Short,Close
ALKYLAMINE.NS,2024-11-25,2037,2178.6,1934.39,,2270.0,Long,Open
ALLCARGO.NS,2024-11-27,55,54.5,52.95,,58.3,Long,Open
ALLSEC.NS,2024-11-14,1030,955.5,875.0,,1020.2,Long,Open
ALMONDZ.NS,2024-11-28,30,26.1,27.1,,33.2,Long,Open
ALOKINDS.NS,2024-11-25,23,24.11,20.63,,23.1,Long,Open
ALPA.NS,2024-11-28,119,105.1,110.4,,114.49,Long,Open
ALPHAGEO.NS,2024-11-27,374,400.0,359.56,,370.2,Long,Open
ALPINEHOU.BO,2024-12-02,122,99.0,,124.25,128.2,Short,Close
ALPSINDUS.NS,2024-11-08,4,3.25,,4.43,4.43,Short,Close
ALSTONE.BO,2024-11-08,1,0.62,,0.83,0.87,Short,Close
ALUFLUOR.BO,2024-11-21,500,375.05,483.5,,544.4,Long,Open
AMAL.BO,2024-11-14,461,325.0,409.92,,488.0,Long,Open
AMALGAM.BO,2024-11-29,88,81.11,78.96,,85.0,Long,Open
AMARJOTHI.BO,2024-11-19,206,163.0,183.7,,209.0,Long,Open
AMBALALSA.BO,2024-11-25,58,51.27,56.16,,58.75,Long,Open
AMBER.NS,2024-11-22,5819,3964.0,,6506.9,6679.5,Short,Close
AMBICAAGAR.BO,2024-12-02,32,25.75,29.53,,30.97,Long,Open
AMBIKCO.NS,2024-11-22,1562,1655.3,1429.9,,1624.0,Long,Open
AMBITION.BO,2024-08-22,3,3.67,2.69,,2.71,Long,Open
AMBUJACEM.NS,2024-11-29,571,545.2,519.05,,535.7,Long,Open
AMCOIND.BO,2024-11-01,82,54.6,,101.47,102.69,Short,Close
AMDIND.NS,2024-11-22,64,68.3,57.68,,68.0,Long,Open
AMFORG.BO,2024-11-14,11,10.08,,15.01,15.5,Short,Close
AMITINT.BO,2024-12-02,5,3.77,4.38,,4.77,Long,Open
AMJLAND.NS,2024-11-28,61,44.0,,66.35,68.39,Short,Close
AMNPLST.BO,2024-11-26,280,280.5,261.94,,298.0,Long,Open
AMRAAGRI.BO,2024-11-29,1,1.01,,1.64,1.68,Short,Close
AMRAPLIN.BO,2024-11-21,18,14.23,16.87,,22.87,Long,Open
AMRUTANJAN.NS,2024-11-13,738,707.35,684.96,,775.5,Long,Open
