Ticker,Date/Time,Close,SL,Mega Buy by Larger Wave ,Mega Sellby Larger Wave,Short_SL,Call,Status
1STCUS.BO,2024-11-06,128,89.35,115.35,,115.35,Long,Open
20MICRONS.NS,2024-10-21,224,151.85,,314.0,321.0,Short,Close
21STCENMGM.NS,2024-11-07,108,96.7,,121.33,121.44,Short,Close
360ONE.NS,2024-10-31,1046,691.4,,1083.25,1095.0,Short,Close
3IINFOLTD.NS,2024-08-28,26,34.65,,37.42,38.17,Short,Close
3MINDIA.NS,2024-11-01,31833,34465.55,,36257.04,36317.6,Short,Close
3PLAND.NS,2024-10-29,46,27.8,36.53,,38.45,Long,Open
4THGEN.BO,2024-09-16,7,4.53,5.67,,5.67,Long,Open
5PAISA.NS,2024-11-01,474,458.0,,522.09,525.0,Short,Close
63MOONS.NS,2024-11-12,569,351.0,,608.52,617.6,Short,Close
7TEC.BO,2024-11-01,56,54.31,,60.84,61.85,Short,Close
A2ZINFRA.NS,2024-11-08,17,15.75,,20.23,20.5,Short,Close
AAATECH.NS,2024-11-07,104,115.0,,128.15,129.4,Short,Close
AAIL.BO,2024-11-12,103,96.0,,113.79,117.0,Short,Close
AAKASH.NS,2024-11-01,10,12.03,,11.95,12.2,Short,Close
AANCHALISP.BO,2024-11-07,6,5.25,,5.94,6.05,Short,Close
AARON.NS,2024-11-12,276,251.05,,301.18,304.9,Short,Close
AARTECH.BO,2024-11-18,63,58.38,61.78,,64.0,Long,Open
AARTIDRUGS.NS,2024-08-26,459,503.25,,613.4,632.5,Short,Close
AARTIIND.NS,2024-11-01,434,566.0,,524.26,528.35,Short,Close
AARTISURF.NS,2024-11-07,637,605.0,,742.5,768.8,Short,Close
AARVEEDEN.NS,2024-10-29,66,21.65,43.03,,50.0,Long,Open
AARVI.NS,2024-11-06,133,135.0,,152.57,154.5,Short,Close
AAVAS.NS,2024-09-23,1635,1370.0,,1907.79,1919.95,Short,Close
AAYUSH.BO,2024-10-04,129,29.8,73.11,,73.12,Long,Open
ABAN.NS,2024-11-14,64,58.76,61.01,,68.8,Long,Open
ABANSENT.BO,2024-11-12,33,25.1,,39.8,40.44,Short,Close
ABB.NS,2024-10-18,6644,4340.3,,8777.51,8940.6,Short,Close
ABBOTINDIA.BO,2024-11-04,27227,27534.3,,29497.5,29615.0,Short,Close
ABCAPITAL.NS,2024-10-01,186,165.9,,241.8,243.6,Short,Close
ABCINDQ.BO,2024-11-12,115,111.6,,123.76,138.7,Short,Close
ABFRL.NS,2024-10-15,291,198.75,,350.92,353.55,Short,Close
ABHICAP.BO,2024-11-12,144,140.2,,161.8,162.0,Short,Close
ABHIINFRA.BO,2024-09-16,7,4.2,,10.82,10.82,Short,Close
ABIRAFN.BO,2024-11-13,57,45.4,,62.23,64.8,Short,Close
ABMKNO.BO,2024-11-08,124,126.3,,142.36,143.8,Short,Close
ACC.NS,2024-11-06,2189,2267.7,,2354.94,2367.0,Short,Close
ACCEL.BO,2024-11-07,23,22.25,,24.69,24.89,Short,Close
ACCELYA.NS,2024-11-01,1461,1652.4,,1627.31,1634.75,Short,Close
ACCURACY.NS,2024-11-01,9,10.1,,10.3,10.51,Short,Close
ACE.NS,2024-11-08,1243,1225.05,,1377.03,1406.0,Short,Close
ACEINTEG.NS,2024-11-08,31,32.62,,35.65,36.49,Short,Close
ACEMEN.BO,2024-11-08,76,60.18,,83.2,84.0,Short,Close
ACESOFT.BO,2024-11-05,475,303.7,,508.25,509.0,Short,Close
ACGL.BO,2024-11-01,2208,2706.9,,2498.29,2518.0,Short,Close
ACIIN.BO,2024-11-08,3,1.88,,3.48,3.5,Short,Close
ACKNIT.BO,2024-11-04,290,270.6,,313.51,320.0,Short,Close
ACL.NS,2024-11-04,80,86.96,,90.13,90.99,Short,Close
ACME.BO,2024-10-31,57,33.03,32.45,,34.5,Long,Open
ACML.BO,2024-11-01,63,71.25,,72.36,72.5,Short,Close
ACROW.BO,2024-11-11,735,695.05,708.11,,787.95,Long,Open
ADANIENT.NS,2024-11-06,2819,2890.35,,3032.0,3070.0,Short,Close
ADANIGREEN.NS,2024-11-06,1474,1775.75,,1709.64,1733.95,Short,Close
ADANIPORTS.NS,2024-10-30,1274,1419.0,,1400.69,1414.9,Short,Close
ADANIPOWER.NS,2024-11-06,533,620.0,,621.63,627.0,Short,Close
ADARSHPL.BO,2024-11-11,28,27.27,,29.86,30.45,Short,Close
ADCINDIA.BO,2024-11-12,1769,1530.0,1673.4,,1858.0,Long,Open
ADCON.BO,2024-11-18,1,0.83,,1.13,1.18,Short,Close
ADDIND.BO,2024-11-05,40,44.65,,42.67,44.5,Short,Close
ADFFOODS.NS,2024-11-06,282,209.11,,307.21,310.0,Short,Close
ADIEXRE.BO,2024-11-13,39,19.5,37.95,,46.0,Long,Open
ADINATH.BO,2024-11-06,27,28.01,,30.1,30.75,Short,Close
ADITYA.BO,2024-11-01,10,9.51,,10.89,10.89,Short,Close
ADITYASP.BO,2024-11-01,27,17.35,,29.67,30.05,Short,Close
ADL.NS,2024-11-07,95,96.49,,98.62,99.99,Short,Close
ADMANUM.BO,2024-11-04,95,66.7,,112.19,114.25,Short,Close
ADORFO.BO,2024-09-10,141,120.6,133.05,,144.8,Long,Open
ADORMUL.BO,2024-11-01,34,30.4,37.81,,41.74,Long,Open
ADORWELD.NS,2024-11-01,1126,1269.8,,1335.0,1345.0,Short,Close
ADROITINFO.NS,2024-11-11,21,17.11,,29.22,29.89,Short,Close
ADSL.NS,2024-11-06,248,255.9,,289.56,295.0,Short,Close
ADVAIT.BO,2024-11-06,1536,1740.0,,1792.5,1825.0,Short,Close
ADVANIHOTR.NS,2024-11-11,64,63.1,,70.94,71.41,Short,Close
ADVENZYMES.NS,2024-11-06,375,356.45,,502.08,505.7,Short,Close
ADVIKCA.BO,2024-11-01,2,2.46,,2.47,2.5,Short,Close
AEGISCHEM.NS,2024-07-24,884,357.05,846.25,,970.0,Long,Open
AEGISLOG.BO,2024-11-12,847,647.9,767.44,,832.8,Long,Open
AEL.BO,2024-11-06,214,181.45,,229.14,233.9,Short,Close
