Ticker,Date/Time,Close,myBuy ,myShort
3MINDIA.NS,11/13/2024,31833,,1
ABBOTINDIA.BO,11/13/2024,27227,,1
ACROW.BO,11/5/2024,735,1,
ADARSHPL.BO,11/11/2024,28,1,
ADVENZYMES.NS,11/11/2024,375,,1
AJMERA.NS,11/13/2024,888,,1
ARTEMISMED.NS,11/13/2024,276,,1
ARTSONEN.BO,11/12/2024,180,1,
ASHOKLEY.NS,11/11/2024,219,1,
AUSTENG.BO,11/12/2024,199,1,
BBTC.NS,11/12/2024,2618,,1
BENGALASM.BO,11/12/2024,9415,,1
BHAGWOX.BO,11/13/2024,54,1,
BHARAT.BO,11/14/2024,54,,1
BIMETAL.BO,11/11/2024,666,1,
BIRLAMONEY.NS,11/13/2024,154,,1
BPCAP.BO,11/11/2024,5,1,
BUTTERFLY.NS,11/12/2024,797,1,
CINEVISTA.NS,11/12/2024,17,1,
CONTPTR.BO,11/12/2024,88,,1
CORALAB.BO,11/18/2024,776,,1
CRSTCHM.BO,11/13/2024,264,1,
CYBERTECH.NS,11/11/2024,188,,1
DONEAR.NS,11/11/2024,108,1,
DONEAR.NS,11/13/2024,108,,1
DREDGECORP.NS,11/11/2024,820,,1
ELANTAS.BO,11/11/2024,13043,,1
ERIS.NS,11/11/2024,1342,1,
FEDERALBNK.NS,11/14/2024,197,,1
GANESHHOUC.NS,11/13/2024,1031,,1
GEECEE.NS,11/13/2024,399,,1
GENUSPOWER.NS,11/13/2024,410,,1
GKWLIMITED.NS,11/12/2024,2948,,1
GLOBE.NS,11/14/2024,4,,1
GLOBOFFS.BO,11/18/2024,111,,1
GOENKA.NS,11/14/2024,1,1,
GOODLUCK.NS,11/12/2024,931,1,
GRAVISSHO.BO,11/11/2024,44,1,
GRANULES.NS,11/13/2024,528,,1
GRPLTD.NS,11/13/2024,3041,,1
GUJCONT.BO,11/14/2024,164,,1
GUJRAFFIA.NS,11/13/2024,41,,1
HARIAEXPO.BO,11/14/2024,6,1,
HBPOR.BO,11/13/2024,99,,1
HIRECT.NS,11/13/2024,1095,,1
HUIL.BO,11/18/2024,2537,1,
IBINFO.BO,11/14/2024,198,1,
IBRIGST.BO,11/6/2024,177,1,
IL&FSTRANS.NS,11/11/2024,5,1,
INANI.BO,11/12/2024,29,,1
INDIANB.NS,11/13/2024,522,,1
INDOAMIN.BO,11/11/2024,167,1,
INDOTHAI.NS,11/18/2024,1045,,1
INFY.NS,11/12/2024,1799,1,
INSPIRISYS.NS,11/8/2024,111,1,
IPRINGLTD.BO,11/5/2024,199,1,
IPRINGLTD.BO,11/13/2024,199,,1
ISGEC.BO,11/13/2024,1261,,1
JAYUSH.BO,11/18/2024,728,1,
JUBLINDS.NS,10/21/2024,1634,1,
JUBLINDS.NS,10/25/2024,1634,,1
JUBLFOOD.NS,11/12/2024,616,1,
KARURVYSYA.NS,11/13/2024,210,,1
KIFS.BO,11/11/2024,160,,1
KIRLPNU.BO,11/13/2024,1543,,1
KNRCON.NS,11/13/2024,312,1,
KOPRAN.NS,11/13/2024,221,,1
KPIL.NS,11/13/2024,1212,,1
KRYPTONQ.BO,11/13/2024,77,,1
LAL.BO,11/18/2024,26,1,
LEENEE.BO,11/12/2024,15,,1
LFIC.NS,11/12/2024,246,1,
