Ticker,Date/Time,BullBreak,BearBreak,Pattern,Close
360ONE.NS,11/12/2024,,,Wedge,1038.75
360ONE.NS,11/13/2024,,,Wedge,1016.80
360ONE.NS,11/14/2024,,,Wedge,1050.40
360ONE.NS,11/18/2024,,,Wedge,1046.05
21STCENMGM.NS,11/12/2024,,Bearish Breakout,Wedge,114.28
21STCENMGM.NS,11/13/2024,,Bearish Breakout,Wedge,111.99
21STCENMGM.NS,11/14/2024,,Bearish Breakout,Wedge,109.75
21STCENMGM.NS,11/18/2024,,Bearish Breakout,Wedge,107.55
1STCUS.BO,11/8/2024,,,Down Channel,125.95
1STCUS.BO,11/11/2024,,,Down Channel,131.80
1STCUS.BO,11/12/2024,,,Down Channel,129.20
1STCUS.BO,11/13/2024,,,Down Channel,129.20
1STCUS.BO,11/14/2024,,,Down Channel,128.00
20MICRONS.NS,11/12/2024,,,Wedge,237.75
20MICRONS.NS,11/13/2024,,,Wedge,233.00
20MICRONS.NS,11/14/2024,,,Wedge,228.35
20MICRONS.NS,11/18/2024,,,Wedge,223.80
5PAISA.NS,11/12/2024,,,Down Channel,490.90
5PAISA.NS,11/13/2024,,,Down Channel,479.10
5PAISA.NS,11/14/2024,,,Down Channel,479.40
5PAISA.NS,11/18/2024,,,Down Channel,473.75
3IINFOLTD.NS,11/12/2024,,,Down Channel,28.03
3IINFOLTD.NS,11/13/2024,,,Down Channel,26.83
3IINFOLTD.NS,11/14/2024,,,Down Channel,26.98
3IINFOLTD.NS,11/18/2024,,,Down Channel,26.29
4THGEN.BO,11/8/2024,,,Up Channel,6.24
4THGEN.BO,11/11/2024,,,Up Channel,6.55
4THGEN.BO,11/12/2024,,,Up Channel,6.55
4THGEN.BO,11/13/2024,,,Up Channel,6.55
4THGEN.BO,11/14/2024,,,Up Channel,6.55
3PLAND.NS,11/12/2024,,,Broadening Wedge,43.80
3PLAND.NS,11/13/2024,,,Broadening Wedge,44.66
3PLAND.NS,11/14/2024,,,Broadening Wedge,44.59
3PLAND.NS,11/18/2024,,,Broadening Wedge,45.99
3MINDIA.NS,11/12/2024,,Bearish Breakout,Broadening Wedge,34898.85
3MINDIA.NS,11/13/2024,,Bearish Breakout,Broadening Wedge,33363.90
3MINDIA.NS,11/14/2024,,Bearish Breakout,Broadening Wedge,32466.10
3MINDIA.NS,11/18/2024,,Bearish Breakout,Broadening Wedge,31833.35
63MOONS.NS,11/12/2024,,,Wedge,606.75
63MOONS.NS,11/13/2024,,,Wedge,576.45
63MOONS.NS,11/14/2024,,,Wedge,572.25
63MOONS.NS,11/18/2024,,,Wedge,568.95
7TEC.BO,11/12/2024,,,Ascending Triangle,56.79
7TEC.BO,11/13/2024,,,Ascending Triangle,56.04
7TEC.BO,11/14/2024,,,Ascending Triangle,56.42
7TEC.BO,11/18/2024,,,Ascending Triangle,56.02
^CNXAUTO,11/12/2024,,,Up Channel,23269.10
^CNXAUTO,11/13/2024,,,Up Channel,22765.20
^CNXAUTO,11/14/2024,,,Up Channel,22914.50
^CNXAUTO,11/18/2024,,,Up Channel,23021.85
^CNXENERGY,11/12/2024,,,Broadening Wedge,37705.65
^CNXENERGY,11/13/2024,,,Broadening Wedge,37114.65
^CNXENERGY,11/14/2024,,,Broadening Wedge,37047.55
^CNXENERGY,11/18/2024,,,Broadening Wedge,36625.25
^CNXFMCG,11/12/2024,,,Up Channel,56902.55
^CNXFMCG,11/13/2024,,,Up Channel,56647.85
^CNXFMCG,11/14/2024,,,Up Channel,55782.70
^CNXFMCG,11/18/2024,,,Up Channel,55797.60
^CNXIT,11/12/2024,,,Up Channel,42609.55
^CNXIT,11/13/2024,,,Up Channel,42369.50
^CNXIT,11/14/2024,,,Up Channel,42390.85
^CNXIT,11/18/2024,,,Up Channel,41089.70
^CNXMETAL,11/12/2024,,,Down Channel,9078.50
^CNXMETAL,11/13/2024,,,Down Channel,8836.75
^CNXMETAL,11/14/2024,,,Down Channel,8828.70
^CNXMETAL,11/18/2024,,,Down Channel,8953.60
^CNXPSUBANK,11/12/2024,,,Broadening Wedge,6745.95
^CNXPSUBANK,11/13/2024,,,Broadening Wedge,6538.15
^CNXPSUBANK,11/14/2024,,,Broadening Wedge,6492.65
^CNXPSUBANK,11/18/2024,,,Broadening Wedge,6458.20
^CNXREALTY,11/12/2024,,,Down Channel,967.95
^CNXREALTY,11/13/2024,,,Down Channel,937.25
^CNXREALTY,11/14/2024,,,Down Channel,946.95
^CNXREALTY,11/18/2024,,,Down Channel,953.65
^NSEBANK,11/12/2024,,,Up Channel,51157.80
^NSEBANK,11/13/2024,,,Up Channel,50088.35
^NSEBANK,11/14/2024,,,Up Channel,50179.55
^NSEBANK,11/18/2024,,,Up Channel,50255.00
^NSEI,11/12/2024,,,Up Channel,23883.45
^NSEI,11/13/2024,,,Up Channel,23559.05
^NSEI,11/14/2024,,,Up Channel,23532.70
^NSEI,11/18/2024,,,Up Channel,23378.90
AAATECH.NS,11/12/2024,,,Down Channel,107.03
AAATECH.NS,11/13/2024,,,Down Channel,105.63
AAATECH.NS,11/14/2024,,,Down Channel,109.48
AAATECH.NS,11/18/2024,,,Down Channel,103.76
A2ZINFRA.NS,11/12/2024,,,Up Channel,17.72
A2ZINFRA.NS,11/13/2024,,,Up Channel,16.83
A2ZINFRA.NS,11/14/2024,,,Up Channel,16.68
A2ZINFRA.NS,11/18/2024,,,Up Channel,16.69
AAKASH.NS,11/12/2024,,Bearish Breakout,Up Channel,11.02
AAKASH.NS,11/13/2024,,Bearish Breakout,Up Channel,10.47
AAKASH.NS,11/14/2024,,Bearish Breakout,Up Channel,10.75
AAKASH.NS,11/18/2024,,Bearish Breakout,Up Channel,10.35
AAIL.BO,11/12/2024,,,Down Channel,110.90
AAIL.BO,11/13/2024,,,Down Channel,107.35
AAIL.BO,11/14/2024,,,Down Channel,105.05
AAIL.BO,11/18/2024,,,Down Channel,102.50
AARON.NS,11/12/2024,,,Up Channel,298.85
AARON.NS,11/13/2024,,,Up Channel,296.20
AARON.NS,11/14/2024,,,Up Channel,289.25
AARON.NS,11/18/2024,,,Up Channel,276.00
AANCHALISP.BO,11/12/2024,,,Down Channel,5.46
