Date/Time,Ticker,Alert,BearBreak,Buy_ATR,Buy_BB,Buy_EW,Buy_LR,Buy_ZZ,Close,DnBars,Downtrend Length,FromHigh,FromLow,LR_LC,LR_MC,LR_UC,Mega Sellby Larger Wave,NumberOfTickers,Pattern,PercentileRank,Rank,S1,SCTR,SL,UpBars,Uptrend Length,hh,ll,myShort,Buy,Current_Price,Quantity,P/L Percentage
2024-11-18,AARTECH.BO,0.0,,,BB,EW,,,63.0,,,0.0,1.0,,,,,3337.0,_DC,21.91,2606.0,0.0,-9.22,58.38,,,64.0,58.38,,EWBB_DC,63.970001220703125,216.0,0.015396844773065476
2024-11-18,ABFRL.NS,0.0,,,BB,,,,290.75,,,0.0,0.0,,,,,3337.0,_DC,48.83,1708.0,0.0,0.74,,,,317.9,284.7,,BB_DC,291.54998779296875,165.0,0.002751462744518487
2024-11-18,ADORMUL.BO,0.0,,,BB,,,,34.39,,,1.0,1.0,,,,,3337.0,_DC,27.82,2409.0,0.0,-6.59,,,,41.74,31.25,,BB_DC,33.040000915527344,318.0,-0.03925557093552361
2024-11-18,AJANTSOY.BO,0.0,,,,EW,,,42.0,,,0.0,1.0,,,,,3337.0,_DC,77.61,748.0,0.0,15.37,38.0,,,46.0,38.0,,EW_DC,41.939998626708984,250.0,-0.0014286041259765625
2024-11-18,ARROWGREEN.NS,0.0,,,,EW,,,917.0,,,1.0,1.0,,,,,3337.0,_UC,90.56,316.0,0.0,32.94,862.2,,,1099.0,862.2,,EW_UC,916.7999877929688,18.0,-0.00021811582009950928
2024-11-18,ARTNIRMAN.NS,0.0,,,,EW,,,60.0,,,0.0,2.0,,,,,3337.0,_DC,42.57,1917.0,0.0,-1.47,54.41,,,61.65,54.41,,EW_DC,60.0099983215332,179.0,0.00016663869222005207
2024-11-18,ATVPR.BO,0.0,,,,EW,,,34.0,,,1.0,1.0,,,,,3337.0,_DC,72.69,912.0,0.0,12.15,31.23,,,36.89,31.23,,EW_DC,33.95000076293945,361.0,-0.0014705657958984375
2024-11-18,AUROLAB.BO,0.0,,,,EW,,,209.0,,,1.0,1.0,,,,,3337.0,_UC,36.6,2116.0,0.0,-3.66,196.05,,,262.2,196.05,,EW_UC,208.3000030517578,77.0,-0.0033492676949386964
2024-11-18,AVANTIFEED.NS,0.0,,,BB,EW,,ZZ,602.0,0.0,22.0,0.0,0.0,573.58,593.15,612.72,,3337.0,_DC,56.32,1458.0,0.0,3.34,562.8,15.0,15.0,628.65,562.8,,EWBB_DC,601.2999877929688,26.0,-0.0011628109751349667
2024-11-18,AVONMORE.BO,0.0,,,,EW,,,14.0,,,1.0,1.0,,,,,3337.0,_BW,46.7,1779.0,0.0,0.07,13.54,,,17.01,13.54,,EW_BW,14.6899995803833,2174.0,0.049285684313092916
