Buy Date,Ticker,Buy Strat,Last Alert Date,ll,Close,Target,Call,Status,CMP,CMP_Date,Quantity,Hit Type,Sell Price,Broker
2024-11-18,AARTECH.BO,EWBB_DC,2024-11-18,58.38,63.0,,Long,Open,64.94,2024-11-18,216.45,,,India
2024-11-18,ABFRL.NS,BB_DC,2024-10-15,284.7,290.75,350.92,Short,Closed,292.15,2024-11-18,165.29,Target Hit,350.92,India
2024-11-18,ADORMUL.BO,BB_DC,2024-11-01,31.25,34.39,,Long,Open,33.5,2024-11-18,318.47,,,India
2024-11-18,AJANTSOY.BO,EW_DC,2024-11-18,38.0,42.0,,Long,Open,41.94,2024-11-18,250.0,,,India
2024-11-18,ARROWGREEN.NS,EW_UC,2024-11-18,862.2,917.0,,Long,Open,916.8,2024-11-18,18.25,,,India
2024-11-18,ARTNIRMAN.NS,EW_DC,2024-11-18,54.41,60.0,,Long,Open,60.38,2024-11-18,178.89,,,India
2024-11-18,ATVPR.BO,EW_DC,2024-11-18,31.23,34.0,,Long,Open,33.95,2024-11-18,361.01,,,India
2024-11-18,AUROLAB.BO,EW_UC,2024-11-18,196.05,209.0,,Long,Open,208.95,2024-11-18,77.22,,,India
2024-11-18,AVANTIFEED.NS,EWBB_DC,2024-11-18,562.8,602.0,,Long,Open,598.5,2024-11-18,25.51,,,India
2024-11-18,AVONMORE.BO,EW_BW,2024-11-18,13.54,14.0,,Long,Open,14.8,2024-11-18,2173.91,,,India
2024-11-18,BALPHARMA.NS,BB_W,2024-11-14,113.9,125.0,,Long,Open,126.55,2024-11-18,90.09,,,India
2024-11-18,BCLENTERPR.BO,EW_UC,2024-11-18,0.89,1.0,,Short,Close,0.94,2024-11-18,9090.91,,,India
2024-11-18,BENGALT.BO,EW_DC,2024-11-18,163.25,179.0,,Long,Open,175.4,2024-11-18,63.49,,,India
2024-11-18,BNL.BO,EWBB_W,2024-11-18,88.5,93.0,,Long,Open,90.5,2024-11-18,222.22,,,India
2024-11-18,BRIGADE.NS,EW_DC,2024-11-18,1049.05,1136.0,,Long,Open,1132.45,2024-11-18,11.5,,,India
2024-11-18,CERA.NS,EW_DC,2024-11-18,6750.0,7095.0,,Long,Open,7254.0,2024-11-18,2.9,,,India
2024-11-18,CLFL.BO,BB_UC,2024-11-05,19.46,35.67,,Long,Open,34.01,2024-11-18,61.69,,,India
2024-11-18,COSMOFE.BO,EW_BW,2024-11-18,259.5,282.0,,Long,Open,284.3,2024-11-18,44.44,,,India
2024-11-18,CREATIVEYE.NS,BB_W,2024-11-13,7.2,7.96,,Long,Open,7.96,2024-11-18,1315.79,,,India
2024-11-18,CROMPTON.NS,ATR_DC,2024-10-10,369.8,393.0,440.76,Short,Closed,382.1,2024-11-18,43.1,Target Hit,440.76,India
2024-11-18,DECPO.BO,BB_BW,2024-08-12,9.03,12.01,,Long,Open,12.01,2024-11-18,335.57,,,India
2024-11-18,DLTNCBL.BO,BB_UC,2024-11-06,667.9,738.95,,Long,Open,738.95,2024-11-18,14.07,,,India
2024-11-18,EKC.NS,ATREW_DC,2024-11-18,164.0,191.0,,Long,Open,192.35,2024-11-18,37.04,,,India
2024-11-18,ELIXIR.BO,EW_UC,2024-11-18,180.0,194.0,,Long,Open,194.4,2024-11-18,71.43,,,India
2024-11-18,ENVAIREL.BO,BB_DC,2024-11-14,142.5,149.7,,Long,Open,149.7,2024-11-18,138.89,,,India
2024-11-18,EXPLEOSOL.NS,EWBB_DC,2024-11-18,1200.0,1308.0,,Long,Open,1312.7,2024-11-18,9.26,,,India
2024-11-18,FLEXITUFF.NS,EW_UC,2024-11-18,56.06,62.0,,Long,Open,59.99,2024-11-18,168.35,,,India
2024-11-18,FREDUN.BO,EW_DC,2024-11-18,671.2,714.0,,Long,Open,699.95,2024-11-18,23.36,,,India
2024-11-18,FUTSOL.BO,EW_W,2024-11-18,63.0,73.0,,Long,Open,73.99,2024-11-18,100.0,,,India
2024-11-18,GAGAN.BO,EW_DC,2024-11-18,21.55,23.0,,Long,Open,22.49,2024-11-18,689.66,,,India
2024-11-18,GANECOS.NS,BB_W,2024-11-14,2164.05,2437.7,,Long,Open,2365.1,2024-11-18,3.65,,,India
2024-11-18,GANGAFORGE.NS,EW_BW,2024-11-18,6.68,7.0,,Long,Open,7.25,2024-11-18,3125.0,,,India
2024-11-18,GARFIBRES.NS,ATREWBB_W,2024-11-18,3798.3,4475.0,,Long,Open,4620.0,2024-11-18,1.48,,,India
2024-11-18,GILADAFINS.BO,BB_DC,2024-11-13,11.81,13.02,,Long,Open,12.9,2024-11-18,826.45,,,India
2024-11-18,GRWRHITECH.BO,ATRBB_UC,2024-11-14,3713.25,4621.85,,Long,Open,4628.5,2024-11-18,1.1,,,India
2024-11-18,HATHWAYB.BO,BB_DC,2024-10-31,17.01,18.38,18.75,Short,Closed,17.61,2024-11-18,729.93,Target Hit,18.75,India
2024-11-18,HEROMOTOCO.NS,EWBB_DC,2024-11-18,4467.0,4833.0,,Long,Open,4747.2,2024-11-18,2.73,,,India
2024-11-18,HINDTIN.BO,BB_DC,2024-09-25,157.6,182.9,230.18,Short,Closed,183.0,2024-11-18,39.53,Target Hit,230.18,India
2024-11-18,HPIL.NS,BB_DC,2024-10-22,135.01,139.95,141.85,Short,Closed,135.59,2024-11-18,202.43,Target Hit,141.85,India
2024-11-18,HUIL.BO,LR_W,2024-11-14,2328.0,2537.0,,Long,Open,2530.1,2024-11-18,4.78,,,India
2024-11-18,INANISEC.BO,BB_DC,2024-11-06,24.52,28.67,,Long,Open,27.31,2024-11-18,240.96,,,India
2024-11-18,INDOCITY.BO,EW_DC,2024-11-18,13.45,15.0,,Long,Open,14.8,2024-11-18,645.16,,,India
2024-11-18,INDOKEM.BO,EW_UC,2024-11-18,76.0,82.0,,Long,Open,80.0,2024-11-18,166.67,,,India
2024-11-18,INDOTECH.NS,BB_UC,2024-11-13,2261.05,2722.15,,Long,Open,2722.15,2024-11-18,2.17,,,India
2024-11-18,ITDCEM.NS,BB_DC,2024-11-01,509.1,515.4,570.57,Short,Closed,517.05,2024-11-18,158.73,Target Hit,570.57,India
