Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
3RDROCK.NS,11/14/2024,64.60,309.00,0.00,,309.00,,,,1
1STCUS.BO,11/14/2024,128.00,9.00,0.00,35.00,9.00,145.66,139.13,132.59,1
4THGEN.BO,11/14/2024,6.55,71.00,0.00,82.00,71.00,6.82,6.52,6.22,1
3PLAND.NS,11/18/2024,45.99,15.00,0.00,58.00,15.00,48.14,46.44,44.74,1
^CNXIT,11/18/2024,41089.70,9.00,0.00,43.00,9.00,44588.83,44035.18,43481.52,1
AAYUSH.BO,11/18/2024,129.35,79.00,0.00,99.00,79.00,126.98,116.26,105.55,1
AARVEEDEN.NS,11/18/2024,65.72,14.00,0.00,26.00,14.00,69.37,66.82,64.27,1
ACME.BO,11/18/2024,56.91,14.00,0.00,25.00,14.00,58.17,54.62,51.06,1
ACROW.BO,11/14/2024,735.00,13.00,0.00,18.00,13.00,0.00,0.00,0.00,1
ADCINDIA.BO,11/18/2024,1769.00,4.00,0.00,9.00,4.00,1776.77,1763.20,1749.63,1
ADIEXRE.BO,11/18/2024,39.49,3.00,0.00,5.00,3.00,40.80,40.16,39.52,1
ADL.NS,11/18/2024,94.95,14.00,0.00,45.00,14.00,0.00,0.00,0.00,1
ADORFO.BO,9/23/2024,141.15,10.00,0.00,49.00,10.00,152.33,149.00,145.67,1
AGIIL.BO,11/18/2024,1525.95,17.00,0.00,40.00,17.00,1676.47,1561.29,1446.11,1
AEGISLOG.BO,11/18/2024,847.00,4.00,0.00,9.00,4.00,865.06,833.14,801.22,1
AFEL.BO,11/18/2024,23.56,26.00,0.00,29.00,26.00,23.51,21.68,19.84,1
AEGISCHEM.NS,7/29/2024,884.15,4.00,0.00,13.00,4.00,920.53,898.43,876.33,1
AKASH.NS,11/18/2024,33.95,3.00,0.00,5.00,3.00,39.54,37.75,35.96,1
AJWAFUN.BO,11/13/2024,25.45,114.00,0.00,763.00,114.00,12.91,8.12,3.33,1
AKCAPIT.BO,11/18/2024,1143.75,15.00,0.00,22.00,15.00,1412.34,1377.80,1343.26,1
AKSPINTEX.BO,11/18/2024,433.90,35.00,0.00,52.00,35.00,446.53,431.29,416.06,1
ALFREDHE.BO,11/18/2024,2000.00,37.00,0.00,46.00,37.00,2257.73,2152.77,2047.81,1
AMBICAAGAR.BO,11/18/2024,29.78,14.00,0.00,32.00,14.00,31.06,30.20,29.34,1
AMITINT.BO,11/18/2024,4.34,3.00,0.00,,3.00,,,,1
AMBITION.BO,11/1/2024,2.96,54.00,0.00,86.00,54.00,3.17,3.03,2.88,1
AMRAPLIN.BO,11/18/2024,17.79,4.00,0.00,7.00,4.00,0.00,0.00,0.00,1
AMRAAGRI.BO,11/18/2024,1.22,14.00,0.00,57.00,14.00,1.55,1.50,1.44,1
