Trade Day,System,Trade Direction,Stock,Entry Price,ISL/TSL,Buy Qty,Sell Qty,Sell Price,Exit Strategy,Commission,Trade Category,Account,CMP,CMP_Date,Target,Last Alert Date
2025-01-15,EW_DC,Long,CHOWGULSTM.BO,27.0,25.0,500.0,500.0,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_W,Long,CLIOINFO.BO,6.0,5.51,2040.82,2040.82,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB,Long,CMMHOSP.BO,44.64,38.57,164.74,164.74,,,,,KRBPT,,,,2025-01-13
2025-01-15,BB_DC,Long,COARO.BO,38.0,,,,,,,,KRBPT,,,,2025-01-10
2025-01-15,EW_DC,Long,COMFINTE.BO,12.0,11.2,1250.0,1250.0,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,COMSYN.BO,79.7,53.1,37.59,37.59,,,,,KRBPT,,,,2025-01-14
2025-01-15,EW_BW,Long,CONTPTR.BO,109.0,99.0,100.0,100.0,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_W,Long,COSMOFE.BO,321.0,140.6,5.54,5.54,,,,,KRBPT,,,376.43,2025-01-03
2025-01-15,EW_UC,Long,CRANEX.BO,132.0,120.0,83.33,83.33,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_DC,Long,CROWN.NS,206.0,186.15,50.38,50.38,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_UC,Long,CSBBANK.NS,312.0,288.55,42.64,42.64,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_DC,Long,CUBIFIN.BO,3.0,2.26,1351.35,1351.35,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,CYBELEIND.BO,37.0,33.0,250.0,250.0,,,,,KRBPT,,,,2025-01-15
2025-01-15,LR_BW,Long,CYBERMEDIA.NS,26.04,22.87,315.46,315.46,,,,,KRBPT,,,,2025-01-14
2025-01-15,ATREW_BW,Long,DARJEELING.BO,33.0,29.47,283.29,283.29,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,DDIL.BO,6.0,5.42,1724.14,1724.14,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,DEEPAKFERT.NS,1140.0,1063.75,13.11,13.11,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,DEVIT.NS,169.0,147.87,47.33,47.33,,,,,KRBPT,,,,2025-01-15
2025-01-15,ATREW_UC,Long,DHANFAB.BO,65.0,54.0,90.91,90.91,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_W,Long,DHINDIA.BO,182.0,120.1,16.16,16.16,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,DHOOTIN.BO,313.0,282.0,32.26,32.26,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,DHRUVCA.BO,325.0,298.0,37.04,37.04,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,DITCO.BO,12.26,11.3,1041.67,1041.67,,,,,KRBPT,,,,2025-01-14
2025-01-15,BB_DC,Long,DOLLAR.NS,432.4,415.1,57.8,57.8,,,,,KRBPT,,,550.15,2024-12-17
2025-01-15,EW_DC,Long,DRCSYSTEMS.NS,28.0,24.75,307.69,307.69,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,DUNCANENG.BO,501.0,460.0,24.39,24.39,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,EIHAHOTELS.NS,396.0,365.3,32.57,32.57,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_W,Long,EKAMLEA.BO,10.0,7.79,452.49,452.49,,,,,KRBPT,,,,2025-01-15
2025-01-15,ATREW_DC,Long,ELECON.NS,617.0,533.85,12.03,12.03,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,ELECTCAST.NS,125.0,119.12,170.07,170.07,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,EMAMIPAP.NS,106.0,98.41,131.75,131.75,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,ENERGYDEV.NS,25.87,23.33,393.7,393.7,,,,,KRBPT,,,,2025-01-14
2025-01-15,EW_DC,Long,ENGINERSIN.NS,177.0,161.15,63.09,63.09,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,ETIL.BO,8.0,7.22,1282.05,1282.05,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_DC,Long,EVEXIA.BO,3.0,2.77,4347.83,4347.83,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,EXCEL.NS,1.0,0.77,4347.83,4347.83,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_UC,Long,FAIRCHEMOR.NS,1035.0,774.1,3.83,3.83,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,FAZE3Q.BO,423.0,387.7,28.33,28.33,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_DC,Long,FERVENTSYN.BO,20.0,17.75,444.44,444.44,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,FOODSIN.BO,116.1,95.1,47.62,47.62,,,,,KRBPT,,,,2025-01-14
2025-01-15,BB_DC,Long,FRANKLININD.BO,2.66,1.71,1052.63,1052.63,,,,,KRBPT,,,,2025-01-14
2025-01-15,ATREW_DC,Long,GANECOS.NS,1825.0,1571.45,3.94,3.94,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_W,Long,GARWSYN.BO,32.22,28.65,280.11,280.11,,,,,KRBPT,,,,2025-01-14
2025-01-15,EW_DC,Long,GENCON.NS,40.0,36.78,310.56,310.56,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,GINISILK.BO,112.0,101.5,95.24,95.24,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_AT,Long,GLCL.BO,38.0,33.11,204.5,204.5,,,,,KRBPT,,,,2025-01-15
2025-01-15,ATR_UC,Long,GLFL.NS,9.28,6.71,389.11,389.11,,,,,KRBPT,,,,2025-01-02
2025-01-15,EW_BW,Long,GLOBUSCON.BO,17.0,15.35,606.06,606.06,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,GOLDTECH.NS,68.0,62.5,181.82,181.82,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,GOLKUNDIA.BO,196.0,168.85,36.83,36.83,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_W,Long,GPIL.NS,185.41,180.1,188.32,188.32,,,,,KRBPT,,,248.3,2024-12-12
2025-01-15,EW_DC,Long,GPTINFRA.NS,135.0,124.92,99.21,99.21,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,GREENPOWER.NS,16.0,14.51,671.14,671.14,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_W,Long,GTNINDS.BO,37.0,32.95,246.91,246.91,,,,,KRBPT,,,,2025-01-15
2025-01-15,ATR_W,Long,GTV.BO,671.35,510.1,6.2,6.2,,,,,KRBPT,,,,2024-09-13
2025-01-15,EW_UC,Long,GUJCOTEX.BO,18.0,10.57,134.59,134.59,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_UC,Long,GUJTLRM.BO,14.0,12.65,740.74,740.74,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,HARDWYN.BO,16.79,15.24,645.16,645.16,,,,,KRBPT,,,,2025-01-14
2025-01-15,EW_BW,Long,HATSUN.NS,1075.0,930.65,6.93,6.93,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,HDFCAMC.NS,4048.0,3792.2,3.91,3.91,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_UC,Long,HEMANG.BO,31.0,26.0,200.0,200.0,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,HEMORGANIC.BO,10.0,9.42,1724.14,1724.14,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_W,Long,HINDHARD.BO,1034.0,941.0,10.75,10.75,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,HINDTIN.BO,198.0,175.65,44.74,44.74,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,HOWARHO.BO,25.38,24.09,775.19,775.19,,,,,KRBPT,,,28.17,2025-01-03
2025-01-15,EW_DC,Long,HUDCO.NS,215.0,200.85,70.67,70.67,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,ICIL.NS,326.0,303.3,44.05,44.05,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,ICL.BO,37.75,33.67,245.1,245.1,,,,,KRBPT,,,,2025-01-13
2025-01-15,BB_W,Long,IDEA.NS,8.76,6.61,465.12,465.12,,,,,KRBPT,,,,2025-01-14
2025-01-15,EW_DC,Long,IFBAGRO.NS,573.0,510.3,15.95,15.95,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,IITL.NS,343.0,293.95,20.39,20.39,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,INDCTST.BO,67.0,63.31,271.0,271.0,,,,,KRBPT,,,,2025-01-15
2025-01-15,ATREW_UC,Long,INDHOTEL.NS,811.0,751.55,16.82,16.82,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,INDLEASE.BO,11.49,10.38,900.9,900.9,,,,,KRBPT,,,,2025-01-14
2025-01-15,ATREW_W,Long,INDORAMA.NS,45.0,38.99,166.39,166.39,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,INDPRUD.BO,5800.0,5200.0,1.67,1.67,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,INDUSTOWER.NS,351.8,315.55,27.59,27.59,,,,,KRBPT,,,,2025-01-14
2025-01-15,EW_BW,Long,ISHITADR.BO,86.0,65.55,48.9,48.9,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_DC,Long,ISLCONSUL.BO,26.0,24.32,595.24,595.24,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_W,Long,ISTLTD.BO,966.0,889.15,13.01,13.01,,,,,KRBPT,,,1060.88,2024-12-11
2025-01-15,EW_BW,Long,JAGANLAM.BO,88.0,80.55,134.23,134.23,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DT,Long,JAGSONFI.BO,94.0,85.1,112.36,112.36,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,JAIHINDS.BO,49.13,44.52,216.92,216.92,,,,,KRBPT,,,,2025-01-14
2025-01-15,EW_UC,Long,JAIPAN.BO,35.0,32.25,363.64,363.64,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,JAMSHRI.BO,125.0,119.8,192.31,192.31,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_W,Long,JAYCH.BO,9.0,8.98,50000.0,50000.0,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,JAYUSH.BO,696.0,655.75,24.84,24.84,,,,,KRBPT,,,723.75,2024-12-10
2025-01-15,EW_DC,Long,JOINDRE.BO,48.0,43.15,206.19,206.19,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,JYOTI.BO,91.0,76.27,67.89,67.89,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_W,Long,KAIRA.BO,1850.0,1721.1,7.76,7.76,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,KCLINFRA.BO,2.0,1.44,1785.71,1785.71,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_W,Long,KRIFILIND.BO,9.0,8.41,1694.92,1694.92,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_DC,Long,KRISHANA.NS,206.0,176.95,34.42,34.42,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_W,Long,KUNSTOFF.BO,34.65,32.3,425.53,425.53,,,,,KRBPT,,,35.15,2025-01-07
2025-01-15,ATREW_BW,Long,LAGNAM.NS,126.0,99.49,37.72,37.72,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_DC,Long,LAMBODHARA.NS,155.0,145.21,102.15,102.15,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,LAXMICOT.NS,29.02,26.71,432.9,432.9,,,,,KRBPT,,,35.68,2024-12-09
2025-01-15,BB_W,Long,LGHL.NS,538.3,287.4,3.99,3.99,,,,,KRBPT,,,,2025-01-07
2025-01-15,ATR_DC,Long,LICNETFN50.BO,263.68,250.0,73.1,73.1,,,,,KRBPT,,,275.95,2024-12-13
2025-01-15,EW_BW,Long,LOOKS.BO,5.0,4.42,1724.14,1724.14,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,MADHAVIPL.BO,14.0,12.66,746.27,746.27,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_W,Long,MAHACORP.BO,1.0,0.63,2702.7,2702.7,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,MAINFRA.BO,16.0,15.01,1010.1,1010.1,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,MAJESAUT.BO,430.0,370.0,16.67,16.67,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_BW,Long,MANAKALUCO.NS,30.0,26.8,312.5,312.5,,,,,KRBPT,,,,2025-01-15
2025-01-15,EWBB_DC,Long,MANORG.BO,425.0,400.0,40.0,40.0,,,,,KRBPT,,,,2025-01-15
2025-01-15,BB_DC,Long,MARINE.NS,238.1,222.45,63.9,63.9,,,,,KRBPT,,,,2025-01-14
2025-01-15,EW_DC,Long,MARKSANS.NS,262.0,246.7,65.36,65.36,,,,,KRBPT,,,,2025-01-15
2025-01-15,ATR_BW,Long,MBAPL.NS,283.22,205.01,12.79,12.79,,,,,KRBPT,,,,2024-12-31
2025-01-15,EW_DC,Long,MBLINFRA.NS,61.0,54.26,148.37,148.37,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,MCL.NS,49.0,43.27,174.52,174.52,,,,,KRBPT,,,,2025-01-15
2025-01-15,ATREW_BW,Long,MCX.BO,5960.0,5497.55,2.16,2.16,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_UC,Long,MEGACOR.BO,3.0,2.3,1428.57,1428.57,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_UC,Long,MENAMANI.BO,6.0,5.74,3846.15,3846.15,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,MENNPIS.BO,70.0,64.5,181.82,181.82,,,,,KRBPT,,,,2025-01-15
2025-01-15,EW_DC,Long,MEP.NS,3.0,2.47,1886.79,1886.79,,,,,KRBPT,,,,2025-01-15
