Trade Day,System,Trade Direction,Stock,Entry Price,ISL/TSL,Buy Qty,Sell Qty,Sell Price,Exit Strategy,Commission,Trade Category,Account,CMP,CMP_Date,Target,Last Alert Date
2025-01-15,BB_DC,Short,ABVL.BO,181.75,118.0,15.69,15.69,204.57,Target Hit,,NaN,KRBPT,181.75,2025-01-15,204.57,2024-12-31
2025-01-15,BB_DC,Short,ARENTERP.NS,48.09,45.49,384.62,384.62,57.4,Target Hit,,NaN,KRBPT,48.09,2025-01-15,57.4,2025-01-03
