Ticker,Date/Time,Close,myBuy ,myShort
1STCUS.BO,1/14/2025,143,,1
360ONE.NS,1/7/2025,1193,,1
A2ZINFRA.NS,1/7/2025,24,,1
ABBOTINDIA.BO,1/10/2025,27743,,1
ADL.NS,1/6/2025,90,,1
ADROITINFO.NS,1/6/2025,19,1,
AGIOPAPER.BO,1/8/2025,7,1,
AIRAN.NS,1/10/2025,33,,1
AJOONI.NS,1/13/2025,7,,1
AJWAFUN.BO,1/6/2025,22,,1
ALBERTDAVD.NS,1/8/2025,1237,,1
ALFATRAN.BO,1/6/2025,108,,1
ALMONDZ.NS,1/7/2025,31,,1
ALLSEC.NS,11/26/2024,1000,1,
ALPA.NS,1/13/2025,125,,1
AMBICAAGAR.BO,1/6/2025,30,,1
ANANTRAJ.NS,1/13/2025,895,,1
APLAPOLLO.NS,1/8/2025,1513,,1
APLLTD.NS,1/10/2025,1002,,1
ARUNAHTEL.BO,1/10/2025,11,,1
ASIANHOTNR.NS,1/10/2025,302,,1
ASPIRA.BO,1/7/2025,79,1,
ASPINWALL.NS,1/6/2025,284,,1
AXISCADES.NS,1/15/2025,709,,1
BAJAJHCARE.BO,1/8/2025,534,,1
BCCFUBA.BO,1/14/2025,140,,1
BERYLSE.BO,1/8/2025,36,,1
BETXIND.BO,1/13/2025,515,,1
BPCAP.BO,1/6/2025,6,,1
BROOKS.NS,1/13/2025,171,,1
CANTABIL.NS,1/13/2025,280,,1
CENTURYPLY.NS,1/13/2025,771,,1
CESC.NS,1/6/2025,154,,1
CHENFERRO.BO,1/6/2025,132,,1
CINERAD.BO,1/14/2025,93,,1
CINDRELL.BO,1/9/2025,15,,1
CINEVISTA.NS,1/6/2025,17,,1
CJGEL.BO,1/8/2025,25,,1
CONART.BO,1/7/2025,283,,1
CORNE.BO,1/14/2025,11,1,
CPL.BO,1/15/2025,116,,1
CYBERMEDIA.NS,1/15/2025,26,1,
CYBERTECH.NS,1/7/2025,204,,1
DCI.NS,1/9/2025,341,,1
DCM.NS,1/8/2025,112,,1
DEEPENR.NS,9/19/2024,312,,1
DHANCOT.BO,1/15/2025,121,,1
DIANATEA.BO,1/8/2025,40,1,
E2E.NS,1/8/2025,3920,1,
ECS.BO,1/8/2025,9,,1
EKAMLEA.BO,1/7/2025,10,,1
ELEFLOR.BO,1/6/2025,6,,1
ELPROINTL.BO,1/6/2025,105,,1
EMPIND.BO,1/6/2025,1091,,1
EVERESTO.BO,1/8/2025,268,,1
EXPOGAS.BO,1/6/2025,57,,1
FORINTL.BO,1/7/2025,62,1,
FUNDVISER.BO,1/10/2025,125,,1
GALAGEX.BO,1/14/2025,38,,1
GENPHARMA.BO,1/10/2025,3,,1
GHCL.NS,1/10/2025,682,,1
GKCONS.BO,1/15/2025,16,,1
GLOBALVECT.NS,1/7/2025,265,,1
GMBREW.NS,1/6/2025,722,,1
GOODLUCK.NS,1/9/2025,869,,1
GOODRICKE.BO,1/8/2025,262,1,
GRAUWEIL.BO,1/13/2025,102,,1
GRAVITA.NS,1/6/2025,2111,,1
GREENPANEL.NS,1/6/2025,340,,1
GREAVESCOT.NS,1/10/2025,239,,1
GSAUTO.BO,1/10/2025,44,,1
GSPL.NS,1/6/2025,353,,1
