Buy Date,Ticker,Buy Strat,ll
2025-01-15,HDFCAMC.NS,EW_BW,3792.2
2025-01-15,HEMANG.BO,EW_UC,26.0
2025-01-15,HEMORGANIC.BO,EW_DC,9.42
2025-01-15,HINDHARD.BO,EW_W,941.0
2025-01-15,HINDTIN.BO,EW_BW,175.65
2025-01-15,HOWARHO.BO,BB_DC,24.09
2025-01-15,HUDCO.NS,EW_DC,200.85
2025-01-15,ICIL.NS,EW_DC,303.3
2025-01-15,ICL.BO,BB_DC,33.67
2025-01-15,IDEA.NS,BB_W,6.61
2025-01-15,IFBAGRO.NS,EW_DC,510.3
2025-01-15,IITL.NS,EW_DC,293.95
2025-01-15,INDCTST.BO,EW_BW,63.31
2025-01-15,INDHOTEL.NS,ATREW_UC,751.55
2025-01-15,INDLEASE.BO,BB_DC,10.38
2025-01-15,INDORAMA.NS,ATREW_W,38.99
2025-01-15,INDPRUD.BO,EW_DC,5200.0
2025-01-15,INDUSTOWER.NS,BB_DC,315.55
2025-01-15,ISHITADR.BO,EW_BW,65.55
2025-01-15,ISLCONSUL.BO,EWBB_DC,24.32
2025-01-15,ISTLTD.BO,BB_W,889.15
2025-01-15,JAGANLAM.BO,EW_BW,80.55
2025-01-15,JAGSONFI.BO,EW_DT,85.1
2025-01-15,JAIHINDS.BO,BB_DC,44.52
2025-01-15,JAIPAN.BO,EW_UC,32.25
2025-01-15,JAMSHRI.BO,EW_DC,119.8
2025-01-15,JAYCH.BO,EWBB_W,8.98
2025-01-15,JAYUSH.BO,BB_DC,655.75
2025-01-15,JOINDRE.BO,EW_DC,43.15
2025-01-15,JYOTI.BO,EW_DC,76.27
2025-01-15,KAIRA.BO,EW_W,1721.1
2025-01-15,KCLINFRA.BO,EW_BW,1.44
2025-01-15,KRIFILIND.BO,EW_W,8.41
2025-01-15,KRISHANA.NS,EWBB_DC,176.95
2025-01-15,KUNSTOFF.BO,BB_W,32.3
2025-01-15,LAGNAM.NS,ATREW_BW,99.49
2025-01-15,LAMBODHARA.NS,EWBB_DC,145.21
2025-01-15,LAXMICOT.NS,BB_DC,26.71
2025-01-15,LGHL.NS,BB_W,287.4
2025-01-15,LICNETFN50.BO,ATR_DC,250.0
2025-01-15,LOOKS.BO,EW_BW,4.42
2025-01-15,MADHAVIPL.BO,EW_DC,12.66
2025-01-15,MAHACORP.BO,EW_W,0.63
2025-01-15,MAINFRA.BO,EW_DC,15.01
2025-01-15,MAJESAUT.BO,EW_BW,370.0
2025-01-15,MANAKALUCO.NS,EW_BW,26.8
2025-01-15,MANORG.BO,EWBB_DC,400.0
2025-01-15,MARINE.NS,BB_DC,222.45
2025-01-15,MARKSANS.NS,EW_DC,246.7
2025-01-15,MBAPL.NS,ATR_BW,205.01
2025-01-15,MBLINFRA.NS,EW_DC,54.26
2025-01-15,MCL.NS,EW_DC,43.27
2025-01-15,MCX.BO,ATREW_BW,5497.55
2025-01-15,MEGACOR.BO,EW_UC,2.3
2025-01-15,MENAMANI.BO,EW_UC,5.74
2025-01-15,MENNPIS.BO,EW_DC,64.5
2025-01-15,MEP.NS,EW_DC,2.47
2025-01-15,MERCANTILE.BO,EW_DC,22.1
2025-01-15,MGL.NS,EW_UC,1075.25
2025-01-15,MIL.BO,EW_W,46.75
2025-01-15,MINDACORP.NS,BB_W,481.95
2025-01-15,MISHTANN.BO,EW_DC,6.13
2025-01-15,MMWL.BO,EW_DC,14.13
2025-01-15,MODAIRY.BO,EW_BW,55.0
2025-01-15,MODINATUR.BO,BB_DC,461.55
2025-01-15,MODINSU.BO,EW_UC,120.0
2025-01-15,MOHITIND.NS,EW_DC,31.08
2025-01-15,MOSCHIP.BO,EW_DC,185.2
2025-01-15,MRO-TEK.NS,BB_DC,75.31
2025-01-15,MULTIBASE.BO,EW_DC,302.6
2025-01-15,NATHUEC.BO,ATREW_DC,7.37
2025-01-15,NATRAJPR.BO,EW,41.08
2025-01-15,NAVKARCORP.NS,BB_DC,135.0
2025-01-15,NBCC.NS,EW_BW,78.39
2025-01-15,NCLRESE.BO,EW_DC,0.7
2025-01-15,NDASEC.BO,BB_W,30.1
2025-01-15,NECLIFE.NS,BB_DC,31.87
2025-01-15,NEELKAN.BO,EW_BW,13.33
2025-01-15,NESCO.NS,LR_DC,935.9
2025-01-15,NEWGEN.NS,ATREW_UC,1031.0
2025-01-15,NEXUSSURGL.BO,BB_W,21.53
2025-01-15,NILACHAL.BO,EW_UC,38.13
2025-01-15,NITCO.NS,EW_W,111.04
2025-01-15,NURECA.NS,ATR_UC,275.1
2025-01-15,NYSSACORP.BO,EW_DC,4.89
2025-01-15,OCTAVE.BO,BB_DC,3.7
2025-01-15,OILCOUNTUB.NS,BB_UC,48.1
2025-01-15,ONELIFECAP.NS,BB_W,14.08
2025-01-15,ONMOBILE.NS,EW_DC,62.26
2025-01-15,ONTIC.BO,BB_W,0.64
2025-01-15,PALCO.BO,BB_DC,18.55
2025-01-15,PANCHMAHQ.BO,EW_UC,192.15
2025-01-15,PANELEC.BO,BB_DC,35.03
2025-01-15,PASARI.BO,BB_DC,8.36
2025-01-15,PATIDAR.BO,EW_BW,8.57
2025-01-15,PATSPINLTD.BO,EW_DC,11.05
2025-01-15,PCJEWELLER.NS,BB_W,13.81
2025-01-15,PEETISEC.BO,ATR_BW,19.46
2025-01-15,PENINLAND.NS,EW_DC,37.0
2025-01-15,PHOENIXLTD.NS,EW_BW,1501.65
2025-01-15,PHOENIXTN.BO,ATR_W,229.85
2025-01-15,PHRMASI.BO,BB_W,43.46
2025-01-15,PIIND.NS,BB_W,3395.0
2025-01-15,PML.BO,EW_UC,850.0
2025-01-15,PNBHOUSING.NS,EW_DC,797.0
2025-01-15,POLYCHEM.BO,EWBB_DC,2400.0
2025-01-15,PRAJIND.NS,EW_BW,690.6
2025-01-15,PRAKASH.NS,EWBB_DC,143.43
2025-01-15,PREMIER.NS,EW_BW,2.92
2025-01-15,PRERINFRA.BO,EW_BW,29.1
2025-01-15,PTC.NS,EW_DC,127.69
2025-01-15,QGO.BO,EW_UC,54.0
2025-01-15,RAGHUNAT.BO,EW_DC,14.81
2025-01-15,RAGHUSYN.BO,EW_W,136.0
2025-01-15,RAJPACK.BO,BB_DC,26.81
2025-01-15,RAJRATAN.NS,EW_DC,454.8
2025-01-15,RAMAPPR-B.BO,BB_DC,14.51
2025-01-15,RAMASTEEL.NS,EW_BW,10.9
2025-01-15,RAMGOPOLY.BO,EW_DC,5.06
2025-01-15,RAYMOND.NS,EW_UC,1505.3
2025-01-15,RDBRL.BO,EW_BW,136.3
2025-01-15,REALECO.BO,BB_DC,6.05
2025-01-15,RELICTEC.BO,ATR_W,12.07
2025-01-15,RELTD.BO,EW_DC,114.9
2025-01-15,REPCOHOME.NS,BB_DC,390.6
2025-01-15,RKDL.NS,EW_UC,25.71
2025-01-15,RMC.BO,ATREW_W,841.0
2025-01-15,RPPINFRA.NS,EWBB_DC,167.41
2025-01-15,RUBFILA.BO,EW_DC,72.1
2025-01-15,RUCHINFRA.NS,EW_DC,10.01
2025-01-15,RVHL.NS,EW_DC,63.44
2025-01-15,SAGARDEEP.NS,ATRBB_DC,26.5
2025-01-15,SAINIK.BO,EW_DC,35.7
2025-01-15,SAKTHIFIN.BO,EWBB_W,55.0
2025-01-15,SALAUTO.BO,EW_BW,520.0
2025-01-15,SAMRATPH.BO,EW_DC,338.9
2025-01-15,SANGAMIND.NS,ATREW_W,371.8
2025-01-15,SANGHIIND.NS,EW_DC,55.51
2025-01-15,SANTETX.BO,EW_DC,148.0
2025-01-15,SARTHAKIND.BO,BB_BW,26.53
2025-01-15,SBFL.BO,EWBB_DC,24.08
2025-01-15,SCANPRO.BO,BB_W,66.62
2025-01-15,SESHAPAPER.NS,EW_W,285.0
2025-01-15,SGL.NS,EW_DC,14.63
2025-01-15,SHARIKA.BO,EW_UC,16.0
2025-01-15,SHGANEL.BO,EW_DC,23.15
2025-01-15,SHIVAGR.BO,EW_UC,21.55
2025-01-15,SHRDAIS.BO,BB_DC,275.0
2025-01-15,SHYMINV.BO,BB_DC,9.86
2025-01-15,SIEL.BO,BB_DC,80.75
2025-01-15,SIYSIL.NS,BB_DC,825.05
2025-01-15,SKFINDIA.NS,BB_DC,4184.0
2025-01-15,SKYIND.BO,EW_BW,124.55
2025-01-15,SKYLMILAR.BO,EW_DC,16.7
2025-01-15,SMARTLINK.NS,EWBB_DC,178.0
2025-01-15,SMFIL.BO,EW_DC,6.55
2025-01-15,SOMATEX.NS,EW_DC,38.8
2025-01-15,SPENTA.BO,EW_BW,147.4
2025-01-15,SPORTKING.BO,EW_BW,92.05
2025-01-15,SPTRSHI.BO,BB_DC,29.9
2025-01-15,SSWRL.BO,EW_DC,36.0
2025-01-15,STARLOG.BO,EWBB_W,41.52
2025-01-15,STEELXIND.NS,EW_DC,9.02
2025-01-15,STOVEKRAFT.NS,BB_W,704.25
2025-01-15,STRATMONT.BO,BB_W,102.35
2025-01-15,SUNCITYSY.BO,EW_UC,18.53
2025-01-15,SUNGOLD.BO,BB_W,2.83
2025-01-15,SUNSHIEL.BO,BB_DC,791.0
2025-01-15,SUPERHOUSE.NS,BB_W,189.6
2025-01-15,SURYVANSP.BO,EW_DC,20.9
2025-01-15,SVAMSOF.BO,ATR_W,9.17
2025-01-15,SVCIND.BO,EWBB_W,3.57
2025-01-15,SW1.BO,BB_DC,71.2
2025-01-15,SWARNSAR.BO,BB_DC,32.5
2025-01-15,TAINWALCHM.NS,BB_DC,236.6
2025-01-15,TAKE.NS,EW_BW,13.56
2025-01-15,TEMBO.NS,EW_UC,705.0
2025-01-15,TERASOFT.NS,BB_DC,159.55
2025-01-15,THACKER.BO,EW_DC,1461.9
2025-01-15,THERMAX.NS,BB_DC,3613.05
2025-01-15,TITANBIO.BO,EW_DC,685.1
2025-01-15,TRANSFRE.BO,BB_DC,30.1
2025-01-15,TRIOMERC.BO,EWBB_DC,1.0
2025-01-15,TRIVENIENT.BO,EW_DC,2.02
2025-01-15,ULTRACAB.BO,EW_DC,14.4
2025-01-15,UMIYA.BO,ATREW_UC,26.72
2025-01-15,UNIAUTO.BO,EW_DC,78.6
2025-01-15,UNITECH.BO,EW_DC,8.36
2025-01-15,UNIVARTS.BO,BB_DC,4.62
2025-01-15,UNIVSTAR.BO,EW_DC,150.0
2025-01-15,UTIAMC.NS,ATREW_DC,1152.2
2025-01-15,VANICOM.BO,EW_DC,11.36
2025-01-15,VCL.NS,BB_DT,0.83
2025-01-15,VEDL.NS,EWBB_DC,412.0
2025-01-15,VENTURA.BO,EW_DC,13.7
2025-01-15,VIDHIING.NS,EW_DC,425.25
2025-01-15,VINDHYATEL.NS,BB_DC,1736.5
2025-01-15,VINNY.NS,EWBB_DC,1.57
2025-01-15,VINTRON.BO,EW_DC,34.59
2025-01-15,VIRATCRA.BO,EW_DC,49.5
2025-01-15,VISCO.BO,EW_BW,13.7
2025-01-15,WABAG.NS,EWBB_DC,1407.5
2025-01-15,WALCHANNAG.NS,EW_BW,228.3
2025-01-15,WARDINMOBI.BO,EW_DC,33.3
2025-01-15,WELCORP.NS,EW_BW,712.9
2025-01-15,WELCURE.BO,ATR_W,9.59
2025-01-15,WINSOMBR.BO,EW_DC,36.7
2025-01-15,WONDERLA.NS,EWBB_W,707.55
2025-01-15,YUG.BO,EWBB_DC,34.55
2025-01-15,ZDHJERK.BO,EW_BW,19.0
2025-01-15,ZEAL.BO,EW_DC,10.61
2025-01-15,ZKHANDEN.BO,EWBB_DC,84.2
