Date/Time,Ticker,Alert,BearBreak,Buy_ATR,Buy_BB,Buy_EW,Buy_LR,Buy_ZZ,Close,DnBars,Downtrend Length,FromHigh,FromLow,LR_LC,LR_MC,LR_UC,Mega Sellby Larger Wave,NumberOfTickers,Pattern,PercentileRank,Rank,S1,SCTR,SL,UpBars,Uptrend Length,hh,ll,myShort,Buy,Current_Price,Quantity,P/L Percentage
2024-10-22,AJEL.BO,0.0,,,,,LR,ZZ,16.1,0.0,15.0,0.0,1.0,16.23,16.49,16.74,,3563.0,_BW,42.76,2040.0,-1.63,-0.47,,3.0,3.0,28.59,15.0,,LR_BW,13.680000305175781,909.0,-0.1503105400511938
2024-10-22,ALBERTDAVD.NS,0.0,,,,EW,,,1433.0,,,0.0,0.0,,,,,3563.0,_BW,72.09,995.0,1.02,12.64,1288.55,,,1753.95,1288.55,,EW_BW,1319.9000244140625,7.0,-0.07892531443540649
2024-10-22,AMITINT.BO,,,,BB,,,ZZ,4.63,0.0,8.0,,0.0,4.43,4.6,4.76,,3563.0,_BW,10.81,3178.0,,,,5.0,5.0,4.63,3.51,,BB_BW,4.139999866485596,893.0,-0.10583156231412617
2024-10-22,ANJANIFOODS.BO,0.0,,,,EW,,,38.0,,,0.0,19.0,,,,,3563.0,_DC,62.07,1352.0,1.79,6.96,35.11,,,52.41,35.11,,EW_DC,38.0,346.0,0.0
2024-10-22,ATALREAL.NS,1.0,,ATR,,,,ZZ,10.41,0.0,14.0,0.0,0.0,9.61,9.98,10.35,,3563.0,_UC,60.56,1406.0,5.47,6.38,,9.0,9.0,10.41,7.1,,ATR_UC,12.819999694824219,302.0,0.23150813591010747
2024-10-22,BERVINL.BO,0.0,,,BB,,,,61.5,,,2.0,2.0,,,,,3563.0,_DC,84.28,561.0,-1.74,23.82,,,,82.7,55.63,,BB_DC,76.51000213623047,170.0,0.24406507538586128
2024-10-22,BLOIN.BO,0.0,,,BB,,,ZZ,43.0,0.0,13.0,3.0,3.0,0.0,0.0,0.0,,3563.0,_W,98.76,45.0,-2.42,143.54,,7.0,7.0,57.24,3.95,,BB_W,41.029998779296875,26.0,-0.04581398187681686
2024-10-22,CHMBBRW.BO,0.0,,,BB,,,,5.96,,,3.0,0.0,,,,,3563.0,_W,13.84,3070.0,-0.47,-18.24,,,,8.86,5.8,,BB_W,7.769999980926514,6250.0,0.30369127196753587
2024-10-22,CHRTEDCA.BO,1.0,,,BB,,,ZZ,265.0,0.0,13.0,0.0,0.0,236.05,253.52,270.99,,3563.0,_BW,77.43,805.0,8.17,16.82,,11.0,11.0,286.9,210.0,,BB_BW,265.70001220703125,18.0,0.002641555498231132
2024-10-22,CLFL.BO,1.0,,ATR,BB,,,,21.4,,,0.0,0.0,,,,,3563.0,_UC,86.64,477.0,4.81,27.13,,,,21.4,13.02,,ATRBB_UC,33.9900016784668,119.0,0.5883178354423738
2024-10-22,CLIOINFO.BO,1.0,,,BB,EW,,,6.0,,,0.0,0.0,,,,,3563.0,_DC,30.1,2491.0,6.51,-5.6,5.15,,,7.28,5.15,,EWBB_DC,5.329999923706055,1176.0,-0.11166667938232422
2024-10-22,CMMHOSP.BO,0.0,,,BB,,,,39.4,,,6.0,6.0,,,,,3563.0,_DC,61.99,1355.0,3.02,6.93,,,,50.4,30.05,,BB_DC,39.099998474121094,107.0,-0.007614251925860529
2024-10-22,CONTILI.BO,1.0,,ATR,,EW,,,253.0,,,1.0,0.0,,,,,3563.0,_UC,92.73,260.0,4.57,42.13,231.0,,,330.7,141.35,,ATREW_UC,51.95000076293945,9.0,-0.7946640286049824
2024-10-22,CTE.NS,1.0,,,BB,,,,97.6,,,0.0,0.0,,,,,3563.0,_W,50.56,1762.0,4.27,2.61,,,,115.5,90.0,,BB_W,88.55999755859375,132.0,-0.09262297583408038
2024-10-22,CUB.NS,1.0,,,,EW,,,170.0,,,0.0,0.0,,,,,3563.0,_DC,66.03,1211.0,11.54,8.92,150.2,,,173.0,150.2,,EW_DC,172.27000427246094,51.0,0.01335296630859375
2024-10-22,DCMFINSERV.NS,0.0,,,BB,,,ZZ,7.29,0.0,10.0,1.0,1.0,7.07,7.28,7.5,,3563.0,_DC,67.86,1146.0,3.43,9.81,,3.0,3.0,12.04,6.13,,BB_DC,7.300000190734863,862.0,0.0013717682763872766
2024-10-22,EUREKAI.BO,,,,,EW,,,6.0,,,0.0,,,,,,3563.0,_DC,10.81,3178.0,,,5.46,,,8.3,5.46,,EW_DC,8.800000190734863,1852.0,0.46666669845581055
2024-10-22,FMNL.NS,0.0,,ATR,,,,ZZ,13.59,0.0,31.0,0.0,0.0,13.37,14.06,14.75,,3563.0,_UC,96.27,134.0,2.64,66.65,,14.0,14.0,14.75,9.69,,ATR_UC,15.670000076293945,256.0,0.1530537215816001
2024-10-22,FRASER.BO,0.0,,,BB,,,,5.3,,,5.0,2.0,,,,,3563.0,_W,47.73,1863.0,3.61,1.64,,,,5.7,4.62,,BB_W,10.789999961853027,1471.0,1.0358490494062316
2024-10-22,GARWAMAR.BO,1.0,,,,EW,,,29.0,,,0.0,0.0,,,,,3563.0,_UC,91.38,308.0,7.32,38.12,25.25,,,57.01,25.25,,EW_UC,38.459999084472656,267.0,0.3262068649818157
2024-10-22,GKB.BO,0.0,,ATR,,,,ZZ,106.75,0.0,38.0,1.0,2.0,106.76,109.3,111.84,,3563.0,_BW,47.28,1879.0,-3.97,1.48,,9.0,9.0,131.75,97.15,,ATR_BW,99.44999694824219,104.0,-0.06838410352934719
2024-10-22,GUJCONT.BO,1.0,,,,EW,,,173.0,,,1.0,1.0,,,,,3563.0,_DC,59.18,1455.0,5.51,5.72,163.0,,,199.5,163.0,,EW_DC,165.75,100.0,-0.04190751445086705
