Ticker,Date/Time,Close,Mega Sellby Larger Wave,SL
21STCENMGM.NS,9/11/2024,118,140.01,74.35
360ONE.NS,9/12/2024,1030,1104.03,1054.50
360ONE.NS,10/16/2024,1030,1123.01,940.00
1STCUS.BO,8/13/2024,109,127.15,84.20
1STCUS.BO,9/25/2024,109,125.13,89.35
20MICRONS.NS,8/9/2024,307,324.01,255.75
20MICRONS.NS,8/23/2024,307,337.48,285.05
3IINFOLTD.NS,8/28/2024,27,37.42,32.40
3PLAND.NS,8/5/2024,37,37.89,35.80
3PLAND.NS,8/6/2024,37,38.13,35.53
3PLAND.NS,8/7/2024,37,38.90,35.53
3PLAND.NS,8/8/2024,37,45.38,35.53
3PLAND.NS,8/12/2024,37,49.66,35.53
3PLAND.NS,8/23/2024,37,46.61,39.47
3PLAND.NS,9/9/2024,37,44.95,41.70
5PAISA.NS,9/23/2024,514,570.15,502.15
5PAISA.NS,10/15/2024,514,582.34,504.50
7NR.BO,9/27/2024,5,6.00,5.62
63MOONS.NS,9/9/2024,445,425.80,324.90
63MOONS.NS,9/16/2024,445,410.01,387.20
63MOONS.NS,9/17/2024,445,391.39,380.55
63MOONS.NS,9/24/2024,445,412.25,371.70
63MOONS.NS,10/1/2024,445,403.07,372.10
63MOONS.NS,10/15/2024,445,528.26,351.00
^CNXENERGY,9/27/2024,40189,44483.56,42093.10
^CNXFMCG,9/23/2024,59956,66275.87,64261.95
^CNXMETAL,8/26/2024,9373,9464.80,8727.80
^CNXMETAL,10/1/2024,9373,10192.61,9122.95
^CNXAUTO,9/30/2024,24750,27393.94,25191.00
^CNXREALTY,9/26/2024,996,1134.97,1022.25
^CNXREALTY,10/16/2024,996,1082.03,1011.80
A2ZINFRA.NS,8/21/2024,17,20.44,15.73
A2ZINFRA.NS,9/27/2024,17,18.82,15.87
A2ZINFRA.NS,10/11/2024,17,19.40,15.75
AAATECH.NS,8/9/2024,122,124.21,106.00
AAATECH.NS,8/23/2024,122,125.56,113.10
AAATECH.NS,9/6/2024,122,137.80,113.61
AAATECH.NS,9/18/2024,122,143.00,126.20
AAATECH.NS,10/18/2024,122,132.98,125.00
AAIL.BO,8/27/2024,108,119.14,100.65
AAIL.BO,9/3/2024,108,116.64,100.65
AAIL.BO,10/16/2024,108,121.00,104.80
^NSEI,8/5/2024,24570,24235.96,23893.70
^NSEI,8/6/2024,24570,24277.05,23893.70
^NSEI,8/7/2024,24570,24299.50,23893.70
^NSEI,8/8/2024,24570,24275.30,23893.70
^NSEI,8/9/2024,24570,24392.61,23893.70
^NSEI,8/12/2024,24570,24407.63,23893.70
^NSEI,8/13/2024,24570,24299.09,23893.70
^NSEI,8/14/2024,24570,24172.30,23893.70
^NSEI,8/16/2024,24570,24474.05,23893.70
^NSEI,8/19/2024,24570,24609.84,23893.70
^NSEI,8/20/2024,24570,24702.52,23893.70
^NSEI,8/21/2024,24570,24754.59,23893.70
^NSEI,8/22/2024,24570,24846.63,23893.70
^NSEI,8/23/2024,24570,24836.71,23893.70
^NSEI,8/26/2024,24570,25001.52,23893.70
^NSEI,8/27/2024,24570,25048.24,23893.70
^NSEI,8/28/2024,24570,25088.36,23893.70
^NSEI,8/29/2024,24570,25144.30,23893.70
^NSEI,8/30/2024,24570,25251.11,23893.70
^NSEI,9/2/2024,24570,25309.11,23893.70
^NSEI,9/3/2024,24570,25300.23,23893.70
^NSEI,9/4/2024,24570,25182.95,23893.70
^NSEI,9/5/2024,24570,25238.52,23893.70
^NSEI,9/6/2024,24570,25076.89,24801.30
^NSEI,9/9/2024,24570,24906.41,24753.15
^NSEI,9/10/2024,24570,25072.07,24753.15
^NSEI,9/11/2024,24570,25056.56,24753.15
^NSEI,9/12/2024,24570,25310.38,24753.15
^NSEI,9/13/2024,24570,25395.99,24753.15
^NSEI,9/16/2024,24570,25418.32,24753.15
^NSEI,9/17/2024,24570,25419.30,24753.15
^NSEI,9/18/2024,24570,25433.04,24753.15
^NSEI,9/19/2024,24570,25552.98,24753.15
^NSEI,9/20/2024,24570,25743.59,24753.15
^NSEI,9/23/2024,24570,25928.84,24753.15
^NSEI,9/24/2024,24570,25980.38,24753.15
^NSEI,9/25/2024,24570,25992.44,24753.15
^NSEI,9/26/2024,24570,26187.78,24753.15
^NSEBANK,9/26/2024,51541,54353.23,50369.40
AANCHALISP.BO,8/7/2024,6,5.88,5.02
AANCHALISP.BO,9/4/2024,6,6.20,5.07
AANCHALISP.BO,10/17/2024,6,6.05,5.25
AARTECH.BO,8/6/2024,63,76.83,69.75
AARTECH.BO,8/12/2024,63,76.22,69.75
AARTECH.BO,8/26/2024,63,76.55,66.00
AARTECH.BO,9/4/2024,63,81.00,66.00
AARTECH.BO,10/16/2024,63,68.93,63.00
AARON.NS,9/6/2024,262,280.25,261.50
AARON.NS,10/14/2024,262,290.30,251.05
AARTISURF.NS,10/3/2024,728,847.76,808.05
AARTIDRUGS.NS,8/26/2024,484,613.40,492.05
AARTIIND.NS,8/28/2024,495,644.11,593.05
AARTIIND.NS,9/24/2024,495,586.67,559.00
AARVEEDEN.NS,8/28/2024,46,47.80,35.36
AARVEEDEN.NS,9/16/2024,46,56.04,43.12
AARVEEDEN.NS,10/10/2024,46,50.35,45.00
AAVAS.NS,8/14/2024,1684,1709.96,1603.30
AAVAS.NS,8/19/2024,1684,1689.40,1651.75
AAVAS.NS,9/9/2024,1684,1900.75,1651.75
AAVAS.NS,9/23/2024,1684,1907.79,1651.75
AARVI.NS,8/7/2024,149,144.46,132.62
AARVI.NS,8/22/2024,149,158.66,134.01
AARVI.NS,9/5/2024,149,153.25,141.65
ABANSENT.BO,8/20/2024,33,148.21,124.10
ABANSENT.BO,10/4/2024,33,190.71,137.00
ABAN.NS,8/20/2024,64,87.72,64.01
ABAN.NS,9/4/2024,64,83.33,75.14
ABAN.NS,9/24/2024,64,79.94,70.06
ABBOTINDIA.BO,8/30/2024,29114,30368.67,26783.65
ABBOTINDIA.BO,10/3/2024,29114,28852.48,28223.00
ABB.NS,8/9/2024,8204,8178.06,7236.80
ABB.NS,8/28/2024,8204,7928.22,7700.00
ABB.NS,10/1/2024,8204,8248.70,7350.05
ABB.NS,10/18/2024,8204,8777.51,8420.05
ABCAPITAL.NS,8/19/2024,210,216.38,201.60
ABCAPITAL.NS,9/2/2024,210,225.33,218.09
ABCAPITAL.NS,10/1/2024,210,241.80,212.80
ABCINDQ.BO,8/30/2024,120,161.25,102.00
ABCINDQ.BO,10/10/2024,120,132.94,118.10
ABBOTINDIA.NS,7/18/2024,29559,28843.00,27342.50
ABFRL.NS,10/1/2024,311,352.32,324.25
ABFRL.NS,10/15/2024,311,350.92,318.80
ABHICAP.BO,8/12/2024,149,192.05,166.75
ABHICAP.BO,8/13/2024,149,177.79,166.75
ABHICAP.BO,8/14/2024,149,192.45,166.75
ABHICAP.BO,8/16/2024,149,190.75,166.00
ABHICAP.BO,8/19/2024,149,186.59,166.00
ABHICAP.BO,8/21/2024,149,179.78,166.00
ABHICAP.BO,8/22/2024,149,175.27,166.00
ABHICAP.BO,8/23/2024,149,189.23,166.00
ABHICAP.BO,8/26/2024,149,182.94,169.40
ABHICAP.BO,8/27/2024,149,180.77,169.40
ABHICAP.BO,8/28/2024,149,177.99,169.40
ABHICAP.BO,8/29/2024,149,173.60,166.40
ABHICAP.BO,8/30/2024,149,176.49,166.40
ABHICAP.BO,9/2/2024,149,174.63,165.10
ABHICAP.BO,9/13/2024,149,184.50,168.00
ABHICAP.BO,9/23/2024,149,174.75,162.20
ABHIINFRA.BO,8/9/2024,8,7.66,6.41
ABHIINFRA.BO,8/27/2024,8,7.32,5.92
ABHIINFRA.BO,8/29/2024,8,7.38,5.92
ABHIINFRA.BO,8/30/2024,8,7.70,5.92
ABHIINFRA.BO,9/2/2024,8,7.50,5.92
ABHIINFRA.BO,9/16/2024,8,10.82,6.20
ABMKNO.BO,8/28/2024,127,165.36,140.00
ABIRAFN.BO,8/5/2024,50,58.64,55.71
ABIRAFN.BO,8/14/2024,50,62.89,58.10
ABIRAFN.BO,8/21/2024,50,63.51,55.60
ABIRAFN.BO,9/6/2024,50,59.49,55.00
ABIRAFN.BO,9/24/2024,50,59.41,52.25
ABIRAFN.BO,10/4/2024,50,58.05,52.50
ACCEL.BO,9/12/2024,23,28.87,22.57
ACCEL.BO,9/19/2024,23,26.52,24.50
ACCEL.BO,9/20/2024,23,25.66,24.50
ACCEL.BO,9/23/2024,23,26.06,24.50
ACCEL.BO,9/24/2024,23,26.02,24.50
ACCEL.BO,9/25/2024,23,25.61,24.50
ACCEL.BO,9/26/2024,23,25.85,24.67
ACCEL.BO,9/27/2024,23,26.36,24.67
ACCEL.BO,9/30/2024,23,25.38,24.16
ACCEL.BO,10/1/2024,23,24.98,24.16
ACCEL.BO,10/3/2024,23,24.47,23.56
ACCEL.BO,10/4/2024,23,24.67,23.56
ACCEL.BO,10/7/2024,23,24.89,23.22
ACCEL.BO,10/8/2024,23,23.48,22.25
ACCEL.BO,10/9/2024,23,23.99,22.25
ACCEL.BO,10/10/2024,23,23.55,22.25
ACCEL.BO,10/15/2024,23,25.13,22.25
ACC.NS,9/13/2024,2261,2507.04,2286.70
ACCURACY.NS,8/5/2024,10,12.02,11.50
ACCURACY.NS,8/6/2024,10,12.29,11.50
ACCURACY.NS,8/7/2024,10,12.02,11.50
ACCURACY.NS,8/8/2024,10,11.91,11.50
ACCURACY.NS,8/9/2024,10,11.70,11.10
ACCURACY.NS,8/12/2024,10,11.43,11.05
ACCURACY.NS,8/13/2024,10,11.29,11.00
ACCURACY.NS,8/14/2024,10,11.13,10.60
