Buy Date,Ticker,Buy Strat,ll
2024-10-22,AJEL.BO,LR_BW,15.0
2024-10-22,ALBERTDAVD.NS,EW_BW,1288.55
2024-10-22,AMITINT.BO,BB_BW,3.51
2024-10-22,ANJANIFOODS.BO,EW_DC,35.11
2024-10-22,ATALREAL.NS,ATR_UC,7.1
2024-10-22,BERVINL.BO,BB_DC,55.63
2024-10-22,BLOIN.BO,BB_W,3.95
2024-10-22,CHMBBRW.BO,BB_W,5.8
2024-10-22,CHRTEDCA.BO,BB_BW,210.0
2024-10-22,CLFL.BO,ATRBB_UC,13.02
2024-10-22,CLIOINFO.BO,EWBB_DC,5.15
2024-10-22,CMMHOSP.BO,BB_DC,30.05
2024-10-22,CONTILI.BO,ATREW_UC,141.35
2024-10-22,CTE.NS,BB_W,90.0
2024-10-22,CUB.NS,EW_DC,150.2
2024-10-22,DCMFINSERV.NS,BB_DC,6.13
2024-10-22,EUREKAI.BO,EW_DC,5.46
2024-10-22,FMNL.NS,ATR_UC,9.69
2024-10-22,FRASER.BO,BB_W,4.62
2024-10-22,GARWAMAR.BO,EW_UC,25.25
2024-10-22,GKB.BO,ATR_BW,97.15
2024-10-22,GUJCONT.BO,EW_DC,163.0
2024-10-22,GUJCRAFT.BO,EW_DC,105.0
2024-10-22,IITLPROJ.BO,ATR_DC,34.7
2024-10-22,KAKTEX.BO,EW_W,20.1
2024-10-22,KIFS.BO,EW_BW,151.5
2024-10-22,KOVAI.BO,EW_W,5229.0
2024-10-22,KSHITIJPOL.NS,ATR_W,5.4
2024-10-22,LAOPALA.NS,EW_W,330.05
2024-10-22,MANAKCOAT.NS,EW_UC,57.0
2024-10-22,MCLTD.BO,EW_W,12.41
2024-10-22,MINID.BO,BB_UC,17.1
2024-10-22,MITCON.NS,ATREWBB_W,103.85
2024-10-22,MODRNSH.BO,EW_UC,45.1
2024-10-22,MOHITE.BO,BB_BW,46.35
2024-10-22,NAHARPOLY.NS,LR_DC,232.0
2024-10-22,NMSRESRC.BO,EW_UC,64.02
2024-10-22,OILCOUNTUB.NS,BB_W,44.35
2024-10-22,OMNIAX.BO,EW_UC,2.64
2024-10-22,OMNITEX.BO,BB_W,245.8
2024-10-22,OTCO.BO,ATR_DT,6.51
2024-10-22,PANINDIAC.BO,BB_W,2.06
2024-10-22,PATIDAR.BO,EW_UC,9.1
2024-10-22,PATSPINLTD.BO,BB_DC,12.05
2024-10-22,POOJAENT.BO,BB_DC,157.75
2024-10-22,PREMCO.BO,EW_DC,431.6
2024-10-22,PRSNTIN.BO,EW_UC,8.95
2024-10-22,QUANTBUILD.BO,BB_W,3.57
2024-10-22,RALEGRA.BO,EW_DC,37.71
2024-10-22,RAP.BO,BB_DC,33.39
2024-10-22,RDBRL.BO,EW_BW,146.65
2024-10-22,RELIABVEN.BO,EW_BW,18.51
2024-10-22,REMIEDEL.BO,BB_DC,69.0
2024-10-22,RIR.BO,EW_DC,3101.1
2024-10-22,RODIUM.BO,BB_DC,54.16
2024-10-22,ROOPAIND.BO,ATR_W,54.7
2024-10-22,SAKAR.NS,BB_DC,301.55
2024-10-22,SAURASHCEM.BO,EWBBLR_DC,103.75
2024-10-22,SEL.BO,LR_DC,36.7
2024-10-22,STANROS.BO,EW_DC,81.02
2024-10-22,STEELCITY.NS,ATR_BW,87.0
2024-10-22,SYMBIOX.BO,EWBB_W,2.6
2024-10-22,SYSTMTXC.BO,BB_W,1122.5
2024-10-22,TALBROAUTO.NS,ATREW_BW,292.25
2024-10-22,THEINVEST.NS,BB_UC,160.0
2024-10-22,TITAANIUM.BO,ATRBB_DC,25.0
2024-10-22,UNICHEMLAB.NS,ATR_BW,501.0
2024-10-22,VBDESAI.BO,EW_UC,17.0
2024-10-22,VIJIFIN.NS,BB_DC,1.97
2024-10-22,ZODIACVEN.BO,BB_DC,12.1
