Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
360ONE.NS,8/7/2024,1030,989.41,982.40
360ONE.NS,10/11/2024,1030,1037.96,940.00
1STCUS.BO,9/13/2024,109,89.36,89.35
21STCENMGM.NS,10/8/2024,118,97.69,96.70
20MICRONS.NS,8/7/2024,307,274.42,255.75
20MICRONS.NS,8/16/2024,307,293.60,285.05
20MICRONS.NS,10/16/2024,307,278.00,260.00
3PLAND.NS,8/5/2024,37,36.50,35.80
3PLAND.NS,8/6/2024,37,36.40,35.53
3PLAND.NS,8/7/2024,37,37.71,35.53
3PLAND.NS,8/8/2024,37,42.47,35.53
3PLAND.NS,8/9/2024,37,51.62,35.53
3PLAND.NS,8/16/2024,37,40.45,39.47
3PLAND.NS,9/4/2024,37,42.34,41.70
3IINFOLTD.NS,8/19/2024,27,33.93,32.40
4THGEN.BO,9/16/2024,6,5.67,5.17
63MOONS.NS,9/3/2024,445,360.35,324.90
63MOONS.NS,9/13/2024,445,396.91,387.20
63MOONS.NS,9/16/2024,445,400.04,387.20
63MOONS.NS,9/18/2024,445,380.33,371.70
63MOONS.NS,9/30/2024,445,378.51,372.10
63MOONS.NS,10/8/2024,445,360.50,351.00
^CNXAUTO,8/7/2024,24750,24849.44,24464.50
^CNXENERGY,9/25/2024,40189,43761.85,42093.10
^CNXIT,8/9/2024,41420,39011.99,37829.10
^CNXMETAL,8/19/2024,9373,9066.93,8727.80
^CNXMETAL,9/12/2024,9373,9128.11,8993.35
5PAISA.NS,8/9/2024,514,472.73,460.00
5PAISA.NS,10/10/2024,514,538.70,504.50
^CNXREALTY,9/13/2024,996,1043.32,1022.25
^CNXREALTY,10/8/2024,996,1017.64,1011.80
AAATECH.NS,8/7/2024,122,111.26,106.00
AAATECH.NS,8/16/2024,122,114.80,113.10
AAATECH.NS,8/30/2024,122,116.76,113.61
AAATECH.NS,9/13/2024,122,130.90,126.20
AAATECH.NS,10/9/2024,122,125.79,115.00
