Ticker,Date/Time,Close,myBuy ,myShort
21STCENMGM.NS,10/16/2024,118,1,
20MICRONS.NS,10/18/2024,307,1,
^CNXMETAL,10/14/2024,9373,,1
A2ZINFRA.NS,10/22/2024,17,,1
ABBOTINDIA.BO,10/14/2024,29114,1,
ABB.NS,10/22/2024,8204,,1
ABFRL.NS,10/17/2024,311,,1
ACGL.BO,10/17/2024,2460,1,
ADARSHPL.BO,10/14/2024,31,1,
AEGISLOG.BO,10/21/2024,737,1,
AGIOPAPER.BO,10/14/2024,8,,1
AGROPHOS.NS,10/22/2024,43,,1
AIAENG.NS,10/17/2024,4026,1,
AJEL.BO,10/22/2024,16,1,
AIRAN.NS,10/17/2024,34,1,
AIRAN.NS,10/22/2024,34,,1
ALPHAGEO.NS,10/16/2024,408,1,
AMBARPIL.BO,10/15/2024,195,,1
AMNPLST.BO,10/17/2024,299,1,
AMRUTANJAN.NS,10/16/2024,736,1,
AMJLAND.NS,10/16/2024,49,1,
ANIKINDS.NS,10/18/2024,81,1,
ANKIN.BO,10/18/2024,14,1,
ARYAMAN.BO,10/16/2024,380,1,
ARYAMAN.BO,10/17/2024,380,,1
ASIANHOTNR.NS,10/16/2024,181,,1
ASPINWALL.NS,10/16/2024,265,1,
ATULAUTO.NS,10/16/2024,597,1,
ATVPR.BO,10/16/2024,37,1,
AWHCL.NS,10/22/2024,720,,1
BALKRISIND.NS,10/14/2024,2960,,1
BATAINDIA.NS,10/15/2024,1406,1,
BBOX.NS,10/21/2024,467,1,
BBOX.NS,10/22/2024,467,,1
BEARDSELL.NS,10/18/2024,44,,1
BEML.NS,10/16/2024,3850,1,
BFUTILITIE.NS,10/21/2024,936,,1
BHAGCHEM.BO,10/16/2024,330,1,
BHARAT.BO,10/21/2024,47,1,
BIRLAMONEY.NS,10/15/2024,177,1,
BLOOM.BO,10/21/2024,15,,1
BLS.NS,10/16/2024,349,1,
BNRSEC.BO,10/22/2024,177,,1
BOSCHLTD.NS,10/17/2024,36300,,1
BPL.NS,10/16/2024,109,1,
BSE.NS,10/22/2024,4120,,1
BTTL.BO,10/14/2024,46,1,
BURNPUR.NS,10/21/2024,6,1,
CAMEXLTD.BO,10/14/2024,56,1,
CAMLINFINE.NS,10/16/2024,103,1,
CANFINHOME.NS,10/17/2024,842,,1
CAPRO.BO,10/22/2024,48,,1
CESC.NS,10/18/2024,189,1,
CESC.NS,10/22/2024,189,,1
CHEMBOND.NS,10/22/2024,575,,1
CHLOGIST.BO,10/15/2024,10,1,
CORDSCABLE.NS,10/16/2024,198,1,
DANLAW.BO,10/21/2024,1860,,1
DCI.NS,10/22/2024,365,,1
DCM.NS,10/17/2024,91,1,
DCMSHRIRAM.NS,10/15/2024,1044,1,
DECOMIC.BO,10/16/2024,72,1,
DEEPAKNTR.NS,10/15/2024,2685,1,
DEEPENR.NS,9/19/2024,312,,1
DEVINE.BO,10/21/2024,10,1,
DHANROTO.BO,10/22/2024,224,,1
DHANUKA.NS,10/16/2024,1452,1,
DHINDIA.BO,10/14/2024,133,1,
