Ticker,Date/Time,Buy
AARVI.NS,10/17/2024,1
ABBOTINDIA.BO,10/18/2024,1
ACE.NS,10/16/2024,1
ACIIN.BO,10/18/2024,1
ACIIN.BO,10/21/2024,1
ADITYASP.BO,10/16/2024,1
AGROPHOS.NS,10/18/2024,1
AICHAMP.BO,10/17/2024,1
AJMERA.NS,10/16/2024,1
AJMERA.NS,10/18/2024,1
AKSHOPTFBR.NS,10/18/2024,1
AMAL.BO,10/18/2024,1
AMARAJABAT.NS,12/27/2023,1
AMBER.NS,10/16/2024,1
AMBER.NS,10/21/2024,1
AMCOIND.BO,10/16/2024,1
APEX.NS,10/18/2024,1
ARVEE.NS,10/18/2024,1
ARVEE.NS,10/21/2024,1
ATALREAL.NS,10/22/2024,1
ATISHAY.BO,10/17/2024,1
AUSOMENT.NS,10/16/2024,1
AVG.NS,10/16/2024,1
AWHCL.NS,10/16/2024,1
AXISBANK.NS,10/18/2024,1
BAJAJ-AUTO.NS,10/21/2024,1
BANARBEADS.NS,10/17/2024,1
BEDMUTHA.NS,10/16/2024,1
BFINVEST.NS,10/21/2024,1
BLBLIMITED.NS,10/16/2024,1
BLISSGVS.NS,10/18/2024,1
BOROLTD.NS,10/16/2024,1
BPL.NS,10/16/2024,1
BRIDGESE.BO,10/21/2024,1
CAMS.BO,10/16/2024,1
CEATLTD.NS,10/18/2024,1
CEINSYSTECH.BO,10/16/2024,1
CENTURYTEX.NS,10/18/2024,1
CHRTEDCA.BO,10/21/2024,1
CLFL.BO,10/22/2024,1
CONSOFINVT.NS,10/21/2024,1
CONTCHM.BO,10/16/2024,1
CONTILI.BO,10/22/2024,1
CORDSCABLE.NS,10/16/2024,1
COSYN.BO,10/18/2024,1
CRISIL.NS,10/21/2024,1
CTCL.BO,10/21/2024,1
CUMMINSIND.NS,10/16/2024,1
CYBERMEDIA.NS,10/16/2024,1
DBCORP.NS,10/16/2024,1
DCI.NS,10/18/2024,1
DCMSHRIRAM.NS,10/16/2024,1
DECOMIC.BO,10/16/2024,1
DHRUVCA.BO,10/17/2024,1
DOLPHMED.BO,10/21/2024,1
DONEAR.NS,10/16/2024,1
DUNCANENG.BO,10/16/2024,1
DUNCANENG.BO,10/18/2024,1
E2E.NS,10/18/2024,1
EICHERMOT.NS,10/18/2024,1
ELPROINTL.BO,10/16/2024,1
ENDURANCE.NS,10/16/2024,1
ENKEIWHEL.BO,10/16/2024,1
EXPOGAS.BO,10/16/2024,1
FINPIPE.NS,10/18/2024,1
FMNL.NS,10/22/2024,1
FORBESCO.BO,10/17/2024,1
FORINTL.BO,10/18/2024,1
FRONTCORP.BO,10/16/2024,1
GALADAFIN.BO,9/13/2024,1
GANGESSECU.NS,10/21/2024,1
GARWAMAR.BO,10/21/2024,1
GBFL.BO,10/18/2024,1
GESHIP.NS,10/16/2024,1
GFLLIMITED.NS,10/21/2024,1
GINNIFILA.NS,10/18/2024,1
GKB.BO,10/22/2024,1
GLFL.NS,10/17/2024,1
GLOBAL.NS,10/16/2024,1
GOLDIAM.NS,10/16/2024,1
GUFICBIO.NS,10/16/2024,1
GUJPETR.BO,10/16/2024,1
HDFCAMC.NS,10/16/2024,1
HELPAGE.BO,10/17/2024,1
HEMIPROP.NS,10/18/2024,1
HERANBA.NS,10/16/2024,1
HIMATSEIDE.NS,10/16/2024,1
HINDALUMI.BO,10/18/2024,1
HIRECT.NS,10/16/2024,1
HIRECT.NS,10/18/2024,1
HITTCO.BO,10/16/2024,1
HNDFDS.NS,9/10/2024,1
HONAUT.NS,10/18/2024,1
HTMEDIA.NS,10/16/2024,1
IBINFO.BO,10/18/2024,1
ICEMAKE.NS,10/16/2024,1
IFBAGRO.NS,10/16/2024,1
IFBIND.NS,10/16/2024,1
IFBIND.NS,10/17/2024,1
IFINSEC.BO,10/21/2024,1
IITLPROJ.BO,10/22/2024,1
IMCAP.BO,9/16/2024,1
INDIGOPNTS.NS,10/21/2024,1
INDRAIND.BO,10/18/2024,1
INDRAIND.BO,10/21/2024,1
INFIBEAM.NS,10/16/2024,1
