Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
360ONE.NS,11/22/2024,1082.40,5.00,0.00,13.00,5.00,1115.77,1103.96,1092.15,1
3RDROCK.NS,11/21/2024,64.60,313.00,0.00,,313.00,,,,1
4THGEN.BO,11/21/2024,6.55,75.00,0.00,86.00,75.00,6.88,6.59,6.30,1
3PLAND.NS,11/22/2024,47.10,18.00,0.00,61.00,18.00,50.12,48.41,46.71,1
^CNXIT,11/22/2024,43332.10,12.00,0.00,46.00,12.00,43891.01,42700.04,41509.06,1
^CNXREALTY,11/22/2024,1006.25,5.00,0.00,25.00,5.00,1007.41,995.77,984.13,1
A2ZINFRA.NS,11/22/2024,16.91,4.00,0.00,8.00,4.00,0.00,0.00,0.00,1
AARTECH.BO,11/22/2024,73.06,4.00,0.00,45.00,4.00,76.06,74.33,72.59,1
AARON.NS,11/22/2024,325.35,3.00,0.00,6.00,3.00,343.86,329.93,316.01,1
AANCHALISP.BO,11/22/2024,6.00,5.00,0.00,13.00,5.00,6.14,6.03,5.92,1
AAYUSH.BO,11/22/2024,137.15,82.00,0.00,102.00,82.00,134.15,122.22,110.29,1
ABANSENT.BO,11/22/2024,35.66,3.00,0.00,6.00,3.00,36.88,35.48,34.08,1
AARVEEDEN.NS,11/22/2024,69.73,17.00,0.00,29.00,17.00,73.05,70.54,68.02,1
ABAN.NS,11/22/2024,62.14,5.00,0.00,40.00,5.00,0.00,0.00,0.00,1
ABCINDQ.BO,11/22/2024,123.55,3.00,0.00,9.00,3.00,126.99,121.15,115.32,1
ABHICAP.BO,11/22/2024,154.15,5.00,0.00,6.00,5.00,160.56,157.13,153.70,1
ACME.BO,11/22/2024,65.86,17.00,0.00,28.00,17.00,66.88,62.66,58.44,1
ACML.BO,11/22/2024,67.83,3.00,0.00,13.00,3.00,69.01,67.93,66.86,1
ACROW.BO,11/22/2024,726.90,17.00,0.00,22.00,17.00,0.00,0.00,0.00,1
ADCON.BO,11/22/2024,1.09,5.00,0.00,6.00,5.00,0.00,0.00,0.00,1
ADARSHPL.BO,11/22/2024,28.99,17.00,0.00,26.00,17.00,0.00,0.00,0.00,1
ADCINDIA.BO,11/22/2024,1790.00,7.00,0.00,12.00,7.00,1827.27,1800.41,1773.56,1
ADFFOODS.NS,11/22/2024,303.20,5.00,0.00,9.00,5.00,309.41,304.91,300.42,1
ADITYA.BO,11/22/2024,10.56,3.00,0.00,13.00,3.00,11.32,11.16,11.01,1
ADINATH.BO,11/22/2024,28.15,4.00,0.00,10.00,4.00,31.53,30.96,30.40,1
