Ticker,Date/Time,Close,Mega Buy by Larger Wave ,SL
360ONE.NS,10/11/2024,1082,1037.96,940.00
360ONE.NS,10/29/2024,1082,1005.40,982.00
360ONE.NS,11/18/2024,1082,1038.63,1001.05
21STCENMGM.NS,10/8/2024,101,97.69,96.70
21STCENMGM.NS,10/30/2024,101,105.42,104.36
5PAISA.NS,10/10/2024,471,538.70,504.50
5PAISA.NS,10/28/2024,471,490.67,480.00
1STCUS.BO,9/13/2024,121,89.36,89.35
1STCUS.BO,11/6/2024,121,115.35,100.60
4THGEN.BO,9/16/2024,7,5.67,5.17
20MICRONS.NS,10/16/2024,224,278.00,260.00
3PLAND.NS,9/4/2024,47,42.34,41.70
3PLAND.NS,10/29/2024,47,36.53,34.05
63MOONS.NS,9/13/2024,579,396.91,387.20
63MOONS.NS,9/16/2024,579,400.04,387.20
63MOONS.NS,9/18/2024,579,380.33,371.70
63MOONS.NS,9/30/2024,579,378.51,372.10
63MOONS.NS,10/8/2024,579,360.50,351.00
63MOONS.NS,10/23/2024,579,449.00,436.10
63MOONS.NS,10/24/2024,579,473.16,436.10
63MOONS.NS,10/28/2024,579,465.00,436.10
63MOONS.NS,11/11/2024,579,588.20,555.00
3MINDIA.NS,10/31/2024,30686,34931.05,33131.60
^CNXENERGY,9/25/2024,36524,43761.85,42093.10
^CNXMETAL,9/12/2024,8846,9128.11,8993.35
^CNXMETAL,10/30/2024,8846,9307.78,8924.55
^CNXPSUBANK,10/29/2024,6508,6571.60,6188.85
AAATECH.NS,9/13/2024,109,130.90,126.20
AAATECH.NS,10/9/2024,109,125.79,115.00
AAATECH.NS,10/28/2024,109,112.57,110.00
7TEC.BO,10/31/2024,57,53.46,50.26
7TEC.BO,11/19/2024,57,54.99,53.15
^NSEI,9/4/2024,23907,25116.85,23893.70
^NSEI,9/5/2024,23907,25164.68,23893.70
^NSEI,9/6/2024,23907,24893.16,24801.30
^NSEI,9/9/2024,23907,24804.24,24753.15
^NSEI,9/10/2024,23907,24955.23,24753.15
^NSEI,9/11/2024,23907,24942.29,24753.15
^NSEI,9/12/2024,23907,25064.42,24753.15
^NSEI,9/13/2024,23907,25326.96,24753.15
^NSEI,9/16/2024,23907,25363.57,24753.15
^NSEI,9/17/2024,23907,25374.60,24753.15
^NSEI,9/18/2024,23907,25334.71,24753.15
^NSEI,9/19/2024,23907,25435.03,24753.15
^NSEI,9/20/2024,23907,25532.26,24753.15
^NSEI,9/23/2024,23907,25874.51,24753.15
^NSEI,9/24/2024,23907,25918.02,24753.15
^NSEI,9/25/2024,23907,25911.71,24753.15
A2ZINFRA.NS,9/18/2024,17,16.50,15.87
A2ZINFRA.NS,10/8/2024,17,16.09,15.75
A2ZINFRA.NS,10/16/2024,17,18.21,15.75
A2ZINFRA.NS,10/17/2024,17,18.31,17.90
A2ZINFRA.NS,10/18/2024,17,17.78,17.41
A2ZINFRA.NS,10/21/2024,17,18.08,17.41
