Buy Date,Ticker,Buy Strat,Last Alert Date,ll,Close,Target,Call,Status,CMP,CMP_Date,Quantity,Hit Type,Sell Price,Broker
2024-11-22,20MICRONS.NS,BB_W,2024-10-21,219.35,223.5,314.0,Short,Closed,223.5,2024-11-22,240.96,Target Hit,314.0,India
2024-11-22,AAKASH.NS,EW_UC,2024-11-22,10.24,11.0,,Long,Open,10.72,2024-11-22,1315.79,,,India
2024-11-22,ABAN.NS,BB_DC,2024-11-14,58.76,62.14,,Long,Open,62.14,2024-11-22,295.86,,,India
2024-11-22,ABFRL.NS,BB_DC,2024-10-15,283.75,288.55,350.92,Short,Closed,288.55,2024-11-22,208.33,Target Hit,350.92,India
2024-11-22,ADCINDIA.BO,BB_W,2024-11-12,1664.05,1790.0,,Long,Open,1790.0,2024-11-22,7.94,,,India
2024-11-22,ADROITINFO.NS,BB_W,2024-11-19,20.75,22.21,23.73,Short,Closed,22.21,2024-11-22,684.93,Target Hit,23.73,India
2024-11-22,AHLEAST.NS,BB_DC,2024-11-21,145.03,155.72,,Long,Open,155.72,2024-11-22,93.55,,,India
2024-11-22,AICHAMP.BO,EW_UC,2024-11-22,48.74,54.0,,Long,Open,53.86,2024-11-22,190.11,,,India
2024-11-22,AIRAN.NS,EW_DC,2024-11-22,28.01,29.0,,Long,Open,29.06,2024-11-22,1010.1,,,India
2024-11-22,AJANTSOY.BO,ATR_DC,2024-11-18,38.0,48.54,,Long,Open,48.54,2024-11-22,94.88,,,India
2024-11-22,AJOONI.NS,EW_W,2024-11-22,7.05,8.0,,Long,Open,7.79,2024-11-22,1052.63,,,India
2024-11-22,ALEXANDER.BO,EW_BW,2024-11-22,12.5,15.0,,Long,Open,14.79,2024-11-22,400.0,,,India
2024-11-22,ALFAICA.BO,BB_W,2024-11-21,83.22,95.0,,Long,Open,95.0,2024-11-22,84.89,,,India
2024-11-22,ALOKINDS.NS,BB_DC,2024-11-01,19.86,20.33,22.97,Short,Closed,20.33,2024-11-22,2127.66,Target Hit,22.97,India
2024-11-22,ANKITMETAL.NS,EW_W,2024-11-22,3.08,3.0,,Long,Open,3.41,2024-11-22,,,,India
2024-11-22,ANMOL.BO,BB_DC,2024-11-01,27.0,28.06,32.22,Short,Closed,28.06,2024-11-22,943.4,Target Hit,32.22,India
2024-11-22,APOLLOFI.BO,BB_W,2024-11-11,766.8,829.7,,Long,Open,829.7,2024-11-22,15.9,,,India
2024-11-22,APOLLOHOSP.NS,ATR_UC,2024-11-11,6594.15,6935.1,7336.26,Short,Closed,6935.1,2024-11-22,2.93,Target Hit,7336.26,India
2024-11-22,APOLLOTYRE.NS,BB_DC,2024-11-19,448.15,495.0,,Long,Open,495.0,2024-11-22,21.34,,,India
2024-11-22,ARAVALIS.BO,EW_BW,2024-11-22,4.4,5.0,,Long,Open,4.64,2024-11-22,1666.67,,,India
2024-11-22,ARIHANTSUP.NS,BB_W,2024-11-14,322.9,349.1,,Long,Open,349.1,2024-11-22,38.17,,,India
2024-11-22,ASHSI.BO,EW_BW,2024-11-22,31.5,34.0,,Long,Open,33.84,2024-11-22,400.0,,,India
2024-11-22,ASINPET.BO,EWBB_W,2024-11-22,15.15,17.0,,Long,Open,16.73,2024-11-22,540.54,,,India
2024-11-22,AUROLAB.BO,BB_W,2024-11-11,192.0,199.6,258.09,Short,Closed,199.6,2024-11-22,131.58,Target Hit,258.09,India
2024-11-22,AVL.BO,BB_W,2024-11-13,411.0,480.6,,Long,Open,480.6,2024-11-22,14.37,,,India
2024-11-22,AYMSYNTEX.NS,ATR_DC,2024-11-18,222.0,245.78,,Long,Open,245.78,2024-11-22,42.05,,,India
2024-11-22,BANCOINDIA.NS,ATR_UC,2024-11-14,695.0,1129.05,,Long,Open,1129.05,2024-11-22,2.3,,,India
2024-11-22,BDH.BO,ATREW_BW,2024-11-22,296.0,344.0,,Long,Open,343.95,2024-11-22,20.83,,,India
2024-11-22,BECTORFOOD.NS,EW_DC,2024-11-22,1586.35,1701.0,,Long,Open,1701.05,2024-11-22,8.72,,,India
2024-11-22,BEMHY.BO,LR_DC,2024-11-14,1170.0,1338.7,,Long,Open,1338.7,2024-11-22,5.93,,,India
2024-11-22,BERYLSE.BO,BB_DC,2024-11-21,30.59,33.91,,Long,Open,33.91,2024-11-22,301.2,,,India
2024-11-22,BHAGCHEM.BO,EW_BW,2024-11-22,305.3,326.0,,Long,Open,326.3,2024-11-22,48.31,,,India
2024-11-22,BHARATRAS.NS,BBLR_DC,2024-11-18,10511.6,11767.9,,Long,Open,11767.9,2024-11-22,0.8,,,India
2024-11-22,BHARTIARTL.NS,ATR_W,2024-10-16,1511.0,1569.3,1735.96,Short,Closed,1569.3,2024-11-22,17.15,Target Hit,1735.96,India
2024-11-22,BIHSPONG.BO,BB_DC,2024-11-21,13.71,15.24,,Long,Open,15.24,2024-11-22,653.59,,,India
2024-11-22,BLUECHIPT.BO,EW_BW,2024-11-22,136.0,145.0,,Long,Open,145.4,2024-11-22,111.11,,,India
2024-11-22,BLUEDART.NS,BB_DC,2024-10-31,7110.0,7500.5,8160.01,Short,Closed,7500.5,2024-11-22,2.56,Target Hit,8160.01,India
2024-11-22,BROOKS.NS,LR_W,2024-11-14,131.05,140.0,,Long,Open,140.0,2024-11-22,111.73,,,India
2024-11-22,BTML.NS,EW_DC,2024-11-22,9.4,11.0,,Long,Open,11.01,2024-11-22,625.0,,,India
2024-11-22,CANTABIL.NS,BB_DC,2024-11-14,211.01,228.38,,Long,Open,228.38,2024-11-22,57.57,,,India
