Ticker,Date/Time,Close,myBuy ,myShort
PGEL.NS,11/19/2024,684,1,
PITTIENG.NS,11/22/2024,1343,1,
PRECAM.NS,11/13/2024,297,,1
PRAJIND.NS,11/22/2024,779,1,
RAGHUSYN.BO,11/18/2024,130,1,
RAINBOWF.BO,11/18/2024,22,1,
RAINBOWF.BO,11/21/2024,22,,1
RASANDIK.BO,11/13/2024,107,,1
RITCO.BO,11/13/2024,396,,1
RMC.BO,11/13/2024,762,1,
RLFL.BO,11/14/2024,2,1,
RPPL.NS,11/21/2024,39,,1
RSDFIN.BO,11/19/2024,144,,1
RUDRA.BO,11/18/2024,44,1,
SAMPRE.BO,11/19/2024,75,,1
SANTETX.BO,11/13/2024,155,,1
SBECSYS.BO,11/21/2024,46,1,
SELAN.NS,11/13/2024,856,,1
SGNTE.BO,11/18/2024,1,,1
SHANTI.NS,11/22/2024,17,1,
SHGANEL.BO,11/13/2024,34,,1
SHINDL.BO,11/19/2024,53,,1
SHREEPUSHK.NS,11/22/2024,266,,1
SHREERAMA.NS,11/21/2024,40,,1
SHRISTI.BO,11/19/2024,50,1,
SIBARAUT.BO,11/14/2024,11,,1
SNOWMAN.NS,11/22/2024,73,1,
SPCAPIT.BO,11/22/2024,57,,1
SRPL.NS,11/18/2024,1,,1
STERTOOLS.NS,11/13/2024,595,,1
STERTOOLS.NS,11/14/2024,595,1,
STYRENIX.NS,11/13/2024,2400,,1
SUMEDHA.BO,11/13/2024,88,,1
SUNTV.NS,11/22/2024,742,1,
SWARNSAR.BO,11/14/2024,37,,1
TALBROAUTO.NS,11/18/2024,290,,1
TCI.NS,11/18/2024,1061,,1
TELECANOR.BO,11/21/2024,7,1,
TECHNOE.NS,11/13/2024,1487,,1
TGVSL.BO,11/13/2024,113,,1
THAKDEV.BO,11/13/2024,188,,1
THYROCARE.NS,11/13/2024,956,,1
TRITURBINE.NS,11/19/2024,684,1,
TTKHLTCARE.NS,11/22/2024,1497,1,
TTL.NS,11/22/2024,160,,1
ULTRACEMCO.NS,11/22/2024,11375,1,
UNITDSPR.BO,11/18/2024,1501,1,
VERTEX.BO,11/18/2024,6,,1
VINEETLAB.BO,11/13/2024,51,,1
VIPCLOTHNG.NS,11/22/2024,44,1,
WIREFABR.BO,11/19/2024,222,1,
WPIL.BO,11/21/2024,597,,1
WOCKPHARMA.NS,11/13/2024,1233,,1
YAMNINV.BO,11/18/2024,2,1,
YORKEXP.BO,11/19/2024,45,1,
ZENOTECH.BO,11/13/2024,77,,1
ZKHANDEN.BO,11/18/2024,83,,1
ZOMATO.NS,11/14/2024,264,1,
